Sentence	Label	Comparative	Comment
Oh, and OBJECT_A and OBJECT_B don't want to make $15,000 cars because they want to be known only as prestigious and high end.	NO_COMP	False	
Also, Audi is selling better than OBJECT_A and OBJECT_B-Benz in Germany, which is the companies' home market, obviously.	UNCLEAR	True	
There are not huge aspirations for Malibu because the (midsize) segment here is not so big and is dominated by the premium brands like Audi, OBJECT_A and OBJECT_B.	NO_COMP	False	
I am so hoping they did a better job with this car because I love my OBJECT_A - but can we get something like what's in the OBJECT_B or the Cadillac CTS?	NO_COMP	False	
Drivetrain Due to its much higher torque, the engine of the OBJECT_A-Benz E-Class does a much better job of transmitting power to the wheels than the OBJECT_B 528.	BETTER	True	
For bold styling, the OBJECT_A-Benz CLA is a better choice, while the OBJECT_B 2 Series Coupe is arguably more thrilling to drive.	UNCLEAR	True	
As a fact in term of durability and comfiort , OBJECT_A is much better than any OBJECT_B.	BETTER	True	
This year, it's unlikely to finish better than third behind OBJECT_A and OBJECT_B-Benz...	NO_COMP	False	
With that said, I still feel as though OBJECT_A-Benz and OBJECT_B both produce much, much better-looking cars and SUVs than Lexus.	UNCLEAR	True	
Spend just a bit of time behind the wheel of one and you'll see that driving a Maserati vs a OBJECT_A or OBJECT_B is so much better it's not a difference in degree it's a difference in type.	UNCLEAR	True	
The Alfa Romeo Giulia's most sporty version will offer more power than rival models from OBJECT_A and OBJECT_B because it will use Maserati's Ferrari-derived 510-hp V-6 engine.	UNCLEAR	True	
But it was not quite that easy for Williams because the story of the race was not one of Williams-OBJECT_A domination but rather one of OBJECT_B-Benz getting ahead and then losing.	NO_COMP	False	
The OBJECT_A is more spacious, but the OBJECT_B is a better car in almost every other area.	WORSE	True	
Defending and vice champions Bruno Spengler and Gary Paffett also fell afoul of the unpredictable conditions with the OBJECT_A man narrowly getting the better of Spengler's OBJECT_B in sixth and seventh.	NO_COMP	False	
However, it's better than its OBJECT_A and OBJECT_B rivals.	NO_COMP	False	
So most German car manufacturers like Audi, VW, OBJECT_A and OBJECT_B will give you 10+ years of warranty on the chassis of the car because they all know that their cars will turn to rust in 5 or 6 years?	NO_COMP	False	
The rear seat of the ATS isn't any worse than the OBJECT_A 328i or the OBJECT_B-Benz C-Class.	UNCLEAR	True	
I'm guessing this CLA will have better luck in the USA than the OBJECT_A 318ti and OBJECT_B Coupe.	UNCLEAR	True	
The M4 is a standard OBJECT_A/Audi/OBJECT_B tire that provides superior comfort and some sportiness.	NO_COMP	False	
2-You must go pick her up in a nice car (OBJECT_A or OBJECT_B preferably) because now, almost any moldovan guy owns one and she has become used to it!	NO_COMP	False	
Truthly I've liked OBJECT_A as a company better than OBJECT_B for a while now.	BETTER	True	
Daimler faces fierce pressure from analysts despite enjoying record car sales at its core OBJECT_A-Benz brand, because OBJECT_B and Audi are selling more cars and reaping higher profit margins.	WORSE	True	
Much better than what OBJECT_A and OBJECT_B have done in my opinion.	NO_COMP	False	
Driving Mummy's Audi, OBJECT_A or OBJECT_B, you are clearly a superior being.	NO_COMP	False	
For the first time EVER there are some OBJECT_A models that handle better than their OBJECT_B counterparts.	BETTER	True	
The new V60 wagon, part of Volvo's plan to better compete with Audi , OBJECT_A , and OBJECT_B-Benz , just entered production today.	NO_COMP	False	
It boasts class-leading rear legroom-better than luxury sedans such as the OBJECT_A-Benz E-class, OBJECT_B 5 Series and Lexus LS.	NO_COMP	False	
@Alpha - That is like saying, would a OBJECT_A M5 or OBJECT_B S class lose value just because they offer cheaper options?	NO_COMP	False	
lexus is definitely on par with if not better than OBJECT_A, OBJECT_B, or audi.	UNCLEAR	True	
Jaguar is looking to expand beyond its current three-model line (and the upcoming F-Type roadster) to better compete with German rivals OBJECT_A, Audi and OBJECT_B.	NO_COMP	False	
If Chrysler or Jeep doesn't have a great designer just do what Kia and Hunday does , copy and paste from OBJECT_A and OBJECT_B even Audi and the result is better than this thing .	NO_COMP	False	
I really wanted a used OBJECT_A or OBJECT_B primarily because they were great handling rear-wheel drive cars.	NO_COMP	False	
Acura needs to market their vehicles better, Acura is not thought of as being as prestigious than OBJECT_A, Lexus and OBJECT_B even though their product is just as good if not better.	NO_COMP	False	
I personally never want to own a OBJECT_A/OBJECT_B/Audi, because I do not need or have a desire to own a luxury car.	NO_COMP	False	
Plus, there are so many better options like the OBJECT_A c-class estate, Audi A4 wagon, OBJECT_B 3 series touring, and so on.	NO_COMP	False	
Toyota created Lexus twenty years ago because it felt that it needed a specific brand cache to go against OBJECT_A, OBJECT_B, Audi, Cadillac, etc.	NO_COMP	False	
Since then OBJECT_A were always lacking in outright power compared to the Ferrari and OBJECT_B power units, and they had far worse reliability.	WORSE	True	
Of course, that hasn't stopped OBJECT_A and OBJECT_B making good money over the years, but that's because they can charge premium prices and people will still pay.	NO_COMP	False	
I've owned a OBJECT_A 3 series and test drove the OBJECT_B C250 and this car is so much better.	WORSE	True	
Also engineering goes to the OBJECT_A with always having the edge, better brakes, better suspension... they just make the speed and handling way more efficient than OBJECT_B does.	BETTER	True	
It is better you just go and buy a second hand OBJECT_A or OBJECT_B because the depreciation of the 2nd year onwards is very minimal.	NO_COMP	False	
The all-wheel-drive systems that OBJECT_A and OBJECT_B use are built from rear-wheel-drive cars and have the ability to send more than half the power to the rear for better handling.	NO_COMP	False	
i think this car is a far better deal than the OBJECT_A 5 series or OBJECT_B 320e.	UNCLEAR	True	
Where I live is actually a good case study really because on one road (Ogden Ave.) we have Lexus, Audi, OBJECT_A and OBJECT_B all right next to each other.	NO_COMP	False	
A better way to look at it is a person buying a Hyundai Genesis when they are used to a OBJECT_A 5 series or OBJECT_B Benz E class.	NO_COMP	False	
The handling, ride, and power are better than OBJECT_A, Lexus, OBJECT_B or any other import car.	NO_COMP	False	
Closer to OBJECT_A than OBJECT_B.	NO_COMP	False	
Food, OBJECT_A and OBJECT_B available.	NO_COMP	False	
Q: OBJECT_A or OBJECT_B?	NO_COMP	False	
OBJECT_A after OBJECT_B, oh dear?	NO_COMP	False	
I'll have OBJECT_A and OBJECT_B.	NO_COMP	False	
2.      Other than OBJECT_A and OBJECT_B                                    90	NO_COMP	False	
OBJECT_A, bourbon, OBJECT_B.	NO_COMP	False	
Paterson Treads on OBJECT_A, OBJECT_B	NO_COMP	False	
unlike OBJECT_A and OBJECT_B.	NO_COMP	False	
Craft OBJECT_A and OBJECT_B will be served.	NO_COMP	False	
Italian OBJECT_A and OBJECT_B	NO_COMP	False	
CADET OBJECT_A + OBJECT_B Bar	NO_COMP	False	
Taps OBJECT_A & OBJECT_B Merchants	NO_COMP	False	
$80; OBJECT_A, OBJECT_B or beverage included.	NO_COMP	False	
OBJECT_A, OBJECT_B and spirits.	NO_COMP	False	
OBJECT_A or OBJECT_B or tea?	NO_COMP	False	
It's OBJECT_A, not OBJECT_B.	NO_COMP	False	
Drink OBJECT_A, OBJECT_B and freshly brewed coffee.	NO_COMP	False	
Shipping OBJECT_A and OBJECT_B; and	NO_COMP	False	
OBJECT_A and OBJECT_B Off Premises	NO_COMP	False	
OBJECT_A, OBJECT_B, socially	NO_COMP	False	
OBJECT_A, OBJECT_B & Spirits	NO_COMP	False	
Gifts for OBJECT_A & OBJECT_B Lovers	NO_COMP	False	
All OBJECT_A, OBJECT_B, and Well $1 off	NO_COMP	False	
OBJECT_A, OBJECT_B and more.	NO_COMP	False	
That's good news because OBJECT_A is increasingly competing with spirits and OBJECT_B, both of which are enjoying higher per-capita consumption.	NO_COMP	False	
Moderate consumption of OBJECT_A, OBJECT_B, whisky or liqueur is known to be beneficial for improving health because of the radical scavenging action of antioxidants present in them.	NO_COMP	False	
Not only for sharing the time, the OBJECT_A (or OBJECT_B), the company, but also because they paid for the trip.	NO_COMP	False	
Just note that OBJECT_A bottles because of their greater mass and volume will require longer pasteurizing/flash/contact time than smaller thinner OBJECT_B bottles.	NO_COMP	False	
water mixed with some small amount of OBJECT_A or dirt or OBJECT_B) may be used in case of emergency, because dirty water is still essentially water.	NO_COMP	False	
And because many parents and other adults use alcohol socially - having OBJECT_A or OBJECT_B with dinner, for example - alcohol seems harmless to many teens.	NO_COMP	False	
Find out what time of the day the Better OBJECT_A Authority is looking to enjoy Sierra Nevada's Bigfoot Barley OBJECT_B Style Ale.	NO_COMP	False	
What better way to spend my college career than by learning about OBJECT_A, OBJECT_B, and cheese!	NO_COMP	False	
There is hardly a better place to sit beachside - and now you can enjoy the sunset here with a OBJECT_A or OBJECT_B in hand.	NO_COMP	False	
In a land with decidedly fewer OBJECT_A options, and way better OBJECT_B ones, this is overwhelmingly average.	WORSE	True	
But the jury is still out on whether OBJECT_A is better for the heart than OBJECT_B.	NO_COMP	False	
The prices are much better than the local grocery stores on OBJECT_A and OBJECT_B.	UNCLEAR	True	
red OBJECT_A and a movie by the fire... get some sports and some OBJECT_B because right now it looks like you're all dating	NO_COMP	False	
David, I totally agree with you than some cheeses go better with White OBJECT_A, however, I am more and more a cheese and OBJECT_B kinda-guy.	NO_COMP	False	
I lost my grape leaves because I used an airlock (like for fermenting OBJECT_A or OBJECT_B) on a half-gallon canning jar lid that came loose.	NO_COMP	False	
I'll buy it if it is worth it and I know that Samuel Smith can make a big OBJECT_A because they produce a barley OBJECT_B.	NO_COMP	False	
This is because of the Angel's share , that being the OBJECT_A/OBJECT_B/whiskey that evaporates during the aging process.	NO_COMP	False	
Miko : I drink because (a) I like OBJECT_A and OBJECT_B a lot, and I enjoy tasting and appreciating their qualities as beverages;	NO_COMP	False	
ught a beverage - say, OBJECT_A or OBJECT_B - just because you liked the bottle it came in?	NO_COMP	False	
The NDP has also opposed the sale of OBJECT_A and OBJECT_B in convenience stores, but has said the system could work better.	NO_COMP	False	
Let's make some OBJECT_A sorbet, because I am more than certain a OBJECT_B popsicle might be a little weird - or would it?	NO_COMP	False	
Cans are better for storage: Light and air affect the quality of the OBJECT_A (and all food products-including OBJECT_B, olive oil, and spices).	NO_COMP	False	
OBJECT_A and OBJECT_B are even worse for triggering the reaction, so I have the least risk with gin/tonic.	NO_COMP	False	
That's because Starbucks announced it will sell OBJECT_A and OBJECT_B in thousands of stores after 4 p.m.	NO_COMP	False	
Even better, you can get them to bring you OBJECT_A, OBJECT_B, and pints of ice cream, too.	NO_COMP	False	
If so, make your party even better by choosing wonderful OBJECT_A and OBJECT_B selections to go along with delicious cheeses.	NO_COMP	False	
You can buy this OBJECT_A cheaply and in bulk , but maybe you're better off just having a OBJECT_B.	WORSE	True	tricky
Children were allowed in the bar, because it was really a restaurant with a OBJECT_A and OBJECT_B license.	NO_COMP	False	
The $3.2 million expansion is necessary because of growth in Wright-Wisner's craft OBJECT_A and OBJECT_B segments, company officials said.	NO_COMP	False	
Quality, selection - I swear, this place has a better selection than Total OBJECT_A, even though there's just one little wall of OBJECT_B and a few coolers.	BETTER	True	
Different swimsuits for different folks.The OBJECT_A drinking British men avoid speedos while the OBJECT_B drinking and better diet eating French men want to show off their figures.	NO_COMP	False	
Add $5 OBJECT_A, OBJECT_B, and tasty snacks - Even better.	NO_COMP	False	
And I do not understand you rational: you let your 3 yr old to sip OBJECT_A and OBJECT_B because children and adults do not like the taste?	NO_COMP	False	
No surprise: any American could probably guess that American OBJECT_A drinkers in general tend to be better educated and wealthier than OBJECT_B drinkers.	BETTER	True	tricky
First was a report that OBJECT_A had an equal or better effect on health than red OBJECT_B.	UNCLEAR	True	
User Age Because InsideHook provides information regarding alcoholic beverages, including OBJECT_A, OBJECT_B and spirits, InsideHook is not intended for users under 21 years of age.	NO_COMP	False	
As a OBJECT_A, I have had much more enjoyable, as a barley OBJECT_B, it is better than I remembered.	NO_COMP	False	
OBJECT_A goes better, I must admit, but OBJECT_B is alright as well.	BETTER	True	
I would say this is a great OBJECT_A for OBJECT_B drinkers, but I have had way better from Ommegang.	NO_COMP	False	
And the consensus seems to be that a high-quality red organic OBJECT_A is better than OBJECT_B.	NO_COMP	False	
Sometimes OBJECT_A does go better with certain foods than OBJECT_B does.	BETTER	True	
Wash it down with a normal-size soda, a cup of coffee, or better yet a cocktail or a glass of OBJECT_A or OBJECT_B.	NO_COMP	False	
I watched this while drinking a Gnarly OBJECT_A OBJECT_B, partly because of the 9.7 alcoholic content in an 11 oz.	NO_COMP	False	
It's pretty fucked up in PA because supermarket mammoth Giant Eagle can sell OBJECT_A and OBJECT_B because they bought a bulk licence to be able to do it.	NO_COMP	False	
Gastropub is a British term for a restaurant that combines a public house atmosphere with better-than-average pub grub and serious OBJECT_A and OBJECT_B lists.	NO_COMP	False	
Anyway, Beef Carbonnade is cooked in beef stock and OBJECT_A (we used Guinness Extra Stout mostly because it was cheap) rather than cheap red OBJECT_B like the Bourguignon.	NO_COMP	False	
Although, I say "YAY" with the stipulation of "just don't drink huge amounts of OBJECT_A or large mixed drinks" because those have many more calories than OBJECT_B.	NO_COMP	False	
Here, Super Coop is at a disadvantage because they aren't licensed to sell hard alcohol; they only have OBJECT_A and OBJECT_B.	NO_COMP	False	
(I've always found poster sessions to be the best networking environment, better than coffee breaks or the OBJECT_A-and-OBJECT_B event on the first evening of a conference.	NO_COMP	False	
It's a great way to round out the week, and also fun because we'll have some OBJECT_A  and some of my favorite  local OBJECT_B and snacks .	NO_COMP	False	
Governor LePage has proposed modifying the Kid-Safe Products Law, mainly because the law could ban almost 2,000 common consumer products, including OBJECT_A and OBJECT_B, toothpaste and bicycles.	NO_COMP	False	
The "two-buck Chuck" remains in the fridge because on Friday nights, I swear off the OBJECT_A; the only thing I drink is OBJECT_B.	NO_COMP	False	
A decent store for OBJECT_A (though more OBJECT_B oriented), made better that they are next door to Lush.	NO_COMP	False	
We'll forgive the tiny tasting glasses (only OBJECT_A should come in 'flights') because they also served OBJECT_B in pints and some of it was even good.	NO_COMP	False	
The other section of the store (not connected, I'm guessing because of NYS law regarding liquor stores and OBJECT_A) had a very extensive OBJECT_B and liquor store.	NO_COMP	False	
If you're looking for quality and great prices, there is no better place to stock up on OBJECT_A, spirits, and high-gravity OBJECT_B than Grace's.	NO_COMP	False	
But things could be better because the dinner/bar/dessert tail end of our daily program is simply waiting for our anchor: the OBJECT_A/OBJECT_B program.	NO_COMP	False	
If someone in your party doesn't like OBJECT_A then have no fear because they do OBJECT_B tasting too!	NO_COMP	False	
Heck in pre-modern time OBJECT_A and OBJECT_B were health foods because they were often safer to drink than water, which was often contaminated.	NO_COMP	False	
The OBJECT_A list is better than the OBJECT_B list, but that, too, changes frequently.	BETTER	True	
A side-effect is very likely to be an increased status for OBJECT_A, probably gradually approaching the status of OBJECT_B, because for many people money really does talk.	NO_COMP	False	
In some ways, it's a more dynamic world than that of OBJECT_A, because the time from getting an idea to enjoying a completed OBJECT_B is so short.	NO_COMP	False	
A guy has a HBS called Strange Brew OBJECT_A & OBJECT_B Making Supplies and he wants to sue another company because they are named Strange Brewing Company?	NO_COMP	False	
I'm glad we liked the OBJECT_A pairing better than we liked the OBJECT_B pairing!	BETTER	True	
Along with the dish soap the 3 different things we used were OBJECT_A (they love it), OBJECT_B (they love that better!) and some ruby red grapefruit juice.	WORSE	True	tricky
I find that using a tart Belgian OBJECT_A like a lambic or oud bruin works even better than OBJECT_B when braising beef.	NO_COMP	False	
That's because it's illegal to send OBJECT_A, OBJECT_B or spirits through the mail in this country.	NO_COMP	False	
On The Grill There are few better when the pan is heated it up with OBJECT_A or OBJECT_B at the event.	NO_COMP	False	
Courtesy of Marylanders for Better OBJECT_A & OBJECT_B Laws, here's a summation of what was debated and discussed.	NO_COMP	False	
The spectacular Indian chicken enchiladas are better matched with OBJECT_A than with OBJECT_B.	NO_COMP	False	
Complex is not the word for this OBJECT_A, better than OBJECT_B is bold and fitting.	NO_COMP	False	
NOFO gift baskets are particularly interesting because they contain a mixture of packaged foods, freshly prepared foods, OBJECT_A, OBJECT_B & gift items from the retail store.	NO_COMP	False	
This means stale OBJECT_A or OBJECT_B is worse than fresh.	NO_COMP	False	
I think OBJECT_A matches food better than OBJECT_B.	BETTER	True	
Its OBJECT_A list is approachable, cocktails and OBJECT_B better than average, the service is excellent, and the prices are in line with the quality of the food.	NO_COMP	False	
- Pro version is available (OBJECT_A and OBJECT_B)!	NO_COMP	False	
But was it different in OBJECT_A or the OBJECT_B?	NO_COMP	False	
Worldwide delivery from OBJECT_A & OBJECT_B	NO_COMP	False	
OBJECT_A:  Two Britain, Australia, New Zealand:  One OBJECT_B:  Waiter!	NO_COMP	False	
1990: OBJECT_A 11 1/2, OBJECT_B 4 1/2	NO_COMP	False	
Excellent Participation from Africa, Asia, OBJECT_A, OBJECT_B, Middle East.	NO_COMP	False	
Wii U. OBJECT_A and OBJECT_B.	NO_COMP	False	
15 Years invested OBJECT_A,UK,OBJECT_B .	NO_COMP	False	
OBJECT_A & OBJECT_B - order by the 15th December	NO_COMP	False	
We also dispatch to OBJECT_A, OBJECT_B, Canada, and Australia .	NO_COMP	False	
Regular workshops with senior teachers from OBJECT_A and OBJECT_B.	NO_COMP	False	
I live in OBJECT_A and bought my piano in OBJECT_B.	NO_COMP	False	
OBJECT_A, Israel, Argentina OBJECT_B 85.5(W)3.7225CG	NO_COMP	False	
high school student exchange programme OBJECT_A - OBJECT_B	NO_COMP	False	
OBJECT_A, Canada, OBJECT_B?	NO_COMP	False	
We ship to the UK, OBJECT_A, OBJECT_B & Canada and Worldwide.	NO_COMP	False	
OBJECT_A 1 ½ - OBJECT_B 3 ½.	NO_COMP	False	
accessories on Amazon OBJECT_A and OBJECT_B.	NO_COMP	False	
Includes a 2-prong OBJECT_A to 2-prong OBJECT_B adapter.	NO_COMP	False	
Asia, OBJECT_A and OBJECT_B.	NO_COMP	False	
OBJECT_A can learn a lot from the OBJECT_B.	NO_COMP	False	
Thailand, Indonesia, Nepal,OBJECT_A, ,Japan, OBJECT_B etc.	NO_COMP	False	
Do they still manufacture Hugo Men in the OBJECT_A/OBJECT_B?	NO_COMP	False	
I have booked in the OBJECT_A and also OBJECT_B.	NO_COMP	False	
Looking for postdoc OBJECT_A/OBJECT_B/australia.	NO_COMP	False	
Since the BRIC group has done a little better than most, it follows that the OBJECT_A, OBJECT_B, and Japan have lost ground.	UNCLEAR	True	
The OBJECT_A was 8 or 10 times worse than OBJECT_B, any warnings there then?	WORSE	True	
They were rarely, if ever, "adventurous explorers" who left OBJECT_A because they sought adventure, like people in the OBJECT_B like to believe.	NO_COMP	False	
far from OBJECT_A and OBJECT_B will have better luck too.	NO_COMP	False	
[4] More better and affordable DualSIM phones (again NOT for OBJECT_A) for Asia, OBJECT_B and Brazil	NO_COMP	False	
They're probably easy to use in OBJECT_A, but you have to jump through legal hoops in the OBJECT_B because of the FAA.	NO_COMP	False	
Or, how many are dying in the world because of famine, caused many times by the agriculture subsidies in OBJECT_A and OBJECT_B, or lack of world distribution policy, just to mention two points.	NO_COMP	False	
Lybia faced substantual economic and trade sanctions from the OBJECT_A and OBJECT_B including on oil sales, just making the situation worse.	NO_COMP	False	
There is on the one hand the American OBJECT_A, something like Canada, an ally and trading partner of the OBJECT_B, which however only remains in perpetual dependence because of dissimilar power relations...	NO_COMP	False	
the tin cans you call cars in OBJECT_A are not available in the OBJECT_B because they don't meet the crash test requirements and they don't meet the emission requirements	NO_COMP	False	
registered went to take the survey and because I am in OBJECT_A and registered in OBJECT_B it said i couldnt participate .	NO_COMP	False	
Commercial borrowings have come to a virtual halt already in the OBJECT_A and the situation does not look much better in most parts of OBJECT_B.	NO_COMP	False	
With basketball we'll have to compete with OBJECT_A, OBJECT_B and Asian leagues, so the league will be worse then CFL	NO_COMP	False	
OBJECT_A has starved itself, spending-wise for 30-40 years, even worse than the OBJECT_B, and has erected the most insane monetary institutions in the history of humanity.	WORSE	True	
You must not be a long-time reader here, because one of our recurring themes is that the fate of OBJECT_A is crucial to that of the OBJECT_B.	NO_COMP	False	
I ask because i'm in OBJECT_A and have 'E' and I noticed that someone in the OBJECT_B mentioned their firmware revvision in a post and they had a 'U'.	NO_COMP	False	
OBJECT_A is in big trouble because they waited too long for AUSTERITY, lets not make the same mistake in the OBJECT_B!	NO_COMP	False	
have  a good reputation in China , OBJECT_A and OBJECT_B with superior quality and competitive price.	NO_COMP	False	
and i know they really do work, because these things are used even in OBJECT_A and OBJECT_B to treat dark spots from scars.	NO_COMP	False	
DRTX is interesting because it will be filling both in the OBJECT_A and OBJECT_B for approval later this year and is trading near its 52 week low.	NO_COMP	False	
His racing triumphs in OBJECT_A, Africa and the OBJECT_B made him a public idol - not least because of his swashbuckling driving style.	NO_COMP	False	
The good ol' OBJECT_A exists largely because people in OBJECT_B fled when things got bad for them.	NO_COMP	False	
Just about every investment fund is buying or will buy or invest in Asia over the next 3 to 5 years because there is poor returns and high risks in OBJECT_A and OBJECT_B.	UNCLEAR	True	
The process of formation of those new cults and sects was especially active in OBJECT_A, because, originally, traditional Christianity had less influence there than in OBJECT_B.	UNCLEAR	True	
I want to know because my hauls, be it from the OBJECT_A or OBJECT_B, always take more than 1 month to arrive and I've been wondering if it is that slow in other places too.	NO_COMP	False	
The Latino markets are stable and growing ...while OBJECT_A is in crisis and OBJECT_B had undergone worse in 2008-9.	NO_COMP	False	
In OBJECT_A, but also in countries like Japan and OBJECT_B, they got a lot of attention because of their energetic, heavy raw music on record and on stage.	NO_COMP	False	
OBJECT_A seems a better bet than OBJECT_B.	BETTER	True	
I do not for a moment believe that the "real" IT engineers in the OBJECT_A or OBJECT_B could have lost jobs because of outsourcing.	NO_COMP	False	
Hand & glove w/OBJECT_A declining imports, and if you think their exports are down to us, exports for them to OBJECT_B are much worse.	BETTER	True	
he is ready made for Russia or the middle east negotiators who love nothing better than to lie and mislead the OBJECT_A and OBJECT_B on the other hand they know nothing of gov.	NO_COMP	False	
And Barça players play as a team, because in OBJECT_A, basketball is still a sport (I'm afraid basketball in OBJECT_B is just a show).	NO_COMP	False	
OBJECT_A has almost double the amount of the population, its not as big as the OBJECT_B but it feeds way more people, tough the food quality is light-years better.	BETTER	True	
I don't know how Campagnolo Veloce is priced in the OBJECT_A, but it's even better price-performance ratio than 105 here in OBJECT_B.	WORSE	True	
Agree to the coments given above but still we are much better of than OBJECT_A or OBJECT_B of the world .	NO_COMP	False	
rail is king is japan and OBJECT_A because these places are so much more dense population wise than the OBJECT_B.	UNCLEAR	True	
2nd, we have the highest rates because the market's potential is lower than in OBJECT_A and the OBJECT_B.	NO_COMP	False	
Safety is hard to compete on these days because global regulations mean airlines that fly into well-policed spots like the OBJECT_A or OBJECT_B are forced to get it right or they're not allowed in.	NO_COMP	False	
This has been achieved because of what has happened in OBJECT_A and Japan (and soon OBJECT_B on a large scale).	NO_COMP	False	
I tend to think that we in OBJECT_A would be better off if they decided for joining the OBJECT_B .	NO_COMP	False	
I can appreciate it because that's exactly how we always travel, either from Australia to OBJECT_A /OBJECT_B or on the way home.	NO_COMP	False	
Well then, relocate to OBJECT_A and let us know how much better the healthcare system is compared to the OBJECT_B.	NO_COMP	False	
They purchased a quantity of lens from Nikon in OBJECT_A at a better price than they could get from Nikon OBJECT_B.	BETTER	True	
We suspect it because most Debian come from OBJECT_A and OBJECT_B, but that's all.	NO_COMP	False	
The Raja because of various situations and circumstances has met many Western individuals and scholars from OBJECT_A, the OBJECT_B, Australia and the like.	NO_COMP	False	
Sikhs came either as direct passengers mainly on ships via OBJECT_A or because they were not allowed to disembark at the OBJECT_B ports.	NO_COMP	False	
Conditions in those Third World prisons are notoriously worse than in the zealots' mansions, and in the comparatively posh modern jails and prisons found in most of the OBJECT_A and OBJECT_B.	UNCLEAR	True	
again bruno, reichardo is a little soft on the concept that OBJECT_A could do anyything better or more efficient than the OBJECT_B...	NO_COMP	False	
IOM in Australia has a forum though the ARYA but hardly anyone visits this site is ggod because you get people from all over OBJECT_A, you guys over there in OBJECT_B and skippers from Asia, Aus and NZ.	NO_COMP	False	
Presently, it makes no sence for a cruiserweight to move out to the OBJECT_A because the best boxers of this division are fighting in OBJECT_B.	WORSE	True	
I use Navtext for weather, which is unusual in the OBJECT_A because weather information is free on the VHF and Web, but common in OBJECT_B, where it is not free.	UNCLEAR	True	
And even though T-Mobile in OBJECT_A offers the iPhone, T-Mobile OBJECT_B isn't quite an option either, mostly because its 3G technology is incompatible.	NO_COMP	False	
OBJECT_A seems in better shape than the OBJECT_B.	BETTER	True	
Remember that you tell people it's stupid to talk about slashing the use of fossil fuels because it's just going to be done by India and China if the OBJECT_A and OBJECT_B decide to cut back.	NO_COMP	False	
I was thinking maybe OBJECT_A or Asia for the next set of photo walks... I'm not sure because we still missed a lot of cities in the OBJECT_B I wanted to visit, especially in the Pacific Northwest.	NO_COMP	False	
The OBJECT_A is far more better than OBJECT_B.	BETTER	True	
I just wanted to say I'm in America/OBJECT_A and even though the servers are in OBJECT_B the connection is amazing, very little late, uptime is great, support is amazing, better than I even thought.	NO_COMP	False	
It is a better world if OBJECT_A/Canada/OBJECT_B can follow a more well-rounded model.	NO_COMP	False	
So as a market OBJECT_A is more important than the OBJECT_B because SONY has a bigger market and it should get more attention .	BETTER	True	
Due to this wide and popular introduction of 'Eureka' in OBJECT_A, it became much better known there than in the OBJECT_B.	BETTER	True	
OBJECT_A and the OBJECT_B have many things in common, one of which noted currently is the massive debt crisis both are experiencing because of politicians who fail to learn from history.	NO_COMP	False	
The Indian nation has the ability to sort out its mess up better than OBJECT_A and OBJECT_B is sorting out theirs and do not need to be preached to...or patronised.	NO_COMP	False	
During there career, Charsima ended up releasing two albums both sold better in OBJECT_A than they did in the OBJECT_B.	BETTER	True	
There's a lot of lazy stereotyping in the media's treatment of science politics in the OBJECT_A and OBJECT_B, but we ought to try and do better.	NO_COMP	False	
In a few words, if anti-science PR campaigns are successful in OBJECT_A but not in OBJECT_B it's because (significant part of) the public is ready to accept them.	NO_COMP	False	
Only checked out Leona because of you, then ordered the CD from OBJECT_A prior to OBJECT_B release because I liked what I heard.	NO_COMP	False	
Turns out that this lady Hite was totally destroyed in the OBJECT_A, she had to move to OBJECT_B because she publicized a report on Sexuality.	NO_COMP	False	
It frankly doesn't matter what Iran does at the international stage because OBJECT_A - and by extension, Western OBJECT_B - sees Iran as untrustworthy.	NO_COMP	False	
Well-wishers from England will continue to chivy the OBJECT_A because they see from their own experience, of England in OBJECT_B, what happens when common law competes with ROW civil law.	NO_COMP	False	
Although SDT is often used in OBJECT_A to initiate a rapid response, it is less utilized within the OBJECT_B, in part, because it has a short duration when administered alone.	NO_COMP	False	
OBJECT_A fell down under superior aliens tehnical power and now the target is OBJECT_B.	NO_COMP	False	
SCEE need to examine why people need to set up OBJECT_A and japan accounts- its because we in OBJECT_B get treated in sucha third rate that they think is acceptable.	NO_COMP	False	
The Verdict: So which is better overall, the OBJECT_A or Eastern OBJECT_B?	NO_COMP	False	
People can be dull, workers in OBJECT_A and OBJECT_B are losing their jobs because of these salary increments being forced on companies by Governments.	NO_COMP	False	
American imperialism did not want Hitler to succeed because that would have created a powerful rival to the OBJECT_A in OBJECT_B.	NO_COMP	False	
- OBJECT_A: DB & OBJECT_B: OF	NO_COMP	False	
He played sports, especially OBJECT_A and OBJECT_B.	NO_COMP	False	
The boys are in OBJECT_A and OBJECT_B.	NO_COMP	False	
Love OBJECT_A and OBJECT_B?	NO_COMP	False	
Love to watch OBJECT_A , OBJECT_B , basketball , & boxing.	NO_COMP	False	
Sports cards - OBJECT_A,OBJECT_B, basketball,hockey & racing.	NO_COMP	False	
I love OBJECT_A, OBJECT_B, Golf and Fishing.	NO_COMP	False	
Passionate about OBJECT_A, OBJECT_B, basketball, and hockey.	NO_COMP	False	
OBJECT_A, OBJECT_B, basketball, MMA.	NO_COMP	False	
He used to play OBJECT_A and OBJECT_B.	NO_COMP	False	
Life!! Sports: OBJECT_A, swimming, OBJECT_B and tennis.	NO_COMP	False	
sports-OBJECT_A, OBJECT_B	NO_COMP	False	
