id	text_html	text_readable	gold_label	a	b	marker	raw_text
D449752418	Can you Show How <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> is "Better <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>"?	Can you Show How *Groovy* is "Better §Java$"?		Java	Groovy	TRUE	Can you Show How Groovy is "Better Java"?
A66286471	30% better in <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span> 5.0.20a and 37% better in <span style="color: #6CB219; font-weight: bold">PostgreSQL:[OBJECT_B]</span> 8.2-dev.	30% better in *MySQL* 5.0.20a and 37% better in §PostgreSQL$ 8.2-dev.		MySQL	PostgreSQL	TRUE	30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.
N2118195425	Roughly speaking, the conclusion was that <span style="color: #9A14B2; font-weight: bold">PostgreSQL:[OBJECT_A]</span> was the better database, but <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span> had a larger user base.	Roughly speaking, the conclusion was that *PostgreSQL* was the better database, but §MySQL$ had a larger user base.		MySQL	PostgreSQL	TRUE	Roughly speaking, the conclusion was that PostgreSql was the better database, but MySql had a larger user base.
F759480975	For such a small self-contained task, I don't think <span style="color: #9A14B2; font-weight: bold">Haskell:[OBJECT_A]</span> is any better than <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>.	For such a small self-contained task, I don't think *Haskell* is any better than §Python$.		Python	Haskell	TRUE	For such a small self-contained task, I don't think Haskell is any better than Python.
S3011464323	Wait state is minimal, and <span style="color: #9A14B2; font-weight: bold">Windows Vista:[OBJECT_A]</span> runs beautifully, although a bit different (and better) than <span style="color: #6CB219; font-weight: bold">Windows XP:[OBJECT_B]</span> SP-2.	Wait state is minimal, and *Windows Vista* runs beautifully, although a bit different (and better) than §Windows XP$ SP-2.		Windows XP	Windows Vista	TRUE	Wait state is minimal, and Windows Vista runs beautifully, although a bit different (and better) than Windows XP SP-2.
C370656788	A solid grasp of Unix, Apache, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, SQL, <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>, and CSS is required.	A solid grasp of Unix, Apache, *Python*, SQL, §JavaScript$, and CSS is required.		Python	JavaScript	TRUE	A solid grasp of Unix, Apache, Python, SQL, JavaScript, and CSS is required.
M2054198493	<span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, Ruby and even <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> handle this sort of thing much better than Bash.	*Python*, Ruby and even §PHP$ handle this sort of thing much better than Bash.		Python	PHP	TRUE	Python, Ruby and even PHP handle this sort of thing much better than Bash.
T3162554580	While <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span> was an order of magnitude slower than <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> there was no contest.	While *Ruby* was an order of magnitude slower than §Python$ there was no contest.		Ruby	Python	TRUE	While Ruby was an order of magnitude slower than Python there was no contest.
H1174711519	I know that Sun's SunStudio compiler suite now provides a variety of language 'bindings' (for want of a better term) -- if we could have documentation on how to migrate those bindings, and (more importantly) how to create our own (eg for c, c++, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, perl, ruby, <span style="color: #6CB219; font-weight: bold">Lisp:[OBJECT_B]</span> etc etc) then that would be a big win for the community.	I know that Sun's SunStudio compiler suite now provides a variety of language 'bindings' (for want of a better term) -- if we could have documentation on how to migrate those bindings, and (more importantly) how to create our own (eg for c, c++, *Python*, perl, ruby, §Lisp$ etc etc) then that would be a big win for the community.		Python	Lisp	TRUE	I know that Sun's SunStudio compiler suite now provides a variety of language 'bindings' (for want of a better term) -- if we could have documentation on how to migrate those bindings, and (more importantly) how to create our own (eg for c, c++, python, perl, ruby, lisp etc etc) then that would be a big win for the community.
J1545074538	<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, Perl, PHP, <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>, etc.)	*Java*, Perl, PHP, §Ruby$, etc.)		Java	Ruby	FALSE	Java, Perl, PHP, Ruby, etc.)
L1774673298	My primary language, though, is likely to remain Python, as I find it about 60 million times easier to read than <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span>, and 100 million times easier to read than <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span>.	My primary language, though, is likely to remain Python, as I find it about 60 million times easier to read than *Perl*, and 100 million times easier to read than §Ruby$.		Ruby	Perl	TRUE	My primary language, though, is likely to remain Python, as I find it about 60 million times easier to read than Perl, and 100 million times easier to read than Ruby.
R2871015429	# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a <span style="color: #9A14B2; font-weight: bold">Bash:[OBJECT_A]</span> script rather then a <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> program.	# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a *Bash* script rather then a §Python$ program.		Python	Bash	TRUE	# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a bash script rather then a python program.
K1612793784	Learning REALbasic makes it a lot easier for new programmers to learn C++, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Objective-C:[OBJECT_B]</span> later on."	Learning REALbasic makes it a lot easier for new programmers to learn C++, *Java* or §Objective-C$ later on."		Java	Objective-C	TRUE	Learning REALbasic makes it a lot easier for new programmers to learn C++, Java or Objective-C later on."
E642873245	Either way, I doubt there was any news to anyone that C++ was faster than <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Scala:[OBJECT_B]</span> and Go.	Either way, I doubt there was any news to anyone that C++ was faster than *Java*, §Scala$ and Go.		Java	Scala	TRUE	Either way, I doubt there was any news to anyone that C++ was faster than Java, Scala and Go.
H1120744954	If you're familiar with even <span style="color: #9A14B2; font-weight: bold">JavaScript:[OBJECT_A]</span>, then OOP in <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> will be easier to pick up.	If you're familiar with even *JavaScript*, then OOP in §PHP$ will be easier to pick up.		PHP	JavaScript	TRUE	If you're familiar with even JavaScript, then OOP in PHP will be easier to pick up.
M1988327972	<span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span>, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, <span style="color: #6CB219; font-weight: bold">AWK:[OBJECT_B]</span>, grep, ... For example, something simple in Ruby might look like:	*Perl*, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, §AWK$, grep, ... For example, something simple in Ruby might look like:		Perl	AWK	TRUE	Perl, Python, Ruby, etc. are very robust for handling text and, in most cases, much easier to maintain then a set of piped calls to cut, awk, grep, ... For example, something simple in Ruby might look like:
J1425513915	It not as verbose as Java would be, there's no monkey-patching like you might see in <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>, refactoring is much safer than it would be in <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>, and it runs on Linux much better than C# would.	It not as verbose as Java would be, there's no monkey-patching like you might see in *Ruby*, refactoring is much safer than it would be in §JavaScript$, and it runs on Linux much better than C# would.		Ruby	JavaScript	TRUE	It not as verbose as Java would be, there's no monkey-patching like you might see in Ruby, refactoring is much safer than it would be in JavaScript, and it runs on Linux much better than C# would.
E576066600	development using <span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span>	development using *MySQL* and §Oracle$		Oracle	MySQL	FALSE	development using MySQL and Oracle
R2925006991	To my surprise, <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> was MUCH faster than <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span>.	To my surprise, *Java* was MUCH faster than §Perl$.		Java	Perl	TRUE	To my surprise, Java was MUCH faster than Perl.
G979465547	However, <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> looks nicer and in many ways is actually much simpler and for many tasks much easier than <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span>.	However, *Python* looks nicer and in many ways is actually much simpler and for many tasks much easier than §PHP$.		Python	PHP	TRUE	However, python looks nicer and in many ways is actually much simpler and for many tasks much easier than php.
N2223381473	<span style="color: #9A14B2; font-weight: bold">Smalltalk:[OBJECT_A]</span>, Prolog, <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>, ... also have similar 'problems'.	*Smalltalk*, Prolog, §Java$, ... also have similar 'problems'.		Java	Smalltalk	FALSE	Smalltalk, Prolog, Java, ... also have similar 'problems'.
T3168747862	WHITE PAPER: Many IT professionals generally recognize that <span style="color: #9A14B2; font-weight: bold">PostgreSQL:[OBJECT_A]</span> is better suited for enterprise database responsibilities than <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span>.	WHITE PAPER: Many IT professionals generally recognize that *PostgreSQL* is better suited for enterprise database responsibilities than §MySQL$.		MySQL	PostgreSQL	TRUE	WHITE PAPER: Many IT professionals generally recognize that PostgreSQL is better suited for enterprise database responsibilities than MySQL.
D488090180	Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, <span style="color: #9A14B2; font-weight: bold">PHP:[OBJECT_A]</span>, ASP, ASP.Net, SSI, <span style="color: #6CB219; font-weight: bold">Perl:[OBJECT_B]</span>, Ruby, WML code faster and easier than ever,...	Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, *PHP*, ASP, ASP.Net, SSI, §Perl$, Ruby, WML code faster and easier than ever,...		PHP	Perl	TRUE	Clean and convenient interface, quick startup, true flexibility and powerful features allow you to create and edit HTML, XHTML, CSS, JavaScript, VBScript, PHP, ASP, ASP.Net, SSI, Perl, Ruby, WML code faster and easier than ever,...
N2095066714	Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in <span style="color: #9A14B2; font-weight: bold">Bash:[OBJECT_A]</span> and at least one of the following: Perl, <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus	Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in *Bash* and at least one of the following: Perl, §Python$, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus		Python	Bash	TRUE	Requirements: Strong Linux administration skills (Debian-based distributions a plus) Solid understanding of DNS Familiar with Linux security and hardening Experience with configuration management systems such as Puppet or Chef Scripting and development skills in Bash and at least one of the following: Perl, Python, Ruby Experience with network engineering and good network troubleshooting skills Proven excellent communication skills, both verbal and written Ability to handle fast paced, high-interrupt startup environment with ease Experience with virtual or cloud server infrastructure Love of clicky keyboards and black shirts a plus
A167933134	After some basic performances checking as seen in my Common <span style="color: #9A14B2; font-weight: bold">Lisp:[OBJECT_A]</span> Sudoku Solver project where I did get up to ten times faster code when compared to <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>, it felt like the amazing set of features of the language could be put to good use here.	After some basic performances checking as seen in my Common *Lisp* Sudoku Solver project where I did get up to ten times faster code when compared to §Python$, it felt like the amazing set of features of the language could be put to good use here.		Python	Lisp	TRUE	After some basic performances checking as seen in my Common Lisp Sudoku Solver project where I did get up to ten times faster code when compared to python, it felt like the amazing set of features of the language could be put to good use here.
I1246590037	In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> 3.0, Wi-Fi and <span style="color: #6CB219; font-weight: bold">Bluetooth:[OBJECT_B]</span> wireless connectivity.	In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, *USB* 3.0, Wi-Fi and §Bluetooth$ wireless connectivity.		USB	Bluetooth	TRUE	In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, USB 3.0, Wi-Fi and Bluetooth wireless connectivity.
J1493057417	It wouldn't play at all on my <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> laptop, and played poorly on my desktop computer with <span style="color: #6CB219; font-weight: bold">Windows 98:[OBJECT_B]</span> installed.	It wouldn't play at all on my *Windows XP* laptop, and played poorly on my desktop computer with §Windows 98$ installed.		Windows XP	Windows 98	TRUE	It wouldn't play at all on my Windows XP laptop, and played poorly on my desktop computer with Windows 98 installed.
S3032730769	Web developers are easier to find than <span style="color: #9A14B2; font-weight: bold">Objective-C:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> developers.	Web developers are easier to find than *Objective-C* or §Java$ developers.		Java	Objective-C	TRUE	Web developers are easier to find than Objective-C or Java developers.
M2040047698	Production data is able to be exported via <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">Ethernet:[OBJECT_B]</span> connection so you can better control production schedules	Production data is able to be exported via *USB* or §Ethernet$ connection so you can better control production schedules		USB	Ethernet	TRUE	Production data is able to be exported via USB or ethernet connection so you can better control production schedules
I1327529771	I own a decent priced Onkyo A/V Stereo Receiver that's compatible with the company's UBT-1 <span style="color: #9A14B2; font-weight: bold">Bluetooth:[OBJECT_A]</span> <span style="color: #6CB219; font-weight: bold">USB:[OBJECT_B]</span> adapter  ( $50 on Amazon ).	I own a decent priced Onkyo A/V Stereo Receiver that's compatible with the company's UBT-1 *Bluetooth* §USB$ adapter  ( $50 on Amazon ).		USB	Bluetooth	TRUE	I own a decent priced Onkyo A/V Stereo Receiver that's compatible with the company's UBT-1 Bluetooth USB adapter  ( $50 on Amazon ).
S3063012648	Well, I don't have a real benchmark but Tim Sweeny(Unreal) is saying everywhere that <span style="color: #9A14B2; font-weight: bold">Direct3D:[OBJECT_A]</span> is faster than <span style="color: #6CB219; font-weight: bold">OpenGL:[OBJECT_B]</span> on windows.	Well, I don't have a real benchmark but Tim Sweeny(Unreal) is saying everywhere that *Direct3D* is faster than §OpenGL$ on windows.		OpenGL	Direct3D	TRUE	Well, I don't have a real benchmark but Tim Sweeny(Unreal) is saying everywhere that Direct3d is faster than opengl on windows.
L1777176920	<span style="color: #9A14B2; font-weight: bold">MySQL:[OBJECT_A]</span>', 'postgresql', '<span style="color: #6CB219; font-weight: bold">Oracle:[OBJECT_B]</span>'	*MySQL*', 'postgresql', '§Oracle$'		Oracle	MySQL	FALSE	mysql', 'postgresql', 'oracle'
N2149318558	Secure Transport in Apple <span style="color: #9A14B2; font-weight: bold">iOS:[OBJECT_A]</span> before 8.2, Apple OS X through 10.10.2, and <span style="color: #6CB219; font-weight: bold">Apple TV:[OBJECT_B]</span> before 7.1 does not properly restrict TLS state transitions, which makes it easier for remote attackers to conduct cipher-downgrade attacks to EXPORT_RSA ciphers via crafted TLS traffic, related to the "FREAK" issue, a different vulnerability than CVE-2015-0204 and CVE-2015-1637.	Secure Transport in Apple *iOS* before 8.2, Apple OS X through 10.10.2, and §Apple TV$ before 7.1 does not properly restrict TLS state transitions, which makes it easier for remote attackers to conduct cipher-downgrade attacks to EXPORT_RSA ciphers via crafted TLS traffic, related to the "FREAK" issue, a different vulnerability than CVE-2015-0204 and CVE-2015-1637.		iOS	Apple TV	TRUE	Secure Transport in Apple iOS before 8.2, Apple OS X through 10.10.2, and Apple TV before 7.1 does not properly restrict TLS state transitions, which makes it easier for remote attackers to conduct cipher-downgrade attacks to EXPORT_RSA ciphers via crafted TLS traffic, related to the "FREAK" issue, a different vulnerability than CVE-2015-0204 and CVE-2015-1637.
B205399757	All Unity3D languages (<span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span>, C#, <span style="color: #6CB219; font-weight: bold">JavaScript:[OBJECT_B]</span>) support struct/class/dict types and tuples, either of which would be a better idea than parallel arrays or everything-is-a-string-ism.	All Unity3D languages (*Python*, C#, §JavaScript$) support struct/class/dict types and tuples, either of which would be a better idea than parallel arrays or everything-is-a-string-ism.		Python	JavaScript	TRUE	All Unity3D languages (Python, C#, Javascript) support struct/class/dict types and tuples, either of which would be a better idea than parallel arrays or everything-is-a-string-ism.
M1988433522	@permeakra: That's just a rant, basically stating that learning <span style="color: #9A14B2; font-weight: bold">Haskell:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span> doesn't make you better in other languages because those other languages suck.	@permeakra: That's just a rant, basically stating that learning *Haskell* and §Python$ doesn't make you better in other languages because those other languages suck.		Python	Haskell	TRUE	@permeakra: That's just a rant, basically stating that learning Haskell and Python doesn't make you better in other languages because those other languages suck.
O2337108855	Take <span style="color: #9A14B2; font-weight: bold">Oracle:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">MySQL:[OBJECT_B]</span>, too.	Take *Oracle* and §MySQL$, too.		Oracle	MySQL	FALSE	Take Oracle and MySQL, too.
A23922524	1.3 Ghz processor (2.0 for Vista), 512 MB RAM (1GB for Vista), Windows(R) Vista, <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span>, Windows ME, <span style="color: #6CB219; font-weight: bold">Windows 98:[OBJECT_B]</span> or Windows 2000 Operating System, 8x or faster CD/DVD drive, At least 1.5 GB of additional hard drive space (5.0 GB total is required if installing both The Sims 2 and The Sims 2 Bon Voyage Expansion Pack at the same time.),	1.3 Ghz processor (2.0 for Vista), 512 MB RAM (1GB for Vista), Windows(R) Vista, *Windows XP*, Windows ME, §Windows 98$ or Windows 2000 Operating System, 8x or faster CD/DVD drive, At least 1.5 GB of additional hard drive space (5.0 GB total is required if installing both The Sims 2 and The Sims 2 Bon Voyage Expansion Pack at the same time.),		Windows XP	Windows 98	TRUE	1.3 Ghz processor (2.0 for Vista), 512 MB RAM (1GB for Vista), Windows(R) Vista, Windows XP, Windows ME, Windows 98 or Windows 2000 Operating System, 8x or faster CD/DVD drive, At least 1.5 GB of additional hard drive space (5.0 GB total is required if installing both The Sims 2 and The Sims 2 Bon Voyage Expansion Pack at the same time.),
F831647792	Great call quality Decent external Display Good looks <span style="color: #9A14B2; font-weight: bold">Bluetooth:[OBJECT_A]</span> Mini-<span style="color: #6CB219; font-weight: bold">USB:[OBJECT_B]</span> port (BEST PART, why I absolutely hated my Nokia, the cables were crap.	Great call quality Decent external Display Good looks *Bluetooth* Mini-§USB$ port (BEST PART, why I absolutely hated my Nokia, the cables were crap.		USB	Bluetooth	TRUE	Great call quality Decent external Display Good looks Bluetooth Mini-USB port (BEST PART, why I absolutely hated my Nokia, the cables were crap.
Q2635240705	There are a lot of folks out there ready to adopt <span style="color: #9A14B2; font-weight: bold">Scala:[OBJECT_A]</span> simply as a "better <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span>."	There are a lot of folks out there ready to adopt *Scala* simply as a "better §Java$."		Java	Scala	TRUE	There are a lot of folks out there ready to adopt Scala simply as a "better Java."
L1754124895	Much easier to use and understand than Drupal and coding is in <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> rather than <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span>.	Much easier to use and understand than Drupal and coding is in *Python* rather than §PHP$.		Python	PHP	TRUE	Much easier to use and understand than Drupal and coding is in Python rather than PHP.
L1766506943	My friends tell me (but I do not have first hand experience) that <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> and <span style="color: #6CB219; font-weight: bold">Ruby:[OBJECT_B]</span> are just as slow or even slower.	My friends tell me (but I do not have first hand experience) that *Perl* and §Ruby$ are just as slow or even slower.		Ruby	Perl	TRUE	My friends tell me (but I do not have first hand experience) that Perl and Ruby are just as slow or even slower.
L1909003368	On Linux there's <span style="color: #9A14B2; font-weight: bold">Eclipse:[OBJECT_A]</span> (ugh) or <span style="color: #6CB219; font-weight: bold">NetBeans:[OBJECT_B]</span>.	On Linux there's *Eclipse* (ugh) or §NetBeans$.		Eclipse	NetBeans	FALSE	On Linux there's Eclipse (ugh) or Netbeans.
S2995565690	Various internal (<span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> API) changes: Changes to gnu.expr.Interpreter to make it easier to add non-<span style="color: #6CB219; font-weight: bold">Lisp:[OBJECT_B]</span>-like languages; gnu.lists.Consumer now has an endAttribute method that need to be called after each attribute, rather than endAttributes that was called after all of them.	Various internal (*Java* API) changes: Changes to gnu.expr.Interpreter to make it easier to add non-§Lisp$-like languages; gnu.lists.Consumer now has an endAttribute method that need to be called after each attribute, rather than endAttributes that was called after all of them.		Java	Lisp	TRUE	Various internal (Java API) changes: Changes to gnu.expr.Interpreter to make it easier to add non-Lisp-like languages; gnu.lists.Consumer now has an endAttribute method that need to be called after each attribute, rather than endAttributes that was called after all of them.
A122085324	A <span style="color: #9A14B2; font-weight: bold">B+ tree:[OBJECT_A]</span> is a variation on a <span style="color: #6CB219; font-weight: bold">B-tree:[OBJECT_B]</span>.	A *B+ tree* is a variation on a §B-tree$.		B+ tree	B-tree	FALSE	A B+ tree is a variation on a B-tree.
N2242444321	So, Java's not entirely without merits (it's a quite decent lowest-common-denominator application language), it's just that other languages are better; <span style="color: #9A14B2; font-weight: bold">Python:[OBJECT_A]</span> if you're OK with dynamic typing; ML, <span style="color: #6CB219; font-weight: bold">Haskell:[OBJECT_B]</span>, or possibly Scala if you want static typing.	So, Java's not entirely without merits (it's a quite decent lowest-common-denominator application language), it's just that other languages are better; *Python* if you're OK with dynamic typing; ML, §Haskell$, or possibly Scala if you want static typing.		Python	Haskell	TRUE	So, Java's not entirely without merits (it's a quite decent lowest-common-denominator application language), it's just that other languages are better; Python if you're OK with dynamic typing; ML, Haskell, or possibly Scala if you want static typing.
N2137831425	<span style="color: #9A14B2; font-weight: bold">Scala:[OBJECT_A]</span> and Cloture allow developers to write code that is more functional and often faster than <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> when running on the same JVM.	*Scala* and Cloture allow developers to write code that is more functional and often faster than §Java$ when running on the same JVM.		Java	Scala	TRUE	Scala and Cloture allow developers to write code that is more functional and often faster than Java when running on the same JVM.
F835980058	<span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> code often looks and feels like <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> code, but is almost always simpler and easier to use.	*Groovy* code often looks and feels like §Java$ code, but is almost always simpler and easier to use.		Java	Groovy	TRUE	Groovy code often looks and feels like Java code, but is almost always simpler and easier to use.
Q2709342451	These Windows customers would appreciate a seamless migration from <span style="color: #9A14B2; font-weight: bold">Windows XP:[OBJECT_A]</span> to <span style="color: #6CB219; font-weight: bold">Windows 8:[OBJECT_B]</span>. Better compatibility: Better compatibility includes better hardware and software compatibility with legacy hardware and software.	These Windows customers would appreciate a seamless migration from *Windows XP* to §Windows 8$. Better compatibility: Better compatibility includes better hardware and software compatibility with legacy hardware and software.		Windows XP	Windows 8	TRUE	These Windows customers would appreciate a seamless migration from Windows XP to Windows 8. Better compatibility: Better compatibility includes better hardware and software compatibility with legacy hardware and software.
T3212899317	Would this "dynamic" syntax, used in Ruby, <span style="color: #9A14B2; font-weight: bold">Groovy:[OBJECT_A]</span> and other dynamic languages, make <span style="color: #6CB219; font-weight: bold">Java:[OBJECT_B]</span> applications easier to write (and read)?	Would this "dynamic" syntax, used in Ruby, *Groovy* and other dynamic languages, make §Java$ applications easier to write (and read)?		Java	Groovy	TRUE	Would this "dynamic" syntax, used in Ruby, Groovy and other dynamic languages, make Java applications easier to write (and read)?
B269901004	And of course, if you have decent <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span> programming skills, these kinds of tools are not that hard to custom build.	And of course, if you have decent *Perl* or §PHP$ programming skills, these kinds of tools are not that hard to custom build.		PHP	Perl	TRUE	And of course, if you have decent Perl or PHP programming skills, these kinds of tools are not that hard to custom build.
O2377214761	That's much better out-of-the-box IPv6 support than <span style="color: #9A14B2; font-weight: bold">Perl:[OBJECT_A]</span> or <span style="color: #6CB219; font-weight: bold">PHP:[OBJECT_B]</span>.	That's much better out-of-the-box IPv6 support than *Perl* or §PHP$.		PHP	Perl	TRUE	That's much better out-of-the-box IPv6 support than Perl or PHP.
J1499185767	I've been going through <span style="color: #9A14B2; font-weight: bold">Ruby:[OBJECT_A]</span>, enjoy it, like it better then <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>, never really dug PHP.	I've been going through *Ruby*, enjoy it, like it better then §Python$, never really dug PHP.		Ruby	Python	TRUE	I've been going through Ruby, enjoy it, like it better then Python, never really dug PHP.
D400179542	But <span style="color: #9A14B2; font-weight: bold">Java:[OBJECT_A]</span> is also an order of magnitude faster than <span style="color: #6CB219; font-weight: bold">Python:[OBJECT_B]</span>.	But *Java* is also an order of magnitude faster than §Python$.		Java	Python	TRUE	But Java is also an order of magnitude faster than Python.
O2345619759	Technology: iOS, <span style="color: #9A14B2; font-weight: bold">Objective-C:[OBJECT_A]</span>, <span style="color: #6CB219; font-weight: bold">Swift:[OBJECT_B]</span>, OpenGL, node.js,	Technology: iOS, *Objective-C*, §Swift$, OpenGL, node.js,		Swift	Objective-C	FALSE	Technology: iOS, Objective-C, Swift, OpenGL, node.js,
Q2762486214	The WiMedia -based UWB specification is the basis for Certified Wireless <span style="color: #9A14B2; font-weight: bold">USB:[OBJECT_A]</span> and will be powering faster <span style="color: #6CB219; font-weight: bold">Bluetooth:[OBJECT_B]</span> in the future.	The WiMedia -based UWB specification is the basis for Certified Wireless *USB* and will be powering faster §Bluetooth$ in the future.		USB	Bluetooth	TRUE	The WiMedia -based UWB specification is the basis for Certified Wireless USB and will be powering faster Bluetooth in the future.
T3166428226	While this might be satisfying for the couple of polygons that a software renderer can handle, it's not acceptable for hardware rendering: You expect thousands of polygons from a 3Dfx or <span style="color: #9A14B2; font-weight: bold">OpenGL:[OBJECT_A]</span> game (you don't expect anything from a <span style="color: #6CB219; font-weight: bold">Direct3D:[OBJECT_B]</span> game), so your portal engine better deliver.	While this might be satisfying for the couple of polygons that a software renderer can handle, it's not acceptable for hardware rendering: You expect thousands of polygons from a 3Dfx or *OpenGL* game (you don't expect anything from a §Direct3D$ game), so your portal engine better deliver.		OpenGL	Direct3D	TRUE	While this might be satisfying for the couple of polygons that a software renderer can handle, it's not acceptable for hardware rendering: You expect thousands of polygons from a 3Dfx or OpenGL game (you don't expect anything from a Direct3D game), so your portal engine better deliver.
