id,caption,sentence,object_a,object_b,predicted,gold
890,Bag-Of-Words,"one I know who's seen Ruby code argues that Perl is better -- but then,",Ruby,Perl,NONE,WORSE
2199,Bag-Of-Words,"Server side JavaScript does exist, but wouldn't it be easier just to reimplement the JS function in your PHP code?",JavaScript,PHP,WORSE,NONE
1590,Bag-Of-Words,"It's frustrating when there's very little reason (and if there is a halfway decent reason, I'd like to hear about it---and don't give me that ""ease of use"" crap; any competent programmer can use either API rather well) not to use OpenGL over Direct3D, other than the ""Nobody ever got fired for choosing Microsoft"" mentality.",OpenGL,Direct3D,BETTER,NONE
1401,Bag-Of-Words,I have played both and I have found that baseball is much harder than golf.,baseball,golf,BETTER,WORSE
1338,Bag-Of-Words,If you can ally with the market leader (IBM) you can use market dominance to beat products of vastly superior quality (Apple computers).,IBM,Apple,NONE,WORSE
1352,Bag-Of-Words,"(Personally, my users demand OCamL anyway, so it's not an additional build for me; and it's much faster to build than Erlang or Haskell and I think also than Perl; don't know about Python).",Haskell,Python,BETTER,NONE
978,Bag-Of-Words,A better alternative is to substitute light gauge steel Zeds for the timber joists.,steel,timber,NONE,WORSE
1840,Bag-Of-Words,plastic frames are far harder to work with than wood.,plastic,wood,BETTER,WORSE
1399,Bag-Of-Words,"Neither is a clear winner on performance; Perl is faster for some things, Python for others.",Perl,Python,NONE,BETTER
276,Bag-Of-Words,"The Cell is a high performance chip that is set to be the core of the Sony Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the Intel Pentium or the PowerPC G5.",Sony,Intel,BETTER,NONE
2181,Bag-Of-Words,"Intel PCs can do art and music, but the Apple stuff was better at it.",Intel,Apple,NONE,WORSE
285,Bag-Of-Words,I think that Scala probably is not better than Java yet.,Scala,Java,BETTER,WORSE
1147,Bag-Of-Words,"Python would be a much better choice in my view for a variety of reasons (and I say this though I'm a Perl nut!), or hell, if you teach them Lisp they'll be horribly screwed up for the rest of their lives but at least they'll understand how registers and OOP work.",Python,Lisp,NONE,BETTER
1755,Bag-Of-Words,Is murder worse in missouri than michigan?,missouri,michigan,BETTER,WORSE
254,Bag-Of-Words,Perl would have been more better had there been good REPL like Python.,Perl,Python,NONE,WORSE
1799,Bag-Of-Words,"Yet, Americans keep coming to the trough, to lap up the syrupy slogans like: ""We Can Do Better"" (kennedy) ""Are You Better Off Than You Were Four Years Ago?"" (reagan) ""A Safer World and a More Hopeful America"" (G.W. Bush), ""A Stronger America"" (Kerry), ""Yes, We Can"", ""Change We Can Believe In"", ""Forward"" (Obama), and ""Believe in America"" (Romney).",kennedy,reagan,BETTER,NONE
1620,Bag-Of-Words,"From here on out the skiing will get worse, but fishing and flower gazing will improve.",skiing,fishing,NONE,WORSE
59,Bag-Of-Words,Going cordless is good and going Bluetooth is even better since it frees up a USB port.,Bluetooth,USB,WORSE,NONE
2088,Bag-Of-Words,Video: michigan not much better at policing abortion mills than pennsylvania,michigan,pennsylvania,BETTER,WORSE
699,Bag-Of-Words,Cooler server side scripting languages of the day like Ruby and Python are a lot less like C. Therefore learning PHP and JavaScript is a great place to start.,Python,JavaScript,NONE,WORSE
12,Bag-Of-Words,"The ds versions looks really good, but wii could look alot better.",ds,wii,BETTER,WORSE
1889,Bag-Of-Words,In summary - a plaigarized technology - a bad cement and a worse concrete.,cement,concrete,NONE,BETTER
1484,Bag-Of-Words,"But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",Honda,Ford,NONE,WORSE
2035,Bag-Of-Words,Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,Oracle,PostgreSQL,NONE,WORSE
1129,Bag-Of-Words,"Now, unlike Microsoft, Apple isn't selling an inferior product.",Microsoft,Apple,NONE,WORSE
425,Bag-Of-Words,"Although michigan is possible, missouri seems to fit better in that cluster of states.",michigan,missouri,NONE,WORSE
1816,Bag-Of-Words,"Only Nevada (14.4 percent), michigan (13 percent) and california (12.4 percent) were worse.",michigan,california,NONE,BETTER
98,Bag-Of-Words,Apple had better watch out for Google.,Apple,Google,NONE,BETTER
1005,Bag-Of-Words,Haskell is much faster to write in and allows me to sort out conceptual problems before implementing anything in a procedural language like Java.,Haskell,Java,BETTER,NONE
1896,Bag-Of-Words,No wonder why Ford has now been named better overall quality vs Toyota.,Ford,Toyota,NONE,BETTER
1389,Bag-Of-Words,"PHP is not better than Java, it is just better for ""typical"" web applications.",PHP,Java,BETTER,NONE
1892,Bag-Of-Words,Adidas is a German company - therein I understand Nike being American better already.,Adidas,Nike,NONE,WORSE
561,Bag-Of-Words,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",sausage,sandwich,NONE,BETTER
1438,Bag-Of-Words,Google Chrome is even worse on my old IBM ThinkPad.,Google,IBM,WORSE,NONE
492,Bag-Of-Words,"CAMBRIDGE, Mass - Behind solid pitching and four home runs, dartmouth swept harvard, 8-2 and 9-2, to claim back-to-back Ivy League North Division Championships on Monday afternoon.",dartmouth,harvard,NONE,BETTER
435,Bag-Of-Words,"Windows XP needed two service packs, but Windows 98 was even worse, needing a second edition to plug the holes.",Windows XP,Windows 98,NONE,BETTER
325,Bag-Of-Words,"CUDA is still strong because it has better support, but we all want OpenCL to win out in the long run (even if they have to update it majorly before that happens)",CUDA,OpenCL,WORSE,BETTER
1052,Bag-Of-Words,The move from System p to Intel-based blades was made easier by the fact that the IBM has embraced the Linux platform.,Intel,IBM,NONE,BETTER
2132,Bag-Of-Words,"Nikon gave to Sigma a first ""wake-up call"" with the cheaper and much better 35mm 1.8DX.",Nikon,Sigma,NONE,BETTER
298,Bag-Of-Words,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.",Chrysler,Toyota,BETTER,WORSE
440,Bag-Of-Words,Exactly like Windows XP and 7 and nothing like Windows 8. but with better performance,Windows XP,Windows 8,NONE,WORSE
2371,Bag-Of-Words,Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.,Smalltalk,Java,NONE,BETTER
239,Bag-Of-Words,My recollection has been that Nokia did pretty well and Samsung quite poorly.,Nokia,Samsung,NONE,BETTER
1407,Bag-Of-Words,"Certainly it's not the best language, but it's better than writing C or Java, more fun than Python and more straightforward than Haskell.",Python,Haskell,BETTER,NONE
1927,Bag-Of-Words,"So, to me, Python isn't better or worse than Java.",Python,Java,WORSE,NONE
1637,Bag-Of-Words,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.",steel,aluminum,NONE,BETTER
809,Bag-Of-Words,I like the Bluetooth for use with a mouse and the USB 3 makes transferring data so much faster.,Bluetooth,USB,NONE,WORSE
2022,Bag-Of-Words,I no more defend that Nokia is superior to Samsung as I did all tese days.,Nokia,Samsung,BETTER,WORSE
909,Bag-Of-Words,"Mine was the hot dog à la maison (16), a fairly decent sausage presented on rather dry bread and topped with pickled fennel.",sausage,bread,NONE,BETTER
787,Bag-Of-Words,"Unless you can't prove that OpenGL falls short in terms of the results you get out of it, Direct3D might be the better designed API - but it's not a better solution.",OpenGL,Direct3D,NONE,WORSE
1114,Bag-Of-Words,"While Google is still expected to grow its business at a faster rate than Apple, even slow-growing Intel boasts a meaningful premium to free cash flow compared to Apple.",Google,Intel,BETTER,NONE
360,Bag-Of-Words,Look at how much easier it is with Objective-C (and Cocoa) and you'll soon be wondering precisely which fresh circle of hell Java and C++'s designers will be given when their time comes.,Objective-C,Java,NONE,BETTER
1155,Bag-Of-Words,"For such a small self-contained task, I don't think Haskell is any better than Python.",Haskell,Python,BETTER,WORSE
1642,Bag-Of-Words,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",softball,basketball,NONE,WORSE
1370,Bag-Of-Words,The only thing worse than pro football is pro hockey!,football,hockey,NONE,BETTER
1632,Bag-Of-Words,"Under these refining conditions, pennsylvania crude oil made better engine oil than Texas crude or california crude.",pennsylvania,california,WORSE,BETTER
576,Bag-Of-Words,It also didn't hurt my faith in Microsoft when Sony kept releasing a newer and uglier PS3 each time.,Microsoft,Sony,NONE,BETTER
821,Bag-Of-Words,windows 7 or Windows 8. Let me know if you find any other faster way of mapping drives in Windows XP or Windows 7.,Windows 8,Windows XP,BETTER,NONE
162,Bag-Of-Words,If the gamecube did not have better games than the ps2 that is my point.,gamecube,ps2,BETTER,NONE
2249,Bag-Of-Words,"If Nikon wants to claim PRO status and quality and perhaps better than Canon, then they should be willing to go there and hit the big MP guys (Leica & Kodak's huge sensor).",Nikon,Leica,BETTER,NONE
61,Bag-Of-Words,"First, Motorola, then HTC and Samsung.",Motorola,Samsung,NONE,BETTER
684,Bag-Of-Words,The only thing better than a cold glass of beer is tea with Miss McGill.,beer,tea,NONE,WORSE
477,Bag-Of-Words,"Now that PHP is available on Columbia University servers, we will most likely rewrite this JavaScript application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",PHP,JavaScript,WORSE,NONE
1226,Bag-Of-Words,"Larry Fitzgerald upgraded from Derek Anderson to Kevin Kolb, but so far that's like upgrading from a Honda to an Accura...yeah it's better but you really wanted a BMW.",Honda,BMW,NONE,BETTER
550,Bag-Of-Words,"Python skills a plus, but not required, especially if you're solid at JavaScript.",Python,JavaScript,NONE,BETTER
1525,Bag-Of-Words,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",Apple,Sony,NONE,WORSE
1491,Bag-Of-Words,"However, the Ford seems more solid than the Titan, and the feedback from the steering was judged to be more informative than in the Nissan.",Ford,Nissan,NONE,BETTER
1621,Bag-Of-Words,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",plastic,cardboard,NONE,WORSE
1327,Bag-Of-Words,I never said basketball was easier than baseball.,basketball,baseball,BETTER,NONE
1019,Bag-Of-Words,My hockey team was worse than my basketball team.,hockey,basketball,BETTER,WORSE
550,Bag-Of-Words,"Overall, the Nike Elite sock has better padding, better compression, better fit but the Adidas SpeedCrew has better ventilation.",Nike,Adidas,WORSE,NONE
1543,Bag-Of-Words,Good to see again a Renault ahead of a Ferrari.,Renault,Ferrari,NONE,BETTER
1568,Bag-Of-Words,"Wi-Fi, Ethernet, and other connection methods transfer files more quickly than Bluetooth does, and those networking technologies are better for recurring connections (such as in an office network).",Ethernet,Bluetooth,NONE,BETTER
2408,Bag-Of-Words,"A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",Windows 8,Windows XP,WORSE,NONE
279,Bag-Of-Words,Apple would be better off competing with Nintendo than Sony and MS.,Apple,Sony,BETTER,NONE
426,Bag-Of-Words,The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.,CUDA,OpenCL,WORSE,BETTER
1660,Bag-Of-Words,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Intel,Sony,NONE,BETTER
437,Bag-Of-Words,"The lens from Sigma just as good(or better) as any other lenses from Nikon , Cannon or Minolta.",Sigma,Nikon,WORSE,BETTER
1872,Bag-Of-Words,"A Honda CRX is cooler than ANY Alfa?!?! Bite your tongue, Ford-obsessed heathen!!",Honda,Ford,BETTER,NONE
1094,Bag-Of-Words,"I have been told that Kappos had to give up a huge amount financially (up to $10 million) when he left IBM to take over the USPTO; I just wonder whether sub-consciously, at least, he had got to the stage where he realised a certain way of thinking about patents (let's call it the Google perspective, for want of a better term) had established itself inside senior parts of the Obama administration and that it was a perspective that Kappos himself did not share.",IBM,Google,BETTER,NONE
1235,Bag-Of-Words,It also results in extra dimensional stability -- plywood doesn't swell or crack like solid sawed lumber.,plywood,lumber,NONE,BETTER
638,Bag-Of-Words,If South carolina represents the worst performance to be expected of Devin Gardner than michigan is in solid hands.,carolina,michigan,BETTER,NONE
1219,Bag-Of-Words,"ARCEE changes into a motorcycle and is very quick and acrobatic with her attacks, and BULKHEAD changes into an armoured truck and moves slower, but hits much harder.",motorcycle,truck,NONE,BETTER
1229,Bag-Of-Words,"I used Haskell because it seemed (and was) easier to express problems like these equations, and test them than what you might expect in something like C++ or Java.",Haskell,Java,BETTER,NONE
397,Bag-Of-Words,"As Reuters reported , Mercedes-Benz' parent Daimler is considering shedding some of its company-owned dealerships in Germany to better compete with its main rivals, Audi and BMW.",Mercedes-Benz,Audi,BETTER,NONE
2402,Bag-Of-Words,With this we don't want to say that PostgreSQL isn't good at many things (it is!) or that it isn't faster than MySQL Server under certain conditions.,PostgreSQL,MySQL,BETTER,NONE
618,Bag-Of-Words,"Wind, 16 Aug 2012 I have a Galaxy S II too and a Sony Ericsson Xperia Arc S. I don't want to upgrade to S III ei... more Yes, but in 2 months Google will launch 5 Nexus phones with better specs than the GS3 which I agree it's very expensive.",Sony,Google,BETTER,NONE
1942,Bag-Of-Words,"Intel says that the new powerful Chromebooks will be able to easily load rich web apps up to four times faster faster as well as boost performance for Google Hangouts with multiple parties, making it more acceptable for video conferencing while on-the-go.",Intel,Google,BETTER,NONE
895,Bag-Of-Words,"The compact computer now gets integrated WiFi and Bluetooth, rather than just wired Ethernet connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.",Bluetooth,Ethernet,BETTER,NONE
26,Bag-Of-Words,"No car drives nicer and safer than this one, made of a real steel, not plastic or aluminum.",steel,aluminum,NONE,BETTER
1248,Bag-Of-Words,"Pretty much if we took in a MBZ,BMW or Lexus it was solid gold ( sport car hands down a Porshe, Audi wasn't our first choice to have on the lot.",Lexus,Audi,NONE,BETTER
208,Bag-Of-Words,She enjoys pointing out how much nicer the weather is in california compared to michigan.,california,michigan,NONE,BETTER
1982,Bag-Of-Words,"I know, you might expect me to be a PHP-GTK fan, but Perl-GTK just seems nicer.",PHP,Perl,NONE,WORSE
2273,Bag-Of-Words,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Toyota,Ford,NONE,WORSE
1073,Bag-Of-Words,"But, that Acer does not have a dedicated video card (it's using built in Intel Graphics instead) and it uses a slightly slower Core i7 4770 CPU (versus the slightly faster Core i7 4790 CPU in the Dell config you're looking at).",Intel,Dell,BETTER,WORSE
1532,Bag-Of-Words,"Unless you need USB 3.0, or better Bluetooth, or Fusion drive or something like that.....",USB,Bluetooth,NONE,WORSE
591,Bag-Of-Words,Holding a pistol steady is harder than a rifle.,pistol,rifle,BETTER,WORSE
10,Bag-Of-Words,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,NONE,WORSE
1988,Bag-Of-Words,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,NONE,WORSE
1288,Bag-Of-Words,"But this week PC Magazine columnist John Dvorak speculates that the company could be about to make a switch itself, from Motorola/IBM chips to faster Intel ones.",IBM,Intel,NONE,WORSE
2229,Bag-Of-Words,"Why is Honda still in F1? Like Toyota, year-in-and-year-out they continue to show they are inferior to Ferrari, Mercedes, BMW and Renault.",Honda,BMW,NONE,WORSE
2177,Bag-Of-Words,The bigger ill is that espn has performed much better than TNT and much worse than fox - which the vast majority of the print media will not discuss.,espn,fox,BETTER,WORSE
1071,Bag-Of-Words,"I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with AWK and stay in my mode of frustration when I know that I can do this in Perl, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo",AWK,Perl,WORSE,NONE
2081,Bag-Of-Words,I'm finding that Amazon 's selection of apps are very limited and mediocre compared to Google Play.,Amazon,Google,BETTER,WORSE
223,Bag-Of-Words,"To put its performance in perspective, that's just over 4min faster than the dual-core Intel Atom-equipped HP Mini 5103 netbook and 33sec faster than the AMD E-350 APU-equipped Dell Inspiron M102z netbook.",Intel,Dell,BETTER,NONE
2090,Bag-Of-Words,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,WORSE
2028,Bag-Of-Words,The only thing I like better than pizza is pasta.,pizza,pasta,NONE,WORSE
2240,Bag-Of-Words,"This is Windows XP not Vista !! Windows Vista has nicer desktop than xp, because it has more additional features.",Windows XP,Windows Vista,NONE,WORSE
464,Bag-Of-Words,"For any lens that Canon or Nikon offers, there is a response from Sigma or Tamron that is as good or sometimes better.",Nikon,Sigma,NONE,WORSE
948,Bag-Of-Words,"could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",MySQL,PostgreSQL,NONE,WORSE
67,Bag-Of-Words,Objective C is more like Smalltalk than C++/Java/etc.,Smalltalk,Java,BETTER,NONE
1844,Bag-Of-Words,"And no, the Sony earbuds are smaller than the Apple earbuds (which have better sound) so they won't fit.",Sony,Apple,BETTER,WORSE
954,Bag-Of-Words,AMD XP 2800+ CPU w/ aftermarket cpu cooler (temps running at mid 40s) Mitsumi Mini Floppy (been swapped with a Sony mini floppy with no change in performance) Liteon 52xXXx52x CDR LG 16x DVD-ROM Maxtor Diamond MAX 80GB 8MEG IDE Drive Not even installed yet is a 56k Intel hardware controlled Modem.,Sony,Intel,WORSE,NONE
1967,Bag-Of-Words,"They are more reliable than Apple, less expensive than Dell, and just plain better overall.",Apple,Dell,BETTER,NONE
1332,Bag-Of-Words,ds beats out psp,ds,psp,NONE,BETTER
1831,Bag-Of-Words,One dilemma: How do you make sure coal states like Kentucky and West virginia are not hit harder than clean-energy states like Arizona and california?,virginia,california,WORSE,NONE
1481,Bag-Of-Words,"Now whether or not hockey hits are harder than football, who knows.",hockey,football,BETTER,NONE
2180,Bag-Of-Words,"I can do everything faster on my laptop than any Kindle, iphone, iPad, tablet or other device.",laptop,iphone,NONE,BETTER
1969,Bag-Of-Words,I think USB is the way to go though an Ethernet connection would be even better.,USB,Ethernet,BETTER,NONE
1921,Bag-Of-Words,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",SQLite,MySQL,NONE,WORSE
184,Bag-Of-Words,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Apple,Microsoft,NONE,BETTER
1182,Bag-Of-Words,"Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.",Samsung,Nokia,NONE,WORSE
2036,Bag-Of-Words,"This protocol is much more efficient and faster than Microsoft Remote Desktop ""RDP"" protocol, but with these steps you can still enjoy access to your Amazon WorkSpaces without being limited to using machines that can run the proprietary WorkSpaces client.",Microsoft,Amazon,WORSE,NONE
2242,Bag-Of-Words,The Ginsu Home Surgical knife Set ™ will cut through it faster than Plaxico Burress goes through an ammo clip with his 9mm pistol.,knife,pistol,WORSE,BETTER
727,Bag-Of-Words,I'm finding that amazon 's selection of apps are very limited and mediocre compared to google Play.,amazon,google,BETTER,WORSE
310,Bag-Of-Words,"No Motorola ever, long live Nokia!",Motorola,Nokia,NONE,WORSE
1153,Bag-Of-Words,"Rather than take a sporty approach, and build a true rear-wheel drive competitor to the BMW 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive Toyota Camry.",BMW,Toyota,NONE,BETTER
1955,Bag-Of-Words,Jensen Comment:  Actually Microsoft has a better fix to Windows problems created by Sony.,Microsoft,Sony,NONE,BETTER
2265,Bag-Of-Words,"So then it comes down to Intel, will they provide another new SL9x00 CPU faster than 2.13 GHz for Apple?",Intel,Apple,BETTER,NONE
154,Bag-Of-Words,But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from Microsoft and flog an inferior offering because it's from Google.,Microsoft,Google,NONE,BETTER
961,Bag-Of-Words,Perl isn't inherently a better language than Java.,Perl,Java,BETTER,WORSE
1281,Bag-Of-Words,The Bluetooth is convenient but the sound quality is so much better with the USB.,Bluetooth,USB,NONE,WORSE
1610,Bag-Of-Words,"While Alabama proved they are leagues ahead of Notre Dame, oregon may have provided better competition, like Texas A&M and georgia did against the Crimson Tide.",oregon,georgia,NONE,BETTER
1671,Bag-Of-Words,Thanks to Apple removing Google maps which is 1000x better.,Apple,Google,NONE,WORSE
1923,Bag-Of-Words,"Scala, like C#, has extension methods to make dealing with Java libraries easier though, but it still doesn't solve things like JDK annoyances (type erasure).",Scala,Java,WORSE,NONE
720,Bag-Of-Words,Sellers grow faster on amazon than eBay and google,amazon,google,NONE,BETTER
1478,Bag-Of-Words,You also shouldn't know whether the SSD is a decent quality Samsung a much slower and lower quality Toshiba.,Samsung,Toshiba,NONE,BETTER
1479,Bag-Of-Words,"When compared to Windows 7 , Windows 8 has a faster booting time .",Windows 7,Windows 8,NONE,WORSE
598,Bag-Of-Words,Harvick's Chevrolet had nudged ahead of Kenseth's Toyota coming out of the fourth turn but Kenseth went to the outside nearly brushing the SAFER Barrier to make the race-winning pass at the checkered flag.,Chevrolet,Toyota,BETTER,NONE
606,Bag-Of-Words,"The NFL and professional baseball are covered to death in this country, and hockey is just cooler.""",baseball,hockey,NONE,WORSE
1389,Bag-Of-Words,"AMD and Apple are leading the way, and Intel better get in line soon.",Apple,Intel,NONE,BETTER
912,Bag-Of-Words,"metal ramps are good, but concrete is better.",metal,concrete,NONE,WORSE
181,Bag-Of-Words,"As a Netflix subscriber (and also short since $140) I do agree with most of the comments about the indy-type films being better views than Starz content; however, I can get the indy stuff elsewhere, most of the Stars -- especially Sony content is the high priced stuff that's harder to find elsewhere (ie Amazon, Hulu).",Sony,Amazon,NONE,BETTER
1519,Bag-Of-Words,The interface should be written in Java (or even better Groovy).,Java,Groovy,NONE,WORSE
639,Bag-Of-Words,The canon and Nikon 50mm 1.4 aren't very good the Sigma out now is better than both of them.,Nikon,Sigma,NONE,WORSE
1179,Bag-Of-Words,"Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.",Honda,Ford,NONE,WORSE
2045,Bag-Of-Words,What can Windows 8 do for me that Windows 7 cannot do better already?,Windows 8,Windows 7,NONE,WORSE
2175,Bag-Of-Words,"We got some developers in the team that just started coming to Java from Delphi, so they already have some work to do, and Groovy is easier for its learning curve; also, pretty productive.",Java,Groovy,NONE,WORSE
1903,Bag-Of-Words,"Windows 8 (MSFT) is being adopted at a slower rate than Vista, and slower than Windows 7, according to usage data from Net Applications.",Windows 8,Windows 7,BETTER,WORSE
1612,Bag-Of-Words,"Python grew out of the need for a ""better"" Perl.",Python,Perl,NONE,BETTER
2139,Bag-Of-Words,"The psp sells very well in Japan, in america sometimes the ps2 sells better.",psp,ps2,NONE,WORSE
583,Bag-Of-Words,"2. Horrible synchronization sotfware (Siemens, but from what I'm told Nokia is no better).",Siemens,Nokia,NONE,BETTER
14,Bag-Of-Words,"By about a chapter into the PHP book, I was thinking ""holy crap, this language is uglier than Perl"".",PHP,Perl,BETTER,WORSE
693,Bag-Of-Words,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.",Microsoft,Amazon,NONE,WORSE
1406,Bag-Of-Words,"Oh noes, better graphics!!1 Funny how some playstation fanboys say that's what makes it better then ds but then say graphics don't matter when the fact that ps2 has the worse graphics is mentioned.",ds,ps2,WORSE,BETTER
1545,Bag-Of-Words,"I tried creating a version that mimics the Perl one (because Ruby also has the -n option), but in the end this seemed easier (and much more readable):",Perl,Ruby,NONE,BETTER
1020,Bag-Of-Words,Google would not put a 2300mah battery of it didn't get decent battery life (higher quality parts can raise power efficiency so battery life can be better/worse than mah would make it seem) your mixing them up with Sony who is notorious for it.,Google,Sony,WORSE,NONE
643,Bag-Of-Words,"They can't be bothered to trade in their old Honda Accord for a new $100,000 BMW or Mercedes because the fancy new car won't get them anywhere any faster than the existing car.",Honda,BMW,NONE,BETTER
1891,Bag-Of-Words,"And though the OpenGL renderer does not support all effects in the game, we are more interested in simple texturing, which is no worse than in the main Direct3D version.",OpenGL,Direct3D,WORSE,BETTER
1258,Bag-Of-Words,"I'm thinking about grabbing an Ethernet wireless bridge or even better, a wireless USB network adapter.",Ethernet,USB,NONE,WORSE
1838,Bag-Of-Words,I am sorry is Google maps better then Apple maps??,Google,Apple,BETTER,NONE
1381,Bag-Of-Words,This printer has always been slow but it's even slower now that I'm using a USB connection instead of Ethernet.,USB,Ethernet,BETTER,WORSE
623,Bag-Of-Words,Good better than Google Sony Xperia Z2 phone with Android 4.4.4,Google,Sony,NONE,WORSE
1025,Bag-Of-Words,Molten metal is better explained as aluminum,metal,aluminum,NONE,BETTER
1726,Bag-Of-Words,Full 10/100 Mbps Fast Ethernet performance over USB 2.0's 480 Mbps bus--faster than most wireless connections,Ethernet,USB,NONE,BETTER
421,Bag-Of-Words,"This post looks at Pepsi-Cola, a huge multinational corporation that's trying harder and harder to catch up to number one, Coca-Cola.",Pepsi,Coca-Cola,NONE,WORSE
1975,Bag-Of-Words,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,WORSE
1283,Bag-Of-Words,"Reliability for domestic autos is much better for long term reliability than you think, In JD Powers survey for long term reliability, cars on the road for four years, domestic nameplates held 3 of the top 5 spots, Buick was in 2nd place Lexus placed 1st, Cadillac and Lincoln also placed in the top 5.",Lexus,Cadillac,NONE,BETTER
326,Bag-Of-Words,Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows 8,Windows XP,WORSE,BETTER
415,Bag-Of-Words,MB: Asus P5WDG2-WS Pro CPU: Intel Core 2 Quad Q6600 G0 @stock (2.4Ghz) CPU Cooler: Scythe Ninja Copper (works like a charm both in noise & performance for my needs) RAM: 4x2 GB Kingston ECC RAM PC2-5300 Storage: 2x128GB Vertex2 + 1 x 750GB Seagate 7200.10,Intel,Kingston,BETTER,NONE
36,Bag-Of-Words,It could be worse for Microsoft - Apple could be dominating this market.,Microsoft,Apple,NONE,WORSE
311,Bag-Of-Words,"Nikon, zeiss or schneider industrial optic but even quite often mainstream optic is able to beat most what Leica produces and for even better price.",Nikon,Leica,NONE,BETTER
336,Bag-Of-Words,"It gets better-this is cnn, not fox.",cnn,fox,NONE,BETTER
1665,Bag-Of-Words,"Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",Windows 8,Windows 7,WORSE,BETTER
1408,Bag-Of-Words,"Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE
218,Bag-Of-Words,plastic and brass would be much easier on your wood.,plastic,wood,NONE,BETTER
1231,Bag-Of-Words,"I'll repeat with a GTX580 on the next tests - I imagine CUDA does not improve PP6 over FCPX when you have a faster, higher spec Nvidia card that also boosts OpenCL on FCPX.",CUDA,OpenCL,BETTER,NONE
892,Bag-Of-Words,"(By analogy, however, getting hit by a bus is no worse than getting hit by a truck!)",bus,truck,WORSE,NONE
2086,Bag-Of-Words,"Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",Apple,Dell,NONE,WORSE
2276,Bag-Of-Words,"Google is the main player now, Microsoft are just plain inferior in Mobile.",Google,Microsoft,NONE,BETTER
1606,Bag-Of-Words,Eh? I wouldn't say Python would be faster than Java in terms of,Python,Java,BETTER,NONE
607,Bag-Of-Words,Alonso/Renault got the better of Michael/Ferrari in 2006.,Renault,Ferrari,NONE,BETTER
