,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,marker,raw_text,text_html,text_readable,type
205,False,1/5/2018 17:13:42,3,1532714585,finalized,Ford,,BMW,,,S3086071110,NONE,0.7,,True,"We stock a great range of superior quality sheepskin car seat covers for most vehicles including Ford, holden, vw, mercedes, BMW, hyundai and more.","We stock a great range of superior quality sheepskin car seat covers for most vehicles including <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, holden, vw, mercedes, <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span>, hyundai and more.","We stock a great range of superior quality sheepskin car seat covers for most vehicles including *Ford*, holden, vw, mercedes, §BMW$, hyundai and more.",brands
33,False,1/5/2018 14:54:18,3,1530057559,finalized,Toyota,,Chevrolet,O,,O2375117413,OTHER,0.6957,,True,"That's better than the Toyota Yaris, Hyundai Accent and Chevrolet Aveo.","That's better than the <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Yaris, Hyundai Accent and <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Aveo.","That's better than the *Toyota* Yaris, Hyundai Accent and §Chevrolet$ Aveo.",brands
61,False,1/5/2018 17:13:24,4,1532714440,finalized,Apple,,Intel,N,,E592991935,OTHER,0.7763,,True,"does it really matter if Intel, AMD, or Apple is the slightly faster computer?""","does it really matter if <span style=color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, AMD, or <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> is the slightly faster computer?""","does it really matter if *Intel*, AMD, or §Apple$ is the slightly faster computer?",brands
344,False,1/5/2018 17:35:08,3,1532714726,finalized,Microsoft,,Apple,,,D395645495,NONE,1.0,,True,But is the middle class better or worse off for Microsoft and Apple products?,"But is the middle class better or worse off for <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> products?",But is the middle class better or worse off for *Microsoft* and §Apple$ products?,brands
324,False,1/11/2018 19:17:14,3,1534177160,finalized,Python,,JavaScript,,,B338257377,NONE,0.6556,,True,"Are you saying that you use JavaScript outside a browser, and that you feel it is a better language in that context than Java, C++, C, Smalltalk, Lisp, Perl, Python, etc?","Are you saying that you use <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> outside a browser, and that you feel it is a better language in that context than Java, C++, C, Smalltalk, Lisp, Perl, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, etc?","Are you saying that you use *JavaScript* outside a browser, and that you feel it is a better language in that context than Java, C++, C, Smalltalk, Lisp, Perl, §Python$, etc?",compsci
259,False,1/5/2018 17:18:37,3,1532714640,finalized,Toyota,,Chrysler,,,K1667848424,WORSE,1.0,,True,"Making matters worse for the company is the fact that its sales were eclipsed last month by Chrysler Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind Toyota.","Making matters worse for the company is the fact that its sales were eclipsed last month by <span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.","Making matters worse for the company is the fact that its sales were eclipsed last month by *Chrysler* Group LLC, an automaker that almost ceased to exist a couple of years ago and one which historically has always trailed far behind §Toyota$.",brands
174,False,1/11/2018 18:01:16,3,1534177005,finalized,Windows XP,,Windows Vista,N,,F847715656,NONE,0.6649,,True,- Harder adaptation for pre Windows Vista users i.e.) Windows XP/2000.,"- Harder adaptation for pre <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> users i.e.) <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>/2000.",- Harder adaptation for pre *Windows Vista* users i.e.) §Windows XP$/2000.,compsci
48,False,1/11/2018 12:35:33,3,1534176878,finalized,Ruby,,Python,O,,I1332732696,OTHER,0.6519,,True,I ran it myself and found PHP to be faster than Python and Ruby.,"I ran it myself and found PHP to be faster than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",I ran it myself and found PHP to be faster than *Python* and §Ruby$.,compsci
305,False,1/11/2018 20:28:26,3,1534177141,finalized,Java,,Scala,,,T3226352107,WORSE,1.0,,True,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.","Yes, it's not elegant in pure <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> (though <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span> is much nicer), but it's effective and can be quite fase.","Yes, it's not elegant in pure *Java* (though §Scala$ is much nicer), but it's effective and can be quite fase.",compsci
170,False,1/11/2018 18:09:35,3,1534177001,finalized,Ethernet,,Bluetooth,N,,N2251713097,NONE,1.0,,True,"Some of the things you might find missing on PC hardware include lighted keys, newer/better version of Bluetooth, WiFi N, LED screen, multitouch trackpad, remote receiver, gigabit Ethernet, magnetic power connector, sudden motion sensor, ambient light sensor, web cam, metal housing, light weight and thin, compact power charger, etc. ... Most PC laptops will have some of that, few will have it all--especially if they're on the cheap end.","Some of the things you might find missing on PC hardware include lighted keys, newer/better version of <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, WiFi N, LED screen, multitouch trackpad, remote receiver, gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>, magnetic power connector, sudden motion sensor, ambient light sensor, web cam, metal housing, light weight and thin, compact power charger, etc. ... Most PC laptops will have some of that, few will have it all--especially if they're on the cheap end.","Some of the things you might find missing on PC hardware include lighted keys, newer/better version of *Bluetooth*, WiFi N, LED screen, multitouch trackpad, remote receiver, gigabit §Ethernet$, magnetic power connector, sudden motion sensor, ambient light sensor, web cam, metal housing, light weight and thin, compact power charger, etc. ... Most PC laptops will have some of that, few will have it all--especially if they're on the cheap end.",compsci
106,False,1/11/2018 17:39:30,3,1534176937,finalized,Windows XP,,Windows 98,N,,T3120156253,NONE,1.0,,True,"What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either Windows 98, Windows NT, Windows 2000, Windows XP, Windows Vista, or Windows 7.","What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows NT, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Windows Vista, or Windows 7.","What You Will Need to Run MEET MANAGER MEET MANAGER for Swimming requires a Pentium, Celeron, or AMD computer of at least 500 MHz (preferably 1 GHz or faster) with at least 500 MB of RAM (preferably 1 GB of RAM or more) and either *Windows 98*, Windows NT, Windows 2000, §Windows XP$, Windows Vista, or Windows 7.",compsci
423,False,1/11/2018 19:54:33,3,1534177259,finalized,Swift,,Objective-C,,,J1575303367,NONE,1.0,,False,Just use existing Objective-C APIs in Swift.,"Just use existing <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> APIs in <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",Just use existing *Objective-C* APIs in §Swift$.,compsci
356,False,1/12/2018 17:19:10,3,1543286867,finalized,milk,,juice,,,R2809812793,NONE,1.0,,True,"This all natural protein powder, mixed with juice or milk, provides superior protein nutrition.","This all natural protein powder, mixed with <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">milk:[OBJECT_B]</span>, provides superior protein nutrition.","This all natural protein powder, mixed with *juice* or §milk$, provides superior protein nutrition.",jbt
67,False,1/5/2018 17:17:14,3,1532714446,finalized,IBM,,Intel,N,,I1409052127,NONE,1.0,,True,It is like some academic at IBM or Intel announcing they have 10x faster memory in the lab; how many of those get to production ?,"It is like some academic at <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> announcing they have 10x faster memory in the lab; how many of those get to production ?",It is like some academic at *IBM* or §Intel$ announcing they have 10x faster memory in the lab; how many of those get to production ?,brands
492,False,1/12/2018 18:12:32,3,1543287006,finalized,fox,,espn,,,E653701837,NONE,1.0,,True,"Enjoy stations such as fox 101, espn 1380 - WYNF, Solid Rock Radio and more.","Enjoy stations such as <span style=""color: #9A14B2; font-weight: bold"">fox:[OBJECT_A]</span> 101, <span style=""color: #6CB219; font-weight: bold"">espn:[OBJECT_B]</span> 1380 - WYNF, Solid Rock Radio and more.","Enjoy stations such as *fox* 101, §espn$ 1380 - WYNF, Solid Rock Radio and more.",jbt
383,False,1/5/2018 17:18:45,3,1532714765,finalized,Ford,,Chevrolet,,,O2391947780,BETTER,0.6104,,True,"The 6th Generation of Chevrolet Camaro finally unveiled in Detroit, since 5th generation the Camaro is just getting better to rival the direct competition - Ford Mustang.","The 6th Generation of <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Camaro finally unveiled in Detroit, since 5th generation the Camaro is just getting better to rival the direct competition - <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Mustang.","The 6th Generation of *Chevrolet* Camaro finally unveiled in Detroit, since 5th generation the Camaro is just getting better to rival the direct competition - §Ford$ Mustang.",brands
64,False,1/11/2018 12:35:30,3,1534176894,finalized,MySQL,,PostgreSQL,O,,D404375057,BETTER,0.6429,,True,But now version 2.7.6 is over two times faster than MySQL and over twenty times faster than PostgreSQL.,"But now version 2.7.6 is over two times faster than <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and over twenty times faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",But now version 2.7.6 is over two times faster than *MySQL* and over twenty times faster than §PostgreSQL$.,compsci
382,False,1/11/2018 20:01:29,3,1534177218,finalized,Oracle,,MySQL,,,L1753181517,NONE,1.0,,False,"MS, Oracle, MySQL, etc.)?","MS, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, etc.)?","MS, *Oracle*, §MySQL$, etc.)?",compsci
80,False,1/11/2018 12:34:57,3,1534176910,finalized,Ruby,,Python,N,,F738920391,NONE,0.68,,True,"For better or worse, Ruby, Python, JavaScript and so on have changed how people see programming.","For better or worse, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, JavaScript and so on have changed how people see programming.","For better or worse, *Ruby*, §Python$, JavaScript and so on have changed how people see programming.",compsci
496,False,1/11/2018 19:30:41,4,1534177332,finalized,Python,,JavaScript,,,B242734325,NONE,1.0,,True,"An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like JavaScript, Python, and Ruby.","An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, and Ruby.","An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like *JavaScript*, §Python$, and Ruby.",compsci
474,False,1/11/2018 19:19:10,3,1534177310,finalized,PHP,,Perl,,,R2852295873,NONE,1.0,,True,"This makes it easier and more natural to write stored procedures in interpreted languages (Perl, Python, Ruby, PHP, Tcl).","This makes it easier and more natural to write stored procedures in interpreted languages (<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, Python, Ruby, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, Tcl).","This makes it easier and more natural to write stored procedures in interpreted languages (*Perl*, Python, Ruby, §PHP$, Tcl).",compsci
237,False,1/5/2018 17:17:21,4,1532714618,finalized,Microsoft,,Google,,,J1546754182,WORSE,1.0,,True,Jeeeshh... Google is worse than Microsoft of the 90s.,"Jeeeshh... <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> is worse than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> of the 90s.",Jeeeshh... *Google* is worse than §Microsoft$ of the 90s.,brands
420,False,1/12/2018 18:12:39,3,1543286934,finalized,milk,,soda,,,S2982749855,NONE,1.0,,True,"Use empty, clean plastic milk jugs and 2-liter soda bottles or blue ice from your picnic cooler to keep your food cold.","Use empty, clean plastic <span style=""color: #9A14B2; font-weight: bold"">milk:[OBJECT_A]</span> jugs and 2-liter <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span> bottles or blue ice from your picnic cooler to keep your food cold.","Use empty, clean plastic *milk* jugs and 2-liter §soda$ bottles or blue ice from your picnic cooler to keep your food cold.",jbt
57,False,1/12/2018 13:34:56,3,1543286565,finalized,michigan,,oregon,,N,J1506681104,NONE,0.6962,,True,"I've seen some college teams in 2k share like Uk, unc, duke, Louisville, michigan , oregon, and a poorly created unlv.","I've seen some college teams in 2k share like Uk, unc, duke, Louisville, <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span>, and a poorly created unlv.","I've seen some college teams in 2k share like Uk, unc, duke, Louisville, *michigan* , §oregon$, and a poorly created unlv.",jbt
278,False,1/11/2018 19:54:33,3,1534177110,finalized,Swift,,Objective-C,,,F862084108,NONE,1.0,,False,"He also teaches iOS dev, Swift and Objective-C.","He also teaches iOS dev, <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.","He also teaches iOS dev, *Swift* and §Objective-C$.",compsci
185,False,1/11/2018 17:40:03,3,1534177016,finalized,Java,,Smalltalk,N,,N2223380970,NONE,0.6726,,False,Smalltalk/Java: imperative/object-oriented,"<span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>: imperative/object-oriented",*Smalltalk*/§Java$: imperative/object-oriented,compsci
245,False,1/5/2018 17:41:48,3,1532714626,finalized,Microsoft,,Apple,,,N2107539802,WORSE,1.0,,True,Right now Apple is worse then Microsoft ever was.,"Right now <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> is worse then <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> ever was.",Right now *Apple* is worse then §Microsoft$ ever was.,brands
104,False,,1,1530058497,canceled,Google,,Kingston,,,A131051731,NONE,1.0,,False,Acer Blackphone OnePlus Amazon Apple Asus Alcatel Beats BlackBerry Dell HTC Kingston Jolla LG Motorola Nokia Oppo Palm Samsung Sony Toshiba Huawei HP Simple Mobile Blu Red Pocket Mobile Google iSWAG Xiaomi ZTE,"Acer Blackphone OnePlus Amazon Apple Asus Alcatel Beats BlackBerry Dell HTC <span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> Jolla LG Motorola Nokia Oppo Palm Samsung Sony Toshiba Huawei HP Simple Mobile Blu Red Pocket Mobile <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> iSWAG Xiaomi ZTE",Acer Blackphone OnePlus Amazon Apple Asus Alcatel Beats BlackBerry Dell HTC *Kingston* Jolla LG Motorola Nokia Oppo Palm Samsung Sony Toshiba Huawei HP Simple Mobile Blu Red Pocket Mobile §Google$ iSWAG Xiaomi ZTE,brands
324,False,1/5/2018 17:17:21,4,1532714706,finalized,Microsoft,,IBM,,,M1936854585,BETTER,1.0,,True,"OS/2 was technically superior, but Microsoft beat IBM through marketing and by tying its Office applications to Windows.""","OS/2 was technically superior, but <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> beat <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> through marketing and by tying its Office applications to Windows.""","OS/2 was technically superior, but *Microsoft* beat §IBM$ through marketing and by tying its Office applications to Windows.""",brands
435,False,1/11/2018 19:22:45,3,1534177271,finalized,Java,,Python,,,J1544946593,BETTER,1.0,,True,Java 8X Faster than Python,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> 8X Faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>",*Java* 8X Faster than §Python$,compsci
306,False,1/12/2018 17:14:50,3,1543286817,finalized,tea,,soda,,,G1033416337,NONE,1.0,,False,Iced tea? soda?,"Iced <span style=""color: #9A14B2; font-weight: bold"">tea:[OBJECT_A]</span>? <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span>?",Iced *tea*? §soda$?,jbt
247,False,1/12/2018 16:48:17,3,1543286757,finalized,steel,,aluminum,,B,B228992388,BETTER,1.0,,True,aluminum has better heat conduction than steel but worse than copper.,"<span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> has better heat conduction than <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> but worse than copper.",*aluminum* has better heat conduction than §steel$ but worse than copper.,jbt
299,False,1/11/2018 19:26:02,3,1534177131,finalized,Oracle,,MySQL,,,M1926875538,NONE,1.0,,False,"'Oracle, DB2, SQL server, MySQL","'<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, DB2, SQL server, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>","'*Oracle*, DB2, SQL server, §MySQL$",compsci
484,False,1/11/2018 19:31:34,3,1534177320,finalized,USB,,Bluetooth,,,O2291174345,NONE,1.0,,True,"Standard equipment is decent, with keyless entry, cruise control, automatic climate control, Bluetooth (hands-free and audio streaming), a solid stereo, and auxiliary iPod/USB connectors.","Standard equipment is decent, with keyless entry, cruise control, automatic climate control, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> (hands-free and audio streaming), a solid stereo, and auxiliary iPod/<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> connectors.","Standard equipment is decent, with keyless entry, cruise control, automatic climate control, *Bluetooth* (hands-free and audio streaming), a solid stereo, and auxiliary iPod/§USB$ connectors.",compsci
203,False,1/5/2018 17:10:13,3,1532714583,finalized,Toyota,,Honda,,,D427873064,NONE,0.6757,,False,Buy Honda or Toyota.,"Buy <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",Buy *Honda* or §Toyota$.,brands
372,False,1/12/2018 17:19:10,3,1543286883,finalized,amazon,,hulu,,,B175303627,OTHER,1.0,,True,Again the interface for both hulu and amazon is far worse than that of the Roku.,"Again the interface for both <span style=""color: #9A14B2; font-weight: bold"">hulu:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> is far worse than that of the Roku.",Again the interface for both *hulu* and §amazon$ is far worse than that of the Roku.,jbt
416,False,1/12/2018 18:12:52,3,1543286930,finalized,california,,virginia,,,J1456297992,NONE,0.6972,,True,"It's much easier to take care of injuries and soreness when I'm here, as opposed to back home in california or in virginia.","It's much easier to take care of injuries and soreness when I'm here, as opposed to back home in <span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> or in <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span>.","It's much easier to take care of injuries and soreness when I'm here, as opposed to back home in *california* or in §virginia$.",jbt
279,False,1/12/2018 16:05:41,3,1543286789,finalized,chocolate,,soda,,,E718142391,OTHER,0.6443,,True,"Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, soda, chocolate, and some prescription drugs -- is linked with the slower growth rate.","Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">chocolate:[OBJECT_B]</span>, and some prescription drugs -- is linked with the slower growth rate.","Findings also suggest that any amount and type of caffeine consumed -- coffee, tea, *soda*, §chocolate$, and some prescription drugs -- is linked with the slower growth rate.",jbt
171,False,1/11/2018 17:46:19,3,1534177002,finalized,USB,,Bluetooth,N,,D524536323,NONE,1.0,,True,"core 2 quad q9650, LGA775 mobo, 8gb ram, gtx 760, 3tb hdd, compatible wifi card, 2 compatible USB Bluetooth dongles, a cpu cooler for $799.98","core 2 quad q9650, LGA775 mobo, 8gb ram, gtx 760, 3tb hdd, compatible wifi card, 2 compatible <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> dongles, a cpu cooler for $799.98","core 2 quad q9650, LGA775 mobo, 8gb ram, gtx 760, 3tb hdd, compatible wifi card, 2 compatible *USB* §Bluetooth$ dongles, a cpu cooler for $799.98",compsci
454,False,1/11/2018 19:26:26,3,1534177290,finalized,Python,,Perl,,,K1673554933,NONE,1.0,,True,"Many interesting languages are slower than Java, including many of the languages that Graham suggests (Perl, Python, Scheme).","Many interesting languages are slower than Java, including many of the languages that Graham suggests (<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Scheme).","Many interesting languages are slower than Java, including many of the languages that Graham suggests (*Perl*, §Python$, Scheme).",compsci
338,False,1/5/2018 17:38:26,3,1532714720,finalized,Gigabyte,,Asus,,,F810017460,NONE,1.0,,False,"Gigabyte, Asus, MSI and others have had boards listed.","<span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span>, MSI and others have had boards listed.","*Gigabyte*, §Asus$, MSI and others have had boards listed.",brands
462,False,1/11/2018 19:28:44,3,1534177298,finalized,Windows XP,,Windows 8,,,N2232368140,NONE,0.6353,,True,"So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & Windows 8 laptops as well as on another desktop pc running Windows XP , and found to be worth keep them active as long as a good alternative comes .","So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> laptops as well as on another desktop pc running <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> , and found to be worth keep them active as long as a good alternative comes .","So,for those who're looking for a better software for this , i would like to share about Best USB Antivirus Software - the Smadav 9.3  that I've personally tried on my Windows 7  & *Windows 8* laptops as well as on another desktop pc running §Windows XP$ , and found to be worth keep them active as long as a good alternative comes .",compsci
62,False,1/12/2018 13:40:50,3,1543286570,finalized,soup,,sandwich,,N,E702700402,NONE,0.6716,,True,"Feel the lunch (soup, salad, sandwich) combos are a better value.","Feel the lunch (<span style=""color: #9A14B2; font-weight: bold"">soup:[OBJECT_A]</span>, salad, <span style=""color: #6CB219; font-weight: bold"">sandwich:[OBJECT_B]</span>) combos are a better value.","Feel the lunch (*soup*, salad, §sandwich$) combos are a better value.",jbt
469,False,1/12/2018 18:13:39,3,1543286983,finalized,pizza,,sandwich,,,L1775866166,BETTER,1.0,,True,My sandwich fared somewhat better than Mary's pizza.,"My <span style=""color: #9A14B2; font-weight: bold"">sandwich:[OBJECT_A]</span> fared somewhat better than Mary's <span style=""color: #6CB219; font-weight: bold"">pizza:[OBJECT_B]</span>.",My *sandwich* fared somewhat better than Mary's §pizza$.,jbt
86,False,1/11/2018 12:35:48,3,1534176916,finalized,Eclipse,,NetBeans,N,,L1791482362,NONE,0.6792,,False,NetBeans guys aren't like Eclipse developers.,"<span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> guys aren't like <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span> developers.",*NetBeans* guys aren't like §Eclipse$ developers.,compsci
389,False,1/11/2018 19:23:14,3,1534177225,finalized,iOS,,Apple TV,,,J1458699602,NONE,0.6678,,True,"It's not just the iPhone 6 , updated Apple TV , mythical iWatch , next generation iPads or Macs , or even OS X 10.10 or iOS 8 , it's the company and the values and vision that continues to work at making existing products better and new, complementary products that make them, in sum, beyond better.","It's not just the iPhone 6 , updated <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> , mythical iWatch , next generation iPads or Macs , or even OS X 10.10 or <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> 8 , it's the company and the values and vision that continues to work at making existing products better and new, complementary products that make them, in sum, beyond better.","It's not just the iPhone 6 , updated *Apple TV* , mythical iWatch , next generation iPads or Macs , or even OS X 10.10 or §iOS$ 8 , it's the company and the values and vision that continues to work at making existing products better and new, complementary products that make them, in sum, beyond better.",compsci
204,False,1/12/2018 16:48:20,3,1543286714,finalized,restaurant,,cafe,,N,L1904612365,NONE,1.0,,True,"One thing about all these regeneration projects - will any of them cater for a halfway decent cafe, restaurant or pub?","One thing about all these regeneration projects - will any of them cater for a halfway decent <span style=""color: #9A14B2; font-weight: bold"">cafe:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">restaurant:[OBJECT_B]</span> or pub?","One thing about all these regeneration projects - will any of them cater for a halfway decent *cafe*, §restaurant$ or pub?",jbt
131,False,1/5/2018 17:13:27,3,1532714510,finalized,Ford,,Nissan,B,,P2549626509,BETTER,1.0,,True,The low-volume Ford Focus Electric is a more conventional looking (and better handling) alternative to the Nissan Leaf.,"The low-volume <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus Electric is a more conventional looking (and better handling) alternative to the <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Leaf.",The low-volume *Ford* Focus Electric is a more conventional looking (and better handling) alternative to the §Nissan$ Leaf.,brands
77,False,1/12/2018 13:39:23,3,1543286585,finalized,wood,,cement,,N,D461062308,NONE,1.0,,False,"cement, wood, what?","<span style=""color: #9A14B2; font-weight: bold"">cement:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span>, what?","*cement*, §wood$, what?",jbt
220,False,1/11/2018 19:29:38,4,1534177052,finalized,USB,,Bluetooth,B,,J1532423700,BETTER,1.0,,True,I would do it via USB (assuming that's much faster than Bluetooth).,"I would do it via <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> (assuming that's much faster than <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>).",I would do it via *USB* (assuming that's much faster than §Bluetooth$).,compsci
496,False,1/12/2018 18:12:54,3,1543287010,finalized,georgia,,missouri,,,B218958425,BETTER,0.6316,,True,"Also, the Gamecocks played georgia much better than Nebraska played missouri.","Also, the Gamecocks played <span style=""color: #9A14B2; font-weight: bold"">georgia:[OBJECT_A]</span> much better than Nebraska played <span style=""color: #6CB219; font-weight: bold"">missouri:[OBJECT_B]</span>.","Also, the Gamecocks played *georgia* much better than Nebraska played §missouri$.",jbt
