,_golden,_last_judgment_at,_trusted_judgments,_unit_id,_unit_state,a,also_acceptable,b,expected_label,gold_label,id,label,label:confidence,label_gold,label_gold_reason,marker,orig__golden,raw_text,text_html,text_readable,type,better_count,worse_count,none_count,judgements,label_winner_count,most_frequent_class,most_frequent_count,ratio
1164,False,2/18/2018 14:01:16,3,1572199101,finalized,Google,,Sony,,,O2374227557,WORSE,0.6543,,,True,,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?","That Samsung, LG, <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span>, etc don't have the source code, just means that <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> are able to release faster, surely?","That Samsung, LG, *Sony*, etc don't have the source code, just means that §Google$ are able to release faster, surely?",brands,0,3,2,5,0,WORSE,3.0,0.6
759,False,2/16/2018 08:45:27,3,1576061641,finalized,Perl,,AWK,,,B224448936,NONE,1.0,,,True,,...although I think Perl or AWK is a better bet for this sort of task.,"...although I think <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> is a better bet for this sort of task.",...although I think *Perl* or §AWK$ is a better bet for this sort of task.,compsci,0,0,3,3,0,NONE,3.0,1.0
307,False,2/3/2018 10:38:10,3,1572198221,finalized,Audi,,Lexus,,,P2579997813,NONE,1.0,,,True,,"Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end Lexus with Mark Levinson system, Audi with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.","Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> with Mark Levinson system, <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.","Then I installed a Kicker CompRT 8 inch sub woofer and all I can say is WOW!!!! My truck now sounds 20% better than any high end *Lexus* with Mark Levinson system, §Audi$ with Bose, Range Rover with Harman Kardon, or any other ""premium"" factory stereo you can think of.",brands,0,0,5,5,0,NONE,5.0,1.0
1509,False,2/15/2018 12:06:57,3,1576123469,finalized,beer,,soda,,,N2229822486,NONE,1.0,,,True,,soda vs. beer helps keep fans in better perspective.,"<span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">beer:[OBJECT_B]</span> helps keep fans in better perspective.",*soda* vs. §beer$ helps keep fans in better perspective.,jbt,0,0,3,3,0,NONE,3.0,1.0
376,False,1/5/2018 17:22:58,3,1532714758,finalized,Cadillac,,Buick,,,N2155322514,NONE,1.0,,,True,,Select ABAR AC ACCE ADLY ADMI AIE AIXAM AJS ALFA ROMEO ALL ALPH ALPI AMC AMS APAC APPL APRI APRILIA ARCT ARMSTRONG ASCA ASHO ASTA ASTON MARTIN ASTR AUDI AUSTIN B & BAIMO BAJA BAJAJ BANH BAOTIAN BARO BARON BASHAN BB C BCC2 BEELINE BELLA BEND BENELLI BENTLEY BETTER BIKE BIMOTA BMW BMW' BOAT BOMBARDIER BOOM BOX BRANSON BRIL BRIS BRITISH TRACKSTAR BSA BTM BUELL Buick BUNTING BYD Cadillac CAGIVA CAMC CAN-AM CARAVAN (1980)?,"Select ABAR AC ACCE ADLY ADMI AIE AIXAM AJS ALFA ROMEO ALL ALPH ALPI AMC AMS APAC APPL APRI APRILIA ARCT ARMSTRONG ASCA ASHO ASTA ASTON MARTIN ASTR AUDI AUSTIN B & BAIMO BAJA BAJAJ BANH BAOTIAN BARO BARON BASHAN BB C BCC2 BEELINE BELLA BEND BENELLI BENTLEY BETTER BIKE BIMOTA BMW BMW' BOAT BOMBARDIER BOOM BOX BRANSON BRIL BRIS BRITISH TRACKSTAR BSA BTM BUELL <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> BUNTING BYD <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> CAGIVA CAMC CAN-AM CARAVAN (1980)?",Select ABAR AC ACCE ADLY ADMI AIE AIXAM AJS ALFA ROMEO ALL ALPH ALPI AMC AMS APAC APPL APRI APRILIA ARCT ARMSTRONG ASCA ASHO ASTA ASTON MARTIN ASTR AUDI AUSTIN B & BAIMO BAJA BAJAJ BANH BAOTIAN BARO BARON BASHAN BB C BCC2 BEELINE BELLA BEND BENELLI BENTLEY BETTER BIKE BIMOTA BMW BMW' BOAT BOMBARDIER BOOM BOX BRANSON BRIL BRIS BRITISH TRACKSTAR BSA BTM BUELL *Buick* BUNTING BYD §Cadillac$ CAGIVA CAMC CAN-AM CARAVAN (1980)?,brands,0,0,5,5,0,NONE,5.0,1.0
454,False,1/11/2018 19:26:26,4,1534177290,finalized,Python,,Perl,,,K1673554933,NONE,0.7601,,,True,,"Many interesting languages are slower than Java, including many of the languages that Graham suggests (Perl, Python, Scheme).","Many interesting languages are slower than Java, including many of the languages that Graham suggests (<span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, Scheme).","Many interesting languages are slower than Java, including many of the languages that Graham suggests (*Perl*, §Python$, Scheme).",compsci,0,0,4,4,0,NONE,4.0,1.0
68,False,1/5/2018 18:22:07,4,1532714447,finalized,Cadillac,,Buick,N,,K1585084216,NONE,0.7816,,,True,,Kevin Eagleburger/Superior Buick Cadillac and DeWayne Black/Hendrick Motorsports 37:52,"Kevin Eagleburger/Superior <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> and DeWayne Black/Hendrick Motorsports 37:52",Kevin Eagleburger/Superior *Buick* §Cadillac$ and DeWayne Black/Hendrick Motorsports 37:52,brands,0,1,5,6,0,NONE,5.0,0.8333333333333334
694,False,2/5/2018 18:13:48,3,1576061576,finalized,Java,,Python,,,O2396058374,BETTER,1.0,,,True,,The advantage of Java over Python for scientific computing is faster for,"The advantage of <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> for scientific computing is faster for",The advantage of *Java* over §Python$ for scientific computing is faster for,compsci,3,0,0,3,0,BETTER,3.0,1.0
719,False,2/3/2018 13:13:21,3,1572198650,finalized,Apple,,Dell,,,P2467268585,NONE,1.0,,,True,,"The dominant text in the cover photo proclaims, ""Building a Better Network"" with logos and credentials for its participation in Dell and Apple partner programs.","The dominant text in the cover photo proclaims, ""Building a Better Network"" with logos and credentials for its participation in <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> partner programs.","The dominant text in the cover photo proclaims, ""Building a Better Network"" with logos and credentials for its participation in *Dell* and §Apple$ partner programs.",brands,0,0,5,5,0,NONE,5.0,1.0
1429,False,2/15/2018 12:22:07,3,1576123386,finalized,paint,,pen,,,L1917962840,NONE,0.6866,,,True,,On the next one i used a paint pen and i thought it looked better and was alot easier.,"On the next one i used a <span style=""color: #9A14B2; font-weight: bold"">paint:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">pen:[OBJECT_B]</span> and i thought it looked better and was alot easier.",On the next one i used a *paint* §pen$ and i thought it looked better and was alot easier.,jbt,0,1,2,3,0,NONE,2.0,0.6666666666666666
759,False,2/12/2018 18:54:41,3,1576122254,finalized,google,,amazon,,,D506779768,NONE,0.6659999999999999,,,True,,"Compared to google Music or amazon Cloud , it's a little bit better, but not amazingly superior.","Compared to <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> Music or <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span> Cloud , it's a little bit better, but not amazingly superior.","Compared to *google* Music or §amazon$ Cloud , it's a little bit better, but not amazingly superior.",jbt,0,1,2,3,0,NONE,2.0,0.6666666666666666
176,False,1/11/2018 19:16:32,3,1534177007,finalized,Java,,Objective-C,N,,P2533431512,WORSE,0.3537,,,True,,"The Java-Cocoa bridge was maintained for years, but the advice every third-party Mac developer would give you if you asked them was that you were much better off taking the time to learn Objective-C.","The <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>-Cocoa bridge was maintained for years, but the advice every third-party Mac developer would give you if you asked them was that you were much better off taking the time to learn <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.","The *Java*-Cocoa bridge was maintained for years, but the advice every third-party Mac developer would give you if you asked them was that you were much better off taking the time to learn §Objective-C$.",compsci,0,1,2,3,0,NONE,2.0,0.6666666666666666
808,False,2/16/2018 08:44:17,3,1576061690,finalized,MySQL,,PostgreSQL,,,K1706766983,BETTER,1.0,,,True,,"Me: No, PostgreSQL is faster than MySQL.","Me: No, <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","Me: No, *PostgreSQL* is faster than §MySQL$.",compsci,3,0,0,3,0,BETTER,3.0,1.0
533,False,1/28/2018 09:45:26,3,1532714918,finalized,Audi,,Mercedes-Benz,,,S3064965775,NONE,0.7014,,,True,,"Well-known European car manufacturers like Audi, BMW, Jaguar, Mercedes-Benz and many others built solid and well-deserved reputations around high performance sports sedan models.","Well-known European car manufacturers like <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>, BMW, Jaguar, <span style=""color: #6CB219; font-weight: bold"">Mercedes-Benz:[OBJECT_B]</span> and many others built solid and well-deserved reputations around high performance sports sedan models.","Well-known European car manufacturers like *Audi*, BMW, Jaguar, §Mercedes-Benz$ and many others built solid and well-deserved reputations around high performance sports sedan models.",brands,0,0,5,5,0,NONE,5.0,1.0
915,False,2/18/2018 14:09:43,3,1572198847,finalized,Audi,,Lexus,,,R2891241067,BETTER,0.7024,,,True,,"Though Jaguar claims that the new X-Type 3.0 Sportwagon is a better value than comparably equipped models from Audi, BMW, and Mercedes-Benz, we'd like to point out that when loaded with every option, a 2005 Lexus IS300 Sportcross or 2005 Volvo V50 T5 AWD has trouble surpassing the Jaguar's base price and is nowhere close to the sticker of a loaded X-Type 3.0 Sportwagon.","Though Jaguar claims that the new X-Type 3.0 Sportwagon is a better value than comparably equipped models from <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span>, BMW, and Mercedes-Benz, we'd like to point out that when loaded with every option, a 2005 <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> IS300 Sportcross or 2005 Volvo V50 T5 AWD has trouble surpassing the Jaguar's base price and is nowhere close to the sticker of a loaded X-Type 3.0 Sportwagon.","Though Jaguar claims that the new X-Type 3.0 Sportwagon is a better value than comparably equipped models from *Audi*, BMW, and Mercedes-Benz, we'd like to point out that when loaded with every option, a 2005 §Lexus$ IS300 Sportcross or 2005 Volvo V50 T5 AWD has trouble surpassing the Jaguar's base price and is nowhere close to the sticker of a loaded X-Type 3.0 Sportwagon.",brands,2,0,3,5,0,NONE,3.0,0.6
329,False,1/5/2018 17:20:39,3,1532714711,finalized,Google,,IBM,,,F824629632,NONE,0.6784,,,True,,"Google, Microsoft, IBM And Others Collaborate To Make Managing Docker Containers Easier","<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>, Microsoft, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> And Others Collaborate To Make Managing Docker Containers Easier","*Google*, Microsoft, §IBM$ And Others Collaborate To Make Managing Docker Containers Easier",brands,0,0,5,5,0,NONE,5.0,1.0
174,False,2/5/2018 14:56:54,3,1576121663,finalized,ds,,psp,,,A94147868,NONE,1.0,,,False,,"60, PS3, ds,psp . . . . . . . . . . . . .","60, PS3, <span style=""color: #9A14B2; font-weight: bold"">ds:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">psp:[OBJECT_B]</span> . . . . . . . . . . . . .","60, PS3, *ds*,§psp$ . . . . . . . . . . . . .",jbt,0,0,3,3,0,NONE,3.0,1.0
1320,False,2/18/2018 15:33:28,3,1572199267,finalized,Apple,,Google,,,L1813304821,NONE,1.0,,,True,,Nokia executives intimate that their mapping application is superior to both Google and Apple Maps.,"Nokia executives intimate that their mapping application is superior to both <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> Maps.",Nokia executives intimate that their mapping application is superior to both *Google* and §Apple$ Maps.,brands,0,0,5,5,0,NONE,5.0,1.0
1387,False,2/15/2018 11:36:45,3,1576123343,finalized,michigan,,pennsylvania,,,N2115549263,NONE,1.0,,,True,,Romney's abandoned michigan as well as pennsylvania because Obama's number there are solid as well.,"Romney's abandoned <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> as well as <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span> because Obama's number there are solid as well.",Romney's abandoned *michigan* as well as §pennsylvania$ because Obama's number there are solid as well.,jbt,0,0,3,3,0,NONE,3.0,1.0
633,False,1/27/2018 18:59:18,3,1534177470,finalized,Python,,Haskell,,,T3193786100,NONE,0.6823,,,True,,"With it, you can just output longish endless lines of autocompleted method calls, but it won't all of a sudden be any easier to read and make sense of that gibberish output in the long run... That's another huge advantage of denser, compact languages like Python, Ruby, Haskell, Scheme and the likes: powerful, very high-level primitive operators and datatypes which do away for most of the need for lots of libraries providing the same...","With it, you can just output longish endless lines of autocompleted method calls, but it won't all of a sudden be any easier to read and make sense of that gibberish output in the long run... That's another huge advantage of denser, compact languages like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Ruby, <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>, Scheme and the likes: powerful, very high-level primitive operators and datatypes which do away for most of the need for lots of libraries providing the same...","With it, you can just output longish endless lines of autocompleted method calls, but it won't all of a sudden be any easier to read and make sense of that gibberish output in the long run... That's another huge advantage of denser, compact languages like *Python*, Ruby, §Haskell$, Scheme and the likes: powerful, very high-level primitive operators and datatypes which do away for most of the need for lots of libraries providing the same...",compsci,0,0,3,3,0,NONE,3.0,1.0
137,False,2/5/2018 13:48:40,3,1576061012,finalized,Eclipse,,NetBeans,,,E635922556,NONE,1.0,,,False,,Eclipse versus NetBeans versus Visual Studio .,"<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> versus <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span> versus Visual Studio .",*Eclipse* versus §NetBeans$ versus Visual Studio .,compsci,0,0,3,3,0,NONE,3.0,1.0
464,False,1/11/2018 19:12:52,3,1534177300,finalized,iOS,,Apple TV,,,E666194775,NONE,1.0,,,True,,"Even better, since the Apple TV is running iOS it has recently been confirmed that it will be fully susceptible to jailbreaking , thus allowing power users to make full use of this God given space.","Even better, since the <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> is running <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> it has recently been confirmed that it will be fully susceptible to jailbreaking , thus allowing power users to make full use of this God given space.","Even better, since the *Apple TV* is running §iOS$ it has recently been confirmed that it will be fully susceptible to jailbreaking , thus allowing power users to make full use of this God given space.",compsci,0,0,3,3,0,NONE,3.0,1.0
1289,False,2/18/2018 15:32:43,3,1572199233,finalized,Nvidia,,MSI,,,N2100004772,NONE,1.0,,,True,,"(retail with cooler) , Asus, Gigabyte, or MSI board with SATA 3.0 and USB3 (socket AM3), and a decent Nvidia graphics card.","(retail with cooler) , Asus, Gigabyte, or <span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> board with SATA 3.0 and USB3 (socket AM3), and a decent <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span> graphics card.","(retail with cooler) , Asus, Gigabyte, or *MSI* board with SATA 3.0 and USB3 (socket AM3), and a decent §Nvidia$ graphics card.",brands,0,0,4,4,0,NONE,4.0,1.0
551,False,2/5/2018 16:38:03,3,1576122045,finalized,phone,,ipod,,,Q2629607522,NONE,1.0,,,True,,The quality of the phone and ipod music/video player are far superior.,"The quality of the <span style=""color: #9A14B2; font-weight: bold"">phone:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ipod:[OBJECT_B]</span> music/video player are far superior.",The quality of the *phone* and §ipod$ music/video player are far superior.,jbt,0,0,3,3,0,NONE,3.0,1.0
1070,False,2/18/2018 14:07:54,3,1572199003,finalized,Sony,,Amazon,,,H1137457673,NONE,1.0,,,True,,"I had narrowed it down to the Kobo and the Sony PRS -300, and even worse I found out that the Amazon Kindle went down to $190, sitting in the price range of all these devices.","I had narrowed it down to the Kobo and the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> PRS -300, and even worse I found out that the <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> Kindle went down to $190, sitting in the price range of all these devices.","I had narrowed it down to the Kobo and the *Sony* PRS -300, and even worse I found out that the §Amazon$ Kindle went down to $190, sitting in the price range of all these devices.",brands,0,0,5,5,0,NONE,5.0,1.0
634,False,1/28/2018 09:45:42,3,1532715023,finalized,Samsung,,Motorola,,,T3161353899,WORSE,1.0,,,False,,"While Motorola has diminished, Samsung has excelled","While <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> has diminished, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> has excelled","While *Motorola* has diminished, §Samsung$ has excelled",brands,0,5,0,5,0,WORSE,5.0,1.0
1013,False,2/16/2018 08:44:35,3,1576061897,finalized,USB,,Ethernet,,,F788409271,BETTER,0.6586,,,True,,Full 10/100 Mbps Fast Ethernet performance over USB 2.0's 480 Mbps bus--faster than most wireless connections,"Full 10/100 Mbps Fast <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> performance over <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> 2.0's 480 Mbps bus--faster than most wireless connections",Full 10/100 Mbps Fast *Ethernet* performance over §USB$ 2.0's 480 Mbps bus--faster than most wireless connections,compsci,2,0,1,3,0,BETTER,2.0,0.6666666666666666
263,False,2/5/2018 14:57:57,3,1576121752,finalized,wii,,ps3,,,T3179187114,WORSE,0.6831,,,True,,"wii U CPU and GPU Clock Speeds revealed, slower than ps3/360","<span style=""color: #9A14B2; font-weight: bold"">wii:[OBJECT_A]</span> U CPU and GPU Clock Speeds revealed, slower than <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span>/360","*wii* U CPU and GPU Clock Speeds revealed, slower than §ps3$/360",jbt,0,2,1,3,0,WORSE,2.0,0.6666666666666666
74,False,1/5/2018 18:26:40,4,1532714453,finalized,Samsung,,Toshiba,N,,E697374083,BETTER,0.5293,,,True,,faster Samsung SSDs in some units and significantly slower Toshiba SSDs in others).,"faster <span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> SSDs in some units and significantly slower <span style=""color: #6CB219; font-weight: bold"">Toshiba:[OBJECT_B]</span> SSDs in others).",faster *Samsung* SSDs in some units and significantly slower §Toshiba$ SSDs in others).,brands,3,2,0,5,0,BETTER,3.0,0.6
1478,False,2/15/2018 12:06:35,3,1576123435,finalized,psp,,ps3,,,P2476165599,NONE,1.0,,,True,,"The ESRB rated Metal Gear Solid yesterday for the psp and ps3, thus spoiling Konami's surprise.","The ESRB rated Metal Gear Solid yesterday for the <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span>, thus spoiling Konami's surprise.","The ESRB rated Metal Gear Solid yesterday for the *psp* and §ps3$, thus spoiling Konami's surprise.",jbt,0,0,3,3,0,NONE,3.0,1.0
544,False,2/5/2018 16:38:49,3,1576122038,finalized,amazon,,facebook,,,D412885695,NONE,1.0,,,True,,"But the increased data capacity helps everyone: The faster your smartphone surfs the Web, the more you surf facebook and the more you shop at amazon.","But the increased data capacity helps everyone: The faster your smartphone surfs the Web, the more you surf <span style=""color: #9A14B2; font-weight: bold"">facebook:[OBJECT_A]</span> and the more you shop at <span style=""color: #6CB219; font-weight: bold"">amazon:[OBJECT_B]</span>.","But the increased data capacity helps everyone: The faster your smartphone surfs the Web, the more you surf *facebook* and the more you shop at §amazon$.",jbt,0,0,3,3,0,NONE,3.0,1.0
1280,False,2/15/2018 11:26:21,3,1576123230,finalized,fishing,,swimming,,,E726164305,NONE,1.0,,,False,,fishing and swimming dock.,"<span style=""color: #9A14B2; font-weight: bold"">fishing:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">swimming:[OBJECT_B]</span> dock.",*fishing* and §swimming$ dock.,jbt,0,0,3,3,0,NONE,3.0,1.0
1428,False,2/15/2018 11:31:59,3,1576123385,finalized,virginia,,missouri,,,K1721801869,NONE,0.7078,,,True,,missouri is learning it needs a better QB. 3. West virginia (-4) at Texas Tech.,"<span style=""color: #9A14B2; font-weight: bold"">missouri:[OBJECT_A]</span> is learning it needs a better QB. 3. West <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> (-4) at Texas Tech.",*missouri* is learning it needs a better QB. 3. West §virginia$ (-4) at Texas Tech.,jbt,1,0,2,3,0,NONE,2.0,0.6666666666666666
1184,False,2/15/2018 09:01:59,3,1576122960,finalized,restaurant,,cafe,,,I1245412810,NONE,1.0,,,True,,Includes a decent cafe-restaurant with an imaginative Mediterranean menu.,"Includes a decent <span style=""color: #9A14B2; font-weight: bold"">cafe:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">restaurant:[OBJECT_B]</span> with an imaginative Mediterranean menu.",Includes a decent *cafe*-§restaurant$ with an imaginative Mediterranean menu.,jbt,0,0,3,3,0,NONE,3.0,1.0
397,False,1/11/2018 19:54:33,3,1534177233,finalized,Java,,Perl,,,M1980677307,NONE,0.6324,,,True,,"People care about the parts Perl will make nicer, and the parts Java will make nicer.","People care about the parts <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> will make nicer, and the parts <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> will make nicer.","People care about the parts *Perl* will make nicer, and the parts §Java$ will make nicer.",compsci,0,0,3,3,0,NONE,3.0,1.0
1071,False,2/16/2018 08:40:14,3,1576061955,finalized,Python,,JavaScript,,,Q2630257764,NONE,1.0,,,True,,"The question is why would you use PHP, when there are languages out there, like Python or Ruby or even JavaScript, which are just plain better than PHP.","The question is why would you use PHP, when there are languages out there, like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or Ruby or even <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, which are just plain better than PHP.","The question is why would you use PHP, when there are languages out there, like *Python* or Ruby or even §JavaScript$, which are just plain better than PHP.",compsci,0,0,3,3,0,NONE,3.0,1.0
702,False,2/5/2018 18:15:27,3,1576061584,finalized,Swift,,Objective-C,,,K1724300550,NONE,1.0,,,False,,Mobile development iOS (Objective-C or Swift) or Android.,"Mobile development iOS (<span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>) or Android.",Mobile development iOS (*Objective-C* or §Swift$) or Android.,compsci,0,0,3,3,0,NONE,3.0,1.0
1353,False,2/18/2018 16:08:40,3,1572199300,finalized,Ford,,Chrysler,,,G994929772,NONE,1.0,,,False,,"Hummer, Ford, Lincoln, Statesman, Territory, Chrysler, Mercedes.","Hummer, <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, Lincoln, Statesman, Territory, <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span>, Mercedes.","Hummer, *Ford*, Lincoln, Statesman, Territory, §Chrysler$, Mercedes.",brands,0,0,5,5,0,NONE,5.0,1.0
118,False,1/12/2018 19:21:03,4,1543286628,finalized,bread,,sausage,,N,T3129812259,NONE,1.0,,,True,,"When I served the sausage bread to Jeff and my in-laws last week, I knew better than to ask whose was better.","When I served the <span style=""color: #9A14B2; font-weight: bold"">sausage:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> to Jeff and my in-laws last week, I knew better than to ask whose was better.","When I served the *sausage* §bread$ to Jeff and my in-laws last week, I knew better than to ask whose was better.",jbt,0,0,4,4,0,NONE,4.0,1.0
446,False,1/12/2018 18:13:39,3,1543286960,finalized,coffee,,juice,,,R2892724872,WORSE,0.6697,,,True,,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.","Thoughts that day turned not to <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span>, but to water and <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, the cooler the better.","Thoughts that day turned not to *coffee*, but to water and §juice$, the cooler the better.",jbt,0,2,1,3,0,WORSE,2.0,0.6666666666666666
396,False,1/12/2018 17:19:32,3,1543286907,finalized,virginia,,oregon,,,L1872983637,NONE,1.0,,,True,,"Of the six games projected to be better, four have been played so far; all six involved either oregon, Auburn, Stanford, or virginia Tech.","Of the six games projected to be better, four have been played so far; all six involved either <span style=""color: #9A14B2; font-weight: bold"">oregon:[OBJECT_A]</span>, Auburn, Stanford, or <span style=""color: #6CB219; font-weight: bold"">virginia:[OBJECT_B]</span> Tech.","Of the six games projected to be better, four have been played so far; all six involved either *oregon*, Auburn, Stanford, or §virginia$ Tech.",jbt,0,0,3,3,0,NONE,3.0,1.0
1605,False,2/17/2018 15:22:17,3,1576062491,finalized,USB,,Bluetooth,,,R2820815780,NONE,0.6601,,,True,,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.","This does NOT have to be <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> tethering, by the way, I'm perfectly content to do this via <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> if it makes things easier.","This does NOT have to be *Bluetooth* tethering, by the way, I'm perfectly content to do this via §USB$ if it makes things easier.",compsci,0,1,2,3,0,NONE,2.0,0.6666666666666666
471,False,1/28/2018 08:32:53,3,1532714855,finalized,Ford,,Honda,,,F740328568,NONE,1.0,,,True,,"Ford Focus, Honda Civic, and etc. Ones with 30 MPG or better.","<span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> Civic, and etc. Ones with 30 MPG or better.","*Ford* Focus, §Honda$ Civic, and etc. Ones with 30 MPG or better.",brands,0,0,5,5,0,NONE,5.0,1.0
1309,False,2/18/2018 15:34:18,3,1572199256,finalized,Intel,,Kingston,,,S3053751877,NONE,1.0,,,True,,"We have SSDs from Intel, Kingston and Sandisk plus a Solid State Hybrid Drive from Seagate.","We have SSDs from <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span> and Sandisk plus a Solid State Hybrid Drive from Seagate.","We have SSDs from *Intel*, §Kingston$ and Sandisk plus a Solid State Hybrid Drive from Seagate.",brands,0,0,5,5,0,NONE,5.0,1.0
