id,text_readable,label:confidence,label
D441947150,Calling *Objective-C* Methods in §Swift$,1.0,NONE
N2120488059,"*Ruby* better than they currently know §Perl$"".",0.6824,BETTER
M1924941836,Operating System: *Windows XP*/Windows Vista/Windows 7/§Windows 8$ (Updated with the latest Service Packs) with DirectX 9.0c Processor: Intel Pentium D or AMD Athlon 64 X2 Video: NVIDIA GeForce 7600 GT or ATI Radeon X800 XT or better Memory: 1.5 GB RAM Storage: 20 GB available HD space Internet: Broadband Internet connection Media: DVD-ROM drive Resolution: 1024X768 minimum display resolution,1.0,NONE
N2120480346,"*Ruby* 1.9 is about 3x faster, which should put it in the 20x slower than native ballpark that Perl and §Python$ are at today.",0.6813,WORSE
N2243710760,"Solid skills in shader writing, python, C/C++, pipeline, web technologies as *JavaScript*, §PHP$, and bash with extensive linux certifications.",0.6684,NONE
F739381770,Force *Oracle* to Sell §MySQL$,1.0,NONE
H1155035480,I have seen *PostgreSQL* perform much better in areas that §Oracle$ isn't very suitable.,1.0,BETTER
H1122323110,If you're so anti-*Oracle* you're better off using §PostgreSQL$.,1.0,WORSE
D426177624,"But XML can make it easier to do effective information architecture, just like *Python* or §Java$ can make it easier to do object-oriented programming.",1.0,NONE
R2852295873,"This makes it easier and more natural to write stored procedures in interpreted languages (*Perl*, Python, Ruby, §PHP$, Tcl).",1.0,NONE
L1830818277,"not having a CD player does not bother me as I prefer *USB*/§Bluetooth$ which also makes the unit a lot lighter and easier to fit... """,0.6487,NONE
M1970528192,Part III provides a solid API reference for programmers working in *Perl* and §Java$.,1.0,NONE
J1508091052,"I've written largish scripts / apps in *Python* and Ruby and I've written some decent Java in the past, but I'm really a high performance LAMP, §JavaScript$ hacker, Drupal expert and Scrum master / Sales engineer.",1.0,NONE
J1496185798,I use *Eclipse* §NetBeans$ FireFox Thunderbird Ope,1.0,NONE
G1036482176,"I could imagine, e.g., *Perl* and §AWK$ might be different if you use their built in hhash tables and your data hashes a lot better in one than in the other, but if all your loops and such are explicit, how could the performance be different by more than a constant factor?",1.0,NONE
B225024538,"Although *Lisp* doesn't look that much better than §Python$ code, are there any programs out there that let you program, um, programs, using various shapes, colours etc? Just thinking about it brings up all manner of difficulties that would be encountered if you tried to create such a thing, but it would be nice if there was some immediately obvious graphical connection between pieces of code (so beginners like me didn't keep trying to put the square code through the round code ;-) ).",0.7541,OTHER
Q2641081618,There are plenty of others in IBM interested in the idea that *JavaScript* could become one of the major cloud languages alongside §Python$ and Ruby - there seems no value in us adding our weight to that direction and we will have an easier time with more established options.,0.8009,NONE
O2291174345,"Standard equipment is decent, with keyless entry, cruise control, automatic climate control, *Bluetooth* (hands-free and audio streaming), a solid stereo, and auxiliary iPod/§USB$ connectors.",1.0,NONE
R2903603990,"Tim Bray, Sun's director of Web technologies, said some scripting languages, such as *Python*, can be easier to learn than Java, but others, such as §Perl$, are harder.",0.6195,BETTER
M1996482688,"*PHP* makes it a bit faster to code than, for instance §Java$ however easier... i wouldn't say that.",1.0,BETTER
J1418385501,It is very easy for the developers to utilize *Java* library in an easier and faster way with §Groovy$.,0.6681,NONE
A119657479,"About the graphics, if you decide to do them, *OpenGL* is much easier to use than §Direct3D$ (Part of DirectX).",1.0,BETTER
L1856354064,"Number One: In the absolute (and implausible) worst case scenario that MS really scales back their *Direct3D* support to a minimum, that situation is still better than §OpenGL$.",1.0,BETTER
M1926920147,"*Oracle*, §MySQL$, whatever.",1.0,NONE
D507640384,"- Compatibility with *iOS* 6, - Support for iPad mini, - Better support for ""Airplay Mirroring"" TV-Out (through §Apple TV$ 2nd and 3rd generation), - Addition of ""Kid"", ""Numbers"", ""Cyrillic"" and ""Snellen"" optotypes, - Addition of an aspect-ratio calibration step in the geometry calibration panel, - One line improvement in displayable acuity range (e.g.",0.616,NONE
N2120556492,"*Ruby* vs other dynamicaly typed interpreted languages like §Python$, Perl, PHP, ... it really is not slower.",1.0,OTHER
L1850560903,"Now that *PHP* is available on Columbia University servers, we will most likely rewrite this §JavaScript$ application in our LAMP environment to provide better accessibility compliance and faster, easier searching.",0.6679999999999999,NONE
Q2669558012,"There's no use coercing a *Java* program into §Scala$, for it will be inferior in most ways to its original.",0.6573,BETTER
H1154645607,I have removed the println from the loop and actually the *Scala* code is faster than the §Java$ code.,1.0,BETTER
B242734325,"An Application Programming Interface and a set of algorithms for programmatically transforming JSON-LD documents in order to make them easier to work with in programming environments like *JavaScript*, §Python$, and Ruby.",1.0,NONE
F855453770,"Having a portable drive with the full versions of Java, Flash, *Windows XP* XP3, §Windows Vista$ SP2, Windows 7 and the DotNet Family makes repairs easier.",1.0,NONE
E671541146,"Even though, knowing *Java* (or any OO language) + some functional language makes it easier to understand §Scala$.",0.6633,NONE
A138169712,"Actually in terms of functionality and advanced features (stored procedures, triggers, table inheritance etc.) *PostgreSQL* is much better than §MySQL$.",1.0,BETTER
D540472599,"Currently available database drivers include ones for Informix Universal Server, Interbase, *Oracle*, §PostgreSQL$, Solid, and Sybase.",1.0,NONE
M1981997867,People only believe your drive a *BMW* is because you are a wealthy individual who can afford a better car than a §Honda$ Civic.,1.0,BETTER
N2120184696,"RTPR is marketed as a safer alternative to using acetaminophen like Tylenol, non-steroidal anti-inflammatory drugs (NSAIDs) like aspirin, *Ibuprofen* like §Advil$, naproxen sodium like Aleve and addicting opioids like oxycodone, hydrocodone, and fentanyl, better known by such brand names as OxyContin ® , Vicodin ® , Percocet ® , and Actiq and  other oral pain medications.",1.0,NONE
P2536976326,The *Kingston* 40GB SSD based on the §Intel$ controller is at the $100 mark and I expect it to be outshone by something way better in the next 4 - 6 months.,0.6743,OTHER
M1993019899,"Pharoahe's Official like Starter, hit harder than Fort Green Authentic, *Nike*, §Adidas$ and Spalding ?Permitted? behind the back like makin em all fiend From my intricate ways to shake ya whole team Official,",0.736,OTHER
A151621104,*Advil* Aleve Bayer Aspirin Ecotrin Excedrin §Motrin$,1.0,NONE
I1404072421,"It is *BMW*, not §Ferrari$.",1.0,NONE
I1291955239,"Instead of tylenol, it may be better to take ASAs (Aspirin) or *Ibuprofen* (§Advil$), about a half-hour to hour before the appointment since these actually are anti-infammatories (reduce swelling, also i the hair follicle releasing the... READ COMMENT",0.6667,OTHER
K1745010205,"*Motrin*®, §Advil$®, Aleve®), and painkillers.",1.0,NONE
I1380591853,It has Dual Core *Intel* Celeron Processor with 100 GB §Google$ Drive Storage with 16 GB Solid State Drive.,1.0,NONE
N2130818340,*Samsung* Fascinate vs §Motorola$ DROID X,0.6998,OTHER
E563972966,"*Dell* ""considered"" AMD publicly a few times, just to get a better deal with §Intel$.",1.0,NONE
E722958970,"First, *Motorola*, then HTC and §Samsung$.",1.0,BETTER
J1440735770,"It's a typical model, with over 180,000 sold separating 1950 and 1957, it accepts all the zillions of screw mount lenses Leitz built up to which time (and also early 39mm screw mount Canon, *Nikon*, and even a lot of Russian made contacts), and there's often a bunch readily available on eBay.I do not advise the §Leica$ IIIg; although it is a far better camera, enthusiasts keep it's price hovering in the $a thousand range.",0.6515,BETTER
J1513428786,"I was a noobie to *Intel* and Windows when I got the §Dell$, but I have to say that building a system is so much better.",1.0,NONE
N2262482990,*Sony* better hope and pray that §Microsoft$ follows suit on the Xbox720.,0.6849,BETTER
I1348890976,"Is it better to buy a *Honda* made in Tenn., or a §Ford$ made in Canada?? America is no longer an industrial nation.",0.6823,NONE
T3283936171,"Zain Kuwait has deployed *Nokia* §Siemens$ Networks' Customer Experience Management (CEM), to introduce a superior service experience for its mobile broadband customers.",1.0,NONE
E594704008,Does your source know if *Apple* will collaborate with §Amazon$ for a better version of the Kindle?,0.6624,NONE
D455085008,- CASE: Cooler Master CSX Blue Flame - PROCESSOR: *Intel*® Core i7-2600K - MOBO: Gigabyte GA-Z6X-UD4-B3 - GPU: GTX680 - RAMS: Corsair Domnator 8GB (4 x 2 GB) 2000 MHz Quad Channel DDR3 - HDD: 256 GB SSD - OPTICAL: §Sony$ optiarc AD-7670S,1.0,NONE
L1813285197,*Nokia* and §Motorola$.,1.0,NONE
J1453452166,"It's just *Apple* trying to get better terms/service from §IBM$ (think Dell's ""talks"" with AMD)",1.0,NONE
B334288391,"Are deadly strikes at Cambodia's *Nike*, Puma and §Adidas$ factories about more than better wages?",0.6914,NONE
A92781498,"5. Support *Nokia*, §Motorola$, Sony Ericsson and other mobile phones.",1.0,NONE
T3174999474,"Why *Google*, §Amazon$, and some others don't like it is they either get slower service for the same cost or pay more for their current QOS.",0.6622,OTHER
T3210941848,"Worse yet, neither *Apple* nor §Google$ appear to care.",0.6557,OTHER
A12070095,0 Used *Honda* Hatchbacks at Petro §Nissan$,1.0,NONE
B291387428,And who makes out better in the long run - *Apple* or §Amazon$?,0.633,NONE
H1199952434,"I mean, when you really analyze it, is the *Apple* iPod really that much superior to an mp3 player from, for example, §Sony$?",1.0,BETTER
R2938103535,*Toyota* and §Honda$ vehicles are:,1.0,NONE
N2130942000,*Samsung* said it will ship a 2.5-inch 128 solid state drive in Q2 while §Toshiba$ has announced plans to produce solid-state drives ranging in capacity from 32GB to 128GB for notebook PCs by May.,0.6633,OTHER
L1798881918,"NEW YORK, Aug 26 (Reuters) - *Hewlett-Packard*, the computer and printer maker, said on Tuesday it closed the $13.9 billion purchase of Electronic Data Systems Corp., a deal that HP hopes will help it better compete with §IBM$.",0.7134,NONE
K1646205746,"Look at it this way, you can get a decent *Ford* Expedition or §Chevrolet$ Tahoe in the high 20s or low 30s if you make a deal.",0.6364,NONE
D521805339,"Conversely it is easier to setup and hire workers in the UK hence why other companies have set up in the UK (Nissan, Toyota, *Honda* and §BMW$).",1.0,NONE
O2390562977,"The 3.3 lb (1.5 kg), 0.8-in (20 mm) thin device has an *Intel* Celeron (Haswell-based) processor at its heart, supported by 2 GB of RAM and 16 GB solid state storage with media card expansion, and comes with 100 GB of §Google$ Drive storage.",1.0,NONE
T3266302520,"Your better, aniline dyed leathers, the kind used by Mercedes-Benz, BMW, Porsche, *Audi* and §Lexus$, should be cleaned with a product in the pH 5 to 5.5 range.",0.6914,NONE
G1044530566,I didn't know that *Motrin* and §Advil$ are the same!,1.0,NONE
L1804968540,*Nike* didn't look to the designs of §Adidas$ to make a better sneaker.,0.6644,WORSE
I1346801935,Is *Google* GDrive any better than §Microsoft$ SkyDrive?,0.7101,NONE
L1818525389,"No one is saying ""*BMW* makes a better one,"" or ""§Honda$ makes a better one,"" we're JUST SAYING THAT THE VOLT SUCKS, PERIOD!!!",1.0,OTHER
S3092033580,"We've rounded up some of the best deals currently available on 2.5"" / 1.8"" SATA 3.0Gb/s Solid State Drives from *Intel*, Corsair, OCZ, Western Digital, §Kingston$ and more.",1.0,NONE
G1025947068,"Ibuprofen- *Motrin*, §Advil$, Nuprin",1.0,NONE
M1937862976,Other Apple LG *Motorola* SonyEricsson Samsung §Nokia$,1.0,NONE
Q2740218407,"The top automakers including General Motors ( GM ), *Ford* ( F ), Chrysler , Toyota ( TM ) and §Nissan$ experienced double digit gains from solid demand for pickups as well as small cars.",0.6786,NONE
S3029475135,"We are pleased that the fourth quarter of 2012 was a solid quarter where we exceeded expectations and delivered underlying profitability in Devices and Services and record underlying profitability in *Nokia* §Siemens$ Networks, chief executive Stephen Elop said in a statement.",0.6154,NONE
T3140950795,"When they leave out the name brand of a TV but say it's a famous brand, it always is a better quality brand, like *Samsung*, §Toshiba$ , Panasonic, or L-G.",0.6693,NONE
C384373757,(*Asus* and §Gigabyte$ bios suck),1.0,NONE
A150239212,Adrian Sutil Sauber-*Ferrari* 14. Kamui Kobayashi Caterham-§Renault$ 15.,1.0,NONE
D455085025,Case: Cooler Master Elite 430 Power Supply: Corsair 650w Motherboard: Gigabyte Z68 RAM: G. Skill Ripjaws X Series 2 x 4gb CPU: *Intel* i5 2500k @ 3.3ghz/3.7 turbo GPU: EVGA GTX 570 HDD: Western Digital Caviar Blue 500gb Cooling: Xigmatek Gaia fan and heat sink. 2 120mm fans Optical Drive: §Sony$ Optiarc DVD Burner,1.0,NONE
N2122048837,Run off to *Microsoft* and §Intel$ for a big marketing budget incentive and everything will be better.,1.0,NONE
R2817348587,"This company showcases its inventory of *Ford*, Chevy, Dodge, Jeep, §Honda$, Hyundai and other automakers to introduce auto parts buyers to better pricing.",0.6491,NONE
N2213354292,"Since the examples proffered were *Toyota* and §Ford$, they would have been a much better choice for providing reference.",1.0,NONE
B232327729,"__________________ AMD AM3 720 X3 BE, 3 GHz (200x15) Thermaltake Blue Orb II CPU cooler *MSI* DKA790GX Socket AM2+ Mobo 4 GB (2x2GB) OCZ DDR 1066 CL5 eVGA §Nvidia$ 8800 GTS 320mb SuperClocked 2 x Viewsonic VX922 19"" monitors (twinview) 2 x 30GB OCZ vertex turbo SSD in RAID 0, 1 x 500 GB Seagate 7200.11",1.0,NONE
L1857343650,"NVIDIA GeForce GTX 550 Ti Roundup: *Asus*, EVGA, §Gigabyte$ & MSI",1.0,NONE
J1458666044,"It's not just SUSE saying that, but partners like HP, *Dell*, §IBM$ and Red Hat are all pitching in to make OpenStack a solid cloud computing offering.",1.0,NONE
H1219300729,"I'm thinking that an AMD 64 Dual Core, 2 gig Ram, *Nvidia* and one of the better §MSI$ mainboards should do the job.",0.6393,NONE
G992077698,HP (*Hewlett-Packard*) VA810UT Small Form Factor Workstation - 1 X §Intel$ Core I3 I3-2120...,1.0,NONE
E592991935,"does it really matter if *Intel*, AMD, or §Apple$ is the slightly faster computer?",0.7763,OTHER
K1713539387,"*Microsoft*, and distract the DOJ from worse dangers such as §Intel$.",0.6842,NONE
L1805190071,"*Nikon* D800E + Zeiss ZF.2 100mm ƒ/2 Makro-Planar or the §Leica$ 100mm ƒ/2.8 APO-Macro-Elmarit-R (the Zeiss has a flatter field, so it might be a better choice).",0.6701,NONE
F816241672,GM and *Ford*/§Chrysler$ are totally different.,0.6486,OTHER
J1540409956,"Jaguar (12), *Ferrari* (5), MG (3), §BMW$ (3), Bristol (2)",1.0,NONE
G1025944137,"... ibuprofen (*Advil*, §Motrin$, others), plus naproxen (Aleve).",1.0,NONE
I1409052127,It is like some academic at *IBM* or §Intel$ announcing they have 10x faster memory in the lab; how many of those get to production ?,1.0,NONE
K1585084216,Kevin Eagleburger/Superior *Buick* §Cadillac$ and DeWayne Black/Hendrick Motorsports 37:52,0.7866,NONE
T3268130115,You're confusing *Samsung* and §Motorola$.,1.0,NONE
F824319697,"*Google* defaults to suggesting a route from §Kingston$ to Cobourg farther inland through Napanee and Belleville, but I opted for the Waterfront Trail/Loyalist Parkway to Adolphustown, across the Glenora ferry, and through Prince Edward County.",1.0,NONE
O2342331431,"Tax *Honda*,Nissan, §Toyota$.",1.0,NONE
D504985234,"Common Brands: *Advil*, §Motrin$",1.0,NONE
K1654338550,"Love to see *Nissan* and §Toyota$ will return to their old root, decent R&H and sporty car.",1.0,NONE
E672317496,"Even today, companies like *Apple*, Nintendo, §Amazon$, Sony, (the list is rather lengthy) want to sell you a solid product.",1.0,NONE
I1334350858,"I realize this is a long shot but I'm looking for a decent pair of 8x42 or 10x42 binoculars- *Leica*, Zeiss, §Nikon$, Minox, Pentax even Bushnell if they're the right model .",0.7134,NONE
C370658165,"A solid, if not outstanding all-purpose machine, the *MSI* MegaBook EX600 sports an Intel Core 2 Duo processor, an §Nvidia$ GeForce graphics card and some nifty multimedia additions including a 1.3-megapixel webcam and a multi-card reader.",1.0,NONE
C384502470,"*Asus* or §Gigabyte$ 1366, X58 compatible motherboard.",0.6278,NONE
O2434996375,"The choice of vehicle is made easier because Brazil is home to many of the world's major auto makers including GM, *Ford* , Fiat, VW, Renault-§Nissan$, PSA Peugeot Citroen, Honda , Hyundai , Mitsubishi and Audi.",1.0,NONE
B289360019,"And what is wrong with *Microsoft* and §Google$, that they have such lousy after-sales service?",0.6774,NONE
Q2666823353,"The researchers are working with companies like *Intel*, AMD, IBM, Sun, §Hewlett-Packard$, and Nvidia.""",1.0,NONE
K1741452224,Most of the posters here are worse than extensive *Intel* and §Microsoft$ support pages.,0.6476,OTHER
F805681087,"Germany's BMW, *Mercedes-Benz* and §Audi$ (along with its corporate cousin, Porsche) are pouring billions of dollars into developing new vehicles, placing an emphasis on their factories in the United States and Mexico, where production is cheaper and easier to modify than at tradition-laden plants back home.",1.0,NONE
H1206148406,(I'm looking at you *Gigabyte* and §Asus$),1.0,NONE
K1730908977,"More competition from *Ford* helps §Toyota$ work harder, so it's all good.",1.0,NONE
G1025946578,Ibuprofen is sold under names such as *Advil* and §Motrin$.,0.6371,NONE
F740053275,- *Ford* / §Chrysler$ Dealership,1.0,NONE
K1744943605,*Motorola* tries to differentiate from §Nokia$!,1.0,OTHER
J1548543533,"Jeremy & Claire Weiss , this husband and wife duo better known as ""Day19"" make their living shooting commercial advertising campaigns for the likes of *Adidas*, Pepsi, §Nike$, Converse, & more.",1.0,NONE
F794059974,"Further, we've been able to integrate Stitcher with *Ford*, GM, Mercedes and §BMW$ vehicles to make it easier to access the content you want from wherever you are.",1.0,NONE
N2129537427,Same for *Honda* and §Nissan$ I think.,1.0,NONE
G959052175,*Honda* purchased rights from §Nissan$.,1.0,NONE
G958989891,"*Honda* , 13.7%; and §Nissan$ , 11.9%.",0.691,NONE
F889756923,"HELLO KIA...GOODBYE *Honda*, TOYOTA & §Nissan$",1.0,NONE
I1361598096,I switch off between *Advil* and §Motrin$.,0.6988,OTHER
K1625150494,"LG, *Samsung*, §Motorola$, etc.) do.",1.0,NONE
O2318627974,"Such talk about global purchasing infuriates UAW officials, but it reflects a solid consensus among management that there's no other way to close the gap versus Ford, *Chrysler*, §Toyota$ and Honda .",0.6556,NONE
M2078805398,"Record orders for Intel's PC chips raised hopes of solid second-quarter earnings news from *Google*, §IBM$, and Microsoft",0.6798,NONE
I1278265793,"In other news, *Apple* is upgrading its current lineup of MacBook Air laptops with faster processors from §Intel$.",1.0,BETTER
T3192993233,"With *Intel*, the Foundation now has a decent roster of big-name supporters including SUSE, Red Hat and §Google$ .",1.0,NONE
J1502726439,"I've had Ericsson, *Motorola* and §Nokia$ phones.",1.0,NONE
C384100440,"As unlikely as it sounds, *Amazon* is pushing far harder than Microsoft or §Apple$ to get its technology into the hands of other companies.",0.7526,BETTER
G935199426,"*Hewlett-Packard* regained the lead in worldwide PC shipments in the fourth quarter of 2003, but §Dell$ managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",0.657,WORSE
H1239064557,"In any case, there's no question my next car will be a BMW since both the 550 and 750 are so superior to the competing models from *Audi*/Mercedes/§Lexus$/Jaguar.",0.6432,OTHER
P2580845002,The *Nissan* provided better ride and handling than the §Toyota$.,1.0,BETTER
D402677286,But my biggest worry is that the tech press will continue to do what they always do and ignore a superior product from *Microsoft* and flog an inferior offering because it's from §Google$.,1.0,BETTER
T3277331551,You thought trying to get sponsored by *Nike* was hard well learning how to get sponsored by §Adidas$ is even harder.,0.6598,BETTER
Q2717226477,The *Sony* Xperia S kept pace with the Galaxy Nexus and even loaded some websites faster than the pure §Google$ flagship phone.,1.0,BETTER
D488851592,Clearly *Leica* are better at using that space than §Nikon$.,1.0,BETTER
J1493835291,I understand that *Apple* is a lot safer than §Microsoft$,1.0,BETTER
H1181101770,"I live in the home of *Coca-Cola*, so §Pepsi$ is a little harder to come by vending machine wise.",0.6429,BETTER
R2923292995,"To me, I think that *Sony* knows how to create a better media hub than §Google$ and that is what they need to pull in.",1.0,BETTER
G907350110,Here's Why *Coca-Cola* Is Better Than §Pepsi$,1.0,BETTER
G1062012438,I drive a *Chevrolet* Trailblazer...not much different than the Envoy...and don't think it's outdated...I don't think §Ford$ or Chrysler has done any better?,1.0,BETTER
G1024663378,*IBM* will ALWAYS be a better chipmaker than §Intel$.,1.0,BETTER
N2262584159,"*Sony* is finally moving away from propriety standards, with §Apple$ it would end up being worse than ever before.",0.6624,NONE
L1835469031,"Not only is *Coca-Cola* the perfect thirst-quencher, and far superior to §Pepsi$, it literally has the power to bring the dead back to life.",1.0,BETTER
N2262702061,"*Sony*, though having slower updates, does manage to optimize the OS much better than §Google$, yielding better results.",1.0,BETTER
L1805844629,"Nintendo, *Microsoft*, §Sony$ from best to worse in that exact order.",1.0,BETTER
E583369504,"Dimensions Since the *Chevrolet* Volt is much slimmer than the §Ford$ Mustang, it'll be much easier to find a wide enough space in a crowded parking lot.",1.0,BETTER
Q2712059259,"The *Sigma* has slightly better image sharpness than the §Nikon$, as well as better vignetting control.",1.0,BETTER
G1034275107,"I chose a *BMW* over a §Ford$ Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",1.0,BETTER
H1229744488,"In addition, *Google* claims it will offer 50% better value than other leading cloud providers, namely §Amazon$.",1.0,BETTER
B231874680,"*Amazon* is, I think, in a better position (how much better, I don't know) to compete directly with §Apple$.",0.6488,BETTER
D492672769,closed *Apple* is better than §Microsoft$.,1.0,BETTER
I1248559183,"In CR's Annual Car Reliability Survey, the *Ford* Fusion and Mercury Milan sedans scored slightly better than the §Honda$ Accord V6 and Toyota Camry V6.",1.0,BETTER
N2262536967,*Sony* EX-71s are a good choice...pretty cheap with MUCH better sound than stock §Apple$ earbuds.,1.0,BETTER
L1921171660,"On this chart EMC, Hitachi Data Systems, and *IBM* are all doing better than HP and §Dell$.",0.653,BETTER
P2549626509,The low-volume *Ford* Focus Electric is a more conventional looking (and better handling) alternative to the §Nissan$ Leaf.,1.0,BETTER
L1909328976,"Only 78% of *Apple* customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and §Sony$ was bottom with 62%.",1.0,BETTER
E583369365,"Dimensions Since the *BMW* X3 is much slimmer than the §Toyota$ Highlander Hybrid, it'll be much easier to find a wide enough space in a crowded parking lot.",1.0,BETTER
O2389306881,The 2012 numbers provides better news for *Samsung* fans as it dethrones §Nokia$ as the world's top cellphone manufacturer.,1.0,BETTER
F824336823,*Google* does maps better then Yahoo and Mapquest and §Apple$.,1.0,BETTER
H1229744925,"In addition, *Google* is in a better position than §Amazon$ to reach the high-quality/low price sweet spot.",1.0,BETTER
B235325358,"A mid-size *BMW* sedan equipped with a diesel engine returned better fuel economy on a 545-mile, London-to-Geneva, run than a gasoline-powered §Toyota$ Prius.",0.7731,BETTER
F824334293,*Google* Docs sounds better than §Microsoft$ Word.,0.6796,BETTER
K1664007662,"Mainly in rallying, *Ferrari*, Porsche, §BMW$, Merc, and F1.",1.0,NONE
D540985727,"Currently, *Samsung* is better than §Nokia$ in almost all terms - manufacturing, logistics, marketing, etc, etc, etc.",1.0,BETTER
E716131739,"Finally, the concept was perfected by *Apple* - and later poorly copied by §Microsoft$.",1.0,BETTER
K1713879383,"*Microsoft* Reader was an early entry in the e-reader space, and in many ways is still superior to the offerings of §Amazon$, Barnes & Noble, and others.",0.7068,BETTER
T3227133911,"Yes, Raaj, *Apple* does pricing and licensing better than §Microsoft$.",1.0,BETTER
B326332270,*Apple* is a much better company than §Google$ though.,1.0,BETTER
M1995814917,"Photography, How to Take Better Pictures, Recommended Cameras, *Nikon*, Canon and §Leica$ Camera and Lens Reviews, and more!",1.0,NONE
D542975658,"Custom seat covers for your *BMW*, Mercedes, Bentley, Porsche, or §Ferrari$",0.7628,NONE
B231892910,*Amazon* literally bulldozed upcoming competitors like Microsoft and §Google$ by using its far superior product offerings and extensive networks.,0.667,BETTER
Q2734031608,The temperature results are a bit off kilter simply because the *Nvidia* cards are retail cards with better coolers than reference designs; that explains the 52C temperature under load on the §MSI$ GTX 550 Ti.,1.0,BETTER
L1813332889,*Nokia* Lumia 620 Does Better than the §Samsung$ Galaxy S3 in BenchMark Tests,1.0,BETTER
M1939893394,"Other partners in the Better Buildings Challenge, including *Nissan*, §Ford$, GM, Kohl's and the cities of Atlanta and Fort Worth, Texas will work on cutting water consumption.",1.0,NONE
E563994405,"*Dell*, §Hewlett-Packard$, IBM, Lenovo, and Sun Microsystems are among the vendors launching products at the same time Intel officially introduces Nehalem EP server processors, which are based on a new microarchitecture with an integrated memory controller for better performance.",1.0,NONE
H1098290399,"If these ""home-theater PCs"" take off, Toshiba, Mitsubishi, *Sony* and the rest of Japan Inc. had better watch out for brutal competition from the likes of §Dell$, Compaq and Gateway.",1.0,OTHER
O2416991142,The biggest offenders are *Motorola* and §Samsung$.,0.6833,NONE
G941309725,"Hi guys, Im pretty new to *Ford*, having owned VW, Renault (twice) Vauxhall (whoops) and §BMW$, ive now joined the focus bandwagon as myself and the future wife wanted a new car with better mpg than 30 to 35 from a 1.4 clio!! Anyway, i like to do the DIY route and fix things myself, but i am a little lost with this one.....",1.0,NONE
P2512395764,"The hardware (*Sony*) feels cheap and easy to break compared to my 4-year old §Dell$, which feels solid.",1.0,WORSE
N2262519295,*Sony* Electronics was showing off the final design of their new Internet TV (better known as the world's first HDTV powered by §Google$ TV ) at IFA in Berlin and we filmed a quick 360 video of the hardware.,1.0,NONE
B216868262,"Also nice: The *Sony* Vaio VPCSC1AFM/S (yes, they really could've named this model better) and Toshiba Satellite E305 feature backlit keyboards, solid-state hybrid hard drives (for 50% faster boot time), §Intel$ Wireless Display (to stream HD content wirelessly to your HDTV), and built-in Blu-ray drives.",1.0,NONE
A17136163,"11/2/07) this year on Nov. 1, the good news for new CEO Robert Nardelli and his two vice-chairmen-incumbent Tom LaSorda and former *Toyota* Motor (TM) North America boss James Press-is that they have the autonomy to make decisions much faster than §Chrysler$ could under Daimler (DAI).",0.6486,BETTER
G1045911364,I did some input lag tests and it was far faster then my *Sony* XBR TVs and my §Dell$ U2410.,1.0,OTHER
N2130825092,*Samsung* Galaxy - HTC? §Motorola$?,1.0,NONE
M1970785043,Partnerships with *Microsoft* & §Intel$ make building your new system easier than ever.,0.6882,NONE
M2030056615,"Presently, U.S. companies are making very good cars, but the perception is that the *Honda* Civic is inherently better than the §Ford$ Focus.",0.7019,BETTER
G935184092,*Hewlett-Packard* -0.02% ( 9.19 )         INTL BUS MACHINE -0.02% ( 124.07 )         §Intel$ CORP 0% (28.81),0.6823,WORSE
B231838818,"*Amazon*, §Google$ and Microsoft are all solid choices.",1.0,NONE
J1517412012,"I was merely Kidding :) ... As a photographer who does large prints(and needs a MF camera) the hasselblad is visibly superior than a Dx format camera, and as a street photographer the *Leica* is unnoticeable and often can foil as a Point n shoot but, If you want to go out and just take great pictures (like the ones you have)a §Nikon$ is perfect.",1.0,WORSE
I1376473421,"It finds better routes than *Google* and §Apple$ Maps, too.",1.0,OTHER
J1495273866,"I used Sony Ericsson, *Motorola*, §Samsung$, Nokia.",1.0,NONE
A53270189,"240 Mazdas Ready For Delivery More standard features, better gas mileage and thousands less than *Toyota*, Honda or §Nissan$.",0.6279,OTHER
R2938143597,"*Toyota* is better than §BMW$ at...providing reliable, economical auto transport.",1.0,BETTER
O2381879450,"thats why cars like the *Nissan* livina, perodua myvi,§Toyota$ vios, etc are selling so well, even if there are superior alternatives.",1.0,NONE
T3191159724,"With established, proven dealer experiences at competing brands like *Lexus*, BMW, Mercedes-Benz, and §Audi$, as well as Cadillac, Lincoln--or any brand--will have a difficult time creating a customer experience that qualifies as ""superior.""",0.7568,NONE
H1075387212,"If HTC, *Sony*, LG, §Apple$ actually make a better product, people will buy it.",1.0,NONE
N2154741012,"see Williamsfield, *Kingston* 3D map in §Google$ Earth",0.6371,NONE
S2997563230,"Verano has autodimming on convenience group......ATS would cost over $4k for the luxury group upgrade....very strange choices for luxury.............but, still nicer than the import choices.....I can see another *Cadillac* in my driveway or even the §Buick$...regardless of that mirror everyone wants",1.0,NONE
K1714611024,"Midsize cars: Although the Nissan Altima has attracted some praise for its restyling and new features, Consumer Reports says the *Honda* Accord and §Ford$ Fusion are better values.",0.7125,OTHER
