caption,sentence,object_a,object_b,predicted,gold
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Second, any defense of the U.S. federal Public ""Education"" department and all its trappings is the equivalent of buying a lemon Chrysler for the same price as a top-of-the line Mercedes sedan, made even more insulting by the fact you could in fact buy a far better performing Mercedes, BMW or even a modest Honda Accord, Toyota or Ford for less to far less money.",Toyota,Chrysler,NONE,WORSE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Remember, you're the one that said the wii was the better Mercedez and the ps3 was the worse KIA.",wii,ps3,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",Toyota,Chevrolet,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Here the standouts are Eisenhower, nixon, and to a lesser extent Ronald reagan, whose views were poorly grounded in specifics.",reagan,nixon,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))",rifle primers are a bit harder than pistol primers.,rifle,pistol,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Personally, I see all of these major players in the hardware segment of the market all supporting Blu-Ray (Samsung, Panasonic, and LG, in addition to Sony) while only Toshiba has support for their format, as an indication that Blu-Ray is, at least from a technological standpoint, a superior format.",Samsung,Toshiba,NONE,WORSE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","While the 1.6GHz Intel Core i7 720QM processor runs at a slower base clockspeed than the 2.66GHz 620M chip of the Advent Sienna 700 and Sony VAIO VPC-Z12V9E/X, it is in fact far more powerful, due to its quad-core design, increased Hyper-Threading and efficient overclocking abilities.",Sony,Intel,WORSE,NONE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that Lisp/scheme lack, also vica versa.",Python,Lisp,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))",Surface + Dell + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than Microsoft?,Microsoft,Dell,BETTER,NONE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","# SQLite seems to be faster in almost all cases, and in some cases MySQL can be much slower.",MySQL,SQLite,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))",Will google Music Become Bigger and Better than itunes?,google,itunes,BETTER,NONE
"unigrams ('middle part', ExtractMiddlePart(processing=None))",Conclusion: Google is acting the same (arguably even worse) as Microsoft used to in the 90s.,Microsoft,Google,NONE,WORSE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","When a BMW is no better than a Ford Fusion, the industry has issues.",Ford,BMW,BETTER,WORSE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","@Adam Smith, any parsing toolchain will be ok - e.g., Antlr with a Java backend, or (much better) any functional language with ADTs (SML, OCaml, Haskell, ...).",Java,Haskell,NONE,WORSE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","We usually don't like Microsoft, but I don't think they are worse than Google.",Microsoft,Google,WORSE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Java,Python,WORSE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))","The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",wedding,birthday,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))",Apple is only 50% better than Dell or HP?,Apple,Dell,BETTER,NONE
"unigrams ('middle part', ExtractMiddlePart(processing=None))","Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,BETTER
"unigrams ('middle part', ExtractMiddlePart(processing=None))",She enjoys pointing out how much nicer the weather is in california compared to michigan.,california,michigan,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","(By analogy, however, getting hit by a bus is no worse than getting hit by a truck!)",bus,truck,WORSE,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",In summary - a plaigarized technology - a bad cement and a worse concrete.,concrete,cement,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",It's more explicit and faster (especially since regex in Python is not super optimized like Perl).,Python,Perl,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","I have also rented many cars, American and Japanese, and with the exception of a very smooth ride in a Cadillac, I always like the Japanese cars better (Nissan and Toyota, vs. Ford, Chrysler and GM).",Toyota,Chrysler,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Apple would be better off competing with Nintendo than Sony and MS.,Apple,Sony,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Come on now Windows 8 may not be Windows 7 in popularity but it is actually a better, faster and more secure OS.",Windows 7,Windows 8,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",2. Ease-of-learning: Scala is probably a bit easier for Java folks.,Java,Scala,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Python is much better suited as a ""glue"" language, while Java is better characterized as a low-level implementation language.",Java,Python,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","It's a decent rival to the Mercedes-Benz CLA45 AMG, though the Mercedes still wins when it comes to power output; let's hope Audi hurries up and brings out a new RS 3.",Audi,Mercedes-Benz,WORSE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",How was it that Nokia overcame Motorola?,Nokia,Motorola,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Instead of pizza, it'll be easier to choose a salad or healthy sandwich .",pizza,sandwich,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings.",Windows XP,Windows 8,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",They cut off tennis coverage to show us Women's college basketball or even worse little league baseball...,baseball,tennis,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",We chose MySQL over PostgreSQL primarily because it scales better and has embedded replication.,MySQL,PostgreSQL,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","(10 For NetBeans, -5 for Eclipse)",Eclipse,NetBeans,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",If any company is behaving even worse than Microsoft at it's market peak it is Apple.,Microsoft,Apple,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Reviewed by: Lianne Reitter , send e-mail Published by: Stardock Corporation, go to the web site Requires: Works best with Windows XP, but also works with Windows 98, ME and 2000; Pentium III or faster CPU, 128MB RAM MSRP: $49.95",Windows XP,Windows 98,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Sony, though having slower updates, does manage to optimize the OS much better than Google, yielding better results.",Google,Sony,WORSE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Apart from the fact that languages such as Python, Ruby, Haskell do have very powerful functional programming support for like 10-15 years - and IMHO better one than C# or LINQ - all this goes back to Lisp , which will be celebrating 50th anniversary next year.",Python,Lisp,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Motorola's menu design seems better than Samsung to me, but Nokia still rules the roost in interface design.",Nokia,Samsung,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",After working for years in PHP he finally found the far superior Ruby on Rails.,Ruby,PHP,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I totally agree with your conclusion that Sony products are better off tham Apple products.,Apple,Sony,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","I'm getting excited because most people got the impression from testing that BMW wouldn't be any better than Renault/Red Bull/Williams/Toyota - and now it turns out they're miles ahead from that group, and even look slightly closer to McLaren/Ferrari than last year.",Toyota,BMW,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",california door suppliers better wake up before this Ambiance company from North carolina take away all their business.,california,carolina,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",This printer has always been slow but it's even slower now that I'm using a USB connection instead of Ethernet.,USB,Ethernet,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","CAMBRIDGE, Mass - Behind solid pitching and four home runs, dartmouth swept harvard, 8-2 and 9-2, to claim back-to-back Ivy League North Division Championships on Monday afternoon.",harvard,dartmouth,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",michigan  ran into one of the nation's better defenses in a 12 point loss at virginia.,virginia,michigan,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","I tried creating a version that mimics the Perl one (because Ruby also has the -n option), but in the end this seemed easier (and much more readable):",Ruby,Perl,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Python at least is every bit as good at 'net' programming as Java, and faster to develop with.",Java,Python,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","While the new BMW 3 Series and Infiniti G37 may offer slightly better chassis dynamics than this latest Accord, neither has an engine note as nice as this Honda.",Honda,BMW,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Certainly it's not the best language, but it's better than writing C or Java, more fun than Python and more straightforward than Haskell.",Python,Haskell,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",GM & Ford have just as good if not better quality that Toyota.,Ford,Toyota,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Arguably the biggest disappointment with the psp version of Armored Core 3 is the control scheme; it's simply inferior to the ps2 version.,psp,ps2,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","You can also do ith with Python, but I think this is quite straightforward and easier to understand #!/bin/Bash # This script reprojects and subsets a bunch of HDF files stored in # a given dir (WORKDIR).",Python,Bash,WORSE,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",So Scala is no better off then Java.,Java,Scala,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The advantage of Java over Python for scientific computing is faster for,Java,Python,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Note, that because of my own terrible experiences with Windows Vista, I had dutifully remained on Windows XP, accepting the fact that my environment continued to get slower and slower in between more frequent cleaning reinstall cycles.",Windows XP,Windows Vista,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Though Jaguar claims that the new X-Type 3.0 Sportwagon is a better value than comparably equipped models from Audi, BMW, and Mercedes-Benz, we'd like to point out that when loaded with every option, a 2005 Lexus IS300 Sportcross or 2005 Volvo V50 T5 AWD has trouble surpassing the Jaguar's base price and is nowhere close to the sticker of a loaded X-Type 3.0 Sportwagon.",Audi,Lexus,WORSE,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",How much cooler would it be to have Major League baseball than NBA basketball in Brooklyn?,baseball,basketball,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","No, I've had some very bad experiences with a bad language :-) And having started getting into Groovy, I might say that time spent on something like, say, closures, would be time better spent in the Java world then parametric polymorphism.",Java,Groovy,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",You don't want super sticky rubber though because it will wear out faster on concrete tees.,concrete,rubber,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I said: Perl isn't even always faster than Java at text processing.,Java,Perl,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Primarily Ruby on Rails 3.2, but always wanting to get better at JavaScript too.",Ruby,JavaScript,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","From here on out the skiing will get worse, but fishing and flower gazing will improve.",fishing,skiing,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","AMD and Apple are leading the way, and Intel better get in line soon.",Apple,Intel,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",# This subprogram will green tag a red tagged truck  and mark it as availible #Each truck should have its own file and there should be a csv file showing the current status of all of the trucks in the system # This might be easier to write as a Bash script rather then a Python program.,Python,Bash,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I think that Scala probably is not better than Java yet.,Java,Scala,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",JavaScript is not made to build files... PHP is probably a better tool to build js files with text files.,PHP,JavaScript,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Only 78% of Apple customers were satisfied or very satisfied with their value for money; Lenovo was worse, with only 70% satisfaction and Sony was bottom with 62%.",Apple,Sony,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",basketball,volleyball,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The restaurant would have to be better than just a simple cafe or pizza place.,restaurant,cafe,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Tis the season and what better way to kick off my annal holiday inspiration advent calendar  than with a winter woodland wedding!,holiday,wedding,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Seriously, if the jeep doesn't win it's because the Subby Outback is a WAY better suv",suv,jeep,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Is a BMW/Benz 5x better than a Honda Civic?,Honda,BMW,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",football is one thing; basketball should be easier.,football,basketball,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.",georgia,missouri,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","The Amazon ""service"" makes the Kindle superior to the Sony Reader in many ways, hands down.",Sony,Amazon,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I traded in a much nicer Samsung cell phone for a lesser (in terms of bells and whistles) Nokia phone because I just like their layout better.,Nokia,Samsung,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","It is powered (OTS) by SQLite, but for larger systems can use MySQL (obviously quite capable), supports multiple playlists, global hotkeys, a decent search (no support for regex tho, AFAIK), etc.",MySQL,SQLite,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",What if I can't find any aspect of PHP that is better than Ruby?,Ruby,PHP,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","But those games are both available for ds and Wii as well, its just simply that we were able to get better deals on the ps2 versions.",ds,ps2,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","The Nissan was better, it never left me walking like the Toyota did on several occasions.",Toyota,Nissan,WORSE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Users of Windows 98 and previous versions will find Windows XP a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.",Windows XP,Windows 98,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Is Ruby truly better than Python (scripting/programming wise), what about speed wise?",Ruby,Python,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",With my super fast SSD I find that Windows 7 loads no slower Windows 8.,Windows 7,Windows 8,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The build quality of the LG made Nexus 5 is better than Samsung - but not better than Nokia!,Nokia,Samsung,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","This is why it is easier to install Windows 98 first, then Windows XP.",Windows XP,Windows 98,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",We were glad that Apple was a niche product compared with the ubiquity of the competition of mediocre IBM clones.,Apple,IBM,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Actually for many Windows XP users it is easier to migrate to Linux Mint than to Windows 8.,Windows XP,Windows 8,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","I know I'm coming late to the party, but tennis is (in my mind) indisputably harder than baseball.",baseball,tennis,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","I would kill to see good games written in Java or better yet, Scala or Clojure.",Java,Scala,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Maybe things will be better in oregon in 2 to 5 yrs but right now they have the second highest unemployment rate in the country, right behind michigan.",michigan,oregon,WORSE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Ferrari heads over both BMW Sauber and McLaren.,Ferrari,BMW,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","This is updated to take full advantage of Java 8. - Scala is slightly nicer some syntactic flourishments (for comprehensions, pattern matching), but it's not necessary.",Java,Scala,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Python skills a plus, but not required, especially if you're solid at JavaScript.",Python,JavaScript,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",google Video was good but youtube was better.,google,youtube,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.",golf,tennis,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","If someone, like Samsung, can do it better and cheaper than them, Toshiba will outsource the operation.",Samsung,Toshiba,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",We've found that downloads are generally slower in Windows Vista and 7 compared to Windows XP.,Windows XP,Windows Vista,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",They are very nice - with solid wood backs (not the cheap cardboard back type).,wood,cardboard,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","This lets Ballmer swing the entire company behind a particular initiative, which it couldn't do before, and should make Microsoft much better able to compete with companies like Google, Apple and Amazon.""",Microsoft,Amazon,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.",Java,Scala,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","To me, the Thinkpad looks like a better laptop than the Macbook Air, because it's got an optical drive, three USB ports instead of one, built-in Ethernet, and a faster processor.",USB,Ethernet,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",basketball,softball,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I am very skeptical that Swift is faster than Objective-C.,Swift,Objective-C,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","JavaScript reminds me of Perl 4 with a slightly better syntax and a couple of additional features (basic lexical scoping, higher order functions, and method dispatch, not to mention competing implementations with a lot of effort spent on optimizing away efficiencies inherent in some of the poorest misfeatures of the language's design).",Perl,JavaScript,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Following a wedding trip to the North Shore of Lake Superior, the couple is living in Willmar where the bride is employed as the director of catering by the Green Mill and holiday Inn and Willmar Conference Center.",holiday,wedding,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","And until Chevrolet can make a better vehicle than Kia or Toyota, I will be driving an inferior vehcile because I buy American when I can.I for one abhor the idea of a global economy and a global government but with the forces pushing us in that direction, I am still looking for ways to fend it off.",Toyota,Chevrolet,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Overall, the Nike Elite sock has better padding, better compression, better fit but the Adidas SpeedCrew has better ventilation.",Nike,Adidas,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The pizza use to be better and the Crazy bread was definately better.,bread,pizza,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Is a BMW 3 series $15,000 better than a Ford Focus?",Ford,BMW,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Men's basketball finds itself somewhere between North carolina (very good) and missouri (decent) when it comes to it's national ranking entering the 2011 season.,carolina,missouri,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",the football team is decent but getting better! the basketball teams are awesome!the,football,basketball,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",This is one where a company like Dell can dominate a company like Apple that makes a better product.,Apple,Dell,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","pizza cooks faster and is more tender, bread crusts as it's never crusted before.",bread,pizza,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","And at this point, Python (or Ruby) may be a better choice, because Hackage still lags behind PyPI in many areas (and say, how many days you need to teach a novice to manipulate an image, or to plot charts in Haskell?).",Python,Haskell,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",This is easier for some languages who have more syntactic sugar (like Ruby or Scala) and much more difficult for others (like Java).,Java,Scala,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Alonso/Renault got the better of Michael/Ferrari in 2006.,Ferrari,Renault,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",You won't find a better suv than this outstanding 2013 jeep Patriot.,suv,jeep,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",What Perl can do better than Ruby and vice versa,Ruby,Perl,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Surfing the web on an iphone is far superior, surfing the web on my laptop is far superior still.",laptop,iphone,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Is murder worse in missouri than michigan?,michigan,missouri,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",There is no obvious reason as to why Lisp should have better performance than Python.,Python,Lisp,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","States with 10 percent unemployment or worse included Nevada, 14.2; Rhode Island, 11.3; michigan 10.7; South carolina, 10.5; Oregon, 10.4; Kentucky, 10.4; Georgia, 10.4; and Mississippi 10.1.",carolina,michigan,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",Apple,Dell,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,Perl,AWK,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",They just couldn't understand that hockey was significantly cooler than tennis.,tennis,hockey,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",truck,suv,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Windows 7 (rock solid 64-bit stability & modern, visual appeal), Windows XP (power features of NT with the beauty of Win95) and Windows 95 (Seriously, the most awesome OS of its era, a 10x improvement over Windows 3.11) were all fantastic hits; can anyone explain to me how Windows 8 will improve computing life?",Windows XP,Windows 8,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",Motorola was king before Nokia came in.,Nokia,Motorola,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",I'm not saying Windows 8 is worse than Windows 7 - I believe it has better features and so on.,Windows 7,Windows 8,WORSE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","For all of Google TV's faults as a platform, Sony has done a decent enough job with the WiFi-endowed NSZ-GS7, though it does run on the ageing Android 3.2 Honeycomb OS.",Google,Sony,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","after tons of failures from Kingston (i know sandisk is better), i stick to Intel or Samsung only - data loss is worth more than a few hundred to me",Intel,Kingston,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Is Windows 8 better than Windows 7, its predecessor?",Windows 7,Windows 8,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",That makes the 2013 Fusion Energi 8 MPGe better than the Chevrolet Volt and 13 MPGe more fuel efficient than the Toyota Prius Plug-In models.,Toyota,Chevrolet,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The pasta is mediocre BUT the pizza is very good.,pizza,pasta,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","Ironically, our Ferrari, lambo, GTRs, bentley is more then BMW //M and MERC AMG.",Ferrari,BMW,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.",PHP,Perl,BETTER,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.,CUDA,OpenCL,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",This idea has given me a small kick in the pants and I actually started prototyping in Bash-- but will switch back to Python because of better array support.,Python,Bash,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))",The process of converting it to Java resulted in a 100x speed up - despite Perl possibly having a faster regex implementation.,Java,Perl,NONE,BETTER
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","So, yes, PHP is getting better and better while catching up with Java.",Java,PHP,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","What puzzles him, though, is that with hundreds of millions of computers still running Windows XP-and Microsoft keener than ever to get their owners to migrate to Windows 7, if not Windows 8-the least the firm might have done is to make the whole upgrade path a good deal easier road to travel.",Windows XP,Windows 8,BETTER,NONE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",Ford,Honda,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","My last PC had Windows 7 and I would use it from time to time until I realized Windows 8 was better, faster and had less problems.",Windows 7,Windows 8,NONE,WORSE
"unigrams ('middle part replace', ExtractMiddlePart(processing='replace'))","TidBits discovered you can connect pretty much any USB headset, headphones, or microphone, which turns the iPad into a pretty decent little Skype device (with better quality sound than you'd get with Bluetooth).",USB,Bluetooth,BETTER,NONE
