,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,label:confidence,a,also_acceptable,b,expected_label,id,label_gold,marker,raw_text,text_html,text_readable,type
1334,1576062218,False,finalized,3,2/16/2018 10:02:16,NONE,1.0,OpenGL,,Direct3D,,O2374853129,,True,"That's because Direct3D and OpenGL are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.","That's because <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.","That's because *Direct3D* and §OpenGL$ are interfaces to graphics device hardware, while OGRE and Irrlicht are graphics libraries that provide methods to interact with D3D or OGL easier.",compsci
45,1534176875,False,finalized,3,1/11/2018 12:35:30,NONE,0.6651,Python,,Perl,O,M2054168668,,True,"Python and Perl both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.","*Python* and §Perl$ both work better than Java on Linux, they're faster to develop with, they start faster, easier to debug, more useful libraries, more code developed by other people that you can leverage, etc. etc.",compsci
298,1576061174,False,finalized,3,2/5/2018 15:54:43,NONE,1.0,Java,,Haskell,,J1501267550,,True,"I've done a lot of C programming, a decent amount of Java, a lot of Matlab, some D and a lot of Haskell, but never really had a chance to program in C++ oddly enough.","I've done a lot of C programming, a decent amount of <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, a lot of Matlab, some D and a lot of <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>, but never really had a chance to program in C++ oddly enough.","I've done a lot of C programming, a decent amount of *Java*, a lot of Matlab, some D and a lot of §Haskell$, but never really had a chance to program in C++ oddly enough.",compsci
11,1534176841,False,finalized,3,1/11/2018 12:35:33,WORSE,1.0,Java,,Python,W,Q2633879136,,True,The real reason why Python will still be slower than Java is because it's a much more dynamic language.,"The real reason why <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> will still be slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> is because it's a much more dynamic language.",The real reason why *Python* will still be slower than §Java$ is because it's a much more dynamic language.,compsci
26,1576060900,False,finalized,3,2/5/2018 12:31:01,NONE,1.0,iOS,,Apple TV,,H1120803127,,True,"If you're full-in on Amazon already, Fire TV does for your stuff what Apple TV does for the OS X and iOS faithful, with a decent gaming experience thrown in as a bonus.","If you're full-in on Amazon already, Fire TV does for your stuff what <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> does for the OS X and <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> faithful, with a decent gaming experience thrown in as a bonus.","If you're full-in on Amazon already, Fire TV does for your stuff what *Apple TV* does for the OS X and §iOS$ faithful, with a decent gaming experience thrown in as a bonus.",compsci
1046,1576061930,False,finalized,3,2/16/2018 08:38:33,NONE,1.0,Windows XP,,Windows 98,,K1713796031,,True,"Microsoft Latest Operating System have many new improvement, like new themes (Aero and windows vista), better file management, live search, Flip 3D, new control panel, hardisk management, new animated icon and better system security than their old product (Windows 98, Windows ME, Windows 2000 Family, Windows XP Family, and Windows 2003).","Microsoft Latest Operating System have many new improvement, like new themes (Aero and windows vista), better file management, live search, Flip 3D, new control panel, hardisk management, new animated icon and better system security than their old product (<span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows ME, Windows 2000 Family, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> Family, and Windows 2003).","Microsoft Latest Operating System have many new improvement, like new themes (Aero and windows vista), better file management, live search, Flip 3D, new control panel, hardisk management, new animated icon and better system security than their old product (*Windows 98*, Windows ME, Windows 2000 Family, §Windows XP$ Family, and Windows 2003).",compsci
365,1534177201,False,finalized,6,1/11/2018 19:30:25,WORSE,0.5033,Swift,,Objective-C,,G1018532288,,False,I am very skeptical that Swift is faster than Objective-C.,"I am very skeptical that <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> is faster than <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>.",I am very skeptical that *Swift* is faster than §Objective-C$.,compsci
1540,1576062426,False,finalized,3,2/17/2018 15:59:51,NONE,1.0,Ethernet,,Bluetooth,,G939726921,,True,"High End Default Lenovo W 520 CPU: i7 2.4Ghz Memory: 4G Solid State Drive: 128G Screen Size: 15.6"" Screen Res: 1600x900 Video: NVIDIA Quadro 2000M (2Gb) 720p Camera: No Ethernet Port: Yes DVD Writer: Yes Bluetooth: no Cost: $2869","High End Default Lenovo W 520 CPU: i7 2.4Ghz Memory: 4G Solid State Drive: 128G Screen Size: 15.6"" Screen Res: 1600x900 Video: NVIDIA Quadro 2000M (2Gb) 720p Camera: No <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> Port: Yes DVD Writer: Yes <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span>: no Cost: $2869","High End Default Lenovo W 520 CPU: i7 2.4Ghz Memory: 4G Solid State Drive: 128G Screen Size: 15.6"" Screen Res: 1600x900 Video: NVIDIA Quadro 2000M (2Gb) 720p Camera: No *Ethernet* Port: Yes DVD Writer: Yes §Bluetooth$: no Cost: $2869",compsci
62,1576060936,False,finalized,3,2/5/2018 12:29:58,BETTER,1.0,Java,,Scala,,T3224932895,,True,"Yes, even though Scala is primarily a JVM language and often touted as a ""better Java"", it doesn't have interfaces.","Yes, even though <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is primarily a JVM language and often touted as a ""better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>"", it doesn't have interfaces.","Yes, even though *Scala* is primarily a JVM language and often touted as a ""better §Java$"", it doesn't have interfaces.",compsci
618,1534177455,False,finalized,3,1/27/2018 19:02:25,NONE,0.3636,USB,,Ethernet,,Q2666496640,,True,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.","There's a free demo that you can try using any type of network connection, including <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>.","There's a free demo that you can try using any type of network connection, including *USB* and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit §Ethernet$.",compsci
1028,1576061912,False,finalized,3,2/16/2018 08:38:39,NONE,0.6791,USB,,Ethernet,,B220344017,,True,Also waiting for a USB to Ethernet Adapter to see if the Connection is better with it.,"Also waiting for a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> Adapter to see if the Connection is better with it.",Also waiting for a *USB* to §Ethernet$ Adapter to see if the Connection is better with it.,compsci
258,1576061134,False,finalized,3,2/5/2018 15:55:13,BETTER,0.6769,Windows XP,,Windows 98,,R2849215469,,True,"This is why it is easier to install Windows 98 first, then Windows XP.","This is why it is easier to install <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> first, then <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.","This is why it is easier to install *Windows 98* first, then §Windows XP$.",compsci
198,1534177029,False,finalized,3,1/11/2018 17:38:14,NONE,1.0,Python,,PHP,N,K1732093111,,True,"More is better. 2 years of web development with Python, Ruby, PHP, HTML, CSS.","More is better. 2 years of web development with <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Ruby, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, HTML, CSS.","More is better. 2 years of web development with *Python*, Ruby, §PHP$, HTML, CSS.",compsci
1457,1576062342,False,finalized,3,2/17/2018 15:30:24,BETTER,1.0,Ruby,,Python,,H1078742044,,True,"I find that from a Perl/PHP perspective, using Python is a lot easier than Ruby.","I find that from a Perl/PHP perspective, using <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is a lot easier than <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.","I find that from a Perl/PHP perspective, using *Python* is a lot easier than §Ruby$.",compsci
700,1576061582,False,finalized,3,2/5/2018 19:14:41,NONE,1.0,OpenGL,,Direct3D,,G978306106,,True,"However, most decent game company also provide support for OpenGL or Direct3D.","However, most decent game company also provide support for <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","However, most decent game company also provide support for *OpenGL* or §Direct3D$.",compsci
210,1534177042,False,finalized,3,1/11/2018 19:30:45,BETTER,1.0,Windows XP,,Windows Vista,B,I1250153644,,True,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.","Indeed, this has nothing in particular to do with <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span>, however <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span> is becoming worse with respect to integrating DRM into the OS.","Indeed, this has nothing in particular to do with *Windows XP*, however §Windows Vista$ is becoming worse with respect to integrating DRM into the OS.",compsci
1654,1576062540,False,finalized,3,2/17/2018 15:25:46,BETTER,1.0,Windows 7,,Windows 8,,M1953184686,,True,Our system running Windows 7 was a bit faster than the same system running Windows 8.,"Our system running <span style=""color: #9A14B2; font-weight: bold"">Windows 7:[OBJECT_A]</span> was a bit faster than the same system running <span style=""color: #6CB219; font-weight: bold"">Windows 8:[OBJECT_B]</span>.",Our system running *Windows 7* was a bit faster than the same system running §Windows 8$.,compsci
729,1534177567,False,finalized,3,1/27/2018 20:15:56,WORSE,0.7083,Windows XP,,Windows 98,,B196887354,,True,"All my friends who have computers was still running Windows 98, and I recall that Windows XP ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.","All my friends who have computers was still running <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, and I recall that <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.","All my friends who have computers was still running *Windows 98*, and I recall that §Windows XP$ ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.",compsci
143,1576061018,False,finalized,3,2/5/2018 13:49:06,NONE,1.0,Sed,,AWK,,M2070034593,,True,"@Reaces this just makes it easier than writing scripts using awk/sed etc to kill a process, this i suppose is much simpler and cleaner -  Jabir Ahmed Oct 27 '15 at 16:09","@Reaces this just makes it easier than writing scripts using <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span> etc to kill a process, this i suppose is much simpler and cleaner -  Jabir Ahmed Oct 27 '15 at 16:09","@Reaces this just makes it easier than writing scripts using *AWK*/§Sed$ etc to kill a process, this i suppose is much simpler and cleaner -  Jabir Ahmed Oct 27 '15 at 16:09",compsci
490,1534177326,False,finalized,3,1/11/2018 19:17:14,NONE,1.0,Oracle,,MySQL,,M1926920147,,False,"Oracle, MySQL, whatever.","<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>, whatever.","*Oracle*, §MySQL$, whatever.",compsci
446,1534177282,False,finalized,3,1/11/2018 19:25:53,NONE,1.0,Oracle,,MySQL,,M1926938044,,False,Oracle Releases MySQL 5.5.18,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> Releases <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> 5.5.18",*Oracle* Releases §MySQL$ 5.5.18,compsci
113,1534176944,False,finalized,4,1/11/2018 19:11:13,NONE,0.5079,Java,,Smalltalk,N,L1866194416,,False,"Of course, Java and Smalltalk are different :).","Of course, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span> are different :).","Of course, *Java* and §Smalltalk$ are different :).",compsci
191,1576061067,False,finalized,3,2/5/2018 13:48:05,NONE,1.0,Java,,Objective-C,,T3159031621,,True,"While I enjoy Python over Java, and have ample experience working with other dynamically-typed languages like Ruby and Objective-C, I'm still not convinced of which is better (static vs. dynamic).","While I enjoy Python over <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, and have ample experience working with other dynamically-typed languages like Ruby and <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>, I'm still not convinced of which is better (static vs. dynamic).","While I enjoy Python over *Java*, and have ample experience working with other dynamically-typed languages like Ruby and §Objective-C$, I'm still not convinced of which is better (static vs. dynamic).",compsci
188,1576061064,False,finalized,3,2/5/2018 13:47:24,NONE,1.0,Java,,Haskell,,L1810637543,,True,"Node.js is a bit slower, Java and Haskell are pretty much on par.","Node.js is a bit slower, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> are pretty much on par.","Node.js is a bit slower, *Java* and §Haskell$ are pretty much on par.",compsci
560,1534177397,False,finalized,3,1/27/2018 20:10:51,WORSE,0.6887,Java,,PHP,,J1518637110,,True,"I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.","I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> servlets (!), so I was forced to look at <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> as a faster, easier way of developing the site.","I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only *Java* servlets (!), so I was forced to look at §PHP$ as a faster, easier way of developing the site.",compsci
1233,1576062117,False,finalized,3,2/16/2018 10:05:37,NONE,0.3573,Java,,Scala,,T3147758589,,True,"Whereas in Scala it is as easy or easier to stay immutable, in Java it is easier to stay mutable.","Whereas in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> it is as easy or easier to stay immutable, in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> it is easier to stay mutable.","Whereas in *Scala* it is as easy or easier to stay immutable, in §Java$ it is easier to stay mutable.",compsci
617,1576061499,False,finalized,3,2/5/2018 18:15:10,NONE,1.0,Oracle,,MySQL,,D495980469,,False,"CodeCollaborator - Oracle, SqlSever, Maria/MySQL","CodeCollaborator - <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, SqlSever, Maria/<span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>","CodeCollaborator - *Oracle*, SqlSever, Maria/§MySQL$",compsci
872,1576061754,False,finalized,3,2/16/2018 08:40:56,BETTER,1.0,MySQL,,PostgreSQL,,M2023103527,,True,"PostgreSQL has a much nicer set of drivers and supports both standard ANSI-SQL and extended features, in many cases better than MySQL.","<span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> has a much nicer set of drivers and supports both standard ANSI-SQL and extended features, in many cases better than <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","*PostgreSQL* has a much nicer set of drivers and supports both standard ANSI-SQL and extended features, in many cases better than §MySQL$.",compsci
884,1576061766,False,finalized,3,2/16/2018 08:42:20,NONE,1.0,Java,,Ruby,,J1545084503,,False,Java? Ruby?,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>? <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>?",*Java*? §Ruby$?,compsci
169,1534177000,False,finalized,3,1/11/2018 17:39:30,NONE,1.0,Java,,Smalltalk,N,F744849489,,False,"For example, particular uses of nested classes in C++, interfaces in Java, cascaded calls in Smalltalk,...","For example, particular uses of nested classes in C++, interfaces in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, cascaded calls in <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>,...","For example, particular uses of nested classes in C++, interfaces in *Java*, cascaded calls in §Smalltalk$,...",compsci
1113,1576061997,False,finalized,3,2/16/2018 08:36:42,NONE,0.6879,Java,,PHP,,G974550683,,True,"However, I do wish it was optimized better, but PHP is not Java.","However, I do wish it was optimized better, but <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is not <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","However, I do wish it was optimized better, but *PHP* is not §Java$.",compsci
55,1576060929,False,finalized,3,2/5/2018 12:30:41,NONE,1.0,Ruby,,JavaScript,,J1499791534,,True,"I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in ruby/rails) im still in the habit of debugging javascript with window.alert","I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>/rails) im still in the habit of debugging <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> with window.alert","I've been programming js snippets here and there since 1999 and even though I've use a decent logging framework everywhere else (log4j, log4net, slf4j commons logging, the log object in *Ruby*/rails) im still in the habit of debugging §JavaScript$ with window.alert",compsci
450,1576061330,False,finalized,3,2/5/2018 15:53:38,BETTER,1.0,Java,,Perl,,R2925006991,,True,"To my surprise, Java was MUCH faster than Perl.","To my surprise, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> was MUCH faster than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","To my surprise, *Java* was MUCH faster than §Perl$.",compsci
1508,1576062394,False,finalized,3,2/17/2018 15:56:07,NONE,1.0,Python,,PHP,,H1123289144,,True,"If your primary concern is CGI, look for a solid 'Application Framework', there are a variety for perl, Zope in particular for python, Zend for php.","If your primary concern is CGI, look for a solid 'Application Framework', there are a variety for perl, Zope in particular for <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Zend for <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","If your primary concern is CGI, look for a solid 'Application Framework', there are a variety for perl, Zope in particular for *Python*, Zend for §PHP$.",compsci
397,1534177233,False,finalized,3,1/11/2018 19:54:33,NONE,0.6324,Java,,Perl,,M1980677307,,True,"People care about the parts Perl will make nicer, and the parts Java will make nicer.","People care about the parts <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> will make nicer, and the parts <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> will make nicer.","People care about the parts *Perl* will make nicer, and the parts §Java$ will make nicer.",compsci
61,1576060935,False,finalized,3,2/5/2018 12:31:17,NONE,1.0,Python,,Lisp,,K1656256756,,True,"Luajit, Python, Common Lisp and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).","Luajit, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Common <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).","Luajit, *Python*, Common §Lisp$ and many other runtime implementations of the said languages deal much better with compiled DLL, rather than going through a lot of hoops to link statically with foreign code (like Go, and some other systems).",compsci
1377,1576062261,False,finalized,3,2/16/2018 10:04:38,NONE,0.6776,Oracle,,PostgreSQL,,E655177604,,True,"EnterpriseDB has updated its PostgreSQL-based database to include a free, integrated debugger; improved Oracle capability; and a new DBA Management Server for better database administration.","EnterpriseDB has updated its <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>-based database to include a free, integrated debugger; improved <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> capability; and a new DBA Management Server for better database administration.","EnterpriseDB has updated its *PostgreSQL*-based database to include a free, integrated debugger; improved §Oracle$ capability; and a new DBA Management Server for better database administration.",compsci
304,1534177140,False,finalized,3,1/11/2018 19:27:59,WORSE,1.0,Python,,Perl,,G1064612641,,True,"(ie: the slower, general-purpose Perl engine, versus the faster Python DFA-based engine).","(ie: the slower, general-purpose <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> engine, versus the faster <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> DFA-based engine).","(ie: the slower, general-purpose *Perl* engine, versus the faster §Python$ DFA-based engine).",compsci
109,1534176940,False,finalized,3,1/11/2018 18:09:35,NONE,0.6783,MySQL,,PostgreSQL,N,J1412024283,,True,It is obvious off-the-shelf MySQL (and PostgreSQL too) are already very good and continuing to get better.,"It is obvious off-the-shelf <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> (and <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> too) are already very good and continuing to get better.",It is obvious off-the-shelf *MySQL* (and §PostgreSQL$ too) are already very good and continuing to get better.,compsci
446,1576061326,False,finalized,3,2/5/2018 15:51:46,WORSE,0.6609999999999999,PHP,,JavaScript,,H1120744954,,True,"If you're familiar with even JavaScript, then OOP in PHP will be easier to pick up.","If you're familiar with even <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, then OOP in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> will be easier to pick up.","If you're familiar with even *JavaScript*, then OOP in §PHP$ will be easier to pick up.",compsci
1127,1576062011,False,finalized,3,2/16/2018 10:03:40,BETTER,1.0,Windows XP,,Windows Vista,,T3184717530,,True,Windows Vista was designed to be easier to deploy than Windows XP.,"<span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> was designed to be easier to deploy than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.",*Windows Vista* was designed to be easier to deploy than §Windows XP$.,compsci
1137,1576062021,False,finalized,3,2/16/2018 10:00:59,NONE,1.0,Eclipse,,NetBeans,,E635911795,,False,"Eclipse, netbeans, glass fish...development type junk.","<span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>, glass fish...development type junk.","*Eclipse*, §NetBeans$, glass fish...development type junk.",compsci
242,1534177074,False,finalized,3,1/11/2018 19:17:00,BETTER,1.0,OpenGL,,Direct3D,B,M1923909608,,True,OpenGL is better than Direct3D.,"<span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.",*OpenGL* is better than §Direct3D$.,compsci
0,1576060874,False,finalized,3,2/5/2018 12:33:38,NONE,1.0,USB,,Bluetooth,,S3035247808,,True,"We can expect a decent rear camera, Wi-Fi, Bluetooth, micro-USB and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span>, micro-<span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> and a micro-SD card slot if we are to go by previous Galaxy models.","We can expect a decent rear camera, Wi-Fi, *Bluetooth*, micro-§USB$ and a micro-SD card slot if we are to go by previous Galaxy models.",compsci
1481,1576062366,False,finalized,3,2/17/2018 15:27:55,NONE,1.0,Ruby,,Python,,D415507068,,True,"But there are more better languages then this (according to me) like python, ruby.","But there are more better languages then this (according to me) like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.","But there are more better languages then this (according to me) like *Python*, §Ruby$.",compsci
56,1534176886,False,finalized,3,1/11/2018 13:06:02,BETTER,0.345,Ruby,,Perl,O,E582399322,,True,"Difficulty: Ruby is definitely easier to learn, especially for someone with some C/Perl background.","Difficulty: <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> is definitely easier to learn, especially for someone with some C/<span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> background.","Difficulty: *Ruby* is definitely easier to learn, especially for someone with some C/§Perl$ background.",compsci
1158,1576062042,False,finalized,3,2/16/2018 09:58:58,NONE,1.0,Python,,JavaScript,,J1422874364,,True,It may be easier to learn javascript having learnt python first.,"It may be easier to learn <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> having learnt <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> first.",It may be easier to learn *JavaScript* having learnt §Python$ first.,compsci
598,1534177435,False,finalized,3,1/27/2018 20:15:00,BETTER,1.0,Python,,Haskell,,I1282282341,,True,"In post #1, we learn the shocking fact that static, compiled, finite-precision Haskell is faster than dynamic, interpreted, arbitrary-precision Python and Ruby at a heavily numeric and recursive task.","In post #1, we learn the shocking fact that static, compiled, finite-precision <span style=""color: #9A14B2; font-weight: bold"">Haskell:[OBJECT_A]</span> is faster than dynamic, interpreted, arbitrary-precision <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> and Ruby at a heavily numeric and recursive task.","In post #1, we learn the shocking fact that static, compiled, finite-precision *Haskell* is faster than dynamic, interpreted, arbitrary-precision §Python$ and Ruby at a heavily numeric and recursive task.",compsci
1386,1576062270,False,finalized,3,2/16/2018 10:04:07,NONE,0.6456,Java,,Python,,M2054186891,,True,"Python is much better suited as a ""glue"" language, while Java is better characterized as a low-level implementation language.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is much better suited as a ""glue"" language, while <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> is better characterized as a low-level implementation language.","*Python* is much better suited as a ""glue"" language, while §Java$ is better characterized as a low-level implementation language.",compsci
1219,1576062103,False,finalized,3,2/16/2018 10:03:59,NONE,1.0,Oracle,,MySQL,,B231900127,,False,"Amazon, not MySQL/Sun/Oracle.","Amazon, not <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>/Sun/<span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.","Amazon, not *MySQL*/Sun/§Oracle$.",compsci
1132,1576062016,False,finalized,3,2/16/2018 10:04:49,NONE,1.0,Swift,,Objective-C,,I1327258533,,False,"iOS, watchOS, Swift, Objective-C and more...","iOS, watchOS, <span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span> and more...","iOS, watchOS, *Swift*, §Objective-C$ and more...",compsci
