a,also_acceptable,b,expected_label,id,marker,raw_text,text_html,text_readable
USB,,Bluetooth,,I1372320286,True,It does however look better than most USB Bluetooth adapters and the build quality is very good.,"It does however look better than most <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> adapters and the build quality is very good.",It does however look better than most *USB* §Bluetooth$ adapters and the build quality is very good.
Java,,Smalltalk,,M1932198337,False,"Originally, that up there said 'Smalltalk' instead of 'Java'.","Originally, that up there said '<span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>' instead of '<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>'.","Originally, that up there said '*Smalltalk*' instead of '§Java$'."
Java,,Groovy,,I1346813638,True,Is Groovy a Better Choice Than Java for Creating Internal DSLs?,"Is <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> a Better Choice Than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> for Creating Internal DSLs?",Is *Groovy* a Better Choice Than §Java$ for Creating Internal DSLs?
Java,,Lisp,,P2464927842,True,"The discussion turned to having other people work on the project, and why I felt people who knew Lisp would be better to attract than people who knew, say, Java.","The discussion turned to having other people work on the project, and why I felt people who knew <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> would be better to attract than people who knew, say, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","The discussion turned to having other people work on the project, and why I felt people who knew *Lisp* would be better to attract than people who knew, say, §Java$."
Java,,PHP,,J1545062942,True,"Java might be better for some websites, PHP for others.","<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> might be better for some websites, <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> for others.","*Java* might be better for some websites, §PHP$ for others."
MySQL,,PostgreSQL,,J1568612332,True,Just because Mysql or PostgreSQL are easier to install (not really) and you can 'forget' about them doesn't mean thats a good thing.,"Just because <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> are easier to install (not really) and you can 'forget' about them doesn't mean thats a good thing.",Just because *MySQL* or §PostgreSQL$ are easier to install (not really) and you can 'forget' about them doesn't mean thats a good thing.
PHP,,JavaScript,,G1040132406,True,"Ideally you will be working with the latest and great version of Drupal; have solid PHP, JavaScript, jQuery, and CSS experience; and knowledge of MySQL.","Ideally you will be working with the latest and great version of Drupal; have solid <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, jQuery, and CSS experience; and knowledge of MySQL.","Ideally you will be working with the latest and great version of Drupal; have solid *PHP*, §JavaScript$, jQuery, and CSS experience; and knowledge of MySQL."
Java,,PHP,,O2378497205,True,"(That's Perl, Python, Ruby on Rails, dotNET ASP, and Java J2EE, respectively, for those keeping score at home-all of which benchmark faster than PHP.)","(That's Perl, Python, Ruby on Rails, dotNET ASP, and <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> J2EE, respectively, for those keeping score at home-all of which benchmark faster than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.)","(That's Perl, Python, Ruby on Rails, dotNET ASP, and *Java* J2EE, respectively, for those keeping score at home-all of which benchmark faster than §PHP$.)"
Windows XP,,Windows 98,,M1933738630,True,Or may be it's related to the inferior CPU/memory management in Windows 98 in comparison with Windows XP?,"Or may be it's related to the inferior CPU/memory management in <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> in comparison with <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>?",Or may be it's related to the inferior CPU/memory management in *Windows 98* in comparison with §Windows XP$?
OpenGL,,Direct3D,,P2464227405,True,"The Direct3D system is a technically superior piece of technology, and support for working with it is still better than OpenGL whether you're a hobbyist or a pro.","The <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> system is a technically superior piece of technology, and support for working with it is still better than <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span> whether you're a hobbyist or a pro.","The *Direct3D* system is a technically superior piece of technology, and support for working with it is still better than §OpenGL$ whether you're a hobbyist or a pro."
Ruby,,Perl,,I1280406061,True,"In our Nixpkgs repository  we have support for several programming languages: perl, python, ruby, haskell, lua, ... We've merged a better support for Go.","In our Nixpkgs repository  we have support for several programming languages: <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, python, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, haskell, lua, ... We've merged a better support for Go.","In our Nixpkgs repository  we have support for several programming languages: *Perl*, python, §Ruby$, haskell, lua, ... We've merged a better support for Go."
Perl,,JavaScript,,H1109065992,True,"If you can comfortably program something semi-decent in C/C++, Perl and JavaScript, then you've got the skills to learn any modern programming language within two days.","If you can comfortably program something semi-decent in C/C++, <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>, then you've got the skills to learn any modern programming language within two days.","If you can comfortably program something semi-decent in C/C++, *Perl* and §JavaScript$, then you've got the skills to learn any modern programming language within two days."
USB,,Ethernet,,R2823570503,True,"- This feature dramatically improves the I/O bandwidth, enabling much faster access to peripherals such as hard drives, USB 2.0, and Gigabit Ethernet cards.","- This feature dramatically improves the I/O bandwidth, enabling much faster access to peripherals such as hard drives, <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 2.0, and Gigabit <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> cards.","- This feature dramatically improves the I/O bandwidth, enabling much faster access to peripherals such as hard drives, *USB* 2.0, and Gigabit §Ethernet$ cards."
Sed,,AWK,,O2326521820,True,"Sure the likes of sed and awk are hard to use, but there's wizards out there who can, and those of us who can't -- it's not ours to say that one tool is better than the other, when in the right hands.","Sure the likes of <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span> are hard to use, but there's wizards out there who can, and those of us who can't -- it's not ours to say that one tool is better than the other, when in the right hands.","Sure the likes of *Sed* and §AWK$ are hard to use, but there's wizards out there who can, and those of us who can't -- it's not ours to say that one tool is better than the other, when in the right hands."
OpenGL,,Direct3D,,D425381324,True,But why is OpenGL better than Direct3D?,"But why is <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> better than <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>?",But why is *OpenGL* better than §Direct3D$?
Java,,Objective-C,,B271917502,True,"And probably also makes translating the resulting code into Objective-C, Java and so on considerably easier.","And probably also makes translating the resulting code into <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> and so on considerably easier.","And probably also makes translating the resulting code into *Objective-C*, §Java$ and so on considerably easier."
USB,,Ethernet,,R2862116213,True,This printer has always been slow but it's even slower now that I'm using a USB connection instead of Ethernet.,"This printer has always been slow but it's even slower now that I'm using a <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> connection instead of <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span>.",This printer has always been slow but it's even slower now that I'm using a *USB* connection instead of §Ethernet$.
Oracle,,PostgreSQL,,D555582210,True,"DBMoto from HiT Software is one of those products that cuts to the chase and supplies snapshot and real-time replication capabilities for all the major database platforms (IBM DB2 UDB, Oracle, Microsoft SQL Server, Sybase ASE, SQL Anywhere, Cloudscape, MySQL, Informix, Ingres, PostgreSQL, Microsoft Access, Gupta SQLBase, Firebird, and Solid).","DBMoto from HiT Software is one of those products that cuts to the chase and supplies snapshot and real-time replication capabilities for all the major database platforms (IBM DB2 UDB, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, Microsoft SQL Server, Sybase ASE, SQL Anywhere, Cloudscape, MySQL, Informix, Ingres, <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>, Microsoft Access, Gupta SQLBase, Firebird, and Solid).","DBMoto from HiT Software is one of those products that cuts to the chase and supplies snapshot and real-time replication capabilities for all the major database platforms (IBM DB2 UDB, *Oracle*, Microsoft SQL Server, Sybase ASE, SQL Anywhere, Cloudscape, MySQL, Informix, Ingres, §PostgreSQL$, Microsoft Access, Gupta SQLBase, Firebird, and Solid)."
Windows XP,,Windows Vista,,Q2687156097,True,"The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), Windows Vista, Windows XP, Mac OS X, and Linux systems.","The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, Mac OS X, and Linux systems.","The Samsung 830 Series Solid-State Drive is compatible with Microsoft Windows 7 (32-bit and 64-bit), *Windows Vista*, §Windows XP$, Mac OS X, and Linux systems."
Windows XP,,Windows Vista,,E573513912,True,"Despite this, Windows Vista manages to boot faster than Windows XP.","Despite this, <span style=""color: #9A14B2; font-weight: bold"">Windows Vista:[OBJECT_A]</span> manages to boot faster than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>.","Despite this, *Windows Vista* manages to boot faster than §Windows XP$."
Java,,PHP,,F743484485,True,(For example if the challenge you gave them can be done better in Ruby on Rails or Java versus PHP),"(For example if the challenge you gave them can be done better in Ruby on Rails or <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> versus <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>)",(For example if the challenge you gave them can be done better in Ruby on Rails or *Java* versus §PHP$)
Java,,Lisp,,D505085864,True,"Common Lisp is a bit less strongly functionally-oriented, but it still supports it better than, say, C or Java, by having first-class functions and closures.","Common <span style=""color: #9A14B2; font-weight: bold"">Lisp:[OBJECT_A]</span> is a bit less strongly functionally-oriented, but it still supports it better than, say, C or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, by having first-class functions and closures.","Common *Lisp* is a bit less strongly functionally-oriented, but it still supports it better than, say, C or §Java$, by having first-class functions and closures."
MySQL,,PostgreSQL,,J1501757214,True,I've found that going from Oracle to PostgreSQL is much easier than going from Oracle to MySQL.,"I've found that going from Oracle to <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> is much easier than going from Oracle to <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",I've found that going from Oracle to *PostgreSQL* is much easier than going from Oracle to §MySQL$.
Java,,Lisp,,A166799191,True,"After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than Java (Lucene) or Common Lisp (Montezuma).","After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> (Lucene) or Common <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> (Montezuma).","After reading the comments, I revisited the indexing and search tools that I have used over the years: Ferret (a Lucene clone) is my favorite library for several reasons: it uses the Lucene API (which I have used for years), it is very fast, and coding in Ruby is faster for me than *Java* (Lucene) or Common §Lisp$ (Montezuma)."
Java,,PHP,,M1996477808,True,"PHP is not better than JAVA, it is just better for ""typical"" web applications.","<span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> is not better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, it is just better for ""typical"" web applications.","*PHP* is not better than §Java$, it is just better for ""typical"" web applications."
Java,,Perl,,D397956017,True,But it seems better than dropping Perl in favor of Java.,"But it seems better than dropping <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> in favor of <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",But it seems better than dropping *Perl* in favor of §Java$.
Java,,Python,,J1532949471,True,"I would have expected Python to be slower than Java, but apparently that is not the case.","I would have expected <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> to be slower than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, but apparently that is not the case.","I would have expected *Python* to be slower than §Java$, but apparently that is not the case."
Java,,Smalltalk,,D507374225,False,"Comparing Smalltalk, Eiffel, C++ and Java","Comparing <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span>, Eiffel, C++ and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>","Comparing *Smalltalk*, Eiffel, C++ and §Java$"
iOS,,Apple TV,,E581121899,True,"Did you update your Apple TV to iOS 4.2 (yeah, it says 4.1 sometimes, 4.2 others, let's consider it both) this week only to find you still had HDCP (high definition copy protection) problems, or worse, only to find you now had HDCP problems, maybe with Netflix in specific?","Did you update your <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> 4.2 (yeah, it says 4.1 sometimes, 4.2 others, let's consider it both) this week only to find you still had HDCP (high definition copy protection) problems, or worse, only to find you now had HDCP problems, maybe with Netflix in specific?","Did you update your *Apple TV* to §iOS$ 4.2 (yeah, it says 4.1 sometimes, 4.2 others, let's consider it both) this week only to find you still had HDCP (high definition copy protection) problems, or worse, only to find you now had HDCP problems, maybe with Netflix in specific?"
Windows XP,,Windows 98,,O2332619820,True,"System Requirements: Pentium II 200MHz or faster, Windows 98, Windows Me, Windows 2000, Windows XP, available USB port, 32MB RAM, 4x CD-ROM drive, 170MB hard drive space available, SVGA Monitor supportin 800 x 600 display & 16-bit color, 16-bit Sound Blaster compatible or 100% Windows compatible sound card and speakers, standard keyboard and mouse.","System Requirements: Pentium II 200MHz or faster, <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span>, Windows Me, Windows 2000, <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span>, available USB port, 32MB RAM, 4x CD-ROM drive, 170MB hard drive space available, SVGA Monitor supportin 800 x 600 display & 16-bit color, 16-bit Sound Blaster compatible or 100% Windows compatible sound card and speakers, standard keyboard and mouse.","System Requirements: Pentium II 200MHz or faster, *Windows 98*, Windows Me, Windows 2000, §Windows XP$, available USB port, 32MB RAM, 4x CD-ROM drive, 170MB hard drive space available, SVGA Monitor supportin 800 x 600 display & 16-bit color, 16-bit Sound Blaster compatible or 100% Windows compatible sound card and speakers, standard keyboard and mouse."
Java,,PHP,,T3247905833,True,You could make it in Java but its probably going to be a lot easier in PHP.,"You could make it in <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> but its probably going to be a lot easier in <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.",You could make it in *Java* but its probably going to be a lot easier in §PHP$.
Sed,,AWK,,J1537963164,True,"I write everything to Bourne shell, sed, awk, grep & Co., even though it might be easier to use perl or compile to binary.","I write everything to Bourne shell, <span style=""color: #9A14B2; font-weight: bold"">Sed:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">AWK:[OBJECT_B]</span>, grep & Co., even though it might be easier to use perl or compile to binary.","I write everything to Bourne shell, *Sed*, §AWK$, grep & Co., even though it might be easier to use perl or compile to binary."
Java,,Groovy,,B327715199,True,Applying a little Groovy in the right place can make better Java Development.,"Applying a little <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> in the right place can make better <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Development.",Applying a little *Groovy* in the right place can make better §Java$ Development.
Java,,Groovy,,F835982748,True,"Groovy, JRuby, Scala and the others are generally good languages with good (or at least decent) interoperability with Java, but things get hairy when the various hacks start getting exposed to eachother.","<span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>, JRuby, Scala and the others are generally good languages with good (or at least decent) interoperability with <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, but things get hairy when the various hacks start getting exposed to eachother.","*Groovy*, JRuby, Scala and the others are generally good languages with good (or at least decent) interoperability with §Java$, but things get hairy when the various hacks start getting exposed to eachother."
Python,,Perl,,L1790053271,True,"Neither is a clear winner on performance; Perl is faster for some things, Python for others.","Neither is a clear winner on performance; <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is faster for some things, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> for others.","Neither is a clear winner on performance; *Perl* is faster for some things, §Python$ for others."
Python,,Bash,,I1375254213,True,"I tend to recommend that people refactor from Bash (or csh or whatever) to Python or Ruby if a ""simple"" shell script becomes longer than a text editor's screen length to make it easier to maintain and more readable for others.","I tend to recommend that people refactor from <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> (or csh or whatever) to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Ruby if a ""simple"" shell script becomes longer than a text editor's screen length to make it easier to maintain and more readable for others.","I tend to recommend that people refactor from *Bash* (or csh or whatever) to §Python$ or Ruby if a ""simple"" shell script becomes longer than a text editor's screen length to make it easier to maintain and more readable for others."
Eclipse,,NetBeans,,G1041014333,False,"IDE (JBuilder, eclipse,Netbeans) ?","IDE (JBuilder, <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>,<span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>) ?","IDE (JBuilder, *Eclipse*,§NetBeans$) ?"
Oracle,,PostgreSQL,,I1398765427,True,"It is a better alternative to the PHP_MySQL server model because it can connect to other databases: PostgreSQL, Access, MsSQL server, Oracle, DB2.","It is a better alternative to the PHP_MySQL server model because it can connect to other databases: <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, Access, MsSQL server, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, DB2.","It is a better alternative to the PHP_MySQL server model because it can connect to other databases: *PostgreSQL*, Access, MsSQL server, §Oracle$, DB2."
Ruby,,Python,,B331094181,True,A Python/Ruby script might work better for this....,"A <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> script might work better for this....",A *Python*/§Ruby$ script might work better for this....
Oracle,,MySQL,,D550515903,False,"- Databases: DB2, Oracle, PostgreSQL, MySQL.","- Databases: DB2, <span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span>, PostgreSQL, <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","- Databases: DB2, *Oracle*, PostgreSQL, §MySQL$."
Java,,Ruby,,E606781226,False,Downloads: Pokemon Ruby Java Mobile Game,"Downloads: Pokemon <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> Mobile Game",Downloads: Pokemon *Ruby* §Java$ Mobile Game
Oracle,,MySQL,,M1926920095,False,Oracle MySQL Executive Summary,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> Executive Summary",*Oracle* §MySQL$ Executive Summary
Python,,Haskell,,D462505622,True,"Certainly it's not the best language, but it's better than writing C or Java, more fun than python and more straightforward than haskell.","Certainly it's not the best language, but it's better than writing C or Java, more fun than <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> and more straightforward than <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span>.","Certainly it's not the best language, but it's better than writing C or Java, more fun than *Python* and more straightforward than §Haskell$."
Python,,Haskell,,S2976924372,True,"Update 2007-01-26: Of course, the python version is not easier to grok than this alternative Haskell version:","Update 2007-01-26: Of course, the <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> version is not easier to grok than this alternative <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> version:","Update 2007-01-26: Of course, the *Python* version is not easier to grok than this alternative §Haskell$ version:"
Windows XP,,Windows 8,,T3184470721,True,"Windows 8 is a Metro shell on an otherwise Windows XP frame (Vista and 7 only candy-coated it, poorly I might add).","<span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> is a Metro shell on an otherwise <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> frame (Vista and 7 only candy-coated it, poorly I might add).","*Windows 8* is a Metro shell on an otherwise §Windows XP$ frame (Vista and 7 only candy-coated it, poorly I might add)."
Java,,Groovy,,F835984070,True,Groovy provides language support to make the routine tasks on collection types easier than Java programmers are used to.,"<span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> provides language support to make the routine tasks on collection types easier than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> programmers are used to.",*Groovy* provides language support to make the routine tasks on collection types easier than §Java$ programmers are used to.
Java,,Python,,H1122143014,True,"If you require appengine - you better go Java, Python or Go which are officially supported.","If you require appengine - you better go <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Go which are officially supported.","If you require appengine - you better go *Java*, §Python$ or Go which are officially supported."
Java,,Python,,O2396058374,True,The advantage of Java over Python for scientific computing is faster for,"The advantage of <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> over <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> for scientific computing is faster for",The advantage of *Java* over §Python$ for scientific computing is faster for
Java,,PHP,,E683825969,True,Excellence skills of server side JAVA or PHP programming( With solid experience in both is a big plus ),"Excellence skills of server side <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> programming( With solid experience in both is a big plus )",Excellence skills of server side *Java* or §PHP$ programming( With solid experience in both is a big plus )
Java,,Groovy,,J1424052777,True,"It means that you can now do rapid web development (say Groovy/Grails, or JRuby/Rails) some really safe concurrency work (say Scala/Akka or Clojure) and still talk to your base of solid, well-tested Java.","It means that you can now do rapid web development (say <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span>/Grails, or JRuby/Rails) some really safe concurrency work (say Scala/Akka or Clojure) and still talk to your base of solid, well-tested <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","It means that you can now do rapid web development (say *Groovy*/Grails, or JRuby/Rails) some really safe concurrency work (say Scala/Akka or Clojure) and still talk to your base of solid, well-tested §Java$."
Java,,Perl,,Q2639032989,True,"There are many things that I can do faster in Perl than in Java, C, C++, or various other languages.","There are many things that I can do faster in <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> than in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, C, C++, or various other languages.","There are many things that I can do faster in *Perl* than in §Java$, C, C++, or various other languages."
USB,,Bluetooth,,J1440840150,True,"It's a very cheap, very decent usb-bluetooth dongle.","It's a very cheap, very decent <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span>-<span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> dongle.","It's a very cheap, very decent *USB*-§Bluetooth$ dongle."
Java,,Scala,,N2137846045,True,Scala is better than Java (and C#) in almost every way.,"<span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is better than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> (and C#) in almost every way.",*Scala* is better than §Java$ (and C#) in almost every way.
OpenGL,,Direct3D,,G978306106,True,"However, most decent game company also provide support for OpenGL or Direct3D.","However, most decent game company also provide support for <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span>.","However, most decent game company also provide support for *OpenGL* or §Direct3D$."
Ruby,,Perl,,F785509493,True,"From this benchmark alone, you can see, that Perl is superior to Ruby","From this benchmark alone, you can see, that <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is superior to <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>","From this benchmark alone, you can see, that *Perl* is superior to §Ruby$"
Swift,,Objective-C,,K1724300550,False,Mobile development iOS (Objective-C or Swift) or Android.,"Mobile development iOS (<span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>) or Android.",Mobile development iOS (*Objective-C* or §Swift$) or Android.
Java,,Objective-C,,I1289988322,True,"Instead, Apple recommends using WOLips, an open source suite of tools that plug into the Eclipse IDE and provide a better development environment for writing Java code than the company's own Objective-C-centric Xcode.","Instead, Apple recommends using WOLips, an open source suite of tools that plug into the Eclipse IDE and provide a better development environment for writing <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> code than the company's own <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>-centric Xcode.","Instead, Apple recommends using WOLips, an open source suite of tools that plug into the Eclipse IDE and provide a better development environment for writing *Java* code than the company's own §Objective-C$-centric Xcode."
MySQL,,PostgreSQL,,L1777169984,True,MySQL is generally faster than PostgreSQL.,"<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> is generally faster than <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",*MySQL* is generally faster than §PostgreSQL$.
Python,,PHP,,J1434109733,True,"It's a decent article, but I don't like how you turned it into a ""Python is so much better than php"" circlejerk","It's a decent article, but I don't like how you turned it into a ""<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is so much better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>"" circlejerk","It's a decent article, but I don't like how you turned it into a ""*Python* is so much better than §PHP$"" circlejerk"
Java,,Ruby,,J1544954964,False,Java...Assembly...now Ruby.,"<span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>...Assembly...now <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>.",*Java*...Assembly...now §Ruby$.
Python,,Perl,,J1456030841,True,It's more explicit and faster (especially since regex in python is not super optimized like perl).,"It's more explicit and faster (especially since regex in <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is not super optimized like <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>).",It's more explicit and faster (especially since regex in *Python* is not super optimized like §Perl$).
CUDA,,OpenCL,,I1318732051,True,"In this problem, the C++ AMP implementation is faster than either CUDA or OpenCL.","In this problem, the C++ AMP implementation is faster than either <span style=""color: #9A14B2; font-weight: bold"">CUDA:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">OpenCL:[OBJECT_B]</span>.","In this problem, the C++ AMP implementation is faster than either *CUDA* or §OpenCL$."
