id	sentence	a	b	without_marker
R2904216934	Time may bring oldness, but youngness is not necessarily better.	oldness	youngness	False
F737136065	For a long time, the debate has been going on about whether CISC (Complex Instruction Set Computing) or RISC (Reduced Instruction Set Computing) is better suited for high performance computing.	complex instruction set computing	reduced instruction set computing	False
R2805331201	thickness (or better said, thinness).	thickness	thinness	False
E688249580	Experiment with texture/thickness/thinness by adding liquid, ice, or semi-solid ingredients.	thickness	thinness	False
P2492674106	The first you've hit on and that's thickness or better yet, thinness.	thickness	thinness	False
E697746077	Fat Cat's viscosity ("thinness or thickness") is similar to other "fast" oils but works better because of its purity.	thickness	thinness	False
L1872778578	Of the plastic shields the TRI are clearly the better being of uniform thickness, or thinness as the case may be and are some of the better plastic gun shields you will find.	thickness	thinness	False
A3096645	[0044] This arrangement enables better distribution of the power hoe weight and better compactness of the power hoe.	compactness	distribution	False
B287404403	And unprecedented compactness: the three-cylinder MV Agusta engine, built to achieve all these goals, weighs just 52 kg, giving improved output flexibility and better load distribution on the axles, on both the new Brutale 800 Dragster and the other models that already mount this feisty in-line 3-cylinder Italian engine.	compactness	distribution	False
T3164948563	While the projection type display device is superior on the point that it secures the essential image forming performance of the projection lens by means of shifting a peak of luminance intensity distribution regarding each light source toward the optical axis on the plane including the pupil of the projection lens, nevertheless, since the wedge-shaped prism has a large thickness, arranging the two wedge-shaped prisms at a specified axial separation provides aggravation of compactness of the overall integrator and an increase in manufacturing cost due to uniqueness of the wedge-shaped prism.	compactness	distribution	False
K1627801686	Light is always superior to darkness.	darkness	light	False
T3175364441	Why is darkness worse than light?	darkness	light	False
K1627702512	Light, for me, is worse than darkness.	darkness	light	False
K1627605274	Light can't even permeate the solid darkness.	darkness	light	False
I1351748622	I sometimes think lightness is harder to achieve than heaviness but I don't exactly know why.	lightness	heaviness	False
E573432857	Despite this, I find an opposition of "relative heaviness" contrasted with "relative lightness" (represented grammatically by "zhongqing") much easier to fit into Shen's description."	lightness	heaviness	False
R2785664830	They help design or redesign your home, to create better flow, increased lightness even amidst all the heaviness in our lives.	lightness	heaviness	False
M2078978035	Record whether it is intermittent or persistent, when it started, the color, the heaviness or lightness of the flow, any odor, or any tissue fragments (bits of solid material) that may have passed with the blood.	lightness	heaviness	False
I1405483043	It is easier to tackle the body of a fine Burgundy, to note tannins when they are present, to talk of lightness or heaviness (although any reference to delicacy and finesse is almost a guarantee that such bottles will gather dust on a retailer's shelf).	lightness	heaviness	False
D422248372	But we leave the sound on 'cause silence is harder.	sound	silence	False
B316481591	Any sound is better than silence.	sound	silence	False
F844478970	Hall of Famers don't have better hearing than us but the sound of silence hits them harder.	sound	silence	False
L1755365941	Mukesh prevails in low pitch, high bass sad songs, Rafi prevails better in high pitch songs.	high pitch	low pitch	False
Q2618114113	The premise behind PAP is that isolated high pitch count outings are worse than low pitch count outings.	high pitch	low pitch	False
P2508212006	the graphics are the best i have seen, better facial movement when talking, create your voice having a high pitch or low pitch and different styles.	high pitch	low pitch	False
K1690453798	Maybe even this emptiness was better than the "fullness" that others had!	fullness	emptiness	False
J1432366837	I try to paint opposites - hot/cold, wet/dry, liquid/solid, light/dark, distant/close, stillness/movement, and fullness/emptiness."	fullness	emptiness	False
F808362063	Getting stuck in either fullness or emptiness, deconstruction or reification, is ultimately a strategy which misses the power of the soft, or, to use the vajra term, the adamantine that is harder than all that is hard.	fullness	emptiness	False
T3124904104	When fed the same limited amount of feed, birds selected for leanness always exhibited faster growing rates, a lower level of fat synthesis and a higher feed efficiency than birds selected for fatness (Leclercq and Saadoun, 1982).	fatness	leanness	False
R2871086395	This suggestion agrees with the assertions made previously by authors when explaining the relationship between BMI and various measures of body image in that higher BMI (and therefore assumed higher body fatness) is associated with poorer body image and conversely that lower BMI (and therefore assumed leanness) is associated with a more positive body esteem [ 4 , 7 ].	fatness	leanness	False
N2199649891	Shortness is associated with children, who are dumb, while tallness is associated with authority figures who know better.	tallness	shortness	False
B261793094	And irrespective of your fullness or slimness, tallness or shortness, there are constantly countless characters to decide on, which is superior to girls' cosplay.	tallness	shortness	False
B272471370	And regardless of your fullness or slimness, tallness or shortness, there are always countless characters to choose, which is superior to girls' cosplay.	tallness	shortness	False
B261793095	And irrespective of your fullness or slimness, tallness or shortness, there are generally a great number of characters to pick, which is superior to girls' cosplay.	tallness	shortness	False
D462988743	Certain studies have shown that height is a factor in overall health while some suggest tallness is associated with better cardiovascular health and shortness with longevity.	tallness	shortness	False
K1700415083	Meanwhile, "Team Anna" itself has been criticized for allegedly dividing poorer minority communities, and for signs that Hindu nationalists are providing the bulk of its organizational muscle."	bulk	minority	False
D464119037	Chaff is a common digestive used in horse feed to bulk out the minority of its content; it helps the horse to digest harder substances such as oats.	bulk	minority	False
J1445038978	It's easy to deride older workers when they are in a minority, harder when they are the bulk of the workforce.	bulk	minority	False
Q2650291191	The Reform party includes Edition: orig; Page: [ 316 ] the bulk of the larger landowners, of manufacturers, and of merchants, the minority of these, as well as a good many of the poorer people, forming the Liberal party.	bulk	minority	False
Q2704910936	These results suggest that doping density of the n-type material is important as well, and that a poorly optimized heterojunction can easily mask changes in bulk minority carrier lifetime.	bulk	minority	False
M1946512387	Our DL gets a lot nastier and our weakness in depth becomes a strength.	strength	weakness	False
R2897282261	Through weakness and strength, happiness and sorrow, for better, for worse	strength	weakness	False
O2308212713	Strength is better than weakness.	strength	weakness	False
F818390285	God's weakness is infinitely superior to our strength.	strength	weakness	False
O2308205419	Strength: Face to face communication is often faster and easier Weakness: Success will depend entirely on who you work with	strength	weakness	False
Q2716506971	The solid type largeness and the smallness are collected to B block.	smallness	largeness	False
D411472948	But the blueness of the state, the smallness of the GOP, and the largeness of Obama's victory could offset her mediocre campaign and produce a win on Tuesday.	smallness	largeness	False
J1518463552	(I was one of them, for the record, and the smallness or largeness of my group doesn't make me feel any better.)	smallness	largeness	False
R2900095689	..Thus, nonspecific activation of innate immunity can drastically enhance susceptibility to immune destruction of a solid organ...	immunity	susceptibility	False
B237372483	Among the advantages of phase modulation are superior noise and interference rejection, enhanced immunity to signal fading, and reduced susceptibility to nonlinearities in the transmission and receiving systems.	immunity	susceptibility	False
G911703437	Her research seeks to identify the mechanisms that govern immunity to encapsulated microbes, aiming to better predict disease susceptibility and to improve therapies and vaccines.	immunity	susceptibility	False
A133599663	A comparison with a conventional region growing algorithm showed that the probabilistic approach had better immunity to noise and less susceptibility to region overflowing at boundary imperfections.	immunity	susceptibility	False
A86136919	4. Thoughts breed acidity or alkalinity faster than any other thing.	acidity	alkalinity	False
N2166311074	Several people have objected to the idea that alkalinity is worse for living creatures than acidity.	acidity	alkalinity	False
B232461199	A measure of the acidity or alkalinity of a liquid or solid material.	acidity	alkalinity	False
T3181992894	Willis Eschenbach says: Several people have objected to the idea that alkalinity is worse for living creatures than acidity.	acidity	alkalinity	False
O2374898883	That's because it's a lot easier to boost the alkalinity of soil compared to increasing the soil's acidity.	acidity	alkalinity	False
N2118631389	Route length has a related effect: Long taxi routes increase the earliness with slow speeds and the lateness with faster speeds.	earliness	lateness	False
G1038268334	ICSA/B 11 and PM 17467A/B were better general combiners for earliness than those based on the male- sterile counterpart cytoplasm, the male-sterile cytoplasm- based line ICSA 37 was a better general combiner for lateness than that based on male-fertile counterpart line.	earliness	lateness	False
Q2641872977	There are several ways in which Markan Priority explains this data better than does Markan Posteriority.	priority	posteriority	False
I1308822698	In the meantime, the book's signal contribution to a better understanding of presidential politics is in revealing the centrality of money, media, and polling - and, a cynic might add, the marginality of the candidates themselves - to national elections in the 1990s.	centrality	marginality	False
E713933020	Film is harder to pigeonhole in part because it's a new enough genre that we don't have as much of a history of making the distinction, so the highness and lowness signs are less clearly defined.	highness	lowness	False
K1655128902	Low is "easier", high is "harder".	high	low	False
G941076800	High taxes, low education levels, crowded streets, poorly maintained, inferior education.	high	low	False
G955373222	Hmmm, high cost and inferior taste versus low cost and superior taste.	high	low	False
F739298567	Forced positivity is worse than existing negativity.	positivity	negativity	False
M2088168218	Remember, easier to promote negativity than positivity.	positivity	negativity	False
L1789351967	Negativity is better than positivity emotions.	positivity	negativity	False
J1446573949	It seems that negativity spreads so much faster than positivity.	positivity	negativity	False
N2248389615	Somehow negativity adapts much easier to overdoing than does positivity.	positivity	negativity	False
F847728721	Harder to live with abundance than scarcity	abundance	scarcity	False
A122304315	Abundance is better than scarcity.	abundance	scarcity	False
A122304314	"Abundance is better than scarcity.	abundance	scarcity	False
A122304418	Abundance is harder for us to handle than scarcity."	abundance	scarcity	False
A122304417	Abundance is harder for us to handle than scarcity.	abundance	scarcity	False
R2806903038	Thinking of the wideness of missio dei and the narrowness of our understanding of it!!!	wideness	narrowness	True
R2783307262	They have 3 different insoles depending on wideness or narrowness of your feet.	wideness	narrowness	True
E629329837	Each of the spheres of the planets completes its course according to its narrowness or wideness.	wideness	narrowness	True
Q2762001571	The wideness or narrowness of a function with two symmetric sides.	wideness	narrowness	True
J1557864863	Joining hands with all that is fearless and superior in letters, it will deliver us from two scourges: tottering classicism, and false romanticism, which has the presumption to show itself at the feet of the true.	romanticism	classicism	False
C380548176	As the picture changes, the clearer, colder tints of classicism, the more glowing or sombre, intense or delicate hues of romanticism, the harder colours of realism, mingle in varying proportions.	romanticism	classicism	False
J1557864862	Joining hands with all that is fearless and superior in letters, it will deliver us from two scourges: tottering classicism, and false romanticism , which has the presumption to show itself at the feet of the true.	romanticism	classicism	False
A75479232	(3) (Prereq: ENGL 101 and ENGL 102 with a C or better and ENGL 205) A study of the Eighteenth-Century transition from Classicism to Romanticism and of major Romantic writers.	romanticism	classicism	False
A74332007	3. It becomes a major distraction, sort of like going to the symphony and failing to hear the music because you get in an argument with your spouse about whether the Classicism of Mozart is better than the Romanticism of Brahms.	romanticism	classicism	False
I1261298151	inferior attitude like we would at "asset" and "liability".	asset	liability	False
E675348489	Everybody's asset and liability was much worse.	asset	liability	False
O2268350109	So the asset/liability deficit is worse than it appears.	asset	liability	False
I1350435163	Is Lewis an asset, a liability, or worse?	asset	liability	False
C374525471	Asset not a liability and better ROI.	asset	liability	False
M1926072080	Optimism works better than pessimism.	optimism	pessimism	False
R2899730380	Thus is pessimism morally superior to misplaced optimism.	optimism	pessimism	False
F755314213	For my money optimism is always superior to pessimism.	optimism	pessimism	False
M1990805969	Pessimism is safe, but optimism is a lot faster!	optimism	pessimism	False
E593720455	Does pessimism sell better than optimism?	optimism	pessimism	False
S3007933680	Vogt, M.R.; Dowd, K.A.; Engle, M.; Tesh, R.B.; Johnson, S.; Pierson, T.C.; Diamond, M.S. Poorly neutralizing cross-reactive antibodies against the fusion loop of West Nile virus envelope protein protect in vivo via Fcgamma receptor and complement-dependent effector mechanisms.	effector	receptor	False
O2372399026	That root "aptus" is better known today in its other descendant, "apt," which is the "missing" positive to the negative "inept."	root	descendant	False
O2323705209	Super/ Super/ Hierarchy Subtyping Subtyping(2) ---------- ----------- ------------ Tree Ancestry Ascendancy Root Base Seed Parent Supertype Source Child Subtype Extension Sibling Cotype Fellow Ancestor Superior Descendant Subordinate Leaf Ultimate Height Distance Generation Instance Subtree	root	descendant	False
N2149137784	Sections were obtained from superior/medial frontal gyrus, superior/medial temporal gyrus, inferior parietal lobule, parahippocampal gyrus/entorhinal cortex, thalamus, caudate, putamen, pallidum, midbrain, pons, medulla, and cerebellum.	cortex	medulla	False
K1725078973	Moderate spongiosis was present in the occipital cortex, thalamus, medulla, and hippocampus, whereas little spongiosis was detected in the superior or inferior colliculus, hypothalamus, or olfactory bulb (FIGS.	cortex	medulla	False
G994439749	Humanism is the ability to imagine both better worlds and worse worlds, utopia and dystopia.	Utopia	dystopia	False
J1444920020	It's easier to make a dystopia interesting than a utopia.	Utopia	dystopia	False
E626363927	Dystopia is easier believed than Utopia after all.	Utopia	dystopia	False
L1825635854	Not a utopia, but certainly not a dystopia, and better overall.	Utopia	dystopia	False
L1793175400	Never mind dystopia: this is utopia , and it doesn't get much better.	Utopia	dystopia	False
R2901454805	Thus universal demonstration is superior to particular.	universal	particular	False
D467034504	Chapter XXIV: Whether Universal or Particular Demonstration is superior [ edit ]	universal	particular	False
T3219475194	XXIV.: Whether Universal or Particular Demonstration is superior	universal	particular	False
R2806190560	Things universal are better known than things particular. 2 Roll.	universal	particular	False
R2853569600	This may suffice to shew that universal demonstration is superior to particular.	universal	particular	False
P2440529781	The combination of 20 h of prolonged wakefulness and alcohol produced significantly lower ratings of subjective sleepiness and driving performance that was worse, but not significantly so, than would be expected from the additive effects of each condition alone.	wakefulness	sleepiness	False
D533952147	Creating a better understanding of the hormones and other chemicals that create wakefulness and sleepiness could be the key to new treatments, drugs and therapies to assist those with chronic sleep problems, they added.	wakefulness	sleepiness	False
G903864134	Here is what I think on decisiveness: "A wrong decision is better than indecision."	indecision	decisiveness	False
N2169431621	Shared thinking provides opportunity for many of the above thinking techniques: brainstorming is easier with more than one person; divergent thinking of multiple people produces more diverse ideas; multiple perspectives focused on one problem create better convergent thinking.	convergent thinking	divergent thinking	False
N2173652787	She concluded that 'open monitoring' meditation enabled those taking part to perform to a higher level in tasks based around divergent thinking and 'focussed attention' meditation enabled them to do better at tasks involving convergent thinking.	convergent thinking	divergent thinking	False
F851660829	Hate is an uglier than love.	love	hate	False
I1347083138	Is hate wiser than love?	love	hate	False
K1654323621	Love To Hate by Seven Wiser	love	hate	False
K1654323700	Love To Hate Lyrics by Seven Wiser	love	hate	False
K1654132427	Love the musical - HATE the lousy CD.	love	hate	False
E674142212	Even worse is the mere acquaintance or stranger who wants a referral.	acquaintance	stranger	False
G1054857225	I don't know why a nude stranger is worse than a nude acquaintance.	acquaintance	stranger	False
N2241793153	So, I've been reduced from a friend to an acquaintance...or maybe worse....a stranger.	acquaintance	stranger	False
O2368400080	That it becomes easier thereby to make the acquaintance of a stranger is of secondary importance.	acquaintance	stranger	False
J1444915232	It's easier to hear the truth from a friend than from an acquaintance or stranger.	acquaintance	stranger	False
I1406942561	It is harder than defining "sorrow... joy."	joy	sorrow	False
B175445347	[Again]:-The three grades of the feelings are the Superior, the Middle, and the Inferior; and their seven characteristics are-Joy, Anger, Sorrow, Fear, Love, Hatred, and Desire.	joy	sorrow	False
F750436115	For joy is better than sorrow-always and everywhere.	joy	sorrow	False
F750436114	For joy is better than sorrow -- always and everywhere.	joy	sorrow	False
E685205009	'Excess of joy is harder to bear than any amount of sorrow "said Honore de Balzac.	joy	sorrow	False
R2819856064	This demarkation has more of a superior/inferior connotation than mother/father.	mother	father	False
B311297089	Anuloma indicates those born from a superior father and inferior mother.	mother	father	False
K1724021303	MM : Why you lousy mother father.	mother	father	False
E684534912	Except her abusive mother and lousy father.	mother	father	False
I1346720218	"Is father worse, mother?"	mother	father	False
Q2633594856	The reality principle is a concept developed by Sigmund Freud and is different from Freud's better-known "pleasure principle" because it expresses the mature mind's ability to avoid instant gratification in favor of long-term satisfaction.	pleasure principle	reality principle	False
T3232591917	"Yin Yang" is a decent song but would do better without Jen Soldatic on vocals.	yang	yin	False
N2226301752	So 9 Yin/9 Yang are better.	yang	yin	False
R2785948428	The Yin and Yang of Dealing with Good and Lousy Customers	yang	yin	False
I1324489444	In what sense is a closed interval "better" than an open interval or a circle?	closed interval	open interval	False
T3249106388	You do have eugenics programs in America today, though "dysgenics" might be a better term.	eugenics	dysgenics	False
C382455840	As to my use of the word eugenics to mean avoidance of dysgenics, could you suggest a better word?	eugenics	dysgenics	False
S3106177759	What follows after this happens with amazing rapidity, considering that history is normally measured in millennia: within a few generations, dysgenics - the opposite of eugenics, or breeding better people - occurs.	eugenics	dysgenics	False
H1190448889	I love your flora and fauna shots but I recommend that you try to combine them all in a single category so us outdoor zoology/biology buffs can have easier access and reference.	zoology	flora	False
G976571095	However, it followed from the corpuscular theory that light should travel faster in water than in air, whereas according to the wave theory, it should be the other way around.	wave theory	corpuscular theory	False
N2249174992	(Some may believe in the corpuscular theory of light, but statistics show that most average dispensationalists believe in the wave theory, after all, it is easier to think about.	wave theory	corpuscular theory	False
B270092486	And of course the introduction of consensus didn't arrive for at least another hundred years-that was crucial to prevent situations like the adoption of Newton's corpuscular theory of light in England, while the rest of Europe left them behind with Huygen's superior wave theory.	wave theory	corpuscular theory	False
C354893663	As far as bringing the game into disrepute goes, how sterling a reputation do you think RL has?? We're a joke in Australia, rugby union has a far worse product and still keeps it's house in order.	reputation	disrepute	False
T3210837235	Worse is the fact that despite best intentions and avowed policies of the democratically elected Government, considerable odium and disrepute is discrediting all the good work being done otherwise, getting the Ministry of Health a bad name and reputation.	reputation	disrepute	False
E650048833	Employers are now concerned that the results are marked upwards favourably to give a better reputation to the institutions, which indirectly has had the effect that UK degrees are now starting to fall into disrepute.	reputation	disrepute	False
D394447346	(But in reality, it's probably easier if consumers have someone speak for them collectively, since individual separate consumer voices have little power; and the manufacturer's reputation may be harmed, which gives them a cause of action for defamation IF the trademark-misusing goods are of poor quality or otherwise bring the brand into disrepute.	reputation	disrepute	False
M2074406625	Reasons Socialism is inferior to Capitalism:	socialism	capitalism	False
A92434358	5 Reasons Socialism Is Inferior To Capitalism	socialism	capitalism	False
I1353528148	Is socialism superior to capitalism?	socialism	capitalism	False
N2228900458	"Socialism is superior to capitalism.	socialism	capitalism	False
N2228901486	Socialism is worse than capitalism.	socialism	capitalism	False
S3115033605	What skews the risk is the degree to which rates have shifted back to pricing in pretty much unalloyed policy dovishness despite Fed governor and regional President hawkishness, better than expected economic data on the whole, and the absence of any smoking-gun indication of weakness.	dovishness	hawkishness	False
T3175607069	Why is monotheism worse than polytheism?	monotheism	polytheism	False
A40538096	1. Monotheism is no worse than polytheism.	monotheism	polytheism	False
H1209539237	I'm not saying that monotheism is superior to polytheism.	monotheism	polytheism	False
K1728881121	Monotheism has proven itself superior to polytheism in every way.	monotheism	polytheism	False
I1350713308	Is monotheism a better reflection of human experience than polytheism?	monotheism	polytheism	False
S2953630654	Twelve full page illuminations of mediocre quality on the verso of inserted singletons, blank on the recto, except for 6 lines of text on f. 40.	recto	verso	False
S2974061072	Unlike some poorly produced editions of Hymns Old & New (nothing to do with Ancient & Modern ), verso print does not obviously show through on the recto, and vice versa.	recto	verso	False
Q2754390568	The verso is of a lighter color and still in better condition than the recto, which seems to have been damaged by smoke.	recto	verso	False
M1927997079	Or better still, as the two sides of a sheet of paper with each 'page' labelled technically as recto and verso.	recto	verso	False
I1370327979	It could be opened flat at any page for easier reading, pages could be written on both front and back ( recto and verso ), and the protection of durable covers made it more compact and easier to transport.	recto	verso	False
Q2742155602	The traditional mail is now call "snail mail", which means it is slower than e-mail.	snail mail	e-mail	False
I1256853292	In exchange for answering snail mail much faster, they sought to avoid answering e-mail.	snail mail	e-mail	False
H1206660439	Immediate access - you get your issues faster by e-mail than by snail mail.	snail mail	e-mail	False
I1255104777	In e-mail marketing, we get our responses and orders much faster than with snail mail.	snail mail	e-mail	False
S2984822511	Use the relationship between particular words (e.g., synonym/antonym, analogy) to better understand each of the words.	antonym	synonym	False
K1724793211	Modeling: [n] When a lesson always looks better in the book than tried on in the classroom Synonym: mirage Antonym: ready-to-wear	antonym	synonym	False
A93754612	5)       Understands Concepts -  Examples:   is a, has a, can, can't, synonym, antonym, located in, next to, associate of, comes from, like, favorite, bigger, smaller, faster, heavier, more famous, richer, made of, won, born in, attribute of, serve, dating, sell, etc.  U nderstands when concepts are similar to or opposite to one another.	antonym	synonym	False
S3114285577	What's better singular or plural?	plural	singular	False
A138580858	Actually plural (crystals) but fits the rhyme better singular.	plural	singular	False
F778302201	...friendship relationships, women are better.....feedback (singular noun, not plural)	plural	singular	False
O2269539445	So therefore plural would be better placed than the singular.	plural	singular	False
S3066645143	Well singular examples of each, but it sounded better plural.	plural	singular	False
M1986200079	Perhaps it would be better to call them nouns and limit the label proper noun to the senses that are the true proper noun senses (or, less plausibly, show the plural only at the common-noun senses).	proper noun	common noun	False
O2416132051	The better to see how this could have been done, we must bear in mind that a common noun does not of its own nature determine (as a proper noun does) an individual in such a way as totally to divide it from all the others which do or may share in the common quality whence it has been derived (145).	proper noun	common noun	False
B193146509	(All direct quotes from the text are taken from the 1991 Plume trade edition.)	text	trade edition	True
E564350740	Deluxe trade edition, illustrated by Moser with wood engravings in text and full-page plates.	text	trade edition	True
R2845608795	This is the first time this text has been available in a trade edition.	text	trade edition	True
A153815549	A few items in the Ellmann correspondence suggest Ellmann's own attitude toward publishing Gabler's text as the trade edition.	text	trade edition	True
Q2735620209	The text was published in a trade edition the following year, where it was described as 'the first unwritten book'.	text	trade edition	True
D442186235	Call me crazy, but I'm starting to get the impression that the characters in the sideways world are much happier - and thus much better off - than any flashback or flash-forward scenario we've seen before.	flashback	flash-forward	False
L1919486651	On the other hand, when sending mail abroad you should pay for air mail because surface mail travels by ship and is considerably slower.	air mail	surface mail	False
S3023693548	We also have the choice if we want something by air mail (very fast but a higher postage) or surface mail (slower but cheaper postage).	air mail	surface mail	False
E647737266	E-mail enables people around the world to keep in contact with one another faster and more cheaply than via conventional surface mail or air mail.	air mail	surface mail	False
J1512759266	"I was a decent junior, a better amateur and a not-so-good pro.	pro	amateur	False
O2291694452	standout spec Last- amateur pro forever build, superior construction.	pro	amateur	False
H1207984088	I'm not a pro but I'm a decent amateur.	pro	amateur	False
S3114373434	What's easier, what pro musicians (not us amateur geeks) do ?	pro	amateur	False
M2037346782	Pro-active - Evidently better than amateur-active	pro	amateur	False
I1408128125	It is indeed but with reluctance that I can ever think of the policy necessary to counteract intrigues and personal views, and wiser men than myself must devise the means; yet, had I felt the same diffidence, I mean total want of confidence, which during the course of last winter I discovered in a large majority of the Republicans towards Burr, I would have been wise enough never to give my consent in favor of his being supported last election as Vice-President.	confidence	diffidence	False
L1790484043	Neither untutored confidence, nor learned diffidence can take the place of the Spirit; but when a man has once submitted head and heart and tongue to the supremacy of the Holy Ghost, all other things may be added unto him without fear of injury, yea, with the hope of great advantage to himself and others; and the more he knows, especially of matters which concern the Scriptures, the better will he be able to bring forth things new and old out of his treasures.	confidence	diffidence	False
D482064247	Circumstantial evidence is not necessarily inferior to direct evidence.	direct evidence	circumstantial evidence	False
D482063625	Circumstantial evidence being more difficult to prove, jurist believe that it is safer than direct evidence.	direct evidence	circumstantial evidence	False
E584374470	Direct evidence is always superior to indirect or circumstantial evidence in science.	direct evidence	circumstantial evidence	False
D417026694	But the settled rule in this Circuit is that circumstantial evidence is not "probatively inferior to direct evidence."	direct evidence	circumstantial evidence	False
D482063701	Circumstantial evidence cases are always better candidates for penalty leniency than direct evidence convictions.	direct evidence	circumstantial evidence	False
R2947440836	Truth is superior to falsehood.	falsehood	truth	False
B292283557	And, worse, making falsehood the truth.	falsehood	truth	False
L1831463118	Nothing exposes a falsehood better and faster than the real, honest, truth.	falsehood	truth	False
E582377699	"Difficult truth is better than wonderful falsehood."	falsehood	truth	False
R2947434370	Truth is not necessarily better than falsehood.	falsehood	truth	False
F861592719	He also realized that the Hindu-Arabic numeral system was easier to work with than the cumbersome Roman numeral system.	Arabic numeral	Roman numeral	False
N2222912183	- Small Caps / changing direction - Superscript/Superior (Trees) - Subscript/Inferior (Stars) - Numerator (Candles) - Denominator (Light, Bells)	superscript	subscript	False
Q2753250076	The values 'subscript', 'superscript', 'inferior', and 'ordinal' imply	superscript	subscript	False
Q2727020322	The subscript and superscript forms are both easier to read.e.	superscript	subscript	False
Q2719254174	The spelling, and old style print is harder to read than our modern versions.	modern	old style	False
B303566248	An old style football ground, yet modern with a decent view from the away end.	modern	old style	False
K1725193553	Modern cloth diapers are much easier to use than old style diapers.	modern	old style	False
I1409616022	It is much more modern than my old style and lays so much better.	modern	old style	False
D501134337	Comedy is much harder than tragedy.	comedy	tragedy	False
D501131230	Comedy, he says, differs from tragedy in imitating men worse, rather than better, than we are.	comedy	tragedy	False
R2939883314	Tragedy imitates men better and comedy as worse than they are.	comedy	tragedy	False
R2941343672	Translating comedy is also harder than translating tragedy!	comedy	tragedy	False
B180887158	a hierarchy exists: tragedy is superior to comedy.	comedy	tragedy	False
I1263902075	In general the transition in Eng- lish from consonant to vowel is slower than in French.	vowel	consonant	False
E633764092	Easier, yes; safer, no.	yes	no	False
E633764084	Easier yes, faster no.	yes	no	False
T3225381889	Yes I can I'm superior, no you're inferior.	yes	no	False
T3186605297	Wiser, yes, sadder, no.	yes	no	False
S2978299942	Upgrade Update: Solid-State Drives Yea, or Nay?	yea	nay	False
N2190741615	She's super smart! 8. Solid perfumes: yea or nay?	yea	nay	False
P2505865555	The golden girls! 8. Solid perfumes: yea or nay?	yea	nay	False
Q2643592388	There are "tools that hopefully help us to say yea or nay faster," she said.	yea	nay	False
Q2728289531	The superior man in cultivating these qualities enjoys good fortune, while the inferior man in violating them suffers misfortune.	misfortune	good fortune	False
S2967285255	Unexpected good fortune seems even better than it is, unexpected misfortune even worse, by comparison with what we had expected: consequently we respond with greater emotion.	misfortune	good fortune	False
L1840398892	Not yet having attained such perfection but cultivating it is that wherein the superior man finds his good fortune; being ignorant of this [perfection] and violating it is that wherein the inferior man suffers misfortune.	misfortune	good fortune	False
L1890095852	Once you accept that sudden good fortune is hard to handle, you recognize why sudden misfortune, deserved or not, is even harder to handle.	misfortune	good fortune	False
R2853045109	This may be a perfectly saleable property that has experienced the good fortune of a solid offer, or even multiple solid offers and has had the misfortune of resulting in a "collapsed offer."	misfortune	good fortune	False
M2027257349	Pre-dawn and after Sunset nothing worked better.	dawn	sunset	False
R2932312926	To ski behind one at dawn patrol or sunset.... Nothing better (IMO).	dawn	sunset	False
J1489813714	It will make the hard work feel easier (up before dawn, scouting locations during the day, shooting past sunset).	dawn	sunset	False
D423026042	But whatever his involvement, Holmes and Dawn drive off into the sunset in the end, with no one, including the audience, any wiser for the experience.	dawn	sunset	False
F729151581	Flight techniques - Most hot air balloon launches are made during the cooler hours of the day, at dawn or two to three hours before sunset.	dawn	sunset	False
J1455837265	It smells worse at low tide than high tide.	high tide	low tide	False
I1348897405	Is it better to see high tide or low tide?	high tide	low tide	False
S3000280830	Very sharp, shallow reef, so safer on high tide, but low tide has more barrels.	high tide	low tide	False
K1655367174	Low tide makes travel much easier but make sure you park above high tide.	high tide	low tide	False
S3104182232	What do think is better low tide surfing or high tide surfing?	high tide	low tide	False
R2842230690	This is often mislabelled as 'evolution', although degeneration would be a better word.	degeneration	evolution	False
P2516623892	The Horsemen did it for years, the NWO and DeGeneration X were solid, and even Evolution had its moments.	degeneration	evolution	False
K1616157737	Leider et al ,proposed three pathogenic mechanisms for the evolution of Unicystic ameloblastoma: reduced enamel epithelium, from dentigerous cyst and due to cystic degeneration of solid ameloblastoma.	degeneration	evolution	False
M2054282577	Q.18 Identify two CORRECT characteristic features of (P) Autogamy and (Q) Allogamy from the following statements 1. Plant species usually does not depend on external agents 2. Plant species usually depends on external agents 3. Plant species normally produces progeny that are healthier and better adapted in nature 4. Plant species normally produces weaker progeny in several generations	allogamy	autogamy	False
J1529197364	I wondered if meth would be any better,but found it just felt like super adderall, allot more in the mind though and extremely addictive, I didn't find myself unable to sit back and relax that probably has do do with the dextrorotation and levorotation ratio differences.	dextrorotation	levorotation	False
E560819347	Defeat, he appears to be saying, is wiser than victory.	victory	defeat	False
I1252384748	Individuals can be brilliant in defeat and mediocre in victory.	victory	defeat	False
E560806230	Defeat Better than a Victory	victory	defeat	False
E633732110	Easier, faster conversion can mean the difference between victory and defeat in the battle for the AllSpark!	victory	defeat	False
C371143335	a sordid victory will be worse than a defeat.	victory	defeat	False
C351735508	Ascent and decent; rise and fall.	Fall	ascent	False
P2514407733	The higher the ascent, the harder the fall....	Fall	ascent	False
T3126556923	When his second book sells poorly and his third novel (the now-legendary The Great Gatsby ) sells even worse, the couple's fall is as fast as their ascent.	Fall	ascent	False
D478358765	Chris had a fast ascent, and even faster fall back to earth.	Fall	ascent	False
