id	sentence	a	b	marker
O2330331415	Swift is deliberately not trying to be secure, in the sense of running in a VM like Java or .NET.	Java	Swift	False
G1033389598	Ice Cream Sandwich offers a lot of better and more updated and upgraded features and was paramount for the success of the S3, without it, the phone would've just felt like the S2 or Nexus, but with a larger screen.	S2	S3	True
T3209954663	Works on multiple platforms of rugged devices and smartphones, including the latest Windows Mobile, Android and iOS operating systems.	Windows Mobile	iOS	False
H1120388983	If you're a RightScale customer, RightScripts makes it easier than ever to add New Relic to your RightScale account to monitor, troubleshoot and optimize your Java, Ruby, .NET, PHP, and Python applications.	Java	Ruby	True
G981421789	However, the following graph reveals at least one element contributing to the queue.	Graph	Queue	False
A59051048	2 by IBM (White Plains, N.Y.), any of the database products available from Oracle Corporation (Redwood Shores, Calif.), Microsoft Access by Microsoft Corporation (Redmond, Wash.), or any other database product.	Oracle	Microsoft Access	False
T3168747862	WHITE PAPER: Many IT professionals generally recognize that PostgreSQL is better suited for enterprise database responsibilities than MySQL.	MySQL	PostgreSQL	True
P2573354825	The Network Diagnostics Engine constructs an internal cause-and-effect graph based on the reported problem and the set of relevant helper classes and begins to invoke helper classes from the top of the stack down to determine the root cause or causes.	Graph	Stack	False
S2982430820	Use Desktop component of this software to send and receive your data from Microsoft Access, Microsoft Excel, Oracle, FoxPro, dBase, MySQL or any ODBC-compliant database to the BlackBerry.	Oracle	Microsoft Access	False
H1084040567	If Microsoft gets this right, it'll be things like this that will provide Windows Mobile an edge over iOS in the mobile space.	Windows Mobile	iOS	False
O2421374261	The book pitches itself as being aimed at "Engaged Java Developers" (dealing with hard problems, looking for better tools) and "Ruby and Python Developers".	Java	Ruby	True
P2526004111	The interest of the source-to-source approach is to capitalize on the real value of an application (its source!) and generating other sources that can be used by the better back-ends available: optimized compilers for a given processor, vendor compilers for embedded processors, CUDA or OpenCL for GPU, OpenMP, MPI...	CUDA	OpenCL	True
O2346515329	Tektronix Embraces Java Technology News & Analysis   4/2/1998   Post a comment Beaverton, Ore.--March 24, 1998--Meeting market demand for swift access to application-specific measurement capabilities, Tektronix, Inc. Introduce a test and measurement instrument ...	Java	Swift	False
G1034748869	I code a lot of C#, not Java, but overall I would have to disagree and say that Ruby and Python are much easier to read.	Java	Ruby	True
L1810675047	Nodes are pushed onto a stack as they are removed from the graph.	Graph	Stack	False
G979325322	However, PHP has been improving in a much faster pace than Perl these days.	PHP	Perl	True
F855453770	Having a portable drive with the full versions of Java, Flash, Windows XP XP3, Windows Vista SP2, Windows 7 and the DotNet Family makes repairs easier.	Windows XP	Windows Vista	True
K1728369722	MongoDB has come from its initial release in 2009 to become the fifth largest database in the world according to DB-Engines , just behind PostgreSQL, MySQL, Microsoft SQL Server and Oracle.	PostgreSQL	Microsoft SQL Server	False
F756440024	For OpenType font development, in terms of building the Unicode (Format 4 and 12) ' cmap ' subtables, the UTF-32 CMap resources are recommended.	Unicode	UTF-32	False
K1720022413	Miranda Lambert, "Dead Flowers" Martina McBride, "I Just Call You Mine" Taylor Swift, "White Horse" Carrie Underwood, "Just A Dream" Lee Ann Womack, "Solitary Thinkin'"	Swift	Miranda	False
A131155239	Acer will also offer an Iconia W700, which has a larger 11.6-inch screen, faster Core i3 processor from Intel, a dock with USB ports and a Bluetooth keyboard for $800.	USB	Bluetooth	True
D531789571	C:\Program Files\LogMeIn\x86\LMIGuardian.exe C:\Program Files\Java\jre6\bin\jusched.exe C:\Program Files\NCH Swift Sound\Recordpad\recordpad.exe C:\Program Files\Intel\IDU\iptray.exe C:\Program Files\Intel Audio Studio\IntelAudioStudio.exe C:\WINDOWS\system32\ctfmon.exe C:\Program Files\DAEMON Tools\daemon.exe	Java	Swift	False
P2598263067	The opportunity to write a program about 10 times faster than when using Java and .NET, and enjoy the same functionality of those products, has Web application developers gravitating toward Ruby on Rails.	Java	Ruby	True
L1791481656	NetBeans better than Eclipse!")	Eclipse	NetBeans	True
K1746183227	Movie templates make it easy to create professional trailers; image interpolation delivers smoother slow motion effects; export presets help ensure you produce the precise video file you need; and a host of performance optimisations deliver major increases in speed, from faster load times, up to 10x faster image stabilisation, or 3x faster AVCHD export thanks to CUDA and OpenCL support.	CUDA	OpenCL	True
I1352045181	I speak fluent C, Swift, Objective-C, Web languages, Java, Scala, OCaml, & Scheme in addition to English and Spanish.	Java	Swift	False
T3157630763	While Direct3D works, OpenGL seems to give better texture quality and smoother frame rate in CS1.6.	OpenGL	Direct3D	True
A82988190	[4] C. Laj, C. Kissel, J. Beer, High Resolution Global Paleointen- sity Stack since 75 kyrs (GLOPIS-75) calibrated to absolute values, Timescales of the Geomagnetic Field, AGU Mono- graph, 2004, (in press).	Graph	Stack	False
I1352567657	Is PHP better than Perl? - Discuss.	PHP	Perl	True
M2028932356	Prepared statements are widely supported by major DBMSs, including MySQL , [ 7 ] Oracle , [ 8 ] DB2 , [ 9 ] Microsoft SQL Server , [ 10 ] and PostgreSQL .	PostgreSQL	Microsoft SQL Server	False
E720137614	FireDAC offers developers support for the largest array of database platforms including Oracle, Microsoft SQL Server, IBM DB2, SAP, DataSnap, Sybase SQL Anywhere, InterBase, Advantage Database, PostgreSQL, SQLite, MySQL, Firebird, and Microsoft Access.	Oracle	Microsoft Access	False
T3184608671	Windows Mobile can still sometimes feel overly stylish and sluggish compared to iOS and Android.	Windows Mobile	iOS	False
F882999094	He is a primary contributor to the TinkerPop stack and the lead developer of the Rexster graph server .	Graph	Stack	False
G1056820216	I dont see Miranda being nominated, but I do see Swift and Underwood getting and nom, and it is Underwood's turn to win it.	Swift	Miranda	False
G936442412	HexorBase is a database application designed for administering and auditing multiple database servers simultaneously from a centralized location, it is capable of performing SQL queries and bruteforce attacks against common database servers (MySQL, SQLite, Microsoft SQL Server, Oracle, PostgreSQL ).HexorBase allows packet routing through proxies or even metasploit pivoting antics to communicate with remotely inaccessible servers which are hidden within local subnets.	PostgreSQL	Microsoft SQL Server	False
O2285464722	Sphinx and Lucene are much better tools than your average RDBMS, be it MySQL or Oracle or Whatever, and RDBMS search is different than a text search in web-data!	Oracle	MySQL	True
H1070339327	If Direct3D becomes as good as OpenGL (or better) for me, cross platform and easy to implement I will consider switching to it.	OpenGL	Direct3D	True
T3184611411	Windows Mobile wasn't terrible, but it wasn't enough to take down iOS and early Android.	Windows Mobile	iOS	False
H1229476831	In addition, computers now support features such as high-resolution monitors, touchscreen functionality , faster USB ports, and integrated Bluetooth and Wi-Fi.	USB	Bluetooth	True
S2998447771	Version 1.0 adds the app to yet another mobile platform, as LinkedIn's network of over 100 million users is already accessible on BlackBerry, Windows Mobile and iOS devices.	Windows Mobile	iOS	False
H1144033919	I have a PostgreSQL database in use for a complex php web site (And VB.Net/C# management applications) which require access to execute stored procedures on a Microsoft SQL Server 2008 database.	PostgreSQL	Microsoft SQL Server	False
E585201602	"Dirk Hayhurst...COULDNT hack it...Tom Verducci wasn't even a water boy in high school...but yet they can still bash a player...SAVE IT NERDS"	Bash	Hack	False
T3157776887	While Eclipse seems to be faster than NetBeans there are some points against.	Eclipse	NetBeans	True
K1720022038	Miranda Lambert , another Entertainer of the Year nominee, ties Swift with a total of five nominations.	Swift	Miranda	False
N2107544513	Right now, as of Windows XP (and in Windows Vista and 7, though it has UAC , which is a little better, though many Windows users disable the UAC prompts), Windows defaults to the first user being the computer administrator, so the user is able to accidentally (or, God forbid, through accidental approval/installation of a malicious program) modify systemwide settings.	Windows XP	Windows Vista	True
I1405921505	It is even better than some Orale products because you can connect to Oracle, MySQL and Postgres.	Oracle	MySQL	True
A14903759	10) and a film stack (right-hand graph in FIG.	Graph	Stack	False
P2506553247	The Google netbook will reportedly have a 10.1-inch high definition multi-touch display, a 64 GB solid state drive, 2 GB RAM and connectivity features such as Wi-Fi, 3G, Bluetooth and Ethernet port, says British publication IBTimes .	Ethernet	Bluetooth	True
M1926929748	Oracle podbyte At the recent JUG event in Cologne, Frank Nimphius, Principle Product Manager from Oracle, addresses the question of why Oracleboth contributes to Eclipse and continues to develop JDeveloper.	Eclipse	JDeveloper	False
S2955534545	Two flavors: str (standard 8 bits locale-dependent strings, like ascii, iso 8859-1, utf-8, ...) and unicode (16 or 32 bits/char in utf-16 mode or 32 bits/char in utf-32 mode); one common ancestor basestring .	Unicode	ISO 8859-1	False
D438131451	By way of example, steps involved with allocating stack space and coloring an interference graph may be reordered, removed or added.	Graph	Stack	False
P2485456686	The fifth table shows what we use today; officially, this character set is ISO 8859-1, and it is also the first 256 characters of Unicode, but it's often referred to as "8-bit ASCII".	Unicode	ISO 8859-1	False
B206723772	Almost all modern Relational Database Management Systems like MS SQL Server, Microsoft Access, MSDE, Oracle, IBM DB2, Sybase, MySQL, Postgres and Informix use SQL as standard database language.	Oracle	Microsoft Access	False
P2478125434	the exam objective states that -------------------------------------------------- Write code that uses objects of the classes InputStreamReader and outputStreamWriter to translate between Unicode and either platform default or ISO 8859-1 character encoding and Distinguish between conditions under which platform default encoding conversion should be used and conditions under which a specific conversion should be used -------------------------------------------------- Can anyone suggest some links where I can find the conditions under which the various encodings can be used?	Unicode	ISO 8859-1	False
F824385502	Google for some combination of PostgreSQL, better than row-level locking, and MVCC for their claims that they have it and Oracle doesn't.	Oracle	PostgreSQL	True
E683343911	Examples of data providers include Microsoft Access and ORACLE, where the sources of data that you might access could be tables in a relational database, email files, or text files.	Oracle	Microsoft Access	False
Q2621882081	The problem gets even more complicated because we intend to support several database servers (at least Microsoft SQL Server and PostgreSQL, possibly Oracle).	PostgreSQL	Microsoft SQL Server	False
K1662207537	MADISONVILLE - Services for Ruby Curry Kirkpatrick, 99, of Desoto, Texas , are set for noon Monday at the J.M. Day Funeral Home in Madisonville.	Curry	Ruby	False
A44750721	2005 George E. Killian (NJCAA Executive Director) 2006 Allieze "Ruby" Curry (St. Louis CC-Florissant Valley, Mo.) 2007 Lyndon Hardin (South Plains College, Texas) 2008 Dan Mara (Mitchell College, Conn.) 2009 Jim Little (Seward County CC, Kan.) Monte Madewell (Connors State College, Okla.)	Curry	Ruby	False
S2992096812	UTF-32 is just an other name for UCS-4 with the restriction that you do not use the code points above the current Unicode upper limit.	Unicode	UTF-32	False
F867961345	Heck, even MySQL is better than Oracle.	Oracle	MySQL	True
J1462535999	It's possible that, had I had Perl or PHP, it could have been done faster.	PHP	Perl	True
F754782296	For most American and European users using X Windows, Emacs' default face displays the ISO-8859-1 and US-ASCII characters, US-ASCII being a subset of ISO-8859-1.	ASCII	ISO 8859:	False
P2573173051	The NetBeans and Oracle's JDeveloper and Oracle Enterprise Pack for Eclipse will retain separate teams, but Oracle said features from each will find their way into the other IDEs.	Eclipse	JDeveloper	False
O2418424137	The bit patterns of UTF-EBCDIC bytes and UTF-8 therefore are different.	UTF-8	EBCDIC	False
O2383058953	That test hopefully won't change too much, as it's the same WiFi/Bluetooth stack as the previous iPhone 4. As soon as we're back, it'll get tested and the graph will appear.	Graph	Stack	False
L1791481489	NetBeans and Eclipse IDE (via OEPE) now support WebLogic Server 12c and JDeveloper is expected to follow soon.	Eclipse	JDeveloper	False
D555976225	dctlrefnum(a4),windowkind(a0) standardreturn: ;graph port on stack _setport ;make window current portmovem.l	Graph	Stack	False
R2864626677	This release includes: database drivers for PostgreSQL, Sybase and Microsoft SQL Server; performance improvements; the addition of deadlock detection; safe signal handling; plus other changes and bug fixes.	PostgreSQL	Microsoft SQL Server	False
A48874576	2.0GHz With Turbo Boost Technology Up To 3.10GHz Intel Core i7-3537U Processor/ 15.0 " (1600x900) LED HD+ Anti-Reflective Display/ 256GB Solid State Drive/ 8GB DDR3 (1600MHz) Memory (8GB Maximum)/ Intel HD Graphics 4000/ 4MB Cache/ HD Audio/ 1.3 Megapixel HD Webcam/ USB 3.0/ 3-In-1 Multi Card Slot/ Bluetooth 4.0/ WiDi Ready/ Genuine Windows 8 64-Bit/ Black Ash Finish	USB	Bluetooth	True
O2323385731	Superior SQL Builder supports MySQL, Microsoft Access, Oracle and Microsoft SQL Server.	Oracle	MySQL	True
S3066090852	Well PostgreSQL 8.4 won't have complete support of Windowing Functions, but it looks like it will be on par or slightly better than what is available in SQL Server 2005, but not quite as good as Oracle and DB2.	Oracle	PostgreSQL	True
E650789582	encoding of Unicode (UTF-8 or UTF-EBCDIC depending on	UTF-8	EBCDIC	False
T3285561000	Zmanda backs up Microsoft SQL Server, Exchange Server and SharePoint, as well as Oracle, PostgreSQL and MySQL databases.	PostgreSQL	Microsoft SQL Server	False
O2332621216	System Requirements Windows 2000 with SP4, Windows XP Professional and Home Editions, Windows Vista; PC with 1.2GHz processor or faster; OpenGL accelerated graphics card (highly recommended); 512MB RAM minimum (2GB recommended); 150MB hard disk space for installation files; 800 x 600 video display minimum (1024 x 768 recommended); Microsoft Internet Explorer 6.0 or greater; mouse, trackball, or compatible pointing device.	Windows XP	Windows Vista	True
J1510609924	I want to be able to hack the kernal and get bash access to the Tivo then it would be nice to run the super patch that NutKase put together.	Bash	Hack	False
R2914149739	Today, JFormDesigner is the only GUI designer on the market that is available as plug-ins for all major IDEs ( Eclipse , NetBeans , IntelliJ IDEA , JDeveloper and JBuilder ).	Eclipse	JDeveloper	False
A121790596	Abstract: Home Table 1 : S3 CLOSE CLOSE CLOSE CLOSE OPEN OPEN OPEN OPEN Dip Switch Settings S2 , processor, a SSR-solid state relay, a 3 switch dip switch or jumper for addressing settings of unit and a few passive components.	S2	S3	True
H1102548080	If, twelve months down the road, Microsoft Visual Studio--or whatever development environment 80% of serious Windows developers use at that time--supports DeltaV and has never heard of CVS or Subversion, then any open source version control system will have a much better chance of penetrating Windows shops if it implements DAV.	Visual Studio	Microsoft Visual Studio	True
P2514398409	The higher resolution of the 10" screens is much better but the drop back to SSD HDD, which is the major "unbreakabilty" feature, with any of the new distros that support wired LAN, wireless LAN, bluetooth, SD-HC cards, second monitor and multiple USB ports is what will differentiate netbooks with Linux from miniature notebooks with Windows 7.	USB	Bluetooth	True
N2232459115	So from the off it is a decent specification ,my only gripe from out of the box experience is that there is no windows xp rollback disk that came with most toshibas until recently,(i can't say i am a fan of windows Vista) Loading up the laptop to a windows image is easy and self explanitory you just have to fill in things like the name you want to call the computer,the name of your users etc,this take about 30 minutes to go from turning it on to being set up.	Windows XP	Windows Vista	True
K1674311123	Many of the artists I've worked with (including Miranda Lambert, Taylor Swift, and Rascal Flatts, to name just a few) have cited Garth as their biggest musical inspiration.	Swift	Miranda	False
I1295160412	Integration Objects (IO) can generate Java code for almost every financial services messaging standard, from FpML (including validation rules) to SWIFT.	Java	Swift	False
A65409057	2+ years of experience in .NET and C# is preferred, but a solid background in other languages (Java, Ruby) may transfer.	Java	Ruby	True
F792373142	Furthermore, it is even difficult to find general increasing tendency in the more stochastic S2 and S3 tasks among the poorer subjects (e.g., Fig. 4 ).	S2	S3	True
P2574377839	The new features in mysql 5+ such as stored procedures, triggers, functions etc are very poorly implemented and come nowhere near the full implementations of databases like Oracle and Postgresql.	Oracle	MySQL	True
E575621127	Developers are going to stick with what is proven to work better, such as Java, Python, Perl, Php and Ruby, and ignore boondoggles like .Net and half-implementations of boondoggles like Mono.	Java	Ruby	True
A138169712	Actually in terms of functionality and advanced features (stored procedures, triggers, table inheritance etc.) PostgreSQL is much better than MySQL.	MySQL	PostgreSQL	True
I1399986601	It is aimed at novice designers, especially those who are doing ad hoc design as a result of employing end-user tools such as Oracle Application Express, Microsoft Access, and Microsoft Excel.	Oracle	Microsoft Access	False
Q2620934265	The prime minister and his daughter gave Swift a book titled The Maple Leaf Forever: A Celebration of Canadian Symbols .	Swift	Maple	False
E663374010	ethernet is better than usb for network connexions.	USB	Ethernet	True
T3122234745	When a string is encoded in UTF-8, Perl assumes that the program is prepared to deal with Unicode, but when the string isn't, Perl assumes that only ASCII (unless it is an EBCDIC platform) is wanted, and so those characters that are not ASCII characters aren't recognized as to what they would be in Unicode.	UTF-8	EBCDIC	False
O2410009296	The back end database for a Rails App. is usually, MySql (works well enough and is available on most shared Web hosting) or PostgreSQL (the better choice when possible).	MySQL	PostgreSQL	True
A121932501	Abstract: : Support four SATA 300 drives (RAID 0, 1 , 5, 10 ) Solid State Disk One Type II CF socket (up to UDMA5 , ROBO-8779VG2AR ROBO-8779VG2AR Intel® CoreTM 2 Quad processor based PICMG 1.0 SBC with DDR3 SDRAM, VGA, DVI, Dual Gigabit Ethernet, Audio and USB FEATURES n , ORDERING GUIDE Standard ROBO-8779VG2AR ROBO-8779VG2AR Intel ® CoreTM 2 Quad processor based PICMG 1.0 SBC with DDR3 , /800 SDRAM on two 240-pin DIMM socket BIOS AMI BIOS n Support Intel G41 integrated GMA ...	USB	Ethernet	True
T3188459388	With all other hardware equal, I have found that, usually, FireWire 400 is faster than USB 2.0 which is faster than gigabit ethernet (with a cat 6 crossover cable).	USB	Ethernet	True
S3067989456	Well, this cooler includes a blender, waterproof bluetooth speaker, USB charger, cutting board and bottle opener - a "portable party," according to founder Ryan Grepper of Portland, Ore.	USB	Bluetooth	True
G1065467533	I explained that you could use it as just a graph-based metamodel, that you could  ignore the ontology and inference part of the stack.	Graph	Stack	False
S3068798039	Well with S2, our speculation was that V2 was done first in terms of transferring and putting the original music back in after they were likely initially transferred 100% Heyes as V1 was, and that after they did V2, they learned better how to spot original music and thus did a better job on V1 and S3 V1.	S2	S3	True
H1079789144	I first read about this on Jason Perlow's blog, and he goes into greater detail, including notes about how this may set a trend for appliance based SQL servers running PostgreSQL, Oracle, and even Microsoft SQL Server.	PostgreSQL	Microsoft SQL Server	False
H1199106254	I mean, just look at   Shakira , Miranda Lambert (who walked home with quite a few statues), and Taylor Swift .	Swift	Miranda	False
I1351874428	Is Oracle Application Express 3.0 a credible alternative to Microsoft Access?	Oracle	Microsoft Access	False
M2000127585	PISTON ships standard with 128GB of internal solid-state storage, and delivers triple monitor support, 12 total USB connectors, 1GB Ethernet speeds, optimized gaming data ...	USB	Ethernet	True
T3157825238	While engineers may need every last bit of processing power available, the next generation MacPro (if they follow the current line philosophy) make sense to them since they are in the market for workstations with multiple processors with multiple cores and multiple CUDA or openCL capable GPUs, on the other hand the image, video and audio professionals might be near the point where investing in way more powerful workstations would only bring marginal benefits compared to investing in better software.	CUDA	OpenCL	True
T3217775996	XAMPP for Mac 1.7.5 beta1 Many people know from their own experience that it's not easy to install an Apache web server and it gets harder if you want to add MySQL, PHP and Perl.	PHP	Perl	True
H1119073190	If you plan on doing any networking, you are better off with an external ethernet style (as opposed to USB) modem.	USB	Ethernet	True
F894213352	Hence, the term "computer network" as used herein may include, but is not limited to, local-area networks (LAN), wide-area networks (WAN), intranets, the Internet, and may utilize any topology, protocol, or physical medium for communication including Ethernet, X.25, token ring, frame relay, ATM, SONET.	Frame relay	Token ring	False
H1113034440	If you feel you must, then try to use 2 of the same databases, not one oracle and one MySQL, and you had better be a pretty good scripter at whatever serverside language you're using.	Oracle	MySQL	True
H1201105766	I'm following up in regards to a question that I asked earlier in which I sought to seek a conversion from a goofy/poorly written mysql query to postgresql.	MySQL	PostgreSQL	True
M2040440831	Products to be covered include the Oracle Mobile Application Framework, Oracle Mobile Suite, Oracle Mobile Cloud Service, Oracle JDeveloper, Oracle Enterprise Pack for Eclipse, Oracle SOA Suite, Oracle Service Bus, and more	Eclipse	JDeveloper	False
O2402938878	The app is cross-platform, and exists on Android, iOS, Windows Mobile, Palm webOS, and BlackBerry OS.	Windows Mobile	iOS	False
O2306485897	Storing the ICA information in DDE and SQL compliant database, such as Microsoft Access™ or Oracle™, allows remote access and manipulation of system information from remote points on the network.	Oracle	Microsoft Access	False
R2817849422	This connector has currently been tested successfully against Oracle 10g, Oracle 11g, Microsoft SQL Server 2008 (with the Microsoft JDBC driver), IBM DB2 v9, Sybase ASE 15, MySQL 5 (with the InnoDB engine), PostgreSQL 8, and HSQLDB.	PostgreSQL	Microsoft SQL Server	False
N2114019736	ROFL@OpenCL doing ANYTHING better than cuda.	CUDA	OpenCL	True
E716810268	Finally, we show that enqueuing the edges (pointers) of the object graph rather than the nodes (objects) significantly increases opportunities for software prefetch, despite increasing the total number of queue operations.	Graph	Queue	False
D499158967	Color: -- Choose one -- 04 Baby Pink 25 Ruby Cascade Cherub Aran Yarn - 44 Cordovan 14 Melon 19 Geranium 02 Baby Yellow 10 Lemon Cascade Cherub Aran Yarn - 43 Golden Rod 38 Yellow 51 Yellow Curry 05 Baby Mint 21 Grass 36 Cactus 50 Capers 23 Spruce 08 Baby Blue 12 Turquoise 48 Methyl Blue 47 Teal 07 Baby Lavender 53 Mauve Orchid 15 Orchid Cascade Cherub Aran Yarn - 46 Red Plum 01 White 09 Ecru 35 Taupe 49 Smoke Blue 18 Mocha 40 Black	Curry	Ruby	False
M1926948391	Oracle should concrete on these and get a wider developer audience by dropping JDeveloper and providing strong Plugins for Eclipse.	Eclipse	JDeveloper	False
Q2744075745	The trio of newly announced performers join previously announced Dierks Bentley and Miranda Lambert, the Black Keys, FUN., the Lumineers, Mumford & Sons, Rihanna , Taylor Swift , Carrie Underwood , and Jack White.	Swift	Miranda	False
B331152662	Aqua Data Studio 7.5 supports tools for Oracle, DB2 for LUW, DB2 for iSeries, Microsoft SQL Server, MySQL, Sybase, Informix, Apache Derby and PostgreSQL on Windows, Mac OSX, Linux, Solaris and the Java Platform.	PostgreSQL	Microsoft SQL Server	False
R2925717585	TONS of room (43megs), lets you transport ANY media like a USB card, FAST bluetooth (4-5x faster than T610), mp3 ringsignals and player, video player, VGA camera and camcorder (lets you take video until memory, not just 30 second clips), a GREAT operating system, nice shortcut setup/tabs/call log/etc., screen is amazing.	USB	Bluetooth	True
J1559086258	Jon Chait is a liberal hack who gets paid to bash Republicans and perpetuate talking points, not to understand economy.	Bash	Hack	False
T3122195315	When a solid state laser such as a YAG laser having wavelength about 532 nm is used for the crystallization process, the width of each of the openings of the preliminary exposure portion S2, S3, and S4 may be substantially equal to or more than about 1.0 μm and equal to or less than about 3.0 μm.	S2	S3	True
F837806587	GTX480+) so this approach is a real loser there with a decent size depth buffer, which is what got me looking at an OpenCL/CUDA solution (probably their goal when they crippled readback; grrr...).	CUDA	OpenCL	True
Q2647241196	The red line on the graph represents the height of that stack compared to an American football field.	Graph	Stack	False
C347174782	A SanDisk solid-state harddrive of an unknown capacity, a 1280 x 800 pixel display resolution, Wi-Fi, Ethernet port, front-facing webcam, and Bluetooth along with support for 3G cellular connectivity and a Synaptics TouchPad will also be included.	Ethernet	Bluetooth	True
D454063700	Carrie Underwood, Miranda Lambert and Taylor Swift top CMT Music Awards nomination list	Swift	Miranda	False
S3063012648	Well, I don't have a real benchmark but Tim Sweeny(Unreal) is saying everywhere that Direct3d is faster than opengl on windows.	OpenGL	Direct3D	True
O2324229663	Support end users running Windows, Mac, Linux, Blackberry, Apple iOS, Android ( News - Alert ) and Windows Mobile.	Windows Mobile	iOS	False
K1714028521	Microsoft Visual Studio 2005 is even worse.	Visual Studio	Microsoft Visual Studio	True
M2042418760	...project involves the upgrade of an existing Microsoft Access database onto an Oracle DBMS and online front-end...design of around 40 MS access forms to Java Server Pages.	Oracle	Microsoft Access	False
P2538610572	The LAN 134 may be implemented using a wired network (e.g., Ethernet, Token Ring, IEEE 1394, universal serial bus ("USB"), etc.) or a wireless network (e.g., IEEE 802.11 (Wi-Fi®), Bluetooth®, 900 MHz, etc.).	USB	Token ring	False
A114173802	- A Bachelors or preferably Masters degree in Computer Science or Computer Engineering, or equivalent experience - Strong background in networking, operating systems, and security - 3-5+ Years of engineering experience with Python, PHP, C, C++ or Java - Solid knowledge of unit and integration testing methodologies, and the ability to write, debug and deploy testing frameworks - Experience building and scaling distributed, highly available systems - Experience with traditional RDBMS databases, such as MySQL, Postgres, Oracle, etc.	Oracle	MySQL	True
P2479923417	The external equipment 112 - 122 may include equipment of various local area networks (LANs) that operate in accordance with any of a variety of network communication protocols, topologies and standards (e.g., PPP, Frame Relay, Ethernet, ATM, TCP/IP, token ring, etc.).	Frame relay	Token ring	False
T3184743818	Windows XP remained popular even after the release of newer versions, particularly due to the poorly received release of its successor Windows Vista .	Windows XP	Windows Vista	True
E653121872	Enhanced text-to-speech capabilities that work even without a data connection"Gesture Mode" for blind users to navigate using touch and swipe in combination with speech output; also supports external Braille input and output devices via USB and Bluetooth Enhanced search capabilities via voice and with new Knowledge Graph to make finding the right result easier	USB	Bluetooth	True
C377951069	Assuming the slow-down to be somewhere in the ethernet interface, we expected much better speed for direct file transfers using the front-mounted USB port and the auto-backup feature.	USB	Ethernet	True
K1661178686	MacSQL supports native connections to MySQL, Oracle, Sybase, PostgreSQL,Microsoft SQL Server, OpenBase and FrontBase.	PostgreSQL	Microsoft SQL Server	False
G1021651650	I bash the fuckign hack fuck that Zemeckis have become,the stupid retard fuckign fool and his fucking dead eyed zzombie CGI cartoons bullshit.	Bash	Hack	False
M1926918999	Oracle, Microsoft SQL Server, Microsoft Access, Statistical Analysis System (SAS), Geographical Information Systems (GIS), Visual Source Safe (VSS) Databases	Oracle	Microsoft Access	False
D401424165	But look at Carrie  [Underwood],  Miranda  [Lambert] and  Taylor  [Swift] - all at the height of their success.	Swift	Miranda	False
K1714008603	Microsoft this week released a public beta of the next version of its Security Essentials security utility, which provides antivirus and anti-malware capabilities to Windows XP, Windows Vista, and Windows 7. There's a link to the beta version now on the Security Essentials website , and it appears that the new features include a simpler UI, better performance, and more effective and automatic virus detection and removal.	Windows XP	Windows Vista	True
Q2685171436	The s2 s3 and now the s4 and the s5 are all selling very very well and they are way better than the iphone in more ways than can be mentioned in the comments section of an apple fan site	S2	S3	True
P2545978975	The lineup so far includes the husband-and-wife hosts, along with Carrie Underwood , Taylor Swift , Miley Cyrus , Brooks & Dunn, Miranda Lambert, Martina McBride, LeAnn Rimes and others.	Swift	Miranda	False
J1422257425	It makes more sense to me to have the graph setup as a stack so that the combined values of clean/spammy/spam/infected are represented as one bar with different coloured portions.	Graph	Stack	False
T3255095257	You install the Oracle ODBC driver to allow Microsoft Access forms and reports to work with the migrated data.	Oracle	Microsoft Access	False
T3248365234	You could visualize these data two ways: as a kind of "Youtube video" where the specific value for the game changes as plays are executed, and the view remains 2D, or as a 3D stack of planes, each with one graph, each plane representing the game at a single play in the game.	Graph	Stack	False
H1149324693	i have iphone 4 and S2 im not a fan of IOS because the limitation but the only great thing for aple its that the phone looks solid till will fall in rest all functions are bloked to other user :(( for the all day use its not so fun and android does the job i have expecting something better but you cand create something if you sue and not create hope to upgade to S3 because apple its only for people who need a phone not a smartphone !!!!	S2	S3	True
B249823993	And Curry in the local luxury with this over Ruby hash is also popular.	Curry	Ruby	False
R2897943179	Thunderbolt is still the premium connection and it's faster still and it's very nice to be able to plug in a single cable which then does video, firewire, USB, gigabit ethernet etc.	USB	Ethernet	True
O2345040275	techdocs: Did you find anything perticularly difficult to reproduce with the Perl/PostgreSQL combo that would have been easier to handle in Oracle/tcl ?	Oracle	PostgreSQL	True
N2220026456	Skills: MySQL, JavaScript, PHP, Microsoft SQL Server, PostgreSQL, AJAX, Java, Ruby on Rails, Zend Framework, Operating Systems, Software Development, Databases, IIS, Ruby, CSS, Windows 7	PostgreSQL	Microsoft SQL Server	False
K1745626165	MovableType has long offered the ability to run multiple blogs, though bloggers have shown a preference for WordPress, largely due to its interface, as well as to the fact that WordPress runs on PHP , which can be easier to understand than the Perl language that MovableType relies upon, Bloem said.	PHP	Perl	True
