id	sentence	a	b	without_marker
D417567070	But the truth is that there is an eternity and going there is better when our souls are in the hands of God.	Truth	Eternity	True
D417567071	But the truth is that there is an eternity and going there is better when our souls are in the hands of God."	Truth	Eternity	True
H1097401824	If there is one truth of our faith that we had better fully accept and clearly understand, it is the eternity of hell.	Truth	Eternity	True
B332729645	Archival Storage Boxes (Sets of Two) The Flat Storage Truth - For the money Eternity Box Sets make far better sense then flat files.	Truth	Eternity	True
E672362808	Even to lie on the "doormat" of truth is better than to live an eternity in the company of liars (those "outside" reveling in their own falsehood).	Truth	Eternity	True
P2542632862	The leadership of the Episcopal Church has the notion that objectors to the present leadership style better get used to an eternity of choose-your-own-truth theology.	Truth	Eternity	True
G1035457217	I consider starving while pursuing truth better than the whole eternity of pleasures and all the heaven, while pursuing and propagating falsehood and lies.	Truth	Eternity	True
L1910440006	Only in the case of atheism it is much worse , as they are denying the truth of their spiritual natures, something that will sentence them to an eternity of separation from their creator.	Truth	Eternity	True
S3100533103	What a horrible truth they will have to face for all of eternity, knowing they were indeed worse off spiritually than the homosexual they were so sure could not be saved.	Truth	Eternity	True
D396998160	But it is becoming a far cry from the rock-solid fairytale romance that instilled wistful envy in all but the blackest of hearts.	Envy	Romance	False
T3269904655	You're willing to tell me a silent movie about Hollywood romance is better than finding your purpose in life ("Hugo" , making do with the best you're given ("Moneyball" , and riding out your overwhelming emotions ("The Descendants" .	Hugo	Romance	False
G1045223926	I didn't see that coming but I hope that she doesn't do anything to ruin the romance between Ollie and Lily... but I hope that Hugo gets better and that Rose will apologize for how she's been acting towards him.	Hugo	Romance	False
G960002858	Honore de Balzac admired him greatly, but with discrimination; Victor Hugo pronounced him greater than the great master of modern romance, and this verdict was echoed by a multitude of inferior readers, who were satisfied with no title for their favorite less than that of the "American Walter Scott ."	Hugo	Romance	False
I1249957661	Indeed the later the date of the piece, the better she seemed: Henri Duparc's Romance de Mignon (1869) was delicate, poised and completely delightful, and then best of all Hugo Wolf's glowingly lovely Kennst du das Land (1888), which also drew raptly flowing playing from Martineau.	Hugo	Romance	False
H1069700725	If Charlie narrated this, The Collector would be a standard formula paranormal romance and Dante would appear a nicer guy overall.	Charlie	Romance	False
T3190874433	... With drone strikes threatening the heroes of NBC's Revolution (10:01/9:01c), what better time for romance to bloom between Miles and Nora and youngsters Charlie and Jason.	Charlie	Romance	False
H1151230818	I have no idea, but I do know that "Eternal Sunshine" gets better with repeated viewings, and that this intricately surreal romance, directed by Michel Gondry from a script by Charlie Kaufman, will be easier to view when the DVD version is released next week.	Charlie	Romance	False
T3210862811	Worse, she's not sure whether the father is Michael or his artist brother, Adrian (Jimmy Heck), a sex addict who has lately developed "Love Tourette's," meaning that in the middle of casual congress with near-anonymous partners, he disconcertingly shouts "I love you!" Against his better judgment, Charlie gets sucked into a romance with Vivian's cousin George ( Michael Urie ), who happens to live one floor below him.	Charlie	Romance	False
F874772660	He furthers this idealism by populating the home with a solid cast of stellar supporting performers, including Henry Travers as Mr. Newton, Hume Cronyn, a humorously meddlesome neighbor with a murder fixation, Herbie Hawkins, and Macdonald Carey (a Fox favorite) in probably his best role, as the sympathetic police detective, Jack Graham with whom Charlie has begun an adolescent romance.	Charlie	Romance	False
G964415674	Hot off his helming of Charlie Kaufman's unusual romance Eternal Sunshine of the Spotless Mind , our French filmmaker goes the inventive screenwriter one better, using love as leverage in a story about how emotions mar and mangle even the most thoughtful and capable individuals.	Charlie	Romance	False
D388129520	But his sister Mabel, who knew him better than the others, had once taken one of his cards and run a pen through the word "Languages," leaving simply "Professor of Romance"; and in his secret soul Charlie Durand knew that she was right.	Charlie	Romance	False
A70960210	38:50 - Solid Sessions - Janeiro (Chiller Twist Rmx) - Cloud 9 Dance 45:59 - Green Beats - Tokyo Romance - Dubmission 51:32 - Hybrid - Every Word - Distinctive 56:17 - Zoubir Madani - Joy - Kinjo 61:31 - Bassus - Waterfall - Sambit 66:29 - Lomez, Ivaylo - Rila (Sound Solutions Rmx) - Houselective 73:02 - Fastus - Vol du Nuit - Master	Nuit	Romance	False
K1628139261	Lightweight and undeniably elegant, this pastel hued organza dress from Carven adds petal perfect romance to your new season style - Round neck, sleeveless, open back with button closure, elasticized waist with zip, skirt with sheer overlay and solid mini-length underlay - Fitted silhouette - Pair with metallic sandals and a leather clutch	Organza	Romance	False
M2014426005	Points elsehwere, among others, there is Prince William and Prince Harry doing their military duty; the charitable Athina Onassis Roussel; cooler-than-thou Andrea Casiraghi , the son of Princess Caroline of Monaco and his colombian heiress Tatiana Santo Domingo; Andrea's sister Charlotte Casiraghi, nineteen, front row and center at the Miu Miu show in Paris.	Paris	Santo Domingo	False
J1564171199	Jules-Joseph Lefèbvre's incredible skill at portraying women with both precision and a certain adoration compelled a reviewer at the 1881 Paris Salon to write, "It is sufficient to mention his name in order to immediately evoke the memory and the image of the thousand adorable creatures of which he is the father...Jules Lefèbvre, better than anyone else caresses with a brush both delicate and sure, the undulating contour of the feminine form."	Paris	1881	False
N2243701921	Solid rubber tires were introduced in 1881 on the wheels of hansom cabs in London.	London	1881	False
N2243677433	Solid Media In 1881 Robert Koch demonstrated a new technique at the International Medical Congress in London.	London	1881	False
P2564492007	'The most commodious and magnificent public market of the United Kingdom unequalled in any part of England or Scotland and definitely superior to the London markets' ( Freeman's Journal, October 27, 1881, n.p.).	London	1881	False
K1644416741	(London and N. York: 1881), 138, says of Lucian: "Of known names his has a better claim than any other to be associated with the early Syrian revision; and the conjecture derives some little support from a passage of Jerome.	London	1881	False
A43069814	[1] Unlike Wilde's better known plays, Vera is not a comedy, but a serious melodrama about nihilism in Russia; indeed its very subject matter likely explains why it failed when it opened in London in 1881.	London	1881	False
P2521632456	The importance of a clinical demonstration was never better illustrated than at the International Congress in London in 1881, when Dr. Ord and others presented one morning at the Clinical Museum a group of cases of myxoedema.	London	1881	False
G949870875	His other works include Madonna of the Future (1879), Washington Square (1881), The Siege of London (1883), The Bostonians (1886), The Princess Casamassima (1886), The Reverberator (1888), The Aspern Papers (1888), The Real Thing (1893), Embarrassments (1896), The Other House (1896), In the Cage (1898), The Two Magics (1898), The Better Sort (1903).	London	1881	False
D440735378	California Baby Bug Repellent:   As Lauren Santo Domingo once said, "Nothing smells better than babies."	Lauren	Santo Domingo	False
S3034870955	We can also expect better video and sound, as well as interviews with gala co-chairs Rooney Mara, Lauren Santo Domingo, Riccardo Tisci, and Anna Wintour.	Lauren	Santo Domingo	False
T3197677468	With punk theme as the focus, who better than to have punk's latest muse, actress Rooney Mara , and Givenchy designer Riccardo Tisci as this year's co-chairs alongside Anna Wintour and Moda Operandi's Lauren Santo Domingo?	Lauren	Santo Domingo	False
H1222674948	In 1881, his publishing was described as "superior to anything... produced at the present day in any Australian colony".	Colony	1881	False
C344595580	As a consequence in 1881, canboulay was put down with violence which, almost certainly, would have become worse had not the astute Governor of the colony confined police to barracks for Shrove Monday and Tuesday and appealed to the masqueraders direct.	Colony	1881	False
H1222679315	In 1881 was organized, by experienced wine-makers, the now famous Italian-Swiss Colony, and in less than ten years this corporation sent its wines to the world's exhibition in Europe where to the amazement of the European and the great satisfaction of the California wine-makers, California wines were tested side by side with the fine wines of Europe, received the greatest praises and were awarded gold medals for their superior quality.	Colony	1881	False
L1753345598	Ms. Santo Domingo, casually clad in a men's-cut blazer, tweed carrot-shaped trousers and black Belgian loafers, leaned forward the better to hear the proceedings, which were muffled by ambient voices.	Black	Santo Domingo	False
N2232974279	So get online and spend some moolah, there's no better way of honouring the lives that were lost in the Eyemouth fishing disaster of 1881 - the real British Black Friday.	Black	1881	False
S3084563148	We spent nearly every half decent summer Sunday there when I was a child, driving in my Dad's white Ford Consul or later green Morris Oxford, with Grandma H (1881 - 1973) in the back, always clad in black like the granny in Giles's cartoons.	Black	1881	False
R2780499687	The year was 1881 when Edison embarked on a better solution and the result of his success spread around the globe to both light and inadvertently curse the darkness.	Globe	1881	False
R2919155185	Together they left Santo Domingo behind, but life in New York City was harder than they imagined.	Life	Santo Domingo	False
I1303573470	In the Dominican Republic, women striving for a better life find support with the "Madres Project" in Santo Domingo.	Life	Santo Domingo	False
B200886884	All reviews beautiful temple solid gold original temple dominican church tour guide to explain helps understand lovely walkway life size attached church better preserved art exhibition largely intact convent of santo domingo withstand earthquakes ley lines temples inside construction methods finest examples golden statues beautiful combination	Life	Santo Domingo	False
K1744264529	Mota was born in Santo Domingo, Dominican Republic but moved to New York at the age of 10 with her mother, grandmother, two sisters and brother, as her mother wanted her to have a better life and study at better schools.	Life	Santo Domingo	False
T3190645862	With cynicism, and always blaming somebody else for his own mistakes, the Emperor said at the end of his life: ''The expedition to Santo Domingo was one of my worse mistakes; it was under pressure from Josephine that I committed it.''	Life	Santo Domingo	False
R2887653512	Those looking for a slice of Caribbean beach life should head to Boca Chica , an overcrowded resort town 10km east of the airport, about halfway between Santo Domingo and San Pedro de Macorís; you might do better continuing along the highway to Juan Dolio , where there is more beachfront albeit dominated by all-inclusive hotels and its sister town Guayacanes , with its great beaches and lack of tourist development.	Life	Santo Domingo	False
L1778085597	Mythologized and demonized, the outlaw Henry McCarty, better known as Billy the Kid, lived a short but fiery life that ended in a hail of bullets in 1881.	Life	1881	False
H1239818380	In April 1881 she helped found the Sisters of the Holy Family to care for orphans , the poor , and the elderly sick ; she served as its superior for the rest of her life.	Life	1881	False
K1587439993	Kielland's most important novels are Garman & Worse (1880; Garman and Worse: A Norwegian Novel ), in which he depicts the life of his native city of Stavanger; Arbeidsfolk (1881; "Working People"), in which he attacks Norway's state bureaucracy; Skipper Worse (1882; Eng.	Life	1881	False
A169252592	After the 1881 assassination of the reformist Czar Alexander II, under whom Abramovitsh had begun his career as a writer, things grew even worse - pogroms and harsher restrictions on Jewish life.	Life	1881	False
F747160789	For fifteen years, from 1881 until 1896, two brothers -- Dr. Cornelius N. Hoagland and Joseph C. Hoagland -- dominated civic life in the Shelter Island Heights Grove and Camp Meeting Association of the Methodist Episcopal Church -- better known as The Prospect.	Life	1881	False
H1222676292	In 1881, Mr. Kruse, with his wife and five children, left his native land for America, the new world, of which so much had been said, and, where a man had a better chance to get a start in life.	Life	1881	False
P2568020689	The musical follows his career from 1835, when he started his professional career as a brash promoter, to 1881, when, older and wiser, but no less confident in his unique promotional skills, he teamed with James A. Bailey to form a grander-than-life attraction - The Greatest Show On Earth.	Life	1881	False
A23324120	: 135527 Type at loss : propeller steam tug, wood, Build info : 1881, A. Smith, Algonac, MI Specs : 69x15x9, 42g 21n Date of loss : 1918, Oct 12 Place of loss : Duluth harbor Lake : Superior Type of loss : fire Loss of life : none Carrying : none Detail : Destroyed at her dock by a forest fire which swept through Duluth.	Life	1881	False
G931151596	He was married, May 12, 1873, to Miss Rebecca Hillman, a native of Pennsylvania, born in 1851, and to them have been born two children: Claude D. and Grace C. Mrs. Jones came with her parents to Nebraska, in 1872, and received a superior education in her native county.	Grace	1872	False
O2356686962	Thanks to our great prices, you can confidentially book classic historic Santo Domingo hotels knowing you won't find a better discount elsewhere.	Knowing	Santo Domingo	False
L1904098446	One story, told by her, has her acquiring the nickname "Calamity Jane" in 1872 by rescuing her superior, Captain Egan, from an ambush...	Ambush	1872	False
L1904098447	One story, told by her, has her acquiring the nickname "Calamity Jane" in 1872 by rescuing her superior, Captain Egan, from an ambush near Sheridan, Wyoming, in an area known then as Goose Creek, Wyoming.	Ambush	1872	False
B298618628	Angel, light blue, narcissi rodrigues, flower bomb, anyway lots of them and none stays on my skin, I even asked for an advised from the Macy's retail associater to help me out with this manner but they told me that has to do with my skin chemistry, I eat well I have a good health condition, and I don't know what to do or better saying what perfume to buy in order to smell good all day.	Angel	Light Blue	False
P2542744470	The lead-off spot, occupied by lone senior Paula Vilas (Santo Domingo, Dominican Republic) was solid and the team got a lift in the final two games from freshman Victoria Jones (Baltimore, Md.) who helped them close the day with a win over No. 6 Central Missouri (1032-979).	Freshman	Santo Domingo	False
J1521931896	I was using the solid poison-ring Marc Jacobs Daisy and when that ran out, instead of going to my travel size Paris Hilton or Light Blue, I'm using Lilu... I've had it for a while, I bought it back home at a PacSun.	Poison	Light Blue	False
J1421164459	It looks like a Ermenegildo Zegna solid dress shirt in a beautiful light blue color.	Beautiful	Light Blue	False
Q2707011357	These superior grade precious opal beads have light blue natural body color with beautiful green natural flashes of color as well as some occasional natural orange-red color-play.	Beautiful	Light Blue	False
K1731058866	More Details Awad Home Fashion 1 Panel Solid Light Blue Sheer Voile Window CurtainTreatment Drape 55" X 84" - These beautiful sheer curtains will bring a brightand cheerful look to any room.	Beautiful	Light Blue	False
T3285127242	Zig zags in two shades of gray, crisp white, and baby blue in the blanket and sheet provide a beautiful combination with the solid light blue bumper and dust ruffle.	Beautiful	Light Blue	False
T3285127251	Zig zags in two shades of gray, crisp white, and light blue in the blanket provide a beautiful combination with the solid gray bumper and gray dust ruffle with white polka dots.	Beautiful	Light Blue	False
G940265092	Highlights include a beautiful green flannel shirt that seamlessly fades from plaid to solid and a varsity jacket detailed with contrast light blue ribbing at the cuffs and waist.	Beautiful	Light Blue	False
T3150675915	Wherever these enormous glaciers were seen, we remarked the most beautiful light blue or sea green tints in portions of the solid ice, caused by varied transmission, or reflection of light.	Beautiful	Light Blue	False
T3285127248	Zig zags in two shades of gray, crisp white, and light blue in the blanket and sheet provide a beautiful combination with the solid gray bumper and dust ruffle.	Beautiful	Light Blue	False
F794923816	Fyora had said to learn how to fly! "Well, I better get cracking," Jessica said, unfurling her beautiful, light blue wings with the calm sky, still spattered with stars and the black sea as the backdrop.	Beautiful	Light Blue	False
T3128008353	When i got him he was almost white with light blue tips on his fins... overnight he changed to this beautiful blue/lilac colour, pics don't do him justice, will try get better ones when i get my decent camera up and running again.	Beautiful	Light Blue	False
H1138167569	I had picked up a couple skeins of light blue solid LLSW, and a couple skeins of dark blue - so I've doubled the Rainbow yarn (its the most beautiful yarn in the skein... ) I love this yarn - its one of the softest superwash wools I have ever worked with...	Beautiful	Light Blue	False
I1374557907	Item : aquj468_aquamarine-earrings Natural aquamarine earrings with 2.3 carats total gemstone weight This pair of genuine aquamarine earrings has 9mm x 6mm pear shape gems Faceted from natural color aquamarine crystals mined in Brazil Price: $394.25 (for the pair) Solid 14k white gold aquamarine stud earrings set with natural aquamarine gemstones with beautiful light blue natural color: these gems are both unheated and untreated.	Beautiful	Light Blue	False
E699975623	Features beautiful butterflies arranged over flowers Care instructions: spot or dry clean only Design is on the front side only the back side is a solid light blue Made in the USA Dimensions: 12"H x 12"W Material(s): Shell: cotton/polyester Filling: polyester Set includes 2 of the item shown	Beautiful	Light Blue	False
P2513640536	The Heavenly Scented Basket combines a beautiful, breathtaking selection of cream roses, light blue delphinium, white spider chrysanthemums, white button poms and a variety of accenting greens to show everyone in attendance that the departed has definitely moved on to a better place.	Beautiful	Light Blue	False
I1374557886	Item : aquj404_aquamarine-earrings Natural aquamarine earrings with 4.20 carat total aquamarine gem weight This pair of natural aquamarine earrings is set with 14x7mm marquis shape aquamarines Faceted from natural color aquamarine crystals mined in Brazil Price: $654.25 (for the pair) This pair of solid 14k yellow gold aquamarine earrings is set with natural aquamarine gemstones with beautiful light blue natural color (these genuine aquamarine gems are both unheated and untreated).	Beautiful	Light Blue	False
D464092411	Chadwicks Brand New with Tags Extra Button Women's Semi Sheer Blouse Includes matching solid cami tank to wear underneath Beautiful Bright Floral Multi Color - Green, Blue, Purple, Gold, Light Blue 23 small self-fabric covered button loop front Elastic in casing at wrist.Open neckline leaves half of the buttons and loops unused, no collar.At waistline is a narrow channel with a long self-fabric tie, adjust waist to your comfort.Blouse: 100% Polyester Tank / Cami: 96% Nylon - 4% Spandex Size Med	Beautiful	Light Blue	False
I1374557876	Item : aquj303_aquamarine-earrings Natural aquamarine earrings with 4.80 carat total aquamarine gemstone weight These natural aquamarine earrings are set with 10x8mm pear shape aquamarine gems Faceted from natural color aquamarine crystals mined in Brazil Price: $692.25 (for the pair) This pair of solid 14k yellow gold aquamarine earrings are set with natural aquamarine gemstones with beautiful light blue natural color - these gems are unheated and untreated.	Beautiful	Light Blue	False
K1671092920	MAN OF STEEL will make Over $1 BiLLiON Dollars Worldwide, Henry Cavill is a Great Actor & Amy Adams is a Multi-Oscar-Nominated-Actress & Very Beautiful Plus Multi-Oscar-Nominated: C-NOLAN is The Writer & Producer, i think The New Suit Looks Great & Much Better than The Old Light Blue Suit that Looked Like a SMURF & with The OutSide UnderWear was Real Bad, i Will See MAN OF STEEL in 3D.	Beautiful	Light Blue	False
H1151632477	i have NO Problem with The 100 Promotional Partners in The Movie, MAN OF STEEL will make Over $1 BiLLiON Dollars Worldwide, Henry Cavill is a Good Actor & Amy Adams is Very Beautiful & a (4 Time-Oscar-Nominee) Plus C-NOLAN is The Writer & Producer, i think The New Suit Looks Great & much better than The Old Light Blue Suit that looked like a SMURF & with The OutSide UnderWear was NOT Good, i Will See MAN OF STEEL in 3D.	Beautiful	Light Blue	False
K1671092919	MAN OF STEEL will make Over $1 BiLLiON Dollars Worldwide, Henry Cavill is a Good Actor & Amy Adams is a Multi-Oscar-Nominee & Beautiful Plus Multi-Oscar-Nominee: C-NOLAN is The Writer & Producer, The New Suit Looks Great & Better than The Old Light Blue Suit that Looked Like a SMURF & with The OutSide UnderWear was NOT Good, MAN OF STEEL will be in 2D, 3D, IMAX & IMAX 3D, i Will See it in 3D...	Beautiful	Light Blue	False
I1351354419	Isn't this like saying that creating a Chinatown is harder than giving up opium?	Chinatown	Opium	False
F786996074	Frugally hoarding his money, climbing up the ladder of success, until his was a name for shrewdness and solid riches to conjure with in Chinatown, and stout merchants, sipping their tea or smoking their opium-pipes on an afternoon at the Azure Dragon Club, would comment admiringly: "Gold comes to his hand unasked--like a dog or a courtesan."	Chinatown	Opium	False
L1790608951	Nellie Oongle-bi, among whose matrimonial experiences was Tom, of this Isle, and who since his death has gone from bad to worse, had been found under the protection of a coloured alien, sadly degenerated and saturated with opium.	Alien	Opium	False
I1266700468	In illustration of this last observation, it may further be observed, that most of the nostrums advertised as cough drops, etc., are preparations of opium, similar, but inferior, to the well-known paregoric elixir of the shops, but disguised and rendered more deleterious by the addition of heating and aromatic gums.	Elixir	Opium	False
C351121943	As a young guy I suggest you could try Paco Rabanne XS (Too fruity for me), Armani Diamonds (another sort of strawberry but a much better scent IMO) Boss Bottled (apple pie note in a Chanel Allure type scent and a good scent especially for young people, though I couldn't really say why) YSL Opium that is a heavy spicy oriental but has a clear blackcurrant note, is perhaps more of a mature person's scent but might be worth a look.	Allure	Opium	False
K1650418427	L'Oréal Parfums (home to such hall of fame fragrances as Opium, Armani's Acqua di Gio, Drakkar Noir and Flowerbomb from Viktor & Rolf) designed the course as a way to better acquaint us with the complexities of scent and the expertise involved in identifying the raw materials.	Drakkar Noir	Opium	False
M1925394898	Opium (way better than the hideous men's version) Bandit (I used to have it)	Bandit	Opium	False
H1182726291	I'll give you the answers real quickly: Pink sugar, Black Opium, Black XS, la vie est belle, flowerbomb, armani si, Roberto cavalli, jimmy choo, viva la juicy, any other mediocre sugar bomb out there.	Flowerbomb	Opium	False
D487896904	Claus, there is no way if you are a HUGE GIANT fan of Kouros, Antaeus, Havana & Opium, for you not to like Yatagan, you may need to try another bottle, maybe something is wrong with the one you have, even the new one is much different from the old 80s juice is still pretty good new formulation, much better from what have been done to the new Kouros formulations.	Antaeus	Opium	False
G1049102227	I do like opium and tabu, I own them both, but I reach for this far more, it's just much easier to wear.	Tabu	Opium	False
N2243690233	Solid picks: Yves St. Laurent Opium and Miss Dior Cherie .	Miss Dior	Opium	False
T3161932240	While Opium has the best balance and IMO a better composition, I'm curious why others would perhaps prefer Youth Dew or Cinnabar.	Youth Dew	Opium	False
I1331920388	I put my beloved OPIUM in that perfume store, and in comparison with Poême, Opium lasts longer and has a much more better longevity.	PoÃªme	Opium	False
E599130821	Don't agree, to me the true bad-ass-mother-f...... is THIS... will haunt you into your dreams, without competitors ..not vintage-Opium, Shocking, or Cabochard...the real Queen of stubborness ... ( you can buy it and let it 'rest' for years.....will better...like the EO-patchou )	Cabochard	Opium	False
L1799633478	NEW YORK ( TheStreet ) -- Shareholders of Marriott International ( MAR - Get Report ) , Wyndham Worldwide ( WYN - Get Report ) , The Intercontinental Hotels Group ( IHG ) and Starwood Hotels and Resorts ( HOT ) can sleep better at night given the economic reforms and urbanization taking place in China.	Wyndham Worldwide	Marriott International	False
S2968604064	Unfortunately, Marriott International, Hilton Hotels, Hyatt Hotels and Resorts, Best Western International, Mandarin Oriental Hotel Group, Fairmont Hotels & Resorts and Intercontinental Hotels and Resorts either declined to comment or ignored our multiple requests for that information.	Mandarin Oriental Hotel Group	Marriott International	True
S2968604063	Unfortunately, Marriott International , Hilton Hotels , Hyatt Hotels and Resorts, Best Western International, Mandarin Oriental Hotel Group, Fairmont Hotels & Resorts and Intercontinental Hotels and Resorts either declined to comment or ignored our multiple requests for that information.	Mandarin Oriental Hotel Group	Marriott International	True
G963964174	Hotel clients that have taken advantage of Galileo's Featured Property in Asia include Shangri-La Hotels & Resorts, The Taj Hotels & Palaces, Mandarin Oriental Hotel Group, Banyan Tree Hotels & Resorts, Regal Hotels International, Langham Hotels International, Marriott International Inc, Starwood Hotels & Resorts Worldwide, Hilton Hotels and Hyatt Hotels & Resorts.	Mandarin Oriental Hotel Group	Marriott International	True
Q2766664588	The WSPA symposium brought together individual day spa owners like Jerri Carr who is based at Fort Belvoir, with global spa brand directors like Ryan Crabbe at Hilton Worldwide headquarters in Maclean, Jeremy McCarthy from Mandarin Oriental Hotel Group in Hong Kong, and Kenneth Ryan at Marriott International in Bethesda.	Mandarin Oriental Hotel Group	Marriott International	True
N2245830030	Some better-ranked stocks in the hotel industry include Extended Stay America, Inc. ( STAY - Snapshot Report ) Marriott International, Inc. ( MAR - Analyst Report ).	Extended Stay America, Inc.	Marriott International	False
E665364525	Eve - My Moment Freestyle	Eve	Moment	True
E681600127	Eve thought a moment.	Eve	Moment	True
E681600133	Eve thought for a moment.	Eve	Moment	True
E665291869	Eve asks for another moment.	Eve	Moment	True
E665291967	Eve asks Sam to wait a moment.	Eve	Moment	True
L1765007294	My favorite moment was on Christmas Eve.	Eve	Moment	True
L1904559556	One the eve of this historic moment...	Eve	Moment	True
E665313287	Eve: It was an extremely cool moment.	Eve	Moment	True
E681592297	Eve shares a tender moment with Chad.	Eve	Moment	True
L1771375681	My most memorable moment was Christmas Eve.	Eve	Moment	True
K1726904616	moment later, God told Eve..." Clunk.	Eve	Moment	True
O2352320951	Than at the moment meets the eve.	Eve	Moment	True
E681595994	Eve stared at Jesus for a moment.	Eve	Moment	True
L1796773912	New Music: Eve "My Moment (Freestyle)"	Eve	Moment	True
E562063547	Definitely a memorable New Years Eve moment.	Eve	Moment	True
J1564265237	Julian and Eve shared a close moment.	Eve	Moment	True
K1661302719	Madam & Eve speaks to the moment	Eve	Moment	True
S3015974831	Was having a senior moment last eve.	Eve	Moment	True
D479589080	Christmas Eve without a moment of consideration.	Eve	Moment	True
E665297921	Eve didn't answer for a moment.	Eve	Moment	True
E681596982	Eve studied him for a long moment . . .	Eve	Moment	True
H1201150032	I'm free trialling EVE at the moment.	Eve	Moment	True
M2063268863	Railing for a moment.' his eve flashing.'	Eve	Moment	True
E613645783	Drinking hot chocolate or tea will help your period flow faster and they'll help Midol, Motrin, Tylenol, ibuprofen, caffeine or whatever you take for your cramps kick in faster and last longer.	Midol	Motrin	False
G941569976	Hi, I have also used Plan B and had cramps, they are normal but if they become severe you need to go see you doc, but if there mild try some advil or motrin, I used midol and that worked great for me, but if the cramps get worse see a doc right away as that could be a sign of pregnancy, also you might have nausea, headache, Breast pain, tiredness but these side effects are not serious, I hope this and feel better.	Midol	Motrin	False
H1087772663	I found that Advil worked better than Midol for me and Tylenol never works for any kind of pain, not for myself anyways.	Advil	Midol	True
G1055209050	I don't like pills but I take ibuprofen, Midol didn't help, Advil barely helps, I tried to change my diet and realized the less junk food I eat it seems my period gets a bit better, I have heat pads, drink a lot of water...	Advil	Midol	True
T3210019388	Works way better than Tylenol, ibuprofen, or even Midol!	Ibuprofen	Midol	False
I1333762872	I read the ingredients on a bottle of Midol once, and the only ingredients were caffeine and ibuprofen... why would they put caffeine in it if it didn't help, and only made things worse?	Ibuprofen	Midol	False
G944617803	His athleticism around the basket was superior all night long, while Carter-Williams was solid as well.	All	Williams	False
L1824834388	Not all energy stocks are performing as poorly as Williams.	All	Williams	False
T3181339967	Williams continues his solid all-around play.	All	Williams	False
T3181481637	Williams, Montgomery, Chester are all solid.	All	Williams	False
T3181586451	Williams simply was superior doing all of it.	All	Williams	False
T3212568297	Would rank Paul, D. Williams, Rando, Nash all superior PG's.	All	Williams	False
I1327657692	IOW, the Heat's 3 Stooges at point guard are all worse than mediocre, Spoelstra should play Cp3 or deron Williams off the bench.	All	Williams	False
T3181430349	Williams is a decent post-up guy, after all.	All	Williams	False
K1684082904	Marvin Williams: he's a decent all-around producer	All	Williams	False
M2059784939	[quote]I slept with Doug Williams and all I got was this lousy Latina baby.	All	Williams	False
B196207475	All I've seen is one lousy pic of ol' Robin Williams lookin' rather haggar.	All	Williams	False
A159082737	After all...Hank Williams is the direct descendent of poor whites and poorer Indians.	All	Williams	False
R2794484505	They're stronger, bigger, faster, better trained and pushed above all by the example of the Williams sisters.	All	Williams	False
S3012083090	Walker might hit his top gear faster, but Williams looks faster over all.	All	Williams	False
B202285802	All that was left was Ted Williams and the farm system produced only mediocre players.	All	Williams	False
N2123428315	Ruvell Martin, Mike Williams, Braylon Edwards all were either red-tagged, reclamation projects or mediocre talent.	All	Williams	False
F891982531	He made Maurice Williams, a mediocre PG, at best, into an All-Star.	All	Williams	False
O2373888626	That's all Terrance Williams has going for him, other than that he's a mediocre Nfl WR.	All	Williams	False
I1372134501	"It'd just be easier for all concerned," Williams said.	All	Williams	False
N2187117190	sherwin-williams, whirlpool, all turning in solid performances.	All	Williams	False
R2788457777	They make simple maintenance a breeze, not to mention parking in certain situations easier and safer.	Breeze	Simple	True
N2208000919	Simple rhythms become easier to play, complex rhythms a breeze.	Breeze	Simple	True
L1826607876	NOTE: Bolted or solid/simple gear anchors make any of these scenarios a breeze.	Breeze	Simple	True
D421399013	But varying speed is simple with a ZTR so going slower over those areas is a breeze.	Breeze	Simple	True
K1631464655	Like the 410gsm, the 345gsm gets better reception and sounds better than AT&T's other simple phone, the Pantech Breeze .	Breeze	Simple	True
Q2634996197	There are a few simple techniques that can make life a lot easier and make straight stitching a breeze!	Breeze	Simple	True
I1405484047	It is easier to understand and its diets and recipes are simple, tasty and a breeze to follow.	Breeze	Simple	True
P2460585385	The Deni 3500 was so simple to set up, even easier to use, and a breeze to clean.	Breeze	Simple	True
N2243628495	Solid colors turn to simple stripes in this classic fit cap, making changing your look up a breeze.	Breeze	Simple	True
N2208457213	Simply muddled with a hint of simple syrup and lime, then topped off with vodka and seltzer, this sour cherry cooler is breeze to make.	Breeze	Simple	True
S3114469033	What's even better is it's a breeze to stage with minimal sets, simple costuming and very flexible casting....	Breeze	Simple	True
Q2756453689	The Vista just seems to get slower and slower...even when it hasn't been used in months- and it was just such a pain to do a few simple things, which would be a breeze in Ubuntu.	Breeze	Simple	True
P2518938525	The Hydro-Glide rest offers simple setup, assuring perfect center shot for superior accuracy, making snap-shooting or still-shooting a breeze!	Breeze	Simple	True
K1657083104	Luckily, there is WebEyes , a simple form of adaptive technology that allows Web readers to breeze through pages faster than you can hit the refresh button.	Breeze	Simple	True
N2164729232	SetupBuilder's easy-to-use "Visualizer" interface makes creating simple installers a breeze, and makes building complex installers easier than ever before.	Breeze	Simple	True
R2840033033	This is much easier than it sounds, just research creating a partition, it's simple and Windows 7 makes it a breeze.	Breeze	Simple	True
Q2641808730	There are several solid options out there, but Breeze could very well be the sleekest and most simple of them all.	Breeze	Simple	True
