,id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
2228,B210760594,jbt,mit,stanford,"Already, my Berkeley and mit essays feel better than my UCLA and stanford ones.",1.0,1.0,5,0,0,BETTER,5,3,2,"Already, my Berkeley and <span style=""color: #9A14B2; font-weight: bold"">mit:[OBJECT_A]</span> essays feel better than my UCLA and <span style=""color: #6CB219; font-weight: bold"">stanford:[OBJECT_B]</span> ones.",5,1.0,1.0
1159,B181887625,brands,Dell,Apple,"Ah, the Macalope loves it when a Dell executive steps forward and says something dumb about Apple; it makes the horny one's job easier.",1.0,0.5319,1,0,4,NONE,4,3,2,"Ah, the Macalope loves it when a <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> executive steps forward and says something dumb about <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>; it makes the horny one's job easier.",5,0.81276,0.8
1927,F824612673,brands,Google,Kingston,"Google map shows that the Maybrook line - Hudson Valley Rail Trail, heads south and is just east of the rail trail that in dribs and drabs runs from Walden to New Paltz and eventually to Kingston.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> map shows that the Maybrook line - Hudson Valley Rail Trail, heads south and is just east of the rail trail that in dribs and drabs runs from Walden to New Paltz and eventually to <span style=""color: #6CB219; font-weight: bold"">Kingston:[OBJECT_B]</span>.",5,1.0,1.0
922,B328773304,compsci,Eclipse,NetBeans,"apps are Eclipse, oracle's jdeveloper and NetBeans.",1.0,1.0,0,0,6,NONE,6,3,3,"apps are <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>, oracle's jdeveloper and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",6,1.0,1.0
1678,A25966141,compsci,Windows 98,Windows XP,"14"" monitors, Windows 2000, Windows 98 or Windows XP are usually installed and most of the cafes have an internet connection with a decent speed.",1.0,1.0,0,0,5,NONE,5,3,2,"14"" monitors, Windows 2000, <span style=""color: #9A14B2; font-weight: bold"">Windows 98:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> are usually installed and most of the cafes have an internet connection with a decent speed.",5,1.0,1.0
592,O2387790235,brands,Intel,Google,"The 11.6-inch laptop features a dual-core Intel Celeron processor, 100GB of free Google Drive storage, a16GB solid state drive (SSD), an HD camera, three USB 2.0 ports, one HDMI port, one VGA port and a four hours of battery life.",1.0,1.0,0,0,5,NONE,5,3,2,"The 11.6-inch laptop features a dual-core <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Celeron processor, 100GB of free <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Drive storage, a16GB solid state drive (SSD), an HD camera, three USB 2.0 ports, one HDMI port, one VGA port and a four hours of battery life.",5,1.0,1.0
2263,T3182295802,jbt,softball,basketball,Will Michigan be the first school in the country with better average attendance at softball games than men's basketball?,1.0,0.5143,4,0,1,BETTER,4,3,2,"Will Michigan be the first school in the country with better average attendance at <span style=""color: #9A14B2; font-weight: bold"">softball:[OBJECT_A]</span> games than men's <span style=""color: #6CB219; font-weight: bold"">basketball:[OBJECT_B]</span>?",5,0.80572,0.8
1286,S2996031463,compsci,Scala,Java,Vassil: Scala is really no harder and somewhat less complex than what Java has become.,1.0,1.0,5,0,0,BETTER,5,3,2,"Vassil: <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is really no harder and somewhat less complex than what <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> has become.",5,1.0,1.0
1267,H1149304820,brands,Intel,Microsoft,"I have Intel at the present and considering to upgrade to a faster toy like Athlon but after reading all the news, I think I will stick with Microsoft Windows XP Home, it is faster than Athlon XP2600.",0.7123,0.5556,0,2,3,NONE,3,3,2,"I have <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> at the present and considering to upgrade to a faster toy like Athlon but after reading all the news, I think I will stick with <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Windows XP Home, it is faster than Athlon XP2600.",5,0.6496200000000001,0.6
504,K1744944428,brands,Motorola,Samsung,Motorola uses RGBW and Samsung uses RGBG.,0.6909,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> uses RGBW and <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> uses RGBG.",5,0.81454,1.0
1839,H1124182702,jbt,pizza,soup,"If you sprinkle cayenne pepper flakes on your low-fat pizza or soup, toss some sliced jalapeno peppers into your salad, or chop some habanero peppers into your turkey chili, you may be able to lose weight faster!",1.0,1.0,0,0,5,NONE,5,3,2,"If you sprinkle cayenne pepper flakes on your low-fat <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">soup:[OBJECT_B]</span>, toss some sliced jalapeno peppers into your salad, or chop some habanero peppers into your turkey chili, you may be able to lose weight faster!",5,1.0,1.0
2395,G1036190779,compsci,JavaScript,PHP,"I could find another way to do this with JavaScript, but I'm learn'n PHP and (better) CSS.",0.6679,0.5217,0,2,3,NONE,3,3,2,"I could find another way to do this with <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, but I'm learn'n <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> and (better) CSS.",5,0.6094200000000001,0.6
8,T3281768598,compsci,JavaScript,PHP,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",0.3721,1.0,0,3,2,WORSE,3,3,2,"You will want some <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> (or JQuery) and at some point some server side scripting, I find <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> easier to learn but asp.Net was more functional.",5,0.62326,0.6
1405,P2506552623,brands,Google,Microsoft,The Google/Microsoft name will make it easier to make the transition.,1.0,1.0,0,0,5,NONE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> name will make it easier to make the transition.",5,1.0,1.0
1858,L1806075314,brands,Nissan,Honda,"Nissan, Honda",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span>",5,1.0,1.0
1266,R2832672616,compsci,Ethernet,USB,"This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",1.0,0.5255,4,1,0,BETTER,4,3,2,"This is all done via the gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> interface, rather than the much slower <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> interface.",5,0.8102,0.8
1166,R2877716398,jbt,ps2,ds,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,0.6557,0.525,1,3,1,WORSE,3,3,2,"This was one of my favourite games on the <span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> and looks fantastic on the <span style=""color: #6CB219; font-weight: bold"">ds:[OBJECT_B]</span>: the same but better!",5,0.60342,0.6
1262,A151622205,brands,Advil,Motrin,Advil/Motrin can be helpful.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span> can be helpful.",5,1.0,1.0
2398,O2278050633,jbt,google,itunes,So who's to say google will do any better with a complex itunes style service?,0.3539,0.5,2,1,2,NONE,2,3,2,"So who's to say <span style=""color: #9A14B2; font-weight: bold"">google:[OBJECT_A]</span> will do any better with a complex <span style=""color: #6CB219; font-weight: bold"">itunes:[OBJECT_B]</span> style service?",5,0.41234000000000004,0.4
2090,D509778516,compsci,Java,Smalltalk,"Computer languages supported on the network include Java, C#, C++, Perl, Smalltalk, and COBOL.",1.0,1.0,0,0,5,NONE,5,3,2,"Computer languages supported on the network include <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, C#, C++, Perl, <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>, and COBOL.",5,1.0,1.0
1708,I1389062108,compsci,Ruby,Python,I think Perl makes it easier than Ruby or Python to write hard-to-maintain programs.,1.0,1.0,0,0,5,NONE,5,3,2,"I think Perl makes it easier than <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> to write hard-to-maintain programs.",5,1.0,1.0
1523,C385537727,compsci,Ethernet,USB,"as well as AWM002 Tiny Kit which adds Ethernet and USB, and a larger board with easier access to all ports and I/Os.",1.0,1.0,0,0,5,NONE,5,3,2,"as well as AWM002 Tiny Kit which adds <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span>, and a larger board with easier access to all ports and I/Os.",5,1.0,1.0
590,L1886222908,compsci,Ethernet,Bluetooth,"Once again, the console will have wireless networking support built in, gigabit Ethernet, Bluetooth connectivity, a ""large"" hard drive, and a much faster 6x Blu-ray drive, with the other interesting new addition being high speed USB 3.0 instead of the slower and more common USB 2.",0.6545,1.0,0,0,5,NONE,5,3,2,"Once again, the console will have wireless networking support built in, gigabit <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> connectivity, a ""large"" hard drive, and a much faster 6x Blu-ray drive, with the other interesting new addition being high speed USB 3.0 instead of the slower and more common USB 2.",5,0.7927,1.0
2196,S2996254878,compsci,PHP,Java,"vb and PHP have or will have lambda's I just see C#, dare I say it, innovate faster than Java has lately.",1.0,1.0,5,0,0,BETTER,5,3,2,"vb and <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> have or will have lambda's I just see C#, dare I say it, innovate faster than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> has lately.",5,1.0,1.0
2335,F858514843,compsci,USB,Ethernet,"HDMI has to be severely bent, USB ports are worse, and even the Ethernet only has about 1/4"" of cable exposed before the wall.",1.0,1.0,0,0,5,NONE,5,3,2,"HDMI has to be severely bent, <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> ports are worse, and even the <span style=""color: #6CB219; font-weight: bold"">Ethernet:[OBJECT_B]</span> only has about 1/4"" of cable exposed before the wall.",5,1.0,1.0
984,G972909687,compsci,Windows XP,Windows Vista,"However, either solution is far better than running as an administrator under Windows XP or with UAC turned off in Windows Vista.",1.0,1.0,0,0,5,NONE,5,3,2,"However, either solution is far better than running as an administrator under <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> or with UAC turned off in <span style=""color: #6CB219; font-weight: bold"">Windows Vista:[OBJECT_B]</span>.",5,1.0,1.0
1783,O2401730773,jbt,iphone,laptop,"The answer, much like the iphone, is you better have your laptop with you.",0.6667,0.5106,0,3,2,WORSE,3,3,2,"The answer, much like the <span style=""color: #9A14B2; font-weight: bold"">iphone:[OBJECT_A]</span>, is you better have your <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span> with you.",5,0.60426,0.6
45,S3109169196,jbt,ipod,iphone,What ipod/iphone models would work better?,1.0,1.0,0,0,5,NONE,5,3,2,"What <span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">iphone:[OBJECT_B]</span> models would work better?",5,1.0,1.0
106,T3186601197,compsci,Groovy,Java,Wiser acts as an SMTP server on your system and makes the messages it receives directly available to your Groovy (or Java) program.,1.0,1.0,0,0,5,NONE,5,3,2,"Wiser acts as an SMTP server on your system and makes the messages it receives directly available to your <span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> (or <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>) program.",5,1.0,1.0
744,F824385502,compsci,PostgreSQL,Oracle,"Google for some combination of PostgreSQL, better than row-level locking, and MVCC for their claims that they have it and Oracle doesn't.",1.0,1.0,5,0,0,BETTER,5,3,2,"Google for some combination of <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span>, better than row-level locking, and MVCC for their claims that they have it and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span> doesn't.",5,1.0,1.0
753,S2987699932,brands,Microsoft,Dell,"Using white spaces ""will provide a way to provide broadband across long distances at much faster speeds than cellphone networks and WiFi,"" said Jake Ward, spokesman for the Wireless Innovation Alliance, which includes Google, Microsoft, HP and Dell.",1.0,1.0,0,0,5,NONE,5,3,2,"Using white spaces ""will provide a way to provide broadband across long distances at much faster speeds than cellphone networks and WiFi,"" said Jake Ward, spokesman for the Wireless Innovation Alliance, which includes Google, <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span>, HP and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.",5,1.0,1.0
444,A91227007,compsci,MySQL,PostgreSQL,"5. Featurewise, MySQL is an inferior solution to contenders like PostgreSQL.",1.0,0.5455,0,5,1,WORSE,5,4,2,"5. Featurewise, <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> is an inferior solution to contenders like <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",6,0.8484999999999999,0.8333333333333334
529,A123555600,brands,Intel,Hewlett-Packard,"Accenture, Intel, BEA, Hewlett-Packard and Oracle are also members of WS-I.",1.0,1.0,0,0,5,NONE,5,3,2,"Accenture, <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span>, BEA, <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span> and Oracle are also members of WS-I.",5,1.0,1.0
1124,H1126437669,brands,Buick,Cadillac,"if you want something nicer, both Buick and Cadillac make some of the sharpest cars on the road right now.",1.0,1.0,0,0,5,NONE,5,3,2,"if you want something nicer, both <span style=""color: #9A14B2; font-weight: bold"">Buick:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> make some of the sharpest cars on the road right now.",5,1.0,1.0
1024,O2309197204,compsci,Objective-C,Swift,Strong background in Objective-C and Swift.,1.0,1.0,0,0,5,NONE,5,3,2,"Strong background in <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",5,1.0,1.0
1109,D410979589,jbt,harvard,cornell,"But that will be easier said than done for harvard, who visits cornell and needs to be wary of the Big Red.",1.0,1.0,0,0,5,NONE,5,3,2,"But that will be easier said than done for <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, who visits <span style=""color: #6CB219; font-weight: bold"">cornell:[OBJECT_B]</span> and needs to be wary of the Big Red.",5,1.0,1.0
1168,F741039146,jbt,harvard,princeton,"For Economics, harvard, Stanford, MIT and princeton have better reputations.",1.0,1.0,0,0,5,NONE,5,3,2,"For Economics, <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span>, Stanford, MIT and <span style=""color: #6CB219; font-weight: bold"">princeton:[OBJECT_B]</span> have better reputations.",5,1.0,1.0
1682,P2575335181,jbt,psp,wii,The new psp ghost recon is better then this piece of junk they put out for the wii .,0.6779,1.0,4,0,1,BETTER,4,3,2,"The new <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> ghost recon is better then this piece of junk they put out for the <span style=""color: #6CB219; font-weight: bold"">wii:[OBJECT_B]</span> .",5,0.80674,0.8
859,P2491857252,brands,Intel,Apple,The first thing you are going to need is an Intel Based Apple Computer running OSX 10.6.6 or better.,1.0,1.0,0,0,5,NONE,5,3,2,"The first thing you are going to need is an <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Based <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> Computer running OSX 10.6.6 or better.",5,1.0,1.0
814,F864165859,jbt,pizza,bread,HEARTH DECKS hold heat for superior pizza crust and bread browning.,1.0,1.0,0,0,5,NONE,5,3,2,"HEARTH DECKS hold heat for superior <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span> crust and <span style=""color: #6CB219; font-weight: bold"">bread:[OBJECT_B]</span> browning.",5,1.0,1.0
1032,F807927967,brands,Intel,Dell,"Getting an X2 HP system, though, would of course make it faster than almost any Intel Pentium D configuration from Dell.",1.0,1.0,0,0,5,NONE,5,3,2,"Getting an X2 HP system, though, would of course make it faster than almost any <span style=""color: #9A14B2; font-weight: bold"">Intel:[OBJECT_A]</span> Pentium D configuration from <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span>.",5,1.0,1.0
1746,T3173921663,jbt,phone,laptop,Why does my Android phone download files slower over the same network than my laptop?,1.0,0.5,1,4,0,WORSE,4,3,2,"Why does my Android <span style=""color: #9A14B2; font-weight: bold"">phone:[OBJECT_A]</span> download files slower over the same network than my <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span>?",5,0.8,0.8
250,K1595903586,compsci,Ruby,Java,Kwalify Users' Guide (for Ruby and Java),1.0,1.0,0,0,5,NONE,5,3,2,"Kwalify Users' Guide (for <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>)",5,1.0,1.0
2107,L1777179630,compsci,MySQL,Oracle,MySQL replaces Oracle.,0.6961,1.0,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> replaces <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>.",5,0.81766,0.8
962,K1616015715,jbt,rubber,wood,Legs: Solid rubber wood and American white oak core,1.0,1.0,0,0,5,NONE,5,3,2,"Legs: Solid <span style=""color: #9A14B2; font-weight: bold"">rubber:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">wood:[OBJECT_B]</span> and American white oak core",5,1.0,1.0
79,F855403663,jbt,birthday,wedding,"Having an entertainment, birthday, wedding, or corporate parties DJ improves the fun and provides everyone a much better experience.",1.0,1.0,0,0,5,NONE,5,3,2,"Having an entertainment, <span style=""color: #9A14B2; font-weight: bold"">birthday:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">wedding:[OBJECT_B]</span>, or corporate parties DJ improves the fun and provides everyone a much better experience.",5,1.0,1.0
507,S3005149311,jbt,virginia,pennsylvania,virginia Starters: pennsylvania Starters:,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span> Starters: <span style=""color: #6CB219; font-weight: bold"">pennsylvania:[OBJECT_B]</span> Starters:",5,1.0,1.0
1177,I1246590037,compsci,USB,Bluetooth,"In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, USB 3.0, Wi-Fi and Bluetooth wireless connectivity.",1.0,1.0,0,0,5,NONE,5,3,2,"In comparison to the recent Lenovo i5 deal , this PC has a slower processor but better integrated graphics, <span style=""color: #9A14B2; font-weight: bold"">USB:[OBJECT_A]</span> 3.0, Wi-Fi and <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> wireless connectivity.",5,1.0,1.0
307,L1910279283,brands,Honda,Nissan,Only Honda and Nissan offer them.,1.0,1.0,0,0,5,NONE,5,3,2,"Only <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> offer them.",5,1.0,1.0
1648,B180113394,jbt,stone,steel,A harder hit can rip stone walls to pieces and shatter steel doors.,1.0,1.0,0,0,5,NONE,5,3,2,"A harder hit can rip <span style=""color: #9A14B2; font-weight: bold"">stone:[OBJECT_A]</span> walls to pieces and shatter <span style=""color: #6CB219; font-weight: bold"">steel:[OBJECT_B]</span> doors.",5,1.0,1.0
1718,P2496484380,jbt,football,tennis,The football and tennis standout was even better in wrestling.,1.0,1.0,0,0,5,NONE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">football:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span> standout was even better in wrestling.",5,1.0,1.0
2232,C352476483,brands,Dell,Microsoft,"As Dell has always been a big, fat Windows/Office customer for Microsoft, suing them would have been worse than idiotic.",1.0,1.0,0,0,5,NONE,5,3,2,"As <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> has always been a big, fat Windows/Office customer for <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>, suing them would have been worse than idiotic.",5,1.0,1.0
516,F736716299,brands,Google,Sony,"For all of Google TV's faults as a platform, Sony has done a decent enough job with the WiFi-endowed NSZ-GS7, though it does run on the ageing Android 3.2 Honeycomb OS.",0.6467,0.5227,0,3,2,WORSE,3,3,2,"For all of <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> TV's faults as a platform, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> has done a decent enough job with the WiFi-endowed NSZ-GS7, though it does run on the ageing Android 3.2 Honeycomb OS.",5,0.5971000000000001,0.6
926,B296914663,brands,Apple,Amazon,A new lineup from Apple ( NAS: AAPL ) along with solid tablets offerings from Amazon and Google won't help matters.,1.0,1.0,0,0,5,NONE,5,3,2,"A new lineup from <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span> ( NAS: AAPL ) along with solid tablets offerings from <span style=""color: #6CB219; font-weight: bold"">Amazon:[OBJECT_B]</span> and Google won't help matters.",5,1.0,1.0
806,O2321025800,jbt,youtube,hulu,"Summary: Pros: Decent picture if you are in front of the set, internet access to youtube, netflix, hulu.",1.0,1.0,0,0,5,NONE,5,3,2,"Summary: Pros: Decent picture if you are in front of the set, internet access to <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span>, netflix, <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span>.",5,1.0,1.0
199,B216868262,brands,Sony,Intel,"Also nice: The Sony Vaio VPCSC1AFM/S (yes, they really could've named this model better) and Toshiba Satellite E305 feature backlit keyboards, solid-state hybrid hard drives (for 50% faster boot time), Intel Wireless Display (to stream HD content wirelessly to your HDTV), and built-in Blu-ray drives.",1.0,1.0,0,0,6,NONE,6,4,2,"Also nice: The <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Vaio VPCSC1AFM/S (yes, they really could've named this model better) and Toshiba Satellite E305 feature backlit keyboards, solid-state hybrid hard drives (for 50% faster boot time), <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> Wireless Display (to stream HD content wirelessly to your HDTV), and built-in Blu-ray drives.",6,1.0,1.0
1248,M2034317638,compsci,Ruby,JavaScript,"Primarily Ruby on Rails 3.2, but always wanting to get better at JavaScript too.",0.3529,1.0,3,1,1,BETTER,3,3,2,"Primarily <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails 3.2, but always wanting to get better at <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span> too.",5,0.61174,0.6
564,Q2671064447,jbt,restaurant,cafe,The restaurant serves decent dinner and breakfast and a nearby cafe has good coffee,1.0,1.0,0,0,5,NONE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">restaurant:[OBJECT_A]</span> serves decent dinner and breakfast and a nearby <span style=""color: #6CB219; font-weight: bold"">cafe:[OBJECT_B]</span> has good coffee",5,1.0,1.0
1952,M2075464460,jbt,stone,timber,Rebuilt in 1989 to the original design with local stone solid walls and exposed low timber beamed ceiling.,1.0,1.0,0,0,5,NONE,5,3,2,"Rebuilt in 1989 to the original design with local <span style=""color: #9A14B2; font-weight: bold"">stone:[OBJECT_A]</span> solid walls and exposed low <span style=""color: #6CB219; font-weight: bold"">timber:[OBJECT_B]</span> beamed ceiling.",5,1.0,1.0
2110,E653406303,brands,Honda,BMW,ENJOY BETTER LIVING WITH GRANTS CREDIT Honda' & BMW of NORTH FLORIDA MR.,1.0,1.0,0,0,5,NONE,5,3,2,"ENJOY BETTER LIVING WITH GRANTS CREDIT <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span>' & <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> of NORTH FLORIDA MR.",5,1.0,1.0
2031,L1795151353,jbt,suv,truck,New Coronet suv truck Accessories make towing easier.,1.0,1.0,0,0,5,NONE,5,3,2,"New Coronet <span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">truck:[OBJECT_B]</span> Accessories make towing easier.",5,1.0,1.0
105,L1857343650,brands,Asus,Gigabyte,"NVIDIA GeForce GTX 550 Ti Roundup: Asus, EVGA, Gigabyte & MSI",1.0,1.0,0,0,5,NONE,5,3,2,"NVIDIA GeForce GTX 550 Ti Roundup: <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span>, EVGA, <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span> & MSI",5,1.0,1.0
544,L1813284226,brands,Nokia,Motorola,Nokia and Ericsson and Motorola and Siemens,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> and Ericsson and <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> and Siemens",5,1.0,1.0
505,A115604999,compsci,Java,Scala,A better comparison would be Java to Scala:,1.0,1.0,0,0,5,NONE,5,3,2,"A better comparison would be <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> to <span style=""color: #6CB219; font-weight: bold"">Scala:[OBJECT_B]</span>:",5,1.0,1.0
651,T3131637053,compsci,JavaScript,Ruby,"When I want a meter on my site or graphic abilities, I'll use existing technologies like JavaScript, Ruby or -if worse come to worse- even Flash.",0.6373,1.0,0,0,5,NONE,5,3,2,"When I want a meter on my site or graphic abilities, I'll use existing technologies like <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> or -if worse come to worse- even Flash.",5,0.7823800000000001,1.0
823,M1938079626,compsci,Direct3D,OpenGL,"Other CAD companies such as Altium, with Altium Designer, made the decision that forcing their customers to buy more expensive cards is not worthwhile when Direct3D is as good (if not better these days) than OpenGL.",1.0,1.0,5,0,0,BETTER,5,3,2,"Other CAD companies such as Altium, with Altium Designer, made the decision that forcing their customers to buy more expensive cards is not worthwhile when <span style=""color: #9A14B2; font-weight: bold"">Direct3D:[OBJECT_A]</span> is as good (if not better these days) than <span style=""color: #6CB219; font-weight: bold"">OpenGL:[OBJECT_B]</span>.",5,1.0,1.0
1010,M1926920081,compsci,Oracle,MySQL,Oracle MySQL Certification Training Exams,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> Certification Training Exams",5,1.0,1.0
