,sentence,object_a,object_b,predicted,gold,origin
1715,"The player is working just as well as my older Toshiba 1080p upconverting DVD player/recorder and I think the quality is actually better on my Samsung 61"" DLP 1080p HDTV.",Samsung,Toshiba,NONE,WORSE,both
1716,"Ferrari was still leading the constructors' championship, but only by 3 points to BMW Sauber.",Ferrari,BMW,WORSE,BETTER,both
1717,"If you're talking about CHRP/PREP hardware, IBM and Motorola delivered PowerPC machines with lots of PC legacy, while Apple delivered much better, legacy free PowerPC Macs.",Apple,IBM,NONE,WORSE,both
1718,I don't see a way that Python is superior to Perl.,Python,Perl,BETTER,WORSE,both
1719,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,NONE,WORSE,both
1722,Java does not support Lambdas like Python or Code Blocks like Smalltalk.,Java,Smalltalk,NONE,WORSE,both
1723,OO in Ruby or Smalltalk is very different than OO in C# or Java.,Java,Smalltalk,BETTER,NONE,both
1726,"Thereâ(TM)s another damaging situation: You can complain about itunes and subscription sites being damaging to copyright owners and having inferior audio quality, but one of the worst culprits is youtube.",youtube,itunes,WORSE,BETTER,both
1727,So in this respect Google is no better than Microsoft.,Microsoft,Google,BETTER,NONE,both
1729,"Looking backwards, investing in Sears in 1890 turned out better than investing in Sony in 1950; that, more than anything, explains the relative performance of Amazon and Apple in the stock market.",Sony,Amazon,BETTER,NONE,both
1730,"If you are like me, you understand that Ruby on Rails is way cooler these days, but do not feel ashamed to admit you're coding in PHP because sometimes it just gets the job done faster.",Ruby,PHP,WORSE,NONE,both
1731,"ARCEE changes into a motorcycle and is very quick and acrobatic with her attacks, and BULKHEAD changes into an armoured truck and moves slower, but hits much harder.",truck,motorcycle,NONE,BETTER,both
1732,Of course it's vastly inferior like hockey than to real football so that would be your answer to that question.,football,hockey,BETTER,WORSE,both
1733,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,BETTER,NONE,both
1734,faster Samsung SSDs in some units and significantly slower Toshiba SSDs in others).,Samsung,Toshiba,NONE,BETTER,both
1735,"First, Motorola, then HTC and Samsung.",Samsung,Motorola,NONE,BETTER,both
1736,"All my friends who have computers was still running Windows 98, and I recall that Windows XP ran muuuuuuuuuuuch faster than 98 in my (still outdated) AMD Athlon 700MHz.",Windows XP,Windows 98,NONE,WORSE,both
1737,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",amazon,youtube,NONE,WORSE,both
1738,"Ruby is 1.7 times slower than Perl, TCL is 3.3 times slower, and Python is 8.2 times slower!",Ruby,Python,WORSE,BETTER,both
1739,Nowdays though it seems that SE is makeing better quality built phones followed closely by Moto and Siemens (love the SL55 BTW - just i need BT) and last and IMO least - Nokia.,Nokia,Siemens,NONE,BETTER,both
1740,Smalltalk had a nice bytecoded multi-platform virtual machine long before Java.,Java,Smalltalk,NONE,BETTER,both
1741,"safer on youtube, but the google Play lists (you also work for each of languages.",google,youtube,NONE,BETTER,both
1742,I never said basketball was easier than baseball.,baseball,basketball,BETTER,NONE,both
1743,John F. kennedy did barely better against Richard nixon.,kennedy,nixon,NONE,BETTER,both
1744,"This would probably be easier in Python, but Bash works fine after you get the quoting straightened out.",Python,Bash,NONE,WORSE,both
1746,"Nokia is just one of many Windows 8 phones, and not even the best because Samsung is far better!",Nokia,Samsung,NONE,WORSE,both
1747,"Recently, however, I've ditched the laptop for a small VGA adaptor that plugs directly into my iphone ... so much easier!",laptop,iphone,NONE,WORSE,both
1748,Is the amazon Prime feed going through Roku better than renting through itunes and Apple TV?,amazon,itunes,BETTER,NONE,both
1750,"Now, unlike Microsoft, Apple isn't selling an inferior product.",Microsoft,Apple,NONE,WORSE,both
1751,My first choice was Asus then Gigabyte.,Gigabyte,Asus,NONE,BETTER,both
1753,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,NONE,BETTER,both
1756,"Apple computers seem to be better, and many (but not all) of the Dell laptops work good.",Apple,Dell,NONE,BETTER,both
1758,"Reliability for domestic autos is much better for long term reliability than you think, In JD Powers survey for long term reliability, cars on the road for four years, domestic nameplates held 3 of the top 5 spots, Buick was in 2nd place Lexus placed 1st, Cadillac and Lincoln also placed in the top 5.",Cadillac,Lexus,NONE,BETTER,both
1759,"We had an option to go West, but the starter housing prices at the time in california made the decision to come to georgia a bit easier.",california,georgia,NONE,WORSE,both
1760,"While a USB dongle is certainly possible, a software solution using the Ethernet port is a much better solution.",USB,Ethernet,NONE,WORSE,both
1761,"People might choose to use PostgreSQL because they hate Oracle, or MySQL because it's easier to find hosting, or either product because they know it better, and that's totally legitimate and perhaps worth talking about, but - partly in the interests of harmony among communities that ought to be allies - it's not what I'm going to talk about here.",Oracle,PostgreSQL,NONE,BETTER,both
1763,Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows XP,Windows 8,NONE,BETTER,both
1764,"If REAL football turns your stomach, better watch tennis... Oakland vs. Denver: An AFC West pillowfight.",football,tennis,NONE,WORSE,both
1765,"if people love the wii, they will love the nextgen graphics plus playstation Move even better.",playstation,wii,NONE,WORSE,both
1766,"Lenovo has done a nice job of making customizing easier since the IBM days, though they're probably still not as good as Dell.",IBM,Dell,NONE,WORSE,both
1767,"the ""improvements"" like Faster boot times Longer battery life Better performance More secure (Windows XP is 21 times more likely to be infected by malware than Windows 8) much better multimonitor and hardware support Faster Wi-Fi reconnection etc etc are nothing to sneeze at IMHO",Windows XP,Windows 8,BETTER,WORSE,both
1768,"Umberto, if you read my post carefully, you will see that I never say that Objective-C is superior as a language to Java.",Java,Objective-C,BETTER,NONE,both
1769,"While youtube has faced difficulties in monetizing its ads, a site like hulu has grown faster than expected, balancing things out, he said.",youtube,hulu,NONE,WORSE,both
1770,Formidable football programs are exponentially harder and more expensive to construct than decent basketball programs.,football,basketball,NONE,WORSE,both
1775,"Haskell has a decent set of libs, not quite as bit as Python however.",Python,Haskell,NONE,BETTER,both
1776,"However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).",CUDA,OpenCL,NONE,WORSE,both
1777,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,WORSE,both
1779,The new Windows 7 is said to be so much better than the problems ridden Windows Vista and is a considerable improvement on Windows XP.,Windows XP,Windows Vista,NONE,WORSE,both
1780,American corporations from Lucent Technologies Inc. to Valley legend Hewlett-Packard Co. also are struggling to catch up with faster upstarts such as Cisco and Dell Computer Corp.,Dell,Hewlett-Packard,NONE,WORSE,both
1781,It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,PHP,Perl,NONE,WORSE,both
1782,steel is stronger and harder then aluminum.,steel,aluminum,NONE,BETTER,both
1783,And from my experience the ticks are much worse in Mid missouri than they are in South georgia which is much warmer year round.,georgia,missouri,BETTER,WORSE,both
1784,"The NFL and professional baseball are covered to death in this country, and hockey is just cooler.""",baseball,hockey,NONE,WORSE,both
1785,ds beats out psp,ds,psp,NONE,BETTER,both
1786,I have played both and I have found that baseball is much harder than golf.,baseball,golf,BETTER,WORSE,both
1787,"Sure enough, my daughter moved quickly from my hand-me-down laptop to her own (faster, newer) MacBook and iphone.",laptop,iphone,NONE,WORSE,both
1788,"In Crysis the Kingston 40GB again takes second place to the Intel in the SSD ranks, making it a pretty decent proposition for gaming.",Intel,Kingston,NONE,WORSE,both
1789,":) Is Python ""better"" than Perl?",Python,Perl,BETTER,NONE,both
1790,"If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.",Java,Scala,NONE,WORSE,both
1791,If South carolina represents the worst performance to be expected of Devin Gardner than michigan is in solid hands.,carolina,michigan,BETTER,NONE,both
1792,"I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",PHP,Perl,NONE,WORSE,both
1794,"Although we have Mercedes-Benz to thank for the oxymoronic ""4-door coupe"" category, Audi has gone one better with its A7 5-door coupe .",Audi,Mercedes-Benz,NONE,WORSE,both
1795,"cider, generally, is slower then beer to develop flavors so don't rush it and you will enjoy the results.",beer,cider,BETTER,WORSE,both
1796,A plywood boat better than a steel one?,steel,plywood,BETTER,NONE,both
1797,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Sigma,Nikon,NONE,WORSE,both
1798,I'm finding that Amazon 's selection of apps are very limited and mediocre compared to Google Play.,Google,Amazon,NONE,WORSE,both
1799,"I'm thinking about grabbing an Ethernet wireless bridge or even better, a wireless USB network adapter.",USB,Ethernet,NONE,WORSE,both
1800,"virginia Tech put together a solid drive, but michigan forced a 37-yard field goal.",virginia,michigan,NONE,WORSE,both
1802,Mostly that it's almost definitely harder to write maintainable PHP than it is to write maintainable Perl.,PHP,Perl,BETTER,WORSE,both
1803,"Here you say that you like Python clean syntax, but do you know that Pliant one is as clean but much more flexible (can either look instructions centric or Lisp like), and can even be customized to better match various needs.",Python,Lisp,WORSE,NONE,both
1804,"No Motorola ever, long live Nokia!",Nokia,Motorola,NONE,WORSE,both
1805,It could be worse for Microsoft - Apple could be dominating this market.,Microsoft,Apple,NONE,WORSE,both
1807,i have been trying to bend MySQL (PostgreSQL has better support,MySQL,PostgreSQL,NONE,WORSE,both
1808,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Sony,Intel,NONE,BETTER,both
1810,"It gets better-this is cnn, not fox.",fox,cnn,NONE,BETTER,both
1811,Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,Apple,Sony,NONE,WORSE,both
1812,I don't see Apple syncing anything better than Google.,Apple,Google,BETTER,WORSE,both
1813,"Example, in the midsize sedan market the products offered by American companies like GM and Ford are EVERY BIT as good as the Japanese, European or Korean competition (The jury is out on the Chrysler 200) but people flock to Toyota and Honda dealerships because there's the ""belief"" that it's a better, more dependable product.",Toyota,Chrysler,NONE,WORSE,both
1815,"Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.",Ford,Honda,NONE,WORSE,both
1817,(Is It easier to beat a google than a facebook?),google,facebook,BETTER,NONE,both
1818,"However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of Windows XP in April , which may encourage consumers to ditch old laptops in favor of new Windows 8 devices.",Windows XP,Windows 8,NONE,WORSE,both
1819,When giving presentations I find it easier to carry around my ipod and A/V chord instead of a laptop and chords.,laptop,ipod,NONE,BETTER,both
1821,I'm finding that amazon 's selection of apps are very limited and mediocre compared to google Play.,google,amazon,NONE,WORSE,both
1822,"u can run a Toyota like shit for years b4 anything will break, a BMW is more sensitive but it is much nicer to drive and its more comfertable.",Toyota,BMW,NONE,WORSE,both
1823,The Mercedes-Benz E220 provides a solid option but it can't match the driving dynamics of the BMW or the style and interior luxury of the Audi.,Audi,Mercedes-Benz,NONE,WORSE,both
1824,"it's like those auto industry awards from the last decade where the latest mediocre vehicle from Ford wins ""Car of the Year"" but everybody on the voting panel drives a BMW, toyota, or volvo.",Ford,BMW,NONE,WORSE,both
1825,"The compact computer now gets integrated WiFi and Bluetooth, rather than just wired Ethernet connectivity, together with a built-in hard-drive of unspecified capacity; Marvell have also given it a faster CPU, in the shape of the 2GHz Armada 300 processor.",Ethernet,Bluetooth,BETTER,NONE,both
1826,"Java has an impoverished model of abstraction; Groovy is a decent alternative (I find its syntax and a few language features a little weird at times, but when you come from a Lisp/Smalltalk background, languages with extensive syntax always seem a little crude :)",Java,Groovy,NONE,WORSE,both
1827,I've seen much better from Dell and certainly the Sony XBrite and Toshiba TruBrite screens are better than what the Inspiron 6000 offers up.,Sony,Dell,NONE,WORSE,both
1828,"In addition, having already previewed Samsung i7110, we have to admit that the Nokia ergonomics are a whole lot better.",Nokia,Samsung,NONE,WORSE,both
1829,"Despite improved security in Windows 8, McAfee believes targeted malware will be available faster than it was for Windows 7.",Windows 7,Windows 8,BETTER,WORSE,both
1830,"Jefferson, LA USA LUKE: Is Perl better than Python?",Python,Perl,BETTER,NONE,both
1831,"I'm using mesa and xserver 9999 _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog",Google,Kingston,NONE,BETTER,both
1836,The only thing better than a cold glass of beer is tea with Miss McGill.,beer,tea,NONE,WORSE,both
1838,"Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, Lisp, Smalltalk) but are harder to hit into large syntax languages such as Java.",Java,Lisp,NONE,BETTER,both
1839,stone is harder than metal.,metal,stone,BETTER,NONE,both
1841,"For production I prefer PostgreSQL because it's free,fast(comparing to Oracle it's almost twice faster on my projects), easy to use and distribute and quite powerful.",Oracle,PostgreSQL,NONE,BETTER,both
1842,"2. Horrible synchronization sotfware (Siemens, but from what I'm told Nokia is no better).",Nokia,Siemens,NONE,BETTER,both
1843,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",Toyota,Chrysler,BETTER,WORSE,both
1844,"After abandoning Ruby (until they calm down), I started exploring Perl and C/C++ with much better results.",Ruby,Perl,NONE,WORSE,both
1849,It'd be a lot easier (for me) in PHP but I have to use JavaScript this time.,PHP,JavaScript,NONE,BETTER,both
1850,"Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.",Toyota,Chevrolet,NONE,BETTER,both
1852,But they get better fuel economy than our new CRD jeep and definitely better fuel economy than any gas powered suv of similar size.,suv,jeep,BETTER,NONE,both
1854,"Hewlett-Packard swooped in with the better bid to overtake Dell and win 3Par, so now we can all sit back and wait for the next acquisition battle to roll around.",Dell,Hewlett-Packard,NONE,BETTER,both
1855,"you ignorant georgia fans are worse then texas a&m, lsu, south carolina, florida, and BAMA!",georgia,carolina,NONE,WORSE,both
1856,"Generally, both Amazon and Google are superior to Apple in managing recommendations.",Apple,Amazon,NONE,BETTER,both
1857,"I really had been leaning to a 61"" Samsung but after looking at both again decided the Toshiba was just as good, 4"" larger AND a much better buy.",Samsung,Toshiba,NONE,WORSE,both
1858,"Mine was the hot dog à la maison (16), a fairly decent sausage presented on rather dry bread and topped with pickled fennel.",bread,sausage,NONE,BETTER,both
1859,I liked the Toyota over the Ford and it looks better than the Chevy.,Ford,Toyota,NONE,BETTER,both
1860,"Summary: I think Asus can sale a faster computer for that price anyway, it is good but not cheap, the touch screen is the best part, well if the computer have Windows 8, but every body knows that Microsoft Windows XP, vista, 7, 8 are crap, i will install on it Red Hat Enterprise Linux Desktop, Linux is the...",Windows XP,Windows 8,NONE,BETTER,both
1861,"If the SEC felt like dipping into the ACC, Clemson or North carolina would make more sense, but I still think missouri is a better fit.",carolina,missouri,NONE,WORSE,both
1862,"For that reason, I dropped itunes as soon as I could get a decent selection from amazon.",amazon,itunes,NONE,WORSE,both
1863,"There's no doubt that hockey is harder to master than baseball, in general.",baseball,hockey,BETTER,WORSE,both
1864,"In this environment having less is more, few models like Apple, creates better volumes of manufacturing efficiency, thus undermining the Dell manufacturing model of the 1990's.",Apple,Dell,NONE,BETTER,both
1865,"We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?",iOS,Apple TV,BETTER,NONE,both
1866,"faster than C++, more concise than Perl, more regular than Python, more",Python,Perl,BETTER,NONE,both
1867,"Rather than take a sporty approach, and build a true rear-wheel drive competitor to the BMW 3-Series and Mercedes-Benz 190E sedans, Lexus took a much softer and safer route, basing their entry-level ES, or ""Executive Sedan,"" on the very un-sporty front-wheel drive Toyota Camry.",Toyota,BMW,NONE,BETTER,both
1868,"I was originally going to develop my website using JSPs, but learned that my ISP did not support JSPs, only Java servlets (!), so I was forced to look at PHP as a faster, easier way of developing the site.",Java,PHP,NONE,WORSE,both
1869,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",Samsung,AMD,NONE,WORSE,both
1870,Eclipse instead of NetBeans,Eclipse,NetBeans,NONE,BETTER,both
1871,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,WORSE,both
1872,I haven't really used my truck anymore since I have a motorcycle (saving gas while getting there faster).,truck,motorcycle,NONE,WORSE,both
1873,"Swift Swift is based on Objective-C, and will be even easier for a Java programmer to learn and use.",Java,Objective-C,NONE,WORSE,both
1874,"Like Apple's Genius in itunes, google has something similar but better called Instant Mix.",google,itunes,NONE,WORSE,both
1875,Visibly faster than Python ... faster than Java I'd bet.,Java,Python,BETTER,NONE,both
1876,We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',Java,Lisp,NONE,WORSE,both
1877,"Generally Toyota appears to build well solid if boring cars, but this is a Ford class failure, e.g.",Ford,Toyota,WORSE,BETTER,both
1878,Is Python better than Perl?,Python,Perl,BETTER,NONE,both
1879,"could also do that for MySQL, but PostgreSQL is simply a better RDBMS.",MySQL,PostgreSQL,NONE,WORSE,both
1881,The fox polling was a superior process to what cnn used.,fox,cnn,NONE,BETTER,both
1882,Why make it harder on yourself by using such an advanced language as Perl when you can have an easier and more successful time with PHP.,PHP,Perl,NONE,WORSE,both
1883,It can be very easy to change Perl code quickly but slower in PHP.,PHP,Perl,NONE,BETTER,both
1884,"I would have expected Python to be slower than Java, but apparently that is not the case.",Java,Python,WORSE,BETTER,both
1887,The ps3 MOVE is just the wii with better graphics.,wii,ps3,NONE,BETTER,both
1888,"I guess you could say it's like gamecube to wii... it's better, but only just.",wii,gamecube,NONE,WORSE,both
1890,Where marketshare matters more -- the tablet market -- Apple dominates over Google and inferior competitors such as Microsoft and Blackberry .,Microsoft,Google,NONE,BETTER,both
1891,Adidas is a German company - therein I understand Nike being American better already.,Nike,Adidas,NONE,WORSE,both
1893,"The MS-product which is handling the game proper is DirectX/Direct3D, which is pretty damn decent and generally regarded as the best there is (the competitor is OpenGL).",OpenGL,Direct3D,NONE,BETTER,both
1894,"Shouldn't nixon have surrendered to McGovern in 1972, the better to lay the groundwork for a reagan resurgence in 1976?",reagan,nixon,NONE,WORSE,both
1896,"That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.",virginia,oregon,NONE,WORSE,both
1897,"The Wildcats have beaten 2 solid Pac-10 teams in Stanford and oregon State, and also own a better than it seems win over Central michigan.",michigan,oregon,BETTER,NONE,both
1898,Could the Google-opoly be any worse than the Microsoft Empire?,Microsoft,Google,WORSE,NONE,both
1899,Does this imply that milk is worse than soda as far as tooth decay is concerned??,milk,soda,WORSE,NONE,both
1900,"While Windows XP was compatible with over 90 percent of the then-current hardware at its launch, Windows Vista offers even better compatibility.",Windows XP,Windows Vista,BETTER,WORSE,both
1901,"It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",youtube,itunes,NONE,BETTER,both
1907,"Lisp is about 1.5 to 4 times faster than Java, and about 10 to 50 times faster than Python.",Java,Python,BETTER,NONE,both
1908,"Even without that killer app, people who do upgrade from older versions, such as Windows 98, are likely to find Windows XP to be ""a better version of Windows than a lot of people have realized,"" Cherry said.",Windows XP,Windows 98,NONE,WORSE,both
1909,"And though the OpenGL renderer does not support all effects in the game, we are more interested in simple texturing, which is no worse than in the main Direct3D version.",OpenGL,Direct3D,WORSE,BETTER,both
1911,"Ford surpassed Toyota in overall reliability years ago, and the Fusion has outranked the poorly built Camry in reliability by two full levels for the past three years.",Ford,Toyota,NONE,BETTER,both
1912,I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.,Oracle,PostgreSQL,NONE,WORSE,both
1913,"This tea is much better with milk, I think.",milk,tea,BETTER,NONE,both
1914,"Originally, that up there said 'Smalltalk' instead of 'Java'.",Java,Smalltalk,NONE,BETTER,both
1915,"For those that mention that OpenGL pipeline is much worse on Windows, remember that ON WINDOWS you were already getting an accelerated pipeline with DirectDraw/Direct3D.",OpenGL,Direct3D,NONE,WORSE,both
1916,"Only Nevada (14.4 percent), michigan (13 percent) and california (12.4 percent) were worse.",california,michigan,NONE,BETTER,both
1917,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",PHP,JavaScript,NONE,WORSE,both
1918,"I wouldn't be too concerned about using Windows 8, Windows 7 is usually regarded as 'better'.",Windows 7,Windows 8,NONE,WORSE,both
1920,"Perhaps start your day off with a breakfast cone, which features a luscious blend of eggs, sausage, bacon and jack/cheddar cheese - like a breakfast sandwich, but better!",sandwich,sausage,NONE,BETTER,both
1921,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Nokia,Siemens,NONE,WORSE,both
1922,"Money is available, but authorization to use it is being withheld until Chevrolet does better in this little sales tussle with Ford.",Ford,Chevrolet,NONE,BETTER,both
1923,You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,lumber,plywood,NONE,WORSE,both
1924,"But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",Ford,Honda,NONE,WORSE,both
1925,I don't think very many people are going to buy an Sigma SD-10 when the Canon 10D and Nikon D70 are so clearly superior.,Sigma,Nikon,NONE,WORSE,both
1926,It's definitely gotten worse since we moved to North carolina from california.,california,carolina,NONE,WORSE,both
1927,There's also a whole bunch of things that Java can do way better (PHP can't even handle longs well!).,Java,PHP,NONE,BETTER,both
1928,How many of us know why a given model of Nike is better (worse) than a given pair of Adidas?,Nike,Adidas,WORSE,NONE,both
1929,"Nikon gave to Sigma a first ""wake-up call"" with the cheaper and much better 35mm 1.8DX.",Sigma,Nikon,NONE,BETTER,both
1930,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",plastic,cardboard,NONE,WORSE,both
1931,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",OpenGL,Direct3D,BETTER,WORSE,both
1932,"The abstraction level of both C# and Java is mediocre; it's much better than C, somewhat weaker (!) than C++, and not nearly as good as languages that support both object-oriented and functional programming (such as Lisp and Ocaml).",Java,Lisp,BETTER,WORSE,both
1933,"You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,WORSE,both
1934,"They had better enter it in sports car racing like Ford is doing with the new Mustang which has already won four races against BMW M3s, Porsche 911s, Nissan 350Zs, and other cars in Grand-Am Cup.",Ford,BMW,NONE,BETTER,both
1935,"These are languages like Java, C++, Pascal, etc. Instead of going in the direction of more expressive type systems and better type inference, (as in Haskell, for example, and even SQL to some extent), some people like to just keep all the ""type"" information in their head (and in their tests) and do away with static typechecking altogether.",Java,Haskell,BETTER,WORSE,both
1936,"I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",california,oregon,NONE,WORSE,both
1937,I know you can write Scala as a 'better Java'.,Java,Scala,NONE,BETTER,both
1939,"again, usc lost to oregon fucking state!! notre dame will have 1 quality win and a piss-poor sched, and michigan will have 2 quality wins(bucky, and i reluctanly add notre dame) and a mediocre sched.",michigan,oregon,NONE,WORSE,both
1940,"This implementation is based on Integer arithmetic, while the second-generation versions RANLXS and RANLXD described above provide Floating-point implementations which will be faster on many platforms.",Integer,Floating-point,NONE,WORSE,both
1941,"If you do a lot of offroading, the jeep ""can"" be optioned better but for an everyday v6 suv, the Explorer is right up there.",suv,jeep,NONE,BETTER,both
1942,"And, I have found that using cider vinegar instead of lemon juice is a nice twist, and keeps better.",juice,cider,NONE,BETTER,both
1944,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",USB,Bluetooth,NONE,WORSE,both
1945,The MSI NX8800GT OC isn't any worse than the Nvidia GeForce 8800 GTX starting from a resolution of 1600x1200 and even provides a better minimum of speed.,Nvidia,MSI,WORSE,BETTER,both
1946,It's hard to say whether tennis is harder to dominate than golf.,golf,tennis,BETTER,WORSE,both
1948,The only thing I like better than pizza is pasta.,pizza,pasta,NONE,WORSE,both
1949,"Upgraded staples : decent toilet paper; gourmet coffee, tea, hot chocolate, drink mix (variety flavors and better than the standard bug juice), spices and seasonings, tobasco sauce, etc.",coffee,juice,BETTER,NONE,both
1950,"Soon after I bought an RX1 and saw for myself the distant/ infinity performance was exceptional (superior to any 35mm lens I had used on a 24MP camera previously AND superior to the new Nikon G 28/1.8G as used on my then D800E, though I'm sure a better lens such as the Sigma 35 1.4 might outperform the RX1 on the D800E).",Sigma,Nikon,BETTER,WORSE,both
1951,"The shuttle is a decent space truck, but we need a cheaper (and safer) space ""bus.""",bus,truck,NONE,WORSE,both
1952,"I find Common Lisp to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with Python.",Python,Lisp,NONE,BETTER,both
1953,"Yamauchi: ps3 dev was harder than anticipated, pushed psp out",psp,ps3,NONE,WORSE,both
1954,"Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",football,baseball,NONE,BETTER,both
1955,"A football is easier for a cameraman to follow, while hockey is a guessing game.",football,hockey,NONE,BETTER,both
1956,"(Personally, my users demand OCamL anyway, so it's not an additional build for me; and it's much faster to build than Erlang or Haskell and I think also than Perl; don't know about Python).",Python,Haskell,BETTER,NONE,both
1957,"When compared to Windows 7 , Windows 8 has a faster booting time .",Windows 7,Windows 8,NONE,WORSE,both
1958,30% better in MySQL 5.0.20a and 37% better in PostgreSQL 8.2-dev.,MySQL,PostgreSQL,NONE,WORSE,both
1959,I have a 2012 MBA with a Toshiba SSD which seems to perform on par if not better to the Samsung ssd on other 2012 MBAs.,Samsung,Toshiba,NONE,BETTER,both
1960,If you're so anti-Oracle you're better off using PostgreSQL.,Oracle,PostgreSQL,NONE,WORSE,both
1961,TNT was actually a little worse than fox last year and espn only marginally better.,fox,espn,NONE,WORSE,both
1962,The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,OpenGL,Direct3D,NONE,WORSE,both
1963,Haskell is -- in my experience at least -- harder to learn than Python.,Python,Haskell,BETTER,WORSE,both
1964,amazon had a similar service for its books but google is much faster and simpler.,google,amazon,NONE,WORSE,both
1965,"Coca-Cola per say is not worse than any other type of cola, like Pepsi, or generic branded cola.",Coca-Cola,Pepsi,WORSE,NONE,both
1966,"The better young male athletes in the US, said McEnroe, prefer to play football and basketball over tennis.",football,tennis,NONE,BETTER,both
1967,"juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,WORSE,both
1968,"While Motorola has diminished, Samsung has excelled",Samsung,Motorola,NONE,WORSE,both
1969,Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,Oracle,PostgreSQL,NONE,WORSE,both
1971,"Also, keep in tmind that two years ago, Dell,HP,Gateway etc, never used AMD chips as Intel produced the better chip.",Intel,Dell,NONE,WORSE,both
1972,Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,Sigma,Nikon,BETTER,NONE,both
1973,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Ford,Toyota,NONE,WORSE,both
