,sentence,object_a,object_b,predicted,gold,origin
1696,This idea has given me a small kick in the pants and I actually started prototyping in Bash-- but will switch back to Python because of better array support.,Python,Bash,NONE,ARG,both
1697,"Also, keep in tmind that two years ago, Dell,HP,Gateway etc, never used AMD chips as Intel produced the better chip.",Intel,Dell,NONE,ARG,both
1698,"I changed employers once after that in order to get out of california...AFTER getting a solid (and better) offer in oregon, where I stayed until I retired.",california,oregon,NONE,ARG,both
1699,"While Motorola has diminished, Samsung has excelled",Samsung,Motorola,NONE,ARG,both
1700,"As an aside, who in their right mind would buy an inferior GM or Ford car when a very well engineered European car, like that from Mercedes Benz and BMW can be purchased for a much lower price than now when the euro falls.",Ford,BMW,NONE,ARG,both
1701,"Nintendo, Microsoft, Sony from best to worse in that exact order.",Microsoft,Sony,NONE,ARG,both
1702,By the time Sony does get a foothold Microsoft will release something better.,Microsoft,Sony,NONE,ARG,both
1704,"ACME, Mich. - General Motors Co., facing disappointing Chevrolet Volt sales, cut the starting price of the plug-in hybrid sedan by $5,000 to compete against the less- expensive and better-selling Toyota Prius and Nissan Leaf.",Toyota,Chevrolet,NONE,ARG,both
1705,"And at this point, Python (or Ruby) may be a better choice, because Hackage still lags behind PyPI in many areas (and say, how many days you need to teach a novice to manipulate an image, or to plot charts in Haskell?).",Python,Haskell,NONE,ARG,both
1706,I think tapioca and white rice and potato flour are far better to make bread with.,bread,potato,ARG,NONE,both
1707,Amazon literally bulldozed upcoming competitors like Microsoft and Google by using its far superior product offerings and extensive networks.,Google,Amazon,NONE,ARG,both
1708,"Mercer leads at 556, one stroke better than georgia Tech with virginia Tech third at 565.",virginia,georgia,NONE,ARG,both
1710,"That second conclusion is obviously true, but virginia was slaughtered Saturday by the oregon Ducks, which makes BYU's loss a little uglier.",virginia,oregon,NONE,ARG,both
1711,The reason why Scala is currently not used outside of education very much is because it is based on Java behind-the-scenes and often even slower.,Java,Scala,ARG,NONE,both
1712,I think the problem that both Apple and Google have is that Intel is getting better at making low power x86 chips.,Google,Intel,NONE,ARG,both
1713,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",amazon,youtube,NONE,ARG,both
1714,"Shouldn't nixon have surrendered to McGovern in 1972, the better to lay the groundwork for a reagan resurgence in 1976?",reagan,nixon,NONE,ARG,both
1715,"Its a bouncy, poorly riding, poorly handling live axled truck, while the ML has an independent suspension, smooth and solid modern suv.",truck,suv,NONE,ARG,both
1717,"virginia Tech put together a solid drive, but michigan forced a 37-yard field goal.",virginia,michigan,NONE,ARG,both
1718,"Python is much better suited as a ""glue"" language, while Java is better characterized as a low-level implementation language.",Java,Python,ARG,NONE,both
1719,"What if I have an integrated Intel card that only supports OpenGL 2.1, but for some reason supports Direct3D 10, which is apparently the better ""programmable"" version?",OpenGL,Direct3D,NONE,ARG,both
1720,"Since 2003 I owned about 15 phones, and to be honest, Nokia and SonyEricsson will always stand high, but as I said, Siemens in the end just lost it due to not being smart enough to realise that there were/are better companies, and that you need to develop everything in the phone except for what they've just done, change the design.",Nokia,Siemens,NONE,ARG,both
1721,"You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,ARG,both
1722,"Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.",michigan,missouri,NONE,ARG,both
1723,"harvard has the overall better record, owns first place and has already beaten princeton this season.",harvard,princeton,NONE,ARG,both
1725,"(By analogy, however, getting hit by a bus is no worse than getting hit by a truck!)",bus,truck,ARG,NONE,both
1727,"Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,ARG,both
1729,That makes the 2013 Fusion Energi 8 MPGe better than the Chevrolet Volt and 13 MPGe more fuel efficient than the Toyota Prius Plug-In models.,Toyota,Chevrolet,ARG,NONE,both
1730,I like the Bluetooth for use with a mouse and the USB 3 makes transferring data so much faster.,USB,Bluetooth,NONE,ARG,both
1731,CUDA performance is 2X that of a GTX285 & OpenCL is 3X better.,CUDA,OpenCL,NONE,ARG,both
1732,"Acer Travelmate 8372 and Aspire 3820, Dell Vostro V130, Samsung QX310 all have inferior displays; Sony Vaio S13 and Apple MacBook Air aren't as expensive; Sony Vaio...",Apple,Dell,NONE,ARG,both
1734,"Decent alternatives for you might include the Android-powered Samsung Galaxy 3 , the HTC Wildfire or indeed, if you can afford the step up, the Nokia C7 for a considerably superior Symbian^3 experience.",Nokia,Samsung,NONE,ARG,both
1735,Surface + Dell + HP + Asus + ???)  Did several other vendors with smaller and/or cheaper Windows tablets do as well as or better than Microsoft?,Microsoft,Dell,ARG,NONE,both
1736,1) Laptop or netbook with Bluetooth means that I don't have to plug anything into a USB port in order to use a decent mouse with the computer.,USB,Bluetooth,NONE,ARG,both
1737,Is Google GDrive any better than Microsoft SkyDrive?,Microsoft,Google,ARG,NONE,both
1738,"Indeed, this has nothing in particular to do with Windows XP, however Windows Vista is becoming worse with respect to integrating DRM into the OS.",Windows XP,Windows Vista,NONE,ARG,both
1739,"if people love the wii, they will love the nextgen graphics plus playstation Move even better.",playstation,wii,NONE,ARG,both
1740,"Once I know Java, is jsp easier to learn than PHP?",Java,PHP,ARG,NONE,both
1741,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,ARG,both
1742,"Canon, Nikon and Sony lenses longer than 400mm cost more than $8,000 (although Sigma and Tamron offer slower tele-zooms that go out to 500mm for around $1,000).",Sigma,Nikon,ARG,NONE,both
1743,So the standard (C)Python is not necessarily slower than Java or C#.,Java,Python,ARG,NONE,both
1745,"Finally, the concept was perfected by Apple - and later poorly copied by Microsoft.",Microsoft,Apple,NONE,ARG,both
1746,And what better to wash down that chocolate donut beer than with a little milk?,milk,beer,ARG,NONE,both
1747,"This is more of a cafe bar rather than a restaurant, but it is none the worse for that.",restaurant,cafe,ARG,NONE,both
1748,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,ARG,both
1749,"It provides d rastic JSON parsing and serialization performance improvements "" The Rick (Hightower)/ Andrey duo spent a fair amount of time optimizing our JSON support, making Groovy 2.3's JSON support usually faster than all the JSON libraries available in the Java ecosystem.",Java,Groovy,ARG,NONE,both
1750,"The PowerPC CPU (Apple had a hand in it, but it was mainly Motorola and IBM) was always a much better design than Intel's x86.",Apple,IBM,NONE,ARG,both
1751,"Upgraded staples : decent toilet paper; gourmet coffee, tea, hot chocolate, drink mix (variety flavors and better than the standard bug juice), spices and seasonings, tobasco sauce, etc.",coffee,juice,ARG,NONE,both
1752,But they did look better against oregon and Stanford than michigan did yesterday.,michigan,oregon,ARG,NONE,both
1753,"Still Perl is faster, but Java is not worse than other languages like Python.",Python,Perl,ARG,NONE,both
1754,"The Cell is a high performance chip that is set to be the core of the Sony Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the Intel Pentium or the PowerPC G5.",Sony,Intel,ARG,NONE,both
1755,"The Sony Xperia Z is already a TechRadar-recommended smartphone, but the Android device's interface may get even better thanks to a report that says a Google Nexus edition is on the way.",Google,Sony,ARG,NONE,both
1756,Is a BMW/Benz 5x better than a Honda Civic?,Honda,BMW,ARG,NONE,both
1757,Windows 8 has no better support than Windows 7 for NTVDM.,Windows 7,Windows 8,ARG,NONE,both
1758,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,USB,Bluetooth,NONE,ARG,both
1759,"pizza cooks faster and is more tender, bread crusts as it's never crusted before.",bread,pizza,NONE,ARG,both
1760,We chose MySQL over PostgreSQL primarily because it scales better and has embedded replication.,MySQL,PostgreSQL,NONE,ARG,both
1761,harvard is better than Western New England and stanford is better than GGU.,harvard,stanford,ARG,NONE,both
1763,The only thing left is ditching their Direct3D stuff for OpenGL/OpenCL support to make porting games easier (which will admittedly probably never happen).,OpenGL,Direct3D,NONE,ARG,both
1764,but I've found PostgreSQL to be generally superior to MySQL for essentially all of my needs).,MySQL,PostgreSQL,NONE,ARG,both
1766,"I have also rented many cars, American and Japanese, and with the exception of a very smooth ride in a Cadillac, I always like the Japanese cars better (Nissan and Toyota, vs. Ford, Chrysler and GM).",Toyota,Chrysler,NONE,ARG,both
1767,Sony can now build up from the Cell and just make it more powerful and faster in the way Intel advances their tech.,Sony,Intel,NONE,ARG,both
1768,"Docter continued her solid play in Saturday's home defeat of cornell, leading harvard with 13 kills.",harvard,cornell,NONE,ARG,both
1770,Ferrari heads over both BMW Sauber and McLaren.,Ferrari,BMW,NONE,ARG,both
1771,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,metal,concrete,NONE,ARG,both
1772,TNT was actually a little worse than fox last year and espn only marginally better.,fox,espn,NONE,ARG,both
1773,"Windows 8 is sequential successor to Windows 7. It doesn't matter which one is ""better"".",Windows 7,Windows 8,ARG,NONE,both
1774,"Although IBM has extensive retail offerings, that's no excuse for a bumpy shopping site; Dell seems to manage its extensive retail much better.",IBM,Dell,NONE,ARG,both
1775,"A football is easier for a cameraman to follow, while hockey is a guessing game.",football,hockey,NONE,ARG,both
1776,Angiulo told me that Microsoft was working harder than ever with its hardware partners -- with Dell and HP and all the other companies -- to make the experience of touch both on Windows 7 and Window 8 better.,Microsoft,Dell,ARG,NONE,both
1778,Lemon juice clabbers milk slower so it works better.,milk,juice,NONE,ARG,both
1781,The Mercedes-Benz E220 provides a solid option but it can't match the driving dynamics of the BMW or the style and interior luxury of the Audi.,Audi,Mercedes-Benz,NONE,ARG,both
1782,"And while some of J.D. Power's top performers with shoppers also scored well with dealers -- Mercedes-Benz, Cadillac, Porsche, Volkswagen -- others NADA faves like Audi, Kia, and Honda fared poorly with consumers.",Audi,Mercedes-Benz,NONE,ARG,both
1783,"Intel PCs can do art and music, but the Apple stuff was better at it.",Apple,Intel,NONE,ARG,both
1784,"Penetration of Windows 2000 wasn't really that great, Windows XP was better, but there's still a lot of people out there running Windows 98 in all honesty.",Windows XP,Windows 98,ARG,NONE,both
1787,I have owned a Ford F150 and I also think that the Toyota is a better driver and better built.,Ford,Toyota,NONE,ARG,both
1788,"In brief, Nokia will never win Motorola.",Nokia,Motorola,NONE,ARG,both
1789,"Honda quality has gone downhill in recent years, Hyundai or Ford is a much better value if shopping for a new 2012.",Ford,Honda,NONE,ARG,both
1791,"So, to me, Python isn't better or worse than Java.",Java,Python,ARG,NONE,both
1793,"harvard Head Coach Tim Murphy on the team's win versus cornell and the upcoming game versus Lehigh Overall, our win was a very solid effort.",harvard,cornell,NONE,ARG,both
1795,"He may like working in Python better, but sometimes the order is for Java.",Java,Python,ARG,NONE,both
1796,Setting up Python running as FastCGI on either Apache or lighttpd is much harder than creating a page of PHP.,Python,PHP,ARG,NONE,both
1798,"I find Common Lisp to offer an even more dynamic programming environment, an easier language to use, and the result often has performances characteristics way beyond what I can get with Python.",Python,Lisp,NONE,ARG,both
1799,"CAMBRIDGE, Mass - Behind solid pitching and four home runs, dartmouth swept harvard, 8-2 and 9-2, to claim back-to-back Ivy League North Division Championships on Monday afternoon.",harvard,dartmouth,NONE,ARG,both
1800,"However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of Windows XP in April , which may encourage consumers to ditch old laptops in favor of new Windows 8 devices.",Windows XP,Windows 8,NONE,ARG,both
1801,"My main sport was football, but I was determined to get better at golf,"" Norwood says.",football,golf,NONE,ARG,both
1802,"The defense looked pretty good against missouri, even better against Vandy, so what happened to that looking pretty good against South carolina?",carolina,missouri,ARG,NONE,both
1803,"This does NOT have to be Bluetooth tethering, by the way, I'm perfectly content to do this via USB if it makes things easier.",USB,Bluetooth,NONE,ARG,both
1805,"Chromatic aberration and distortion are better controlled on the Nikon, while Sigma does well in controlling vignetting.",Sigma,Nikon,NONE,ARG,both
1806,Could the Google-opoly be any worse than the Microsoft Empire?,Microsoft,Google,ARG,NONE,both
1807,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",PHP,JavaScript,NONE,ARG,both
1808,Field sharpening requires a stone harder than steel and a smooth stroke.,steel,stone,ARG,NONE,both
1809,"I haven't tried it with this modem, but on my ADSL line the superior performance of Ethernet over USB modems is striking, particularly in terms of responsiveness.",USB,Ethernet,NONE,ARG,both
1811,"One cannot have communion with beer and steak (both of which, I, for one, think superior to bread and wine), just as one cannot baptise someone with sand rather than water.",bread,steak,NONE,ARG,both
1813,Do you think Microsoft handled their situation better than Sony handled theirs?,Microsoft,Sony,ARG,NONE,both
1814,"A second generation is planned for the mid-year point with Toshiba flash chips replacing the Samsung ones, and a Marvell controller, possibly a faster 6Gbit/s model.",Samsung,Toshiba,NONE,ARG,both
1816,Does this imply that milk is worse than soda as far as tooth decay is concerned??,milk,soda,ARG,NONE,both
1819,"Thoughts that day turned not to coffee, but to water and juice, the cooler the better.",coffee,juice,NONE,ARG,both
1820,Even Windows 8 does (in my experience) a decent job of playing games that hark back to the Windows XP era.,Windows XP,Windows 8,NONE,ARG,both
1821,"I live in the home of Coca-Cola, so Pepsi is a little harder to come by vending machine wise.",Coca-Cola,Pepsi,NONE,ARG,both
1822,"Latex paint provides better fade resistance, flexibility, chalk resistance and adhesion.",paint,chalk,NONE,ARG,both
5791,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,ARG,sentence embedding
5792,My minestrone soup is always better with homemade pasta.,soup,pasta,ARG,NONE,sentence embedding
5798,"In fact, amazon did poorly in google overall in general.",google,amazon,ARG,NONE,sentence embedding
5805,"Windows 8 has efficiency improvements over Windows 7, making it about 10% faster overall.",Windows 7,Windows 8,NONE,ARG,sentence embedding
5809,"Lang, a talented tennis player and an even better basketball player, liked her busy schedule.",basketball,tennis,ARG,NONE,sentence embedding
5812,"We're going to have a point of view on what's better on a sandwich, what's better on a salad, what's better on a pizza.""",pizza,sandwich,ARG,NONE,sentence embedding
5817,"The notebook's SYSmark 2004 SE performance scores were in line with those of the Dell Inspiron E1505 , which houses a slightly slower, 1.6-GHz Intel Core Duo T2300.",Intel,Dell,ARG,NONE,sentence embedding
5818,"Finding your next used car, truck or suv in Woodbridge just got easier with the CarFinder at Lustine Chrysler Dodge jeep.",suv,jeep,ARG,NONE,sentence embedding
5821,"As with all Mercedes-Benz products, the new C300 and C350 are expected to retain high resale value, on par with the Audi A4 and better than the Cadillac CTS and Jaguar X-Type.",Audi,Mercedes-Benz,ARG,NONE,sentence embedding
5826,"Heck, if Microsoft can make a decent keyboard cover, you would think Apple could, right?",Microsoft,Apple,ARG,NONE,sentence embedding
5827,"For me, bread or potato is far superior to pasta.",bread,pasta,NONE,ARG,sentence embedding
5828,"There's a free demo that you can try using any type of network connection, including USB and Firewire, but if you decide to use it you'll get better results from a faster network connection, such as Gigabit Ethernet.",USB,Ethernet,ARG,NONE,sentence embedding
5829,"We at Dell have been champions of the message that companies need to switch from Windows XP ever since Microsoft announced that it would be dis continuing support for the platform, not only for the superior features that Windows 7 and Windows 8 bring to the enterprise that help to increase productivity and make life easier on the IT department from the management perspective.",Microsoft,Dell,ARG,NONE,sentence embedding
5830,Why can't Ford puts better handling into the FWD Fusion if Honda can do it 10 years ago?,Ford,Honda,ARG,NONE,sentence embedding
5834,"Groovy - I love it's implicit goal of making life easier for the developer and it's interop with Java combined with features like it's XML processing, make it a great instant productivity tool.",Java,Groovy,ARG,NONE,sentence embedding
5836,"Modern hardware/ multicore systems perform much better on Windows 7 or Windows 8, instead of Windows XP.",Windows XP,Windows 8,NONE,ARG,sentence embedding
5837,"Worse, everything you're promoting in this ""war against Apple"" is precisely what Microsoft is doing wrong.",Microsoft,Apple,ARG,NONE,sentence embedding
5838,"Toyota engines have better ""overclocking"" but less factory output specs; while Nissan has higher factory output but less ""overclocking"" capabilities.",Toyota,Nissan,ARG,NONE,sentence embedding
5850,Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,Java,Groovy,ARG,NONE,sentence embedding
5851,"The micro-USB adapter plugs into your smartphone, enabling faster-than-Bluetooth data speeds over a distance of a few centimeters.",USB,Bluetooth,NONE,ARG,sentence embedding
5852,IBM WebSphere is 17% faster per core on Intel Sandy Bridge at less than half the cost compared to Oracle WebLogic,IBM,Intel,ARG,NONE,sentence embedding
5855,"If michigan hadn't stolen Rich Rodriguez from West virginia, both teams may be much better off than they are today.",virginia,michigan,ARG,NONE,sentence embedding
5856,The more Ohio NCAA Division II (with football) colleges spend the better quality you can expect from their lacrosse programs.,football,lacrosse,ARG,NONE,sentence embedding
5857,"The PSP does support a few thing that ds can't, They are DLC, better sound, ps2-like Graphics.",ds,ps2,ARG,NONE,sentence embedding
5859,"A lot nicer than Java without the performance penalty of other languages that target the JVM, such as Groovy or Python.",Java,Python,ARG,NONE,sentence embedding
5860,Our Sources tell us that Pepsi felt that Lynxxx who spent the better part of 2011 Touring and doing TV/Radio interviews has been career dead for just too long and this is affecting their brand presence in Nigeria which is currently controlled by arch rival Coca-Cola.,Coca-Cola,Pepsi,NONE,ARG,sentence embedding
5862,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",iOS,Apple TV,NONE,ARG,sentence embedding
5866,"Yes, CUDA has been around longer, receives more support, and is a better product in almost all ways then OpenCL.",CUDA,OpenCL,NONE,ARG,sentence embedding
5867,"As Reuters reported , Mercedes-Benz' parent Daimler is considering shedding some of its company-owned dealerships in Germany to better compete with its main rivals, Audi and BMW.",Audi,Mercedes-Benz,ARG,NONE,sentence embedding
5868,What I got out of it was that Amazon has a decent enough deal for Apple Care.,Apple,Amazon,ARG,NONE,sentence embedding
5869,tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,ARG,sentence embedding
5871,"Sony Xperia Tablet Z has a better processor, much better form factor, slightly larger display, better connectivity options, better compatibility, better performance, etc., as compared to Apple iPad.",Apple,Sony,NONE,ARG,sentence embedding
5872,Natural stone pool coping has a superior advantage over pre-cast concrete and tile.,stone,concrete,NONE,ARG,sentence embedding
5875,"Even though my laptop isn't called ""ipod""'..."" Of course, Apple's attack-lawyers would have worded it better.",laptop,ipod,ARG,NONE,sentence embedding
5880,"Nike is definitely not my favorite, also Adidas aren't better than Converse either.",Nike,Adidas,ARG,NONE,sentence embedding
5881,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Ford,Chevrolet,NONE,ARG,sentence embedding
5883,"I just started learning Objective-C, should I just learn Swift instead?",Swift,Objective-C,ARG,NONE,sentence embedding
5885,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",georgia,michigan,NONE,ARG,sentence embedding
5890,"The chairman of Ford, Harold Poling, told reporters that Japanese consumers buy so few American cars because they are too fond of luxury makes like Mercedes and BMW, not because American cars are poorly made.",Ford,BMW,ARG,NONE,sentence embedding
5895,"In short, I don't think ABCL is a particularly useful tool to help you learn Java; it's probably a better tool to help you learn Lisp.",Java,Lisp,ARG,NONE,sentence embedding
5898,A decent fruit beer as it was not too sweet nor too juice-like.,beer,juice,ARG,NONE,sentence embedding
5899,"Unexpectedly, it was football that made him a better tennis player.",football,tennis,ARG,NONE,sentence embedding
5902,Eclipse instead of NetBeans,Eclipse,NetBeans,NONE,ARG,sentence embedding
5914,Of course a Ford V8 is a bunch different that a Toyota I6 so the Hooker could be worse.,Ford,Toyota,ARG,NONE,sentence embedding
5915,"I have read the Renault-Infiniti, actually aren't they really Nissan, engine slower than Ferrari and Merc?",Nissan,Renault,ARG,NONE,sentence embedding
5916,"The same can be said for graphics, as this machine outperforms the Sony, even though they use the same Intel chip, making it a better choice if you're looking to edit photos and movies - although the Asus is still the best option for this.",Sony,Intel,ARG,NONE,sentence embedding
5924,"Rushed to market in 1983 to compete against the new IBM PC, it was so poorly designed that even Apple couldn't sell it.",Apple,IBM,ARG,NONE,sentence embedding
5927,Since halloween is officially here I guess there is no better time to start posting thanksgiving recipes.,thanksgiving,halloween,ARG,NONE,sentence embedding
5930,"I think PostgreSQL can support all syntax H.Q. Is more easy created question via Oracle syntax, and processing is faster (maybe better optimalisation now), than ANSI WITH syntax.",Oracle,PostgreSQL,ARG,NONE,sentence embedding
5932,"I will start my JavaScript tutorials soon, but for now I'm booked pretty solid with just learning PHP and mySQL.",PHP,JavaScript,ARG,NONE,sentence embedding
5935,"It's just Apple trying to get better terms/service from IBM (think Dell's ""talks"" with AMD)",Apple,IBM,ARG,NONE,sentence embedding
5937,"amazon is much better, as is netflix, and hulu.",amazon,hulu,ARG,NONE,sentence embedding
5939,"youtube is so much easier, or google.",google,youtube,ARG,NONE,sentence embedding
5941,Simon Calder's holiday Helpdesk: Am I better off paying my Mexico wedding package by credit card?,holiday,wedding,ARG,NONE,sentence embedding
5942,"Apple's Swift Programming Language Faster, Safer Than Objective-C",Swift,Objective-C,NONE,ARG,sentence embedding
5946,Z-Bench actually transforms your truck into a mini-toybox since loading your motorcycle does not get safer than using Z-Bench with a ramp.,truck,motorcycle,ARG,NONE,sentence embedding
5951,"Wi-Fi, Ethernet, and other connection methods transfer files more quickly than Bluetooth does, and those networking technologies are better for recurring connections (such as in an office network).",Ethernet,Bluetooth,NONE,ARG,sentence embedding
5963,"Maybe things will be better in oregon in 2 to 5 yrs but right now they have the second highest unemployment rate in the country, right behind michigan.",michigan,oregon,NONE,ARG,sentence embedding
5965,"@hguser it is not recommended in Ruby to use global variables, like you know its not recommended in JavaScript to avoid naming conflicts, find better way to handle your variables than declaring them global -  bjhaid Feb 23 '12 at 16:45",Ruby,JavaScript,ARG,NONE,sentence embedding
5969,"Also nice: The Sony Vaio VPCSC1AFM/S (yes, they really could've named this model better) and Toshiba Satellite E305 feature backlit keyboards, solid-state hybrid hard drives (for 50% faster boot time), Intel Wireless Display (to stream HD content wirelessly to your HDTV), and built-in Blu-ray drives.",Sony,Intel,ARG,NONE,sentence embedding
5972,I've only eaten at the Red Sage cafe and not the much nicer full restaurant downstairs.,restaurant,cafe,ARG,NONE,sentence embedding
5976,10 Reasons Why Ruby Is Better Than PHP - Reason #5,Ruby,PHP,NONE,ARG,sentence embedding
5977,"This is better, but still you have some JavaScript code (even if simpler) in a Python/.zpt",Python,JavaScript,ARG,NONE,sentence embedding
5980,Fantasy football is now a memory and the transition to fantasy golf couldn't come at a better time.,football,golf,ARG,NONE,sentence embedding
5981,"Those happy devs raising the roof at WWDC weren't just applauding the fact that Apple now has a trendy new ""ego language""   à la Go or even Java: for them Swift, promises to make their lives an awful lot easier - if they can be bothered to go pick up a new language after years using Objective-C, anyway.",Java,Objective-C,ARG,NONE,sentence embedding
5982,"I have quite a few halloween and Christmas movies, but not so many thanksgiving holiday movies as they seem harder to come by.",thanksgiving,halloween,ARG,NONE,sentence embedding
5983,"Intel says that the new powerful Chromebooks will be able to easily load rich web apps up to four times faster faster as well as boost performance for Google Hangouts with multiple parties, making it more acceptable for video conferencing while on-the-go.",Google,Intel,ARG,NONE,sentence embedding
5984,"The more basic pizza, ""You Ain't Seen Nothing Yet,"" fared a little better, because the toppings of sausage and green olives were a bit more traditional, but, still, the crust was lousy.",pizza,sausage,ARG,NONE,sentence embedding
5990,For Toyota to step up sales in Europe it needs more and better diesel engines and BMW is a master of diesel technology for engines small and large.,Toyota,BMW,ARG,NONE,sentence embedding
5994,The good part is it provides a generic set of applications that can work across operating system versions and are clearly better than what came with Windows 98; the bad news is they can really screw up Windows XP.,Windows XP,Windows 98,ARG,NONE,sentence embedding
5995,"Intel runs one of the better-known ones, as does IBM.",IBM,Intel,ARG,NONE,sentence embedding
6008,"I could find another way to do this with JavaScript, but I'm learn'n PHP and (better) CSS.",PHP,JavaScript,ARG,NONE,sentence embedding
6010,"Also, I found R easier to master than either Octave or Python, but this is probably because I am familiar with Lisp.",Python,Lisp,ARG,NONE,sentence embedding
6012,"This new model is advertised to be faster than its predecessor, and connects using a gigabit Ethernet link, it offers one USB 2.0 port for auxiliary storage.",USB,Ethernet,ARG,NONE,sentence embedding
6013,Remember before Nokia it was Motorola....,Nokia,Motorola,ARG,NONE,sentence embedding
6014,"tl;dr To me, Haskell is better sold as ""that one language that allows you to make the same that in Java, only with 5 times less code and 5 times more trust in your code"" than ""that one language that's good for teaching purposes, like Pascal or good ol' Caml"".",Java,Haskell,NONE,ARG,sentence embedding
6015,Scala probably embraces Java better than any other language in the book.,Java,Scala,ARG,NONE,sentence embedding
6017,"but @makai : better virtualisation of windows under linux won't help the players at all, unless they play to very old games... wine or cedega can help, but again most recent won't play at all or be buggy, so unless more game makers decide to make their games work with OpenGL as well as Direct3D, windows will be superior than linux for gaming...",OpenGL,Direct3D,ARG,NONE,sentence embedding
6018,The image also reveals the addition of Bluetooth 4.0 and the faster USB 3.0 standard to the Mac laptop line.,USB,Bluetooth,ARG,NONE,sentence embedding
6021,Python is also object oriented and it's faster (as fast as PHP).,Python,PHP,ARG,NONE,sentence embedding
6024,I'm sure the same people who think UH won't have trouble filling an independent football schedule must think that Wahine volleyball will have an easier time.,football,volleyball,ARG,NONE,sentence embedding
6029,"Freeman and Pryce describe DSLs and their benefits and how EDSLs are common in lanugages with small syntaxes (Haskell, Lisp, Smalltalk) but are harder to hit into large syntax languages such as Java.",Java,Lisp,NONE,ARG,sentence embedding
6030,The Lenticular plastic is poorly glued to the cardboard backing; multiple pieces have flaked off.,plastic,cardboard,ARG,NONE,sentence embedding
6036,First was the Swift programming language that looks like it will supplant Objective-C.,Swift,Objective-C,ARG,NONE,sentence embedding
6037,Also remember that Apple is rumored to be working on a big update for the Apple TV-one that includes better support for games and Apple's new iOS 7 controller API.,iOS,Apple TV,ARG,NONE,sentence embedding
6049,"Amazon unveils faster, pricier Kindle Fires to take on Apple",Apple,Amazon,ARG,NONE,sentence embedding
6059,"[Safer::Protocol] is used to provide a ruby analogue to Objective-C Protocols (which are similar to Java interfaces, but do not require inheritance).",Java,Objective-C,ARG,NONE,sentence embedding
6060,This is actually looking worse for Azure and google where as very good for amazon.,google,amazon,ARG,NONE,sentence embedding
6061,"WordPress recommends doing this all over the place in PHP, so I can't see how this is any worse in JavaScript.",PHP,JavaScript,ARG,NONE,sentence embedding
6064,"MySQL might be faster for simple operations, but PostgreSQL completely demolishes it in complex queries.",MySQL,PostgreSQL,ARG,NONE,sentence embedding
6068,The ps3 version is better graphic wise and the ps2 is better game play wise.,ps3,ps2,ARG,NONE,sentence embedding
6077,"Depending on what you're actually trying to accomplish (watching digital movies on the go, watching streaming movies on the go, playing iOS games on the car TV, etc) there is likely a better solution to the problem than an Apple TV, router, and ipad.",iOS,Apple TV,NONE,ARG,sentence embedding
6078,Is Microsoft better because of Apple?,Microsoft,Apple,ARG,NONE,sentence embedding
6081,"Perhaps a Java solution is inferior, in a theoretical sense, to some Haskell code or Scala turbocharged with some macro magic, but what would it mean to choose the ""better""?",Java,Scala,NONE,ARG,sentence embedding
6086,"All these changes will not only make Java developer lives easier (less-painful), but also allow our Scala code to become loads faster!",Java,Scala,ARG,NONE,sentence embedding
6089,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,playstation,wii,NONE,ARG,sentence embedding
6096,I am sorry is Google maps better then Apple maps??,Apple,Google,ARG,NONE,sentence embedding
