Concept,Source,Type
NSIS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Nu,https://en.wikipedia.org/wiki/List_of_programming_languages,language
NWScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
NXT-G,https://en.wikipedia.org/wiki/List_of_programming_languages,language
o:XML,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Oak,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Oberon,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OBJ2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Object Lisp,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ObjectLOGO,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Object REXX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Object Pascal,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Objective-C,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Objective-J,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Obliq,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OCaml,https://en.wikipedia.org/wiki/List_of_programming_languages,language
occam,https://en.wikipedia.org/wiki/List_of_programming_languages,language
occam-π,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Octave,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OmniMark,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Onyx,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Opa,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Opal,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OpenCL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OpenEdge ABL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OpenVera,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OPS5,https://en.wikipedia.org/wiki/List_of_programming_languages,language
OptimJ,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Orc,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ORCA/Modula-2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Oriel,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Orwell,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Oxygene,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Oz,https://en.wikipedia.org/wiki/List_of_programming_languages,language
P′′,https://en.wikipedia.org/wiki/List_of_programming_languages,language
P#,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ParaSail (programming language),https://en.wikipedia.org/wiki/List_of_programming_languages,language
PARI/GP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pascal – ISO 7185,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PCASTL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PCF,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PEARL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PeopleCode,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Perl,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PDL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Perl 6,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pharo,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PHP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pico,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Picolisp,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pict,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pike,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PIKT,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PILOT,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pipelines,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pizza,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL-11,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/0,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/B,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/C,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/I – ISO 6160,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/M,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/P,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL/SQL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PL360,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PLANC,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Plankalkül,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Planner,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PLEX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PLEXIL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Plus,https://en.wikipedia.org/wiki/List_of_programming_languages,language
POP-11,https://en.wikipedia.org/wiki/List_of_programming_languages,language
POP-2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PostScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PortablE,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Powerhouse,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PowerBuilder – 4GL GUI application generator from Sybase,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PowerShell,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Processing,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Processing.js,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Prograph,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PROIV,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Prolog,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PROMAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Promela,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PROSE modeling language,https://en.wikipedia.org/wiki/List_of_programming_languages,language
PROTEL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ProvideX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pro*C,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pure,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Pure Data,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Python,https://en.wikipedia.org/wiki/List_of_programming_languages,language
R,https://en.wikipedia.org/wiki/List_of_programming_languages,language
R++,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Racket,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RAPID,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Rapira,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ratfiv,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ratfor,https://en.wikipedia.org/wiki/List_of_programming_languages,language
rc,https://en.wikipedia.org/wiki/List_of_programming_languages,language
REBOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Red,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Redcode,https://en.wikipedia.org/wiki/List_of_programming_languages,language
REFAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Reia,https://en.wikipedia.org/wiki/List_of_programming_languages,language
REXX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ring,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Rlab,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ROOP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RPG,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RSL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RTL/2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ruby,https://en.wikipedia.org/wiki/List_of_programming_languages,language
RuneScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Rust,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S2,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S3,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S-Lang,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S-PLUS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SA-C,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SabreTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SAIL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SALSA,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SAM76,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SAS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SASL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Sather,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Sawzall,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SBL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Scala,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Scheme,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Scilab,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Scratch,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Script.NET,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Sed,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Seed7,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Self,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SenseTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SequenceL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SETL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SIMPOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SIGNAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SiMPLE,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SIMSCRIPT,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Simula,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Simulink,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Singularity,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SISAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SLIP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SMALL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Smalltalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Small Basic,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SML,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Strongtalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Snap!,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SNOBOL(SPITBOL),https://en.wikipedia.org/wiki/List_of_programming_languages,language
Snowball,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Solidity,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SPARK,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Speedcode,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SPIN,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SP/k,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SPS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SQR,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Squeak,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Squirrel,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SR,https://en.wikipedia.org/wiki/List_of_programming_languages,language
S/SL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Stackless Python,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Starlogo,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Strand,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Stata,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Stateflow,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Subtext,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SuperCollider,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SuperTalk,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Swift (Apple programming language),https://en.wikipedia.org/wiki/List_of_programming_languages,language
Swift (parallel scripting language),https://en.wikipedia.org/wiki/List_of_programming_languages,language
SYMPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SyncCharts,https://en.wikipedia.org/wiki/List_of_programming_languages,language
SystemVerilog,https://en.wikipedia.org/wiki/List_of_programming_languages,language
T,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TACL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TACPOL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TADS,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TAL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Tcl,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Tea,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TECO,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TELCOMP,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TeX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TEX,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TIE,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Timber,https://en.wikipedia.org/wiki/List_of_programming_languages,language
"TMG, compiler-compiler",https://en.wikipedia.org/wiki/List_of_programming_languages,language
Tom,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TOM,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Toi,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Topspeed,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TPU,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Trac,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TTM,https://en.wikipedia.org/wiki/List_of_programming_languages,language
T-SQL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Transcript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TTCN,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Turing,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TUTOR,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TXL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
TypeScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Ubercode,https://en.wikipedia.org/wiki/List_of_programming_languages,language
UCSD Pascal,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Umple,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Unicon,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Uniface,https://en.wikipedia.org/wiki/List_of_programming_languages,language
UNITY,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Unix shell,https://en.wikipedia.org/wiki/List_of_programming_languages,language
UnrealScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Vala,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Verilog,https://en.wikipedia.org/wiki/List_of_programming_languages,language
VHDL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual Basic,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual Basic .NET,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual DataFlex,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual DialogScript,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual Fortran,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual FoxPro,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual J++,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual J#,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual Objects,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Visual Prolog,https://en.wikipedia.org/wiki/List_of_programming_languages,language
VSXu,https://en.wikipedia.org/wiki/List_of_programming_languages,language
vvvv,https://en.wikipedia.org/wiki/List_of_programming_languages,language
"WATFIV, WATFOR",https://en.wikipedia.org/wiki/List_of_programming_languages,language
WebDNA,https://en.wikipedia.org/wiki/List_of_programming_languages,language
WebQL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Whiley,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Windows PowerShell,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Winbatch,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Wolfram Language,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Wyvern,https://en.wikipedia.org/wiki/List_of_programming_languages,language
X10,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XBL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XC (exploits XMOS architecture),https://en.wikipedia.org/wiki/List_of_programming_languages,language
xHarbour,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Xojo,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XOTcl,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XPL0,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XQuery,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XSB,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XSharp,https://en.wikipedia.org/wiki/List_of_programming_languages,language
XSLT – see XPath,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Xtend,https://en.wikipedia.org/wiki/List_of_programming_languages,language
X++,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Yorick,https://en.wikipedia.org/wiki/List_of_programming_languages,language
YQL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Z notation,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Zeno,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ZOPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Zsh,https://en.wikipedia.org/wiki/List_of_programming_languages,language
ZPL,https://en.wikipedia.org/wiki/List_of_programming_languages,language
Titan Xp,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 1080 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1080 Ti 11GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 Ti 11GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1080 Ti 11GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Zotac GTX 1080 Ti 11GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1080 Ti 11GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1080 Ti 11GB Gaming OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1080 TI 11GB Gaming X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 Ti 11GB AORUS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Titan X Pascal,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
NVidia Titan X Pascal 12GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 1080,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1080 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
ASUS GTX 1080 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1080 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Zotac GTX 1080 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1080 8GB SC GAMING ACX 3.0,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1080 8GB GAMING X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 8GB G1 Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1080 8GB FTW ACX 3.0,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1080 8GB ROG STRIX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1080 8GB ROG STRIX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Zotac GTX 1080 8GB AMP,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Zotac GTX 1080 8GB AMP Extreme,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 8GB Xtreme,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 8GB Xtreme Pack,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1080 8GB Xtreme Water,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
RX Vega 64-LC (Liquid Cooled),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte RX Vega 64 8GB LC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire RX Vega 64 8GB LC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
XFX RX Vega 64 8GB LC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
RX Vega 64,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte RX Vega 64 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
XFX RX Vega 64 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire RX Vega 64 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 1070 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1070 Ti 8GB STRIX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Vega Frontier Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Radeon Vega Frontier Edition Air,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 1080 (Mobile),http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
RX Vega 56,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Sapphire RX Vega 56 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
XFX RX Vega 56 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte RX Vega 56 8GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 1070,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
ASUS GTX 1070 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
ZOTAC GTX 1070 8GB Founders Edition ,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
PNY GTX 1070 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1070 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB Founders Edition,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 8GB GAMING X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 8GB GAMING X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1070 8GB G1 Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 8GB ARMOR OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB SC GAMING,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1070 8GB STRIX OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB FTW Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1070 8GB STRIX,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Zotac GTX 1070 8GB AMP! Extreme,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1070 8GB Windforce OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 8GB Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1070 8GB Dual OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB SC Gaming ACX 3.0,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB Gaming ACX 3.0,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 1070 8GB FTW DT Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gainward GTX 1070 8GB Phoenix GS,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1070 8GB XTREME,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Asus GTX 1070 8GB Turbo,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 1070 8GB SEA HAWK X,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 1070 8GB Mini ITX OC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
GTX 980 Ti,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
EVGA GTX 980 Ti 6GB SC,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
ASUS GTX 980 Ti 6GB,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
MSI GTX 980 Ti 6GB Gaming,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
Gigabyte GTX 980 Ti 6GB GV-N98TG1,http://www.userbenchmark.com/resources/download/csv/GPU_UserBenchmarks.csv,graphicscard
