,id,caption,sentence,object_a,object_b,predicted,gold,most_frequent_percentage,origin,sentencer,paths,idr,s_len
1944,2184,middle_paths_unrestricted_16,"(This doesn't apply to the standard consumer pc environment, where Microsoft bloatware expands in pace with everything that Intel's Moore's Law throws at it, which is why my 9 year old PC running Windows 98 seems to run faster than my 1 year old PC running Windows XP.)",Windows 98,Windows XP,NONE,BETTER,1.0,lex (unique),"We've been using HTML5 technologies extended by a PhoneGap/Cordova"", 'container, but are starting to look at more ""native"" app development -', 'using Objective-C for iOS and Java for Android - for better', 'performance, easier system integration, and better compatibility with', 'older versions of Android out in the wild.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ for/ADP/prep/V Y/PROPN/conj/<']]",S3090626058,269
1945,1726,middle_paths_unrestricted_16,Full 10/100 Mbps Fast Ethernet performance over USB 2.0's 480 Mbps bus--faster than most wireless connections,Ethernet,USB,NONE,BETTER,0.8,lex (unique),Kamui Kobayashi Japan BMW Sauber-Ferrari 1m 50.200s 11.,"[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> sauber/PROPN/compound/V Y/PROPN/ROOT/^']]",J1577370652,109
1946,1123,middle_paths_unrestricted_16,"Following the nasty trip to carolina, the Dores have three very winnable games with non-conference foes UMass and UAB before hosting a mediocre missouri team.",carolina,missouri,BETTER,NONE,1.0,lex (unique),"Honda, BMW, and Lamborghini will be showcasing in the automotive', 'category, and in publishing, The Saturday Evening Post, Better Homes &', 'Gardens, The New York Times and Conde Nast will all have a place on', 'the show floor.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],G959000983,158
1953,706,middle_paths_unrestricted_16,espn has a worse agenda than fox news.,espn,fox,BETTER,WORSE,1.0,lex (unique),"Clean interface, instant startup, superb flexibility and powerful', 'features allow you to create and edit HTML, CSS, JavaScript, PHP, ASP,', 'Perl, Ruby, Python code faster and easier tha...",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],D488278572,38
1957,1408,middle_paths_unrestricted_16,"Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE,0.6,lex (unique),"While Google is still expected to grow its business at a faster rate', 'than Apple, even slow-growing Intel boasts a meaningful premium to', 'free cash flow compared to Apple.","[['X/PROPN/nsubjpass/> expect/VERB/ROOT/^ grow/VERB/xcomp/<', 'than/ADP/prep/< apple/PROPN/pobj/< Y/PROPN/appos/<'], ['X/PROPN/nsubjpass/> expect/VERB/ROOT/^ grow/VERB/xcomp/<', 'than/ADP/prep/< apple/PROPN/pobj/< grow/VERB/amod/V Y/PROPN/appos/<']]",T3158174595,109
1958,2193,middle_paths_unrestricted_16,But the fact is Cocoa-Java is slower than Cocoa-Objective-C.,Java,Objective-C,BETTER,WORSE,1.0,lex (unique),Oracle University MySQL Courses,"[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> university/PROPN/compound/V Y/PROPN/ROOT/^']]",M1926967887,60
1963,237,middle_paths_unrestricted_16,"Ruby code simply looked better than, say, PHP.",Ruby,PHP,WORSE,BETTER,1.0,lex (unique),"Windows 7 hasn't been any faster for me than XP under VMWare Fusion"", ""(but perhaps that's obvious; Windows XP would probably seem slower"", 'than Windows 98, as well).","[['X/PROPN/nsubj/> seem/VERB/ROOT/^ slow/ADJ/oprd/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",T3184432809,46
1964,607,middle_paths_unrestricted_16,Alonso/Renault got the better of Michael/Ferrari in 2006.,Renault,Ferrari,NONE,BETTER,1.0,lex (unique),"In other LTE technology developments, Nokia Siemens Networks: launched', 'its ""FlexiZone"" approach to mobile broadband coverage, which will', 'deliver faster and more flexible 4G across areas with a very high user', 'density more efficiently and cost effectively; and expanded its', ""portfolio, to enable smooth 4G rollouts using the 'Digital Dividend'"", 'in the Asia Pacific region, Latin America and other parts of the', 'world.",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],I1278249498,57
1966,1965,middle_paths_unrestricted_16,cnn is truly become worse than fox was during the bush admin.,cnn,fox,BETTER,WORSE,0.8,lex (unique),"If you want to get serious, stick with a decent 3G phone and decent', 'laptop, even a Mac book.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ decent/ADJ/amod/V Y/PROPN/conj/<']]",H1126912956,61
1970,1659,middle_paths_unrestricted_16,I want to use PHP as I know it better than JavaScript.,PHP,JavaScript,NONE,BETTER,1.0,lex (unique),"First off I will say I love the ds version better than the wii', 'version.","[['X/PROPN/amod/> version/NOUN/ROOT/^ good/ADJ/amod/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/amod/> version/NOUN/ROOT/^ good/ADJ/amod/< than/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",E723700542,54
1971,1940,middle_paths_unrestricted_16,I rank pasteurized milk slightly better than soda in nutritional value.,milk,soda,NONE,BETTER,1.0,lex (unique),The jeep Grand Cherokee: A solid choice for a suv,"[['X/PROPN/compound/> cherokee/PROPN/ROOT/^ choice/NOUN/appos/<', 'for/ADP/prep/< Y/PROPN/pobj/<']]",P2533562981,71
1974,1821,middle_paths_unrestricted_16,Obviously a LED IPS like the Apple Cinema Display would be far better than the CCFL IPS like my Dell U2311H.,Apple,Dell,NONE,BETTER,1.0,lex (unique),"The Lobel's steak sandwich was very good, though for $15 it had better"", 'be.",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],P2547300676,108
1975,822,middle_paths_unrestricted_16,"In our panel on The Future of Code I observed that IBM was a company that had gone through a near-death experience yet had come through to the other side wiser and stronger, that Microsoft was a company undergoing a midlife crisis, and that Google was a company in serious need of adult supervision - at which point Vint Cerf piped up from the audience saying ""why do you think they hired me?"" Another highlight of these past months was my appointment to the board of trustees for the Computer History Museum .",IBM,Google,WORSE,NONE,0.8,lex (unique),"Also, softball is weak, basketball is a much better sport, luckily I', ""kept my cardio because I don't smoke spice.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<']],B218244037,510
1977,1786,middle_paths_unrestricted_16,"Even better, the Bluetooth controller has its own battery, charged via micro USB.",Bluetooth,USB,BETTER,NONE,1.0,lex (unique),"Choose a Brand ADATA AMD Apple ASRock ASUS Aztech Cooler Master', 'Corsair Creative Crucial D-Link Gigabyte HTC Huawei Intel LG Linksys', 'Logitech Microsoft Motorola MSI Netgear Nokia NZXT OCZ Oppo Palit', 'Plextor PowerColor Prolink Samsung Sandisk Sapphire Seagate Silicon', 'Power Sony Symantec Thermaltake TP-Link Western Digital Xiaomi ZTE",[['NOPATH']],D477028165,81
1978,469,middle_paths_unrestricted_16,"Tim Bray, Sun's director of Web technologies, said some scripting languages, such as Python, can be easier to learn than Java, but others, such as Perl, are harder.",Python,Perl,NONE,BETTER,1.0,lex (unique),"To me, the Sonata is very close to Nissan, Honda, and Toyota, but with', 'a better warranty.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ honda/PROPN/conj/V Y/PROPN/conj/<']]",R2923641513,164
1979,294,middle_paths_unrestricted_16,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,WORSE,1.0,lex (unique),The only thing worse than pro football is pro hockey!,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ pro/ADJ/amod/V Y/PROPN/attr/<']]",P2596880743,106
1983,476,middle_paths_unrestricted_16,"Ruby vs other dynamicaly typed interpreted languages like Python, Perl, PHP, ... it really is not slower.",Ruby,Python,BETTER,NONE,1.0,lex (unique),Ruby vs Java,"[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ vs/ADP/prep/V Y/PROPN/pobj/<']]",N2120556487,105
1990,2224,middle_paths_unrestricted_16,To summarize: Scala to me is just a better Java with too many trade offs.,Scala,Java,NONE,BETTER,0.6,lex (unique),"Clearly you've never used good Leica or Zeiss lenses, they sure"", 'produce better image quality than ostensive good Nikon lenses.","[['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/poss/> or/CONJ/cc/V produce/VERB/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/poss/> zeiss/PROPN/conj/V produce/VERB/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/<', 'ostensive/ADJ/amod/V Y/PROPN/pobj/<'], ['X/PROPN/poss/> produce/VERB/ROOT/^ than/ADP/prep/< good/ADJ/amod/V', 'Y/PROPN/pobj/<']]",D489227210,73
1992,603,middle_paths_unrestricted_16,PostgreSQL is a better fit for most Oracle apps.,PostgreSQL,Oracle,NONE,BETTER,1.0,lex (unique),"To cope with this, AMD, IBM, and Intel have developed metal gate', 'electrodes, which match better electromagnetically with the high-k', 'materials.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",R2912301542,48
1994,458,middle_paths_unrestricted_16,"Sony Xperia Tablet Z has a better processor, much better form factor, slightly larger display, better connectivity options, better compatibility, better performance, etc., as compared to Apple iPad.",Sony,Apple,NONE,BETTER,1.0,lex (unique),"If you don't consider those dealbreakers, the box is a decent choice"", 'for streaming amazon Instant Video, hulu, Netflix, and the like.",[['X/PROPN/compound/> video/PROPN/ROOT/^ Y/PROPN/npadvmod/<']],H1111398228,198
1995,875,middle_paths_unrestricted_16,"John Carmack, the co-founder of id Software who pretty much helped invent the first-person shooter genre, not to mention an all-around fantastic gentleman (we hung on his every word during last year's QuakeCon ), has said that he now believes Direct3D is a superior API to OpenGL .",Direct3D,OpenGL,NONE,BETTER,1.0,lex (unique),"My steak sandwich tastes fresh and was enough in itself to provide a', 'solid meal, let alone the additional fries.",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],L1777263948,281
1996,2050,middle_paths_unrestricted_16,"However, this does not take into consideration whether the code is optimized better for a specific platform, the quality of the drivers and the OpenCL stack (which does not perform as well as CUDA on NVidia).",OpenCL,CUDA,NONE,WORSE,0.8,lex (unique),"windows 7 or Windows 8. Let me know if you find any other faster way', 'of mapping drives in Windows XP or Windows 7.",[['NOPATH']],T3184442204,208
1997,451,middle_paths_unrestricted_16,"Ruby better than they currently know Perl"".",Ruby,Perl,NONE,BETTER,0.8,lex (unique),"He currently programs in Smalltalk, Erlang, Java, and Python.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ erlang/PROPN/conj/V Y/PROPN/conj/<']]",F869704556,43
1998,505,middle_paths_unrestricted_16,"Downloading the media yourself, installing, and then using the ""phone Microsoft to activate"" option might be faster than waiting for the media from Dell.",Microsoft,Dell,NONE,BETTER,1.0,lex (unique),"Perl/Python/php/ java /C/C++ etc)Solid understanding of software', 'engineering practices/patterns/architectureFamiliarity...",[['NOPATH']],M1988327940,153
1999,726,middle_paths_unrestricted_16,"I like this suv better than any of my past vehicles- jeep Grand Cherokee, MB ML320, Cadillac SRX, Infiniti QX4.",suv,jeep,NONE,BETTER,1.0,lex (unique),"I'm interested in adding semantic backends for ebrowse, java, etags,"", 'to get better language support for c++, java, Python ,ocaml,', 'JavaScript and vbscript, which are languages I happen to program in.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ ocaml/NOUN/conj/V Y/PROPN/conj/<']]",H1204623623,111
2002,563,middle_paths_unrestricted_16,IBM connects to existing Microsoft SharePoint repositories to better manage content and mitigate compliance risk across the enterprise.,IBM,Microsoft,BETTER,NONE,1.0,lex (unique),"There is a long debate regarding whether MySQL is better or', 'PostgreSQL.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/npadvmod/<']],Q2653230933,135
2006,957,middle_paths_unrestricted_16,"It's well suited for the content suite Amazon has lined up for it, which is superior to every other non-Apple tablet.",Amazon,Apple,WORSE,BETTER,1.0,lex (unique),"Yes the re-image process is slower over wireless but still is better', 'then trying to use a USB to Ethernet Adapter on large numbers of', 'machines.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ to/PART/prep/V Y/PROPN/pobj/<']]",T3228617265,117
2007,258,middle_paths_unrestricted_16,An easier--but not easy--way to make ice cider is by freezing the juice rather than the apple.,cider,juice,BETTER,NONE,0.8,lex (unique),"Maybe the fastest out food truck I've ever been to, so much faster"", 'than Burger bus.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ faster/ADV/acomp/< than/ADP/prep/<', 'burger/PROPN/compound/V Y/PROPN/pobj/<']]",K1693205761,94
2008,1880,middle_paths_unrestricted_16,"It is fair to say that Wilson was the most racist of all post-Civil War Presidents: worse than Andrew Johnson, worse than nixon, worse even than reagan.",nixon,reagan,NONE,WORSE,0.8,lex (unique),"And it is better to do that in a Renault-Nissan environment than a', 'totally separate environment.""",[['X/PROPN/compound/> Y/PROPN/ROOT/^']],B263097557,152
2009,960,middle_paths_unrestricted_16,"Coming from an unkillable and rock solid Honda Accord that I've had my entire adulthood, I'm a bit scared of reliability/cost for repair, but I'm ready for my little BMW now!",Honda,BMW,BETTER,NONE,0.8,lex (unique),NetBeans tooling for Eclipse developers?,[['X/PROPN/compound/> tooling/NOUN/ROOT/^ for/ADP/prep/< Y/PROPN/pobj/<']],L1791484979,174
2010,1794,middle_paths_unrestricted_16,"I prefer the wii version, because having dual analogs is really much better than using the crappy psp controls.",wii,psp,NONE,BETTER,1.0,lex (unique),"Toyota engines have better ""overclocking"" but less factory output', 'specs; while Nissan has higher factory output but less ""overclocking""', 'capabilities.","[['X/PROPN/compound/> engine/NOUN/nsubj/> engine/NOUN/ROOT/^', 'Y/PROPN/advcl/<'], ['X/PROPN/compound/> engine/NOUN/nsubj/> engine/NOUN/ROOT/^', 'while/ADP/mark/V Y/PROPN/advcl/<']]",R2938124378,111
2011,1610,middle_paths_unrestricted_16,"The Sigma will probably be BETTER than most wide angle primes, like a 28mm f2.8 Nikon.",Sigma,Nikon,NONE,BETTER,1.0,lex (unique),"If the gamecube did not have better games than the ps2 that is my', 'point.","[['X/PROPN/nsubj/> have/VERB/ROOT/^ game/NOUN/dobj/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> have/VERB/ROOT/^ game/NOUN/dobj/< than/ADP/prep/<', 'the/DET/det/V Y/PROPN/pobj/<']]",H1094540240,86
2013,276,middle_paths_unrestricted_16,"I will admit to only one significant thing I like about Lisp better than Python, and that's easy programmatic manipulation of other code.",Lisp,Python,NONE,BETTER,1.0,lex (unique),"While the USB-To-Ethernet adaptor was slightly slower, at 80 Mbps', 'there was little noticeable difference.","[['X/PROPN/compound/> Y/PROPN/ROOT/^'], ['X/PROPN/compound/> to/PROPN/compound/V Y/PROPN/ROOT/^']]",T3165894202,137
2018,1168,middle_paths_unrestricted_16,"It not as verbose as Java would be, there's no monkey-patching like you might see in Ruby, refactoring is much safer than it would be in JavaScript, and it runs on Linux much better than C# would.",Ruby,JavaScript,WORSE,BETTER,1.0,lex (unique),GM's competition wasn't just Ford and Chrysler.,"[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",F816431919,196
2020,34,middle_paths_unrestricted_16,"Yamauchi: ps3 dev was harder than anticipated, pushed psp out",ps3,psp,NONE,WORSE,1.0,lex (unique),"If Nikon wants to claim PRO status and quality and perhaps better than', 'Canon, then they should be willing to go there and hit the big MP guys', ""(Leica & Kodak's huge sensor).","[['X/PROPN/nsubj/> be/VERB/ROOT/^ go/VERB/xcomp/< hit/VERB/conj/<', 'guy/NOUN/dobj/< Y/PROPN/appos/<']]",H1084650191,61
2022,1696,middle_paths_unrestricted_16,"Windows 7 boots much faster than Windows Vista-but surprisingly, no faster than Windows XP.",Windows Vista,Windows XP,BETTER,WORSE,1.0,lex (unique),"The core code was simple (vertex / pixel shader + vertex buffer) and', 'in this case OpenGL render path was faster and produced more heat than', 'Direct3D 9 render path.","[['X/PROPN/nsubj/> render/VERB/ROOT/^ be/VERB/ccomp/< produce/VERB/conj/<', 'heat/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<']]",P2449363488,91
2023,2330,middle_paths_unrestricted_16,A solid concrete base is important for firmly setting wood or metal posts.,concrete,metal,WORSE,NONE,1.0,lex (unique),"First, Motorola, then HTC and Samsung.",[['X/PROPN/amod/> htc/PROPN/ROOT/^ Y/PROPN/conj/<']],E722958970,74
2027,991,middle_paths_unrestricted_16,"I actually use my own custom-rolled flavor of Haml that is less Ruby-like, and I think it maps a bit better to the stylesheet and JavaScript.",Ruby,JavaScript,NONE,BETTER,1.0,lex (unique),"Fun fact: The PS4 is selling faster than the PS1,ps2, and ps3.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",F790355669,141
2030,443,middle_paths_unrestricted_16,"Those numbers, Cadillac points out, are better than the horsepower and torque numbers for comparable V6 engines driving such competitive vehicles as the Mercedes-Benz E-Class and the Lexus ES 350.",Cadillac,Lexus,NONE,BETTER,1.0,lex (unique),"Pentium III 800MHz or faster PC with USB port 512 MB RAM or more', 'Windows 2000, Windows XP, Windows Vista, Windows 7, Windows 8 Mac OS', '10.4 or later Linux 2.6.31 or later","[['X/PROPN/ROOT/^ Y/PROPN/appos/<'], ['X/PROPN/ROOT/^ vista/PROPN/npadvmod/V Y/PROPN/appos/<']]",M1979929361,196
2031,774,middle_paths_unrestricted_16,"In these races, the balance is held by quintessential swing and ticket-splitting voters; a georgia-style Republican may run poorly in, say, West virginia.",georgia,virginia,BETTER,NONE,0.6666666666666666,lex (unique),"Ford Motor Co, Honda Motor Co and Nissan Motor Co all posted better', 'thane xpeced sales during the month of November.",[['X/PROPN/compound/> co/PROPN/ROOT/^ Y/PROPN/npadvmod/<']],F740471653,154
2034,1655,middle_paths_unrestricted_16,It seems to me that sound quality in my XTS is better using Bluetooth than the direct USB hookup.,Bluetooth,USB,NONE,BETTER,1.0,lex (unique),"Don't learn Perl because even though it's a mature, fast and popular"", ""language, it's harder to learn than PHP.","[[""X/PROPN/dep/> '/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/<"", 'Y/PROPN/pobj/<']]",E601320733,97
2038,1833,middle_paths_unrestricted_16,"If you go with the Ford Transit Connect, you'll have a much easier time finding a large enough space to park than you will with the Nissan NV Cargo NV3500 HD.",Ford,Nissan,NONE,BETTER,0.8,lex (unique),The poorer people ate mostly bread made of potato flour.,[['X/PROPN/nsubj/> make/VERB/ROOT/^ of/ADP/prep/< Y/PROPN/pobj/<']],Q2615685495,158
2042,549,middle_paths_unrestricted_16,"The weather starts to get cooler, the leaves change color, and halloween leads to thanksgiving, which leads to Christmas.",halloween,thanksgiving,BETTER,NONE,1.0,lex (unique),"Worse, everything you\'re promoting in this ""war against Apple"" is', 'precisely what Microsoft is doing wrong.",[['X/PROPN/nsubj/> be/VERB/ROOT/^ what/NOUN/dobj/< Y/PROPN/npadvmod/<']],T3210819770,121
2044,2156,middle_paths_unrestricted_16,"Is Windows 8 really better than Windows 7, Vista, or even XP?",Windows 8,Windows 7,NONE,BETTER,1.0,lex (unique),"Mahan Is superior to Curtis, but there Is nothing to choose between', 'Murdock, of dartmouth, and Bradlce, of harvard.","[['X/PROPN/ROOT/^ Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<'], ['X/PROPN/ROOT/^ bradlce/PROPN/conj/V Y/PROPN/pobj/<']]",K1663288862,61
2048,597,middle_paths_unrestricted_16,Renault also clinched the Constructors Championship over Ferrari.,Renault,Ferrari,WORSE,BETTER,1.0,lex (unique),"The following skills are required: Solid grasp of Python, PHP, SQL,', 'XHTML, CSS, and JavaScript.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ sql/PROPN/conj/V Y/PROPN/conj/<']]",P2495760629,65
2051,2215,middle_paths_unrestricted_16,"If your primary concern is CGI, look for a solid 'Application Framework', there are a variety for perl, Zope in particular for Python, Zend for PHP.",Python,PHP,BETTER,NONE,1.0,lex (unique),"Take Ibuprofen (Motrin, Advil or Nuprin) for pain, if necessary.",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],O2336630441,148
2054,703,middle_paths_unrestricted_16,"Nevertheless, Audi says the A5 2.0 gets better fuel economy than any of its direct competitors from BMW and Mercedes-Benz.",Audi,Mercedes-Benz,NONE,BETTER,1.0,lex (unique),"For me, green tea powder was more drying, though worked faster than', 'lemon juice (diluted).","[['X/ADJ/amod/> be/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/ADJ/amod/> be/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/<', 'lemon/NOUN/compound/V Y/PROPN/pobj/<']]",F751748828,122
2055,228,middle_paths_unrestricted_16,"Similarly, the ps2 fared better in the marketplace than the technically superior Xbox and gamecube (which was primarily hampered by storage space issues like the N64 before it).",ps2,gamecube,NONE,BETTER,1.0,lex (unique),"x Concrete tanks painted with marine epoxy or plastic-lined tanks are', 'easier to clean and maintain than bare cement tanks.","[['X/PROPN/npadvmod/> line/VERB/amod/> be/VERB/ROOT/^ than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/npadvmod/> line/VERB/amod/> be/VERB/ROOT/^ than/ADP/prep/<', 'bare/ADJ/amod/V Y/PROPN/pobj/<']]",T3218025071,177
2060,1389,middle_paths_unrestricted_16,Will he serve her soup to make her feel better even if it's sandwich day?,soup,sandwich,BETTER,NONE,0.8,lex (unique),"Apple does far better, scoring 60 out of 100, but it still places last', 'in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and', 'Sony.","[['X/PROPN/nsubj/> do/VERB/ROOT/^ place/VERB/conj/< behind/ADP/prep/<', 'leader/NOUN/pobj/< siemens/PROPN/appos/< hp/PROPN/conj/<', 'ibm/PROPN/conj/< nokia/PROPN/conj/< Y/PROPN/conj/<']]",B326153916,73
2061,2209,middle_paths_unrestricted_16,The specimens with solid concrete slabs carried higher load compared to those with metal deck slabs.,concrete,metal,NONE,BETTER,1.0,lex (unique),"I'm not arguing that the Sony product has the superior technology in"", 'both the PS3/wii and psp/DS shootout.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",H1208008168,100
2062,1078,middle_paths_unrestricted_16,What if facebook made google+ better?,facebook,google,BETTER,NONE,1.0,lex (unique),"While nixon came across better on radio, kennedy appeared the winner', 'to television viewers.",[['X/PROPN/nsubj/> come/VERB/ROOT/^ better/ADV/advmod/< Y/PROPN/appos/<']],T3161536032,37
2063,269,middle_paths_unrestricted_16,"There is a gay person - many gay people! - who are faster, better at baseball, better at football, better at golf.",baseball,football,BETTER,NONE,1.0,lex (unique),"I'm better at sports like bowling and golf but I'm getting better at"", 'tennis and basketball.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",H1196963976,114
2065,1997,middle_paths_unrestricted_16,"We also would have liked to see built-in Bluetooth, support for Ethernet Gigabit, and better-sounding speakers.",Bluetooth,Ethernet,BETTER,NONE,0.4,lex (unique),"In general, interpreters ( e.g. , Python, Perl, R, MATLAB) are', 'considered slower than compiled source code ( e.g. , C, FORTRAN).",[['X/PROPN/ROOT/^ Y/PROPN/conj/<']],I1263629787,111
2066,1795,middle_paths_unrestricted_16,"That said, Amazon will never produce better hardware than Apple does, even if it tries.",Amazon,Apple,BETTER,WORSE,1.0,lex (unique),"You've got three really good Ford and Chevrolet teams over there and"", ""they're all using the same cars and making them better each week.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<']]",T3278193535,87
2070,1374,middle_paths_unrestricted_16,north carolina is not safer than california.,carolina,california,BETTER,WORSE,1.0,lex (unique),I am told that a BMW would be a far nicer car than my Ford.,"[['X/PROPN/nsubj/> be/VERB/ROOT/^ car/NOUN/attr/< than/ADP/prep/<', 'Y/PROPN/pobj/<'], ['X/PROPN/nsubj/> be/VERB/ROOT/^ car/NOUN/attr/< than/ADP/prep/<', 'my/ADJ/poss/V Y/PROPN/pobj/<']]",G1017603004,44
2073,1154,middle_paths_unrestricted_16,"Roughly speaking, the conclusion was that PostgreSQL was the better database, but MySQL had a larger user base.",PostgreSQL,MySQL,WORSE,BETTER,1.0,lex (unique),HR Ford owner buys Chrysler dealership,[['X/PROPN/compound/> owner/NOUN/nsubj/> owner/NOUN/ROOT/^ Y/PROPN/dobj/<']],G992410188,111
2077,1849,middle_paths_unrestricted_16,This would let Apple better compete with the latest offerings from Sony and Jens of Sweden.,Apple,Sony,BETTER,NONE,0.4,lex (unique),"Io - Small, embeddable, object-oriented, prototype-based, garbage', 'collected language; faster than Perl, Python, Ruby; supports actors', 'and futures for concurrency.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ python/PROPN/conj/V Y/PROPN/conj/<']]",I1327245672,91
2080,1303,middle_paths_unrestricted_16,"Google is ""excited to partner with IBM to provide resources which will better equip students and researchers to address today's developing computational challenges,"" said the company's CEO Eric Schmidt.",Google,IBM,WORSE,NONE,1.0,lex (unique),"Now let's be clear; in this author's humble opinion, Apple is still"", 'way better than IBM.","[['X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/<', 'Y/PROPN/pobj/<']]",L1847933500,202
2083,1567,middle_paths_unrestricted_16,"But the dual-core Intel Core i3-2100 processor in the Dell Inspiron i620-228NBK managed much faster times: 1:42 in Handbrake, 3:55 in CS5.",Intel,Dell,BETTER,NONE,1.0,lex (unique),"For $500, I can buy a very nice laptop AND a decent cell phone.","[['X/PROPN/ROOT/^ Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<'], ['X/PROPN/ROOT/^ cell/NOUN/compound/V Y/PROPN/conj/<']]",F735559650,138
2084,1331,middle_paths_unrestricted_16,"//we could do some fancy escaping to directly insert the PHP variables //into the JavaScript function call, but this is harder to break.",PHP,JavaScript,BETTER,NONE,0.8,lex (unique),A Microsoft product is harder to repair than an Apple product?,"[['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< Y/PROPN/pobj/<'], ['X/PROPN/compound/> be/VERB/ROOT/^ than/ADP/prep/< an/DET/det/V', 'Y/PROPN/pobj/<']]",B235228176,136
2085,2372,middle_paths_unrestricted_16,Perl is surely harder to learn than Python.,Perl,Python,BETTER,WORSE,1.0,lex (unique),"Sailing, fishing, cruising, swimming ...","[['X/PROPN/ROOT/^ Y/PROPN/dobj/<'], ['X/PROPN/ROOT/^ cruise/VERB/acl/V Y/PROPN/dobj/<']]",N2127518755,43
