,sentence,object_a,object_b,pred_if,pred_lex,gold,most_frequent_percentage,s_len
1481,"Now whether or not hockey hits are harder than football, who knows.",hockey,football,WORSE,BETTER,NONE,1.0,67
1482,"After abandoning Ruby (until they calm down), I started exploring Perl and C/C++ with much better results.",Ruby,Perl,NONE,NONE,WORSE,0.4,106
1484,"But I would bet that a loaded, $30,000 Honda Accord offers more refinement and an EcoBoost Ford Fusion is faster.",Honda,Ford,NONE,NONE,WORSE,0.8,113
1493,"The only thing worse than bringing small children to a wedding, is being invited to a small child's birthday party.",wedding,birthday,NONE,NONE,BETTER,1.0,115
1495,Of course it's vastly inferior like hockey than to real football so that would be your answer to that question.,hockey,football,BETTER,NONE,WORSE,0.8,111
1500,"Umberto, if you read my post carefully, you will see that I never say that Objective-C is superior as a language to Java.",Objective-C,Java,BETTER,BETTER,NONE,1.0,121
1505,"I can get a project from concept to completion in Java faster than in C, C++, C# (although that's damn close..), or Objective-C.",Java,Objective-C,NONE,NONE,BETTER,0.6,128
1516,"For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.",tennis,golf,NONE,NONE,WORSE,1.0,92
1519,The interface should be written in Java (or even better Groovy).,Java,Groovy,NONE,NONE,WORSE,1.0,64
1523,espn gets much better and fox falls apart - how can that be?,espn,fox,NONE,NONE,BETTER,0.8,60
1525,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",Apple,Sony,NONE,NONE,WORSE,1.0,146
1529,It was poorly coded in Perl anyway compare to the Korean tool which is well coded in PHP.,Perl,PHP,NONE,BETTER,WORSE,0.6,89
1529,The coffee really improved a mediocre base beer.,coffee,beer,NONE,NONE,BETTER,1.0,48
1532,"Unless you need USB 3.0, or better Bluetooth, or Fusion drive or something like that.....",USB,Bluetooth,NONE,NONE,WORSE,1.0,89
1540,"Probably it's that Windows 98 does not recognize your audio interface, something that Windows XP does better about the drivers.",Windows 98,Windows XP,NONE,NONE,WORSE,1.0,127
1545,"I tried creating a version that mimics the Perl one (because Ruby also has the -n option), but in the end this seemed easier (and much more readable):",Perl,Ruby,NONE,NONE,BETTER,1.0,150
1550,"While this manipulation is all available in the standard JDK and is thus available to Java applications, Groovy is better suited for scripting needs like this.",Java,Groovy,NONE,NONE,WORSE,1.0,159
1553,wii U GPU And CPU Slower Than Xbox 360 And playstation 3,wii,playstation,NONE,NONE,WORSE,1.0,56
1555,I'm sure Google wants to move faster than the JCP would allow and probably has made changes and tailored Harmony to suit their needs in such a way that Oracle/IBM wouldn't like.,Google,IBM,NONE,NONE,BETTER,1.0,177
1556,We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',Java,Lisp,NONE,NONE,WORSE,0.6,285
1563,"Amusingly enough, it was released several months after John Carmack and the rest of the gaming industry started bitching Microsoft out for pushing Direct3D over the clearly superior OpenGL.",Direct3D,OpenGL,BETTER,NONE,WORSE,0.6,189
1569,I wouldn't say Microsoft is worse then Apple.,Microsoft,Apple,WORSE,BETTER,NONE,1.0,45
1569,"Explain the pros and cons of each system lTe A customer has asked if Windows XP is better than Windows Vista."" .",Windows XP,Windows Vista,BETTER,BETTER,NONE,0.8,112
1572,I've compared Firebird with MySQL (don't know PostgreSQL so well) and it is really better.,MySQL,PostgreSQL,NONE,NONE,BETTER,1.0,90
1573,tea is steeped in boiling water and is a superior alternative to lobster juice.,tea,juice,NONE,NONE,BETTER,1.0,79
1579,"However, it is a thing to be aware of if you're writing world class 3D Windoze apps, but not in determining whether OpenGL is better than Direct3D.",OpenGL,Direct3D,BETTER,BETTER,NONE,0.8,147
1590,"It's frustrating when there's very little reason (and if there is a halfway decent reason, I'd like to hear about it---and don't give me that ""ease of use"" crap; any competent programmer can use either API rather well) not to use OpenGL over Direct3D, other than the ""Nobody ever got fired for choosing Microsoft"" mentality.",OpenGL,Direct3D,BETTER,BETTER,NONE,1.0,324
1591,Sony can now build up from the Cell and just make it more powerful and faster in the way Intel advances their tech.,Sony,Intel,NONE,NONE,BETTER,0.8,115
1594,"That's true, function passing is painless in Python and a little harder in Ruby.",Python,Ruby,NONE,NONE,BETTER,1.0,80
1600,"We know that Windows Vista is a lot harder to counterfeit than Windows XP, but we also know that pirates will keep trying,"" he closes.",Windows Vista,Windows XP,WORSE,WORSE,BETTER,1.0,134
1603,Why should I give you $6 for a lousy potato when I've aready paid $35 for a steak?,potato,steak,NONE,NONE,WORSE,1.0,82
1606,Eh? I wouldn't say Python would be faster than Java in terms of,Python,Java,BETTER,BETTER,NONE,0.8,63
1608,A Microsoft product is harder to repair than an Apple product?,Microsoft,Apple,BETTER,BETTER,WORSE,1.0,62
1610,"While Alabama proved they are leagues ahead of Notre Dame, oregon may have provided better competition, like Texas A&M and georgia did against the Crimson Tide.",oregon,georgia,NONE,NONE,BETTER,0.8,160
1612,"Python grew out of the need for a ""better"" Perl.",Python,Perl,WORSE,NONE,BETTER,1.0,48
1615,"DavidKorn For a few years after the release of Perl in 1987, AWK remained competitive simply because it had a smaller, faster implementation.",Perl,AWK,NONE,NONE,WORSE,1.0,141
1616,"The Samsung LN22A450 produces a well-contrasted picture for its size, yet I kept coming back to the Toshiba 22AV500U as a superior small-screen choice, as it features better color quality and an additional HDMI port.",Samsung,Toshiba,NONE,NONE,WORSE,0.8,216
1617,"It's gotten better with youtube, but Kreva's itunes page is bare except for his collaboration with Miyavi.",youtube,itunes,WORSE,NONE,BETTER,1.0,106
1619,"Plus, unlike hockey or, worse, soccer, football and baseball allow for a lot of downtime.",hockey,football,NONE,NONE,WORSE,1.0,89
1621,"Yes Wolf, the third movie is in a plastic slip case not the nicer cardboard slipcase.",plastic,cardboard,NONE,NONE,WORSE,1.0,85
1621,"There are other languages which may be better suited than PHP if you want to see things from a different angle - I suggest that you try a functional language like Lisp, Scheme, Haskell, F#, or a weakly typed language like Python.",Lisp,Python,NONE,WORSE,BETTER,0.6,229
1632,ISA is the old bus of the old IBM-compatible PCs while PCI is a newer and faster bus from Intel.,IBM,Intel,NONE,NONE,WORSE,1.0,96
1637,"The frame is made from ONE-PIECE solid stainless steel, not cheap metal or aluminum like other inferior replicas.",steel,aluminum,NONE,NONE,BETTER,1.0,113
1640,The oregon Parks were a bit nicer but I liked the california Coast more.,oregon,california,NONE,WORSE,BETTER,0.8,72
1642,"Also, softball is weak, basketball is a much better sport, luckily I kept my cardio because I don't smoke spice.",softball,basketball,NONE,NONE,WORSE,1.0,112
1643,"Second, in real world tasks using apps, all other things being equal, the iphone 5 enjoys an inherent advantage in that it mandates programmers to use Objective-C, which is a much lower-level language than the Java used in Android machines, which runs programs in the Dalvik virtual machine, creating a software that necessarily is more indirect than the iPhone programming approach and hence slower.",Objective-C,Java,BETTER,NONE,WORSE,0.8,400
1651,"To me, the Thinkpad looks like a better laptop than the Macbook Air, because it's got an optical drive, three USB ports instead of one, built-in Ethernet, and a faster processor.",USB,Ethernet,NONE,NONE,BETTER,1.0,178
1660,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Intel,Sony,NONE,NONE,BETTER,1.0,298
1662,"If OpenGL is faster, and it has a comparable feature set, and hardware support is excellent... why is Direct3D still the de facto API?",OpenGL,Direct3D,NONE,WORSE,BETTER,0.8,134
1664,"Java has an impoverished model of abstraction; Groovy is a decent alternative (I find its syntax and a few language features a little weird at times, but when you come from a Lisp/Smalltalk background, languages with extensive syntax always seem a little crude :)",Java,Groovy,NONE,NONE,WORSE,1.0,263
1665,"Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",Windows 8,Windows 7,NONE,WORSE,BETTER,1.0,110
1667,", aims to promote the National lacrosse League (NLL) as a better alternative to the National hockey League (NHL).",lacrosse,hockey,NONE,NONE,BETTER,1.0,113
1671,Thanks to Apple removing Google maps which is 1000x better.,Apple,Google,NONE,NONE,WORSE,1.0,59
1674,"This is updated to take full advantage of Java 8. - Scala is slightly nicer some syntactic flourishments (for comprehensions, pattern matching), but it's not necessary.",Java,Scala,NONE,NONE,WORSE,1.0,168
1676,There is no obvious reason as to why Lisp should have better performance than Python.,Lisp,Python,BETTER,BETTER,NONE,0.6,85
1680,"DWTS : ""They prefer a nice, solid Chrysler Town & Country to that newfangled Toyota Prius.""",Chrysler,Toyota,NONE,NONE,BETTER,0.8,91
1682,I have tried using Perl (slow) and AWK (faster but still slow) - does anyone have any suggestions or pointers toward alternative approaches?,Perl,AWK,NONE,NONE,WORSE,0.6,140
1691,"More challenging yet, the van's designers had only shaped the engine box for a four-cylinder engine, meaning Toyota could not fit the Previa with a V-6 engine to compete with the faster and more powerful Chrysler minivans--or those from Ford and General Motors as well.",Toyota,Chrysler,NONE,NONE,WORSE,0.8,269
1696,The pasta is mediocre BUT the pizza is very good.,pasta,pizza,NONE,NONE,WORSE,0.6,49
1697,I'm not saying the ps3 is better or worse than the Xbox360 and wii.,ps3,wii,BETTER,BETTER,NONE,0.8,67
1697,Setting up Python running as FastCGI on either Apache or lighttpd is much harder than creating a page of PHP.,Python,PHP,BETTER,BETTER,NONE,1.0,109
1699,"With immense competition and reliability a given, Honda will continue to bleed market share with GM, Ford, Hyundai and VW making better cars.",Honda,Ford,NONE,NONE,WORSE,1.0,141
1709,Apple is only 50% better than Dell or HP?,Apple,Dell,BETTER,BETTER,NONE,1.0,41
1711,You can use plywood for a basic bar but planks of lumber look nicer for a more elaborate setup and are easier to finish with stain or paint.,plywood,lumber,NONE,NONE,WORSE,1.0,140
1715,steel will oxidize (rust) faster than aluminum.,steel,aluminum,BETTER,BETTER,WORSE,1.0,47
1729,"Compared with the Mercedes-Benz C class, BMW 3 series and Audi A4, the Lexus ES sedan now offers more power (268 hp) and worse fuel economy (24 mpg combined) from its base engine.",Audi,Lexus,NONE,NONE,WORSE,0.8,179
1737,(Whether that makes Ruby and Python better than Java is subjective.),Python,Java,NONE,NONE,BETTER,1.0,68
1749,"My main sport was football, but I was determined to get better at golf,"" Norwood says.",football,golf,BETTER,NONE,WORSE,0.6,86
1749,So the standard (C)Python is not necessarily slower than Java or C#.,Python,Java,WORSE,WORSE,NONE,1.0,68
1752,"While it is certainly true that few companies posted big wins in the equity markets this week, it remains striking that Google underperformed Oracle, IBM, Apple, Microsoft, and Yahoo! (all of whom posted losses much closer to those of NASDAQ) and HP did even worse.",Google,IBM,NONE,NONE,WORSE,1.0,265
1755,Is murder worse in missouri than michigan?,missouri,michigan,BETTER,BETTER,WORSE,0.4,42
1765,"When moving files Gb Ethernet is faster, when doing LOTS of small transfers, USB is faster.)",Ethernet,USB,BETTER,BETTER,NONE,1.0,92
1778,"MySQL might be faster for simple operations, but PostgreSQL completely demolishes it in complex queries.",MySQL,PostgreSQL,WORSE,WORSE,NONE,0.8,104
1789,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,NONE,WORSE,1.0,130
1806,"Sure enough, my daughter moved quickly from my hand-me-down laptop to her own (faster, newer) MacBook and iphone.",laptop,iphone,NONE,NONE,WORSE,1.0,113
1810,"I have always used a canned CGI (in Perl) gleaned from a resources site, but PHP looks soooo much easier.",Perl,PHP,NONE,NONE,WORSE,1.0,105
1816,"Only Nevada (14.4 percent), michigan (13 percent) and california (12.4 percent) were worse.",michigan,california,NONE,NONE,BETTER,1.0,91
1818,"And at this point, Python (or Ruby) may be a better choice, because Hackage still lags behind PyPI in many areas (and say, how many days you need to teach a novice to manipulate an image, or to plot charts in Haskell?).",Python,Haskell,NONE,NONE,BETTER,1.0,219
1827,"If you spend are likely to spend more time with Java, then Scala or Groovy are possibly better options.",Java,Scala,NONE,BETTER,WORSE,1.0,103
1829,"Apple has also add the ability to connect the Apple TV with a Bluetooth keyboard (?!), which allows users to enter text for search much faster that using the four-way remote control, and likely faster than the Remote app for iOS, once you factor in connection and navigation time.",Apple TV,iOS,NONE,NONE,BETTER,1.0,280
1832,"the ""improvements"" like Faster boot times Longer battery life Better performance More secure (Windows XP is 21 times more likely to be infected by malware than Windows 8) much better multimonitor and hardware support Faster Wi-Fi reconnection etc etc are nothing to sneeze at IMHO",Windows XP,Windows 8,NONE,BETTER,WORSE,1.0,280
1837,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,NONE,WORSE,0.6,114
1840,plastic frames are far harder to work with than wood.,plastic,wood,BETTER,BETTER,WORSE,1.0,53
1844,"And no, the Sony earbuds are smaller than the Apple earbuds (which have better sound) so they won't fit.",Sony,Apple,BETTER,BETTER,WORSE,1.0,104
1850,"Once I know Java, is jsp easier to learn than PHP?",Java,PHP,BETTER,BETTER,NONE,1.0,50
1852,"shower at truck stops, it's cheaper and easier than building a shower, and 3 of you? on one bus?",truck,bus,NONE,NONE,BETTER,0.8,96
1857,I haven't really used my truck anymore since I have a motorcycle (saving gas while getting there faster).,truck,motorcycle,NONE,NONE,WORSE,0.8,105
1859,Apple: Worse for open source than Microsoft?,Apple,Microsoft,BETTER,BETTER,WORSE,0.6,44
1862,"Maybe it would be better if I played golf, not hockey.",golf,hockey,NONE,NONE,BETTER,1.0,54
1869,"Chromatic aberration and distortion are better controlled on the Nikon, while Sigma does well in controlling vignetting.",Nikon,Sigma,NONE,NONE,BETTER,1.0,120
1872,"That's true, and it's definitely doable in any language, but it's a lot harder in Java than it is in OCaml, Haskell, Scala, etc.",Java,Scala,BETTER,NONE,WORSE,1.0,128
1873,"I like this model since I can start (or even do local dev) on SQLite and if I need better performance/functionality I can switch to a bigger DB system (MySQL, postgres, etc) by changing a line in my configuration file.",SQLite,MySQL,NONE,NONE,WORSE,0.8,218
1878,"Then again, without the Modern UI, Windows 8 doesn't offer many advantages, aside from faster performance, over Windows 7.",Windows 8,Windows 7,BETTER,BETTER,WORSE,0.4,122
1883,"Actually, Sony can be even nastier than Microsoft when it comes to licensing games for their platform.",Sony,Microsoft,BETTER,BETTER,WORSE,1.0,102
1887,"No buyers remorse, up until 5 years ago, been a long time Ford guy... just seem to have better luck with, dare I say it, toyota and Honda.",Ford,Honda,NONE,NONE,WORSE,1.0,138
1889,In summary - a plaigarized technology - a bad cement and a worse concrete.,cement,concrete,NONE,NONE,BETTER,1.0,74
1892,Adidas is a German company - therein I understand Nike being American better already.,Adidas,Nike,NONE,BETTER,WORSE,1.0,85
1898,"Even better alternatives for soda are water, unsweetened iced tea, and low-fat milk, she suggests.",soda,milk,NONE,BETTER,WORSE,1.0,98
1907,"youtube just won't cut it for a screencast, so I found hosting the video myself (amazon S3), was a better solution.",youtube,amazon,NONE,NONE,WORSE,1.0,115
1914,"Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,NONE,BETTER,0.6,135
1921,"Currently the implementation uses SQLite database (I'm quite addicted to its dynamic typing), but if migrated to MySQL or larger RDBMS, it would run tons faster.",SQLite,MySQL,NONE,NONE,WORSE,0.8,161
1927,"So, to me, Python isn't better or worse than Java.",Python,Java,WORSE,BETTER,NONE,1.0,50
1937,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Scala,Java,NONE,NONE,BETTER,1.0,121
1941,What Perl can do better than Ruby and vice versa,Perl,Ruby,BETTER,BETTER,NONE,0.6,48
1945,"I like Java very much but it causes severe RSI, so Groovy is a welcome addition it makes life easier for the 10% of the APIs/language we use 90% of the time.",Java,Groovy,NONE,NONE,WORSE,1.0,157
1955,I'm not going to get into the argument of whether Perl is better than Java or vice versa,Perl,Java,BETTER,BETTER,NONE,1.0,88
1967,"They are more reliable than Apple, less expensive than Dell, and just plain better overall.",Apple,Dell,BETTER,BETTER,NONE,1.0,91
1967,tea better than beer.,tea,beer,NONE,NONE,BETTER,1.0,21
1973,"Mercer leads at 556, one stroke better than georgia Tech with virginia Tech third at 565.",georgia,virginia,NONE,NONE,BETTER,1.0,89
1975,"Yeah, Nvidia's OpenCL is not good and CUDA is way better.",OpenCL,CUDA,NONE,BETTER,WORSE,1.0,57
1977,"Even if Microsoft manages to invent or buy a new idea, Google will come up with a way of making it faster, cheaper, safer and more powerful.",Microsoft,Google,NONE,NONE,WORSE,0.6,140
1978,"While Gordon's Chevrolet excelled at the end, Busch's Toyota never got better.",Chevrolet,Toyota,NONE,NONE,BETTER,1.0,78
1982,Why baseball is Superior to football,baseball,football,NONE,WORSE,BETTER,1.0,36
1985,"If the SEC felt like dipping into the ACC, Clemson or North carolina would make more sense, but I still think missouri is a better fit.",carolina,missouri,NONE,NONE,WORSE,1.0,135
1986,"In fact, Amazon did poorly in Google overall in general.",Amazon,Google,NONE,NONE,WORSE,0.8333333333333334,56
1988,"Actually scratch my last post, I canceled the Nikon and ordered the Sigma 18-50 mm f2.8 HSM instead, as I think it should be the better lens.",Nikon,Sigma,NONE,NONE,WORSE,1.0,141
1995,"Apple computers seem to be better, and many (but not all) of the Dell laptops work good.",Apple,Dell,NONE,NONE,BETTER,1.0,88
2000,A mediocre missouri team slowed Nevada's rushing attack and Nebraska severely limited virginia Tech.,missouri,virginia,NONE,NONE,BETTER,1.0,100
2002,"The loop approach written in Scala is roughly 3 times faster than the toMap variant, but still between 2 and 7 times slower than Java.",Scala,Java,BETTER,BETTER,WORSE,0.6,134
2004,"Even though Chevrolet models in the mid-1920s () caused the mere demise of Model T due to its superior amenities against the stereotype-driven T form, Henry Ford undoubtedly installed value to his product through price leadership strategy.",Chevrolet,Ford,NONE,NONE,WORSE,1.0,239
2005,The USB 3.0 port enables 10 times faster file transfer while the Bluetooth and WLAN IEEE 802.11 ac standards enable network communications.,USB,Bluetooth,NONE,NONE,BETTER,1.0,139
2010,"It's a decent rival to the Mercedes-Benz CLA45 AMG, though the Mercedes still wins when it comes to power output; let's hope Audi hurries up and brings out a new RS 3.",Mercedes-Benz,Audi,NONE,NONE,BETTER,1.0,167
2022,I no more defend that Nokia is superior to Samsung as I did all tese days.,Nokia,Samsung,BETTER,BETTER,WORSE,1.0,74
2028,The only thing I like better than pizza is pasta.,pizza,pasta,NONE,NONE,WORSE,1.0,49
2031,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,NONE,WORSE,1.0,165
2034,"While Direct3D works, OpenGL seems to give better texture quality and smoother frame rate in CS1.6.",Direct3D,OpenGL,NONE,NONE,WORSE,1.0,99
2035,Most of the applications I see that use Oracle would work fine or better with an OSS database such as PostgreSQL or even SQLite.,Oracle,PostgreSQL,NONE,BETTER,WORSE,0.8,128
2039,Motorola was king before Nokia came in.,Motorola,Nokia,NONE,NONE,WORSE,1.0,39
2040,"We believe that your upgrade experience in Windows 8 will be a breeze by offering a faster experience, a single upgrade path, and compatibility from prior versions of Windows, ' Microsoft's Brandon LeBlanc claimed in a statement which handily overlooks the fact that upgrades from Windows XP won't migrate any programs or settings.",Windows 8,Windows XP,NONE,NONE,BETTER,0.8,331
2052,Here's Why stanford Startups are Better Than mit Startups,stanford,mit,NONE,NONE,BETTER,1.0,57
2056,pennsylvania is at 65 mph while michigan and Indiana have slower limits for trucks.,pennsylvania,michigan,WORSE,NONE,BETTER,0.8,83
2057,"The better young male athletes in the US, said McEnroe, prefer to play football and basketball over tennis.",football,tennis,NONE,NONE,BETTER,1.0,107
2071,"you ignorant georgia fans are worse then texas a&m, lsu, south carolina, florida, and BAMA!",georgia,carolina,NONE,BETTER,WORSE,1.0,91
2076,"Ethernet will always be faster, but if your machines are not networked, order the USB cable and use it.",Ethernet,USB,NONE,WORSE,BETTER,1.0,103
2079,My first choice was Asus then Gigabyte.,Asus,Gigabyte,NONE,NONE,BETTER,1.0,39
2081,I'm finding that Amazon 's selection of apps are very limited and mediocre compared to Google Play.,Amazon,Google,BETTER,BETTER,WORSE,1.0,99
2086,"Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",Apple,Dell,NONE,NONE,WORSE,1.0,144
2086,"Like Apple's Genius in itunes, google has something similar but better called Instant Mix.",itunes,google,NONE,NONE,WORSE,0.8,90
2088,Video: michigan not much better at policing abortion mills than pennsylvania,michigan,pennsylvania,NONE,BETTER,WORSE,1.0,76
2090,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,NONE,WORSE,1.0,71
2091,ur kidding right ?? i use core i5 and 4gb ram with this graphics 45 fps no less than that number iam sure i can i make it (and any game) hit 120 fps simply doing 1 thing which is installing the ugly Windows XP sp3 (it dont even compare to Windows 8 beauty) but its about 3 times faster,Windows XP,Windows 8,NONE,NONE,WORSE,1.0,285
2097,"So if you've built a TV library around iTunes, you own iOS devices and you rip your DVDs, the Apple TV will probably be a better choice.",iOS,Apple TV,NONE,NONE,WORSE,0.8,136
2100,"Nissan/Infiniti have been the Houdini of the motor industry, not very long ago it did look as though they might go under because of their horrendous debts but with Renault on board and some truly exciting new products the future looks a great deal better.",Nissan,Renault,NONE,NONE,WORSE,1.0,255
2102,"Nokia is just one of many Windows 8 phones, and not even the best because Samsung is far better!",Nokia,Samsung,BETTER,NONE,WORSE,0.8,96
2103,the football team is decent but getting better! the basketball teams are awesome!the,football,basketball,BETTER,NONE,WORSE,1.0,84
2105,I have found that OpenGL games run better on Linux+Intel 3000 and Direct3D games could go either way(PlayOnLinux+Intel vs native+AMD) usually with only a 5-10% difference.,OpenGL,Direct3D,NONE,NONE,BETTER,1.0,171
2112,"On the other hand, overall turnout grew at a slower pace in georgia than virginia or North Carolina after adjusting for population growth.",georgia,virginia,BETTER,BETTER,WORSE,1.0,138
2113,"Ryan, it's called conductivity stone transfers heat at a slower rate than steel.",stone,steel,BETTER,BETTER,WORSE,1.0,80
2120,"Python is nice and easy to use and learn but it runs like treacle much much slower than C, C++ or Java etc... if you're looking to explore the world of non C style programming try a functional language like Haskell it's a recursive programming language, no for loops and no variables it's quite interesting though.",Python,Haskell,BETTER,BETTER,WORSE,0.6666666666666666,314
2129,Will the michigan-Alabama game this September be better than last year's oregon-LSU game?,michigan,oregon,BETTER,BETTER,NONE,1.0,89
2132,"Nikon gave to Sigma a first ""wake-up call"" with the cheaper and much better 35mm 1.8DX.",Nikon,Sigma,NONE,NONE,BETTER,1.0,87
2137,"Some languages like Python don't give you a way to make the errors go away, but for better or worse PHP does.",Python,PHP,NONE,NONE,WORSE,0.6,109
2139,"The psp sells very well in Japan, in america sometimes the ps2 sells better.",psp,ps2,NONE,NONE,WORSE,0.8,76
2140,"Generally Toyota appears to build well solid if boring cars, but this is a Ford class failure, e.g.",Toyota,Ford,NONE,NONE,BETTER,0.4,99
2155,"Other JVM languages - Java is a solid od workhorse, but the real innovation is happening with the new JVM langauges (Scala, Clojure in particular).",Java,Scala,NONE,BETTER,WORSE,1.0,147
2160,No way is Python or TCL faster than Java.,Python,Java,BETTER,NONE,WORSE,0.8,41
2163,"Not only are there reasonable alternatives in languages like Scala, Groovy, and C#, but there is even a better option that has already been explored for Java:",Groovy,Java,NONE,NONE,WORSE,1.0,158
2169,"after tons of failures from Kingston (i know sandisk is better), i stick to Intel or Samsung only - data loss is worth more than a few hundred to me",Kingston,Intel,NONE,BETTER,WORSE,1.0,148
2170,"IMHO Lisp is way too heavy on the parenthesis, a Java program is easier to read.",Lisp,Java,NONE,BETTER,WORSE,0.8,80
2175,"We got some developers in the team that just started coming to Java from Delphi, so they already have some work to do, and Groovy is easier for its learning curve; also, pretty productive.",Java,Groovy,NONE,NONE,WORSE,1.0,188
2177,The bigger ill is that espn has performed much better than TNT and much worse than fox - which the vast majority of the print media will not discuss.,espn,fox,BETTER,BETTER,WORSE,0.8,149
2180,"I can do everything faster on my laptop than any Kindle, iphone, iPad, tablet or other device.",laptop,iphone,NONE,NONE,BETTER,1.0,94
2186,The Mercedes-Benz E220 provides a solid option but it can't match the driving dynamics of the BMW or the style and interior luxury of the Audi.,Mercedes-Benz,Audi,NONE,BETTER,WORSE,1.0,143
2191,"volleyball has helped me to see players in basketball better, and I have a better idea of what's happening.''",volleyball,basketball,NONE,NONE,BETTER,0.4,109
2195,"On the enterprise side, Microsoft should look at way of getting better than IBM, on the consumer side it's got Google and Yahoo to worry about.",IBM,Google,BETTER,BETTER,NONE,1.0,143
2201,"In the past ten years, auto manufacturing jobs have grown at a faster pace in transplant states like georgia, Alabama or Mississippi than they are in michigan.",georgia,michigan,NONE,NONE,BETTER,1.0,159
2202,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,NONE,NONE,BETTER,1.0,232
2203,I traded in a much nicer Samsung cell phone for a lesser (in terms of bells and whistles) Nokia phone because I just like their layout better.,Samsung,Nokia,NONE,NONE,BETTER,1.0,142
2208,stone is harder than metal.,stone,metal,BETTER,WORSE,NONE,0.6,27
2213,"The vaunted Intel roadmap is nice, but no nicer than the AMD roadmap, and nothing that IBM couldn't have matched.",Intel,IBM,NONE,NONE,WORSE,1.0,113
2215,By the time Sony does get a foothold Microsoft will release something better.,Sony,Microsoft,NONE,NONE,WORSE,1.0,77
2215,"virginia coach Tony Bennett said georgia Tech is ""a better team"" this season.",virginia,georgia,NONE,NONE,WORSE,1.0,77
2217,"Yeah, it's much easier to compete with Nokia than Samsung.",Nokia,Samsung,BETTER,BETTER,NONE,1.0,58
2222,"It still doesn't have macros the way Lisp does and it doesn't have sexprs (yes, I really do like the parenthesis), but it is a better follow-on to C than C++ and still hits the system-programming domain that Java missed so bady.",Lisp,Java,NONE,NONE,BETTER,0.8,228
2223,"This change has already started effecting users, many users of services such as itunes had complained of much slower download speeds when using google or Open DNS.",itunes,google,WORSE,NONE,BETTER,0.6,163
2224,"Considering AM is alive and well on all other electric cars and hybrids from manufacturers like General Motors, Toyota, Tesla and Nissan, just to name a few, I'd say it has more to do with lousy engineering on the part of BMW.",Toyota,BMW,NONE,NONE,BETTER,0.8,226
2225,This idea has given me a small kick in the pants and I actually started prototyping in Bash-- but will switch back to Python because of better array support.,Bash,Python,NONE,NONE,WORSE,1.0,157
2228,For the moment though Gene Smith has to be hoping these problems will go away faster than the Nissan 350z Pryor drives or OSU's future looks more explosive than a Ford Pinto!,Nissan,Ford,BETTER,BETTER,NONE,1.0,174
2231,There are not many companies better poised to take a run at Microsoft than IBM and Sun in their heydays.,Microsoft,IBM,BETTER,BETTER,NONE,1.0,104
2231,Lemon juice clabbers milk slower so it works better.,juice,milk,NONE,NONE,WORSE,1.0,52
2235,"cnn, at this point you're no better than fox News.",cnn,fox,BETTER,BETTER,WORSE,0.8,50
2236,Developers won't view Amazon as any better than Apple.,Amazon,Apple,BETTER,NONE,WORSE,1.0,54
2238,"I love talking cars with people I work with that don't know much about them, a lincoln in their eyes is nowhere near luxury, just a ""nice car"", a Cadillac is nicer, but a real symbol of, hey, I've made it, is still in the Germans and Lexus' range.",Cadillac,Lexus,BETTER,BETTER,NONE,1.0,247
2238,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,Bluetooth,USB,NONE,NONE,WORSE,1.0,111
2239,"Compared with Windows XP, Windows Vista does a better job of helping to prevent hostile programs and Web sites from attacking your PC.",Windows XP,Windows Vista,NONE,NONE,WORSE,1.0,134
2240,"This is Windows XP not Vista !! Windows Vista has nicer desktop than xp, because it has more additional features.",Windows XP,Windows Vista,NONE,NONE,WORSE,1.0,113
