id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
B208765288,brands,Ferrari,Renault,Alonso/Renault got the better of Michael/Ferrari in 2006.,1.0,1.0,5,0,0,BETTER,5,3,2,"Alonso/<span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> got the better of Michael/<span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> in 2006.",5,1.0,1.0
Q2693585931,brands,Toyota,Nissan,"These cars are a bargain compared to a similar specced Toyota Prado, or Nissan Pathfinder and parts a quite cheap, albeit a bit harder to find.",0.6707,1.0,0,0,5,NONE,5,3,2,"These cars are a bargain compared to a similar specced <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Prado, or <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> Pathfinder and parts a quite cheap, albeit a bit harder to find.",5,0.8024199999999999,1.0
K1666033763,brands,Microsoft,IBM,"Makes it easier to integrate IBM ECM products into existing installations of Microsoft SharePoint, SAP, and other participating vendors",0.6325,1.0,1,0,4,NONE,4,3,2,"Makes it easier to integrate <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> ECM products into existing installations of <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> SharePoint, SAP, and other participating vendors",5,0.7795,0.8
I1364105206,brands,Ford,Nissan,"It also has a decent selection of 30 officially licensed cars, including the 2010 Ford Shelby Mustang GT500, 2010 Nissan GT-R (R35), 2012 McLaren MP4-12C and more.",1.0,1.0,0,0,5,NONE,5,3,2,"It also has a decent selection of 30 officially licensed cars, including the 2010 <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Shelby Mustang GT500, 2010 <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> GT-R (R35), 2012 McLaren MP4-12C and more.",5,1.0,1.0
K1589402187,brands,Google,Kingston,Kingston upon Thames Google map image button link,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Kingston:[OBJECT_A]</span> upon Thames <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> map image button link",5,1.0,1.0
P2594934643,brands,Apple,Sony,"The only machines available with any degree of decent product design were made by Apple, Sony or Dell.",1.0,1.0,0,0,5,NONE,5,3,2,"The only machines available with any degree of decent product design were made by <span style=""color: #9A14B2; font-weight: bold"">Apple:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> or Dell.",5,1.0,1.0
G1011027158,brands,Honda,BMW,"I am holding out for a much better mpg BMW, an Electric Zenn with ultracapacitor batteries or the Honda CRZ hybrid.",0.6437,1.0,0,0,5,NONE,5,3,2,"I am holding out for a much better mpg <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span>, an Electric Zenn with ultracapacitor batteries or the <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> CRZ hybrid.",5,0.78622,1.0
T3138244021,brands,Audi,Lexus,"When the going gets twisty, the G37 shines with handling unquestionably better than the Audi A5 cabriolet and superior poise when pushed compared to the Lexus IS350c.",0.6391,0.5234,3,1,1,BETTER,3,3,2,"When the going gets twisty, the G37 shines with handling unquestionably better than the <span style=""color: #9A14B2; font-weight: bold"">Audi:[OBJECT_A]</span> A5 cabriolet and superior poise when pushed compared to the <span style=""color: #6CB219; font-weight: bold"">Lexus:[OBJECT_B]</span> IS350c.",5,0.5928199999999999,0.6
D425903569,brands,Toyota,Chevrolet,"But with the 3.73 rear axle as tested, the Chevrolet Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the Toyota Tundra and 1.1-seconds slower than the Dodge Ram.",1.0,0.5397,0,4,1,WORSE,4,3,2,"But with the 3.73 rear axle as tested, the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Silverado finished in third place pulling the trailer from 0 to 60-mph in 22.6 seconds, 6.5-seconds behind the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Tundra and 1.1-seconds slower than the Dodge Ram.",5,0.8158799999999999,0.8
L1852608729,brands,IBM,Intel,"Now this last system used only a 1.8GHz Opteron 144 processor as opposed to the 2.0GHz Opteron 246 of the IBM systems, so the Intel compiler is actually faster at 1093/1162.",0.6846,0.5091,0,3,2,WORSE,3,3,2,"Now this last system used only a 1.8GHz Opteron 144 processor as opposed to the 2.0GHz Opteron 246 of the <span style=""color: #9A14B2; font-weight: bold"">IBM:[OBJECT_A]</span> systems, so the <span style=""color: #6CB219; font-weight: bold"">Intel:[OBJECT_B]</span> compiler is actually faster at 1093/1162.",5,0.6144,0.6
T3184234781,brands,Google,Sony,"Wind, 16 Aug 2012 I have a Galaxy S II too and a Sony Ericsson Xperia Arc S. I don't want to upgrade to S III ei... more Yes, but in 2 months Google will launch 5 Nexus phones with better specs than the GS3 which I agree it's very expensive.",0.3593,0.5058,0,2,3,NONE,3,3,2,"Wind, 16 Aug 2012 I have a Galaxy S II too and a <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Ericsson Xperia Arc S. I don't want to upgrade to S III ei... more Yes, but in 2 months <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> will launch 5 Nexus phones with better specs than the GS3 which I agree it's very expensive.",5,0.41790000000000005,0.6
H1164234949,brands,Microsoft,Dell,I imagine this article and others like it will make it easier for Dell to demonstrate their cooperation when it comes to the next review of their contract with Microsoft.,1.0,1.0,0,0,5,NONE,5,3,2,"I imagine this article and others like it will make it easier for <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> to demonstrate their cooperation when it comes to the next review of their contract with <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",5,1.0,1.0
N2130826436,brands,Samsung,Motorola,Samsung Galaxy Nexus GSM & Motorola Xoom WiFi,0.6795,1.0,1,0,4,NONE,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Samsung:[OBJECT_A]</span> Galaxy Nexus GSM & <span style=""color: #6CB219; font-weight: bold"">Motorola:[OBJECT_B]</span> Xoom WiFi",5,0.8077000000000001,0.8
M1993138266,brands,Nikon,Leica,"Phase One, and its workshops, are for those who have outgrown Nikon , Canon and Leica and demand something better.",1.0,1.0,0,0,5,NONE,5,3,2,"Phase One, and its workshops, are for those who have outgrown <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> , Canon and <span style=""color: #6CB219; font-weight: bold"">Leica:[OBJECT_B]</span> and demand something better.",5,1.0,1.0
T3164730807,brands,Sony,Dell,"While the NVIDIA Go7400 is not the best video card out there, you will not find a better video card on any notebook that is 13.3"" and smaller, in fact as of the time of this review, there is only the Sony SZ and Dell XPS M1210 who can be considered as direct competitors.",0.6723,1.0,0,0,5,NONE,5,3,2,"While the NVIDIA Go7400 is not the best video card out there, you will not find a better video card on any notebook that is 13.3"" and smaller, in fact as of the time of this review, there is only the <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> SZ and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> XPS M1210 who can be considered as direct competitors.",5,0.80338,1.0
F821066095,brands,Google,Sony,Good better than Google Sony Xperia Z2 phone with Android 4.4.4,0.6467,0.5056,0,3,2,WORSE,3,3,2,"Good better than <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Xperia Z2 phone with Android 4.4.4",5,0.59026,0.6
H1167933098,brands,Toyota,Nissan,"i just need to decide if this would be a better fit personally than a new Nissan, Toyota, etc.",0.63,1.0,0,0,5,NONE,5,3,2,"i just need to decide if this would be a better fit personally than a new <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>, etc.",5,0.778,1.0
T3211870153,brands,Ford,Toyota,"Would it be better if Ford, GM, and Toyota all sold car seats specifically designed for their cars?",0.6627,1.0,0,0,5,NONE,5,3,2,"Would it be better if <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, GM, and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> all sold car seats specifically designed for their cars?",5,0.79762,1.0
N2209275353,brands,Ford,Chevrolet,"Since 1991 Hennessey Engineering have been taking some of the fastest cars on the road (read: Dodge Viper, Chevrolet Corvette, Ford GT), and with their expertise and engineering, making them even that much faster.",1.0,1.0,0,0,5,NONE,5,3,2,"Since 1991 Hennessey Engineering have been taking some of the fastest cars on the road (read: Dodge Viper, <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> Corvette, <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> GT), and with their expertise and engineering, making them even that much faster.",5,1.0,1.0
S3084587848,brands,Sony,Amazon,"We spent the better part of an hour looking at the merits of the different stores such as Amazon, kobo and Sony.",0.6791,1.0,0,0,5,NONE,5,3,2,"We spent the better part of an hour looking at the merits of the different stores such as <span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span>, kobo and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>.",5,0.8074600000000001,1.0
F810024584,brands,Gigabyte,Asus,"Gigabyte, MSI, Asus will run fine.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Gigabyte:[OBJECT_A]</span>, MSI, <span style=""color: #6CB219; font-weight: bold"">Asus:[OBJECT_B]</span> will run fine.",5,1.0,1.0
H1220699955,brands,Nissan,Renault,I must say that Renault design engineers are far better than the Nissan.,1.0,1.0,5,0,0,BETTER,5,3,2,"I must say that <span style=""color: #9A14B2; font-weight: bold"">Renault:[OBJECT_A]</span> design engineers are far better than the <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.",5,1.0,1.0
P2442785472,brands,IBM,Dell,"The company cites that major server OEMs -- Cisco , Dell , IBM, HP , and others -- are promoting grid for PC virtualization, and NVIDIA is hopeful that its accelerators will see better business as a result.",0.6846,1.0,0,0,5,NONE,5,3,2,"The company cites that major server OEMs -- Cisco , <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, HP , and others -- are promoting grid for PC virtualization, and NVIDIA is hopeful that its accelerators will see better business as a result.",5,0.8107599999999999,1.0
L1920700256,brands,Nike,Adidas,"On the topic of speedhooks vs. eyelets, I must say Alden uses terrible hardware and also has worse finishing (on the hardware) than any other pair of shoes I own - this includes Nike, Adidas, and department store brand dress shoes.",0.6361,1.0,0,0,5,NONE,5,3,2,"On the topic of speedhooks vs. eyelets, I must say Alden uses terrible hardware and also has worse finishing (on the hardware) than any other pair of shoes I own - this includes <span style=""color: #9A14B2; font-weight: bold"">Nike:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Adidas:[OBJECT_B]</span>, and department store brand dress shoes.",5,0.78166,1.0
O2283450939,brands,Honda,BMW,"Specifically, BMW quality is probably better than you think, and Honda quality is worse than you think.",1.0,1.0,5,0,0,BETTER,5,3,2,"Specifically, <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> quality is probably better than you think, and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> quality is worse than you think.",5,1.0,1.0
G1003699375,brands,Ferrari,BMW,I also recently watched one on the BMW X3 and Ferrari factory which is insane.,0.6961,1.0,0,0,5,NONE,5,3,2,"I also recently watched one on the <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> X3 and <span style=""color: #6CB219; font-weight: bold"">Ferrari:[OBJECT_B]</span> factory which is insane.",5,0.81766,1.0
Q2634542525,brands,Gigabyte,Asus,"There are 5 manufacturers: MSI, Biostar, AsRock, Asus and Gigabyte.",1.0,1.0,0,0,5,NONE,5,3,2,"There are 5 manufacturers: MSI, Biostar, AsRock, <span style=""color: #9A14B2; font-weight: bold"">Asus:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Gigabyte:[OBJECT_B]</span>.",5,1.0,1.0
L1752848996,brands,Nvidia,MSI,"MSI joined the GeForce GTX 760 launch party with two graphics cards, one which sticks to Nvidia-reference design, and the other being its GTX 760 Gaming Series, which features the same TwinFrozr III cooler as its GTX 770 Gaming Series.",0.6734,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">MSI:[OBJECT_A]</span> joined the GeForce GTX 760 launch party with two graphics cards, one which sticks to <span style=""color: #6CB219; font-weight: bold"">Nvidia:[OBJECT_B]</span>-reference design, and the other being its GTX 760 Gaming Series, which features the same TwinFrozr III cooler as its GTX 770 Gaming Series.",5,0.8040400000000001,1.0
F824613808,brands,Apple,Google,"Google Maps is good , much better than Apple Maps.",1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> Maps is good , much better than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> Maps.",5,1.0,1.0
K1604027151,brands,Apple,Google,"Last November, Patrick Gibson argued that Google was getting better at design faster than Apple was getting better at services.",1.0,0.5225,4,0,1,BETTER,4,3,2,"Last November, Patrick Gibson argued that <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> was getting better at design faster than <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span> was getting better at services.",5,0.8089999999999999,0.8
B201165565,brands,Toyota,Nissan,"All said, I feel Honda and Toyota are considerably more reliable and just better overall cars than Nissan.",1.0,1.0,5,0,0,BETTER,5,3,2,"All said, I feel Honda and <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> are considerably more reliable and just better overall cars than <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span>.",5,1.0,1.0
O2428051771,brands,Sigma,Nikon,The canon and Nikon 50mm 1.4 aren't very good the Sigma out now is better than both of them.,1.0,1.0,0,5,0,WORSE,5,3,2,"The canon and <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> 50mm 1.4 aren't very good the <span style=""color: #6CB219; font-weight: bold"">Sigma:[OBJECT_B]</span> out now is better than both of them.",5,1.0,1.0
E642702330,brands,Sigma,Nikon,Either the Nikon or Sigma 70-300 seems like a better overall fit for now plus more in my budget.,1.0,1.0,0,0,5,NONE,5,3,2,"Either the <span style=""color: #9A14B2; font-weight: bold"">Nikon:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Sigma:[OBJECT_B]</span> 70-300 seems like a better overall fit for now plus more in my budget.",5,1.0,1.0
G959589891,brands,Microsoft,Sony,"Honestly, you're fooling yourself if you don't think Microsoft and Sony will try coming out swinging with superior hardware.",0.6549,1.0,0,0,5,NONE,5,3,2,"Honestly, you're fooling yourself if you don't think <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> will try coming out swinging with superior hardware.",5,0.79294,1.0
D480379122,brands,Ford,Chrysler,"Chrysler , Ford big blocks.",1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Chrysler:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> big blocks.",5,1.0,1.0
Q2776529464,brands,Honda,BMW,"They can't be bothered to trade in their old Honda Accord for a new $100,000 BMW or Mercedes because the fancy new car won't get them anywhere any faster than the existing car.",0.6787,0.5116,2,1,2,BETTER,2,3,2,"They can't be bothered to trade in their old <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Accord for a new $100,000 <span style=""color: #6CB219; font-weight: bold"">BMW:[OBJECT_B]</span> or Mercedes because the fancy new car won't get them anywhere any faster than the existing car.",5,0.6118600000000001,0.4
O2376134418,brands,Toyota,Honda,That's Honda and Toyota.,1.0,1.0,0,0,5,NONE,5,3,2,"That's <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",5,1.0,1.0
E670819716,brands,Nike,Adidas,Even the ugly Adidas kits are better than most of the Nike kits.,1.0,1.0,5,0,0,BETTER,5,3,2,"Even the ugly <span style=""color: #9A14B2; font-weight: bold"">Adidas:[OBJECT_A]</span> kits are better than most of the <span style=""color: #6CB219; font-weight: bold"">Nike:[OBJECT_B]</span> kits.",5,1.0,1.0
F816323956,brands,Ford,Toyota,GM & Ford have just as good if not better quality that Toyota.,1.0,0.5128,4,0,1,BETTER,4,3,2,"GM & <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> have just as good if not better quality that <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",5,0.8051200000000001,0.8
Q2741830613,brands,Ford,Toyota,The Toyota Tundra gets worse fuel economy than the larger Ford F-150 or Dodge Ram.,1.0,1.0,0,5,0,WORSE,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Tundra gets worse fuel economy than the larger <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> F-150 or Dodge Ram.",5,1.0,1.0
A116919786,brands,Honda,BMW,"A BMW G650GS or Honda NC700 will better that, so if small capacity is a sacrifice you are making to save on fuel, there is no need - you can do better with an entirely different choice of bike.",0.6689,1.0,0,0,5,NONE,5,3,2,"A <span style=""color: #9A14B2; font-weight: bold"">BMW:[OBJECT_A]</span> G650GS or <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> NC700 will better that, so if small capacity is a sacrifice you are making to save on fuel, there is no need - you can do better with an entirely different choice of bike.",5,0.80134,1.0
B262750729,brands,Microsoft,Sony,And I think Microsoft will have more money to make better games than Sony.,1.0,1.0,5,0,0,BETTER,5,3,2,"And I think <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> will have more money to make better games than <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>.",5,1.0,1.0
O2390590818,brands,Dell,Hewlett-Packard,"The $34 billion company is still behind in the U.S., though, where it lags better-known names like Dell , Hewlett-Packard and Apple .",1.0,1.0,0,0,5,NONE,5,3,2,"The $34 billion company is still behind in the U.S., though, where it lags better-known names like <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> , <span style=""color: #6CB219; font-weight: bold"">Hewlett-Packard:[OBJECT_B]</span> and Apple .",5,1.0,1.0
T3163536861,brands,Sony,Dell,"While the $750 price tag of the Editors' Choice Dell Inspiron 14z may be a bit more than the budget-minded shopper wants to pay, alternatives closer in price to the Lifebook LH532, like the Acer Aspire TimelineX AS4830T-6841 and the Sony VAIO VPC-EH25FM  provide superior performance, longer battery life, and better value for your dollar.",0.3499,0.5172,1,2,2,NONE,2,3,2,"While the $750 price tag of the Editors' Choice <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> Inspiron 14z may be a bit more than the budget-minded shopper wants to pay, alternatives closer in price to the Lifebook LH532, like the Acer Aspire TimelineX AS4830T-6841 and the <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> VAIO VPC-EH25FM  provide superior performance, longer battery life, and better value for your dollar.",5,0.41681999999999997,0.4
G991380212,brands,Microsoft,Sony,How we want Microsoft and Nintendo to remain decent competitors to Sony?,0.6832,0.5128,0,1,4,NONE,4,3,2,"How we want <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> and Nintendo to remain decent competitors to <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span>?",5,0.61504,0.8
Q2737974595,brands,Ferrari,Renault,"The three options are, of course, Ferrari, Renault and Mercedes.",0.6702,1.0,0,0,5,NONE,5,3,2,"The three options are, of course, <span style=""color: #9A14B2; font-weight: bold"">Ferrari:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Renault:[OBJECT_B]</span> and Mercedes.",5,0.8021199999999999,1.0
L1805797548,brands,Microsoft,Sony,Nintendo better show off some amazing games that outdo Sony and Microsoft.,0.6751,1.0,0,0,5,NONE,5,3,2,"Nintendo better show off some amazing games that outdo <span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>.",5,0.8050600000000001,1.0
P2543955366,brands,Dell,Hewlett-Packard,"The Lenovo ThinkPad, Hewlett-Packard EliteBook, and Dell Precision Mobile Workstation lines are all solid business systems.",1.0,1.0,0,0,5,NONE,5,3,2,"The Lenovo ThinkPad, <span style=""color: #9A14B2; font-weight: bold"">Hewlett-Packard:[OBJECT_A]</span> EliteBook, and <span style=""color: #6CB219; font-weight: bold"">Dell:[OBJECT_B]</span> Precision Mobile Workstation lines are all solid business systems.",5,1.0,1.0
E676553088,brands,Cadillac,Lexus,"Every manufacturer churns out bad cars, but I think the Lexus is superior to Cadillac in terms of workmanship.",1.0,1.0,5,0,0,BETTER,5,3,2,"Every manufacturer churns out bad cars, but I think the <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span> is superior to <span style=""color: #6CB219; font-weight: bold"">Cadillac:[OBJECT_B]</span> in terms of workmanship.",5,1.0,1.0
N2250218041,brands,IBM,Dell,"Some of the better known printer brands are HP (Hewlett Packard), Epson, Brother, Canon, Lexmark, Samsung, Dell, Kodak, Konica-Minolta, Kyocera-Mita, Okidata, Pitney Bowes, Sharp, Xerox, IBM, Ricoh, Apple, Compaq, and Apollo.",0.632,1.0,0,0,5,NONE,5,3,2,"Some of the better known printer brands are HP (Hewlett Packard), Epson, Brother, Canon, Lexmark, Samsung, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, Kodak, Konica-Minolta, Kyocera-Mita, Okidata, Pitney Bowes, Sharp, Xerox, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, Ricoh, Apple, Compaq, and Apollo.",5,0.7792,1.0
A151622159,brands,Advil,Motrin,"Advil, Medipren, Motrin, Nuprin, Cataflam, Coumadin, Lovenox, Voltaren-XR.",0.6501,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, Medipren, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>, Nuprin, Cataflam, Coumadin, Lovenox, Voltaren-XR.",5,0.79006,1.0
N2262501563,brands,Microsoft,Sony,Sony Corporation (ADR) (NYSE:SNE) will grow earnings faster than Microsoft Corporation (NASDAQ:MSFT).,0.649,1.0,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Sony:[OBJECT_A]</span> Corporation (ADR) (NYSE:SNE) will grow earnings faster than <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> Corporation (NASDAQ:MSFT).",5,0.7894000000000001,0.8
B231888279,brands,Google,Amazon,Amazon Kindle Fire HDX vs. Google Nexus 7: Which Tablet Is Better?,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Amazon:[OBJECT_A]</span> Kindle Fire HDX vs. <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Nexus 7: Which Tablet Is Better?",5,1.0,1.0
G1067348400,brands,Microsoft,Apple,If any company is behaving even worse than Microsoft at it's market peak it is Apple.,0.6571,1.0,4,1,0,BETTER,4,3,2,"If any company is behaving even worse than <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> at it's market peak it is <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>.",5,0.79426,0.8
T3194547416,brands,Toyota,Chrysler,"With more mature styling and better equipment for less than the model that preceded it, the new Sonata makes a compelling case, even in a market segment this competitive that includes such rivals as the Nissan Altima, Toyota Camry, Honda Accord, Mazda6, Ford Fusion, Chevy Malibu, Chrysler 200, Volkswagen Passat and Kia Optima.",0.6843,1.0,0,0,5,NONE,5,3,2,"With more mature styling and better equipment for less than the model that preceded it, the new Sonata makes a compelling case, even in a market segment this competitive that includes such rivals as the Nissan Altima, <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Camry, Honda Accord, Mazda6, Ford Fusion, Chevy Malibu, <span style=""color: #6CB219; font-weight: bold"">Chrysler:[OBJECT_B]</span> 200, Volkswagen Passat and Kia Optima.",5,0.8105800000000001,1.0
G1050231361,brands,IBM,Dell,"I do not understand, why Dell, IBM and HP not drive that kind of development faster or - let's say it better - why they don't relaese it (sure they all have already working prototypes of stuff like this).",0.6669,1.0,0,0,5,NONE,5,3,2,"I do not understand, why <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span> and HP not drive that kind of development faster or - let's say it better - why they don't relaese it (sure they all have already working prototypes of stuff like this).",5,0.8001400000000001,1.0
T3161353899,brands,Samsung,Motorola,"While Motorola has diminished, Samsung has excelled",1.0,1.0,0,5,0,WORSE,5,3,2,"While <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span> has diminished, <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> has excelled",5,1.0,1.0
P2542809229,brands,Nikon,Leica,"The leaf shutter placed lenses farther away from the focal plane, ensuring Voigtlander's best could never compete with the faster or wider lenses of Leica, Nikon or Canon.",0.6514,1.0,0,0,5,NONE,5,3,2,"The leaf shutter placed lenses farther away from the focal plane, ensuring Voigtlander's best could never compete with the faster or wider lenses of <span style=""color: #9A14B2; font-weight: bold"">Leica:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Nikon:[OBJECT_B]</span> or Canon.",5,0.79084,1.0
O2389286452,brands,Ford,Honda,The 2012 Honda Fit and the 2012 Ford Focus are examples of vehicles that can get better fuel economy with an automatic transmission.,0.6839,1.0,0,0,5,NONE,5,3,2,"The 2012 <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> Fit and the 2012 <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> Focus are examples of vehicles that can get better fuel economy with an automatic transmission.",5,0.8103400000000001,1.0
R2938104203,brands,Toyota,Nissan,Toyota and Nissan would probably like nothing better than to see American car companies go under forever.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Nissan:[OBJECT_B]</span> would probably like nothing better than to see American car companies go under forever.",5,1.0,1.0
H1077430564,brands,Ford,Nissan,I filed a complaint against the Nissan dealership here in town with the Better Business Bureau and others before I ended up buying a Ford.,0.6733,0.5192,1,0,4,NONE,4,3,2,"I filed a complaint against the <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> dealership here in town with the Better Business Bureau and others before I ended up buying a <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span>.",5,0.61166,0.8
