id,domain,object_a,object_b,sentence,it_1_confidence,it_2_confidence,better_count,worse_count,none_count,most_frequent_label,most_frequent_count,it_1_judgments,it_2_judgments,sentence_html,judgments,confidence,most_frequent_percentage
T3264091815,compsci,Windows XP,Windows 98,"You need Windows XP service pack 2 to better view of ""New Sinhala font version"" (If you have XP service pack 2, please go to the 3rd step) (If you use Windows 98 please go to the 9th step)",0.6634,0.5357,2,0,3,NONE,3,3,2,"You need <span style=""color: #9A14B2; font-weight: bold"">Windows XP:[OBJECT_A]</span> service pack 2 to better view of ""New Sinhala font version"" (If you have XP service pack 2, please go to the 3rd step) (If you use <span style=""color: #6CB219; font-weight: bold"">Windows 98:[OBJECT_B]</span> please go to the 9th step)",5,0.61232,0.6
O2274928094,compsci,Windows 7,Windows 8,"So we can expect, Windows 8 will be better than Windows 7 operating system.",1.0,1.0,5,0,0,BETTER,5,3,2,"So we can expect, <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> will be better than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span> operating system.",5,1.0,1.0
F868292402,jbt,forest,timber,He claims the locking up of forest has made it harder to get the special timber he needs.,1.0,1.0,0,0,5,NONE,5,3,2,"He claims the locking up of <span style=""color: #9A14B2; font-weight: bold"">forest:[OBJECT_A]</span> has made it harder to get the special <span style=""color: #6CB219; font-weight: bold"">timber:[OBJECT_B]</span> he needs.",5,1.0,1.0
J1481066975,brands,Toyota,Chevrolet,"It was introduced to us North Americans in 2010 as a 2011 model, to do battle against established little cars like the Toyota Yaris, Honda Fit, Hyundai Accent, and Chevrolet Aveo, which was then replaced by the far-superior Sonic.",1.0,1.0,0,0,5,NONE,5,3,2,"It was introduced to us North Americans in 2010 as a 2011 model, to do battle against established little cars like the <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> Yaris, Honda Fit, Hyundai Accent, and <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> Aveo, which was then replaced by the far-superior Sonic.",5,1.0,1.0
I1350623308,brands,Microsoft,Apple,Is Microsoft better because of Apple?,0.7123,1.0,1,0,4,NONE,4,3,2,"Is <span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> better because of <span style=""color: #6CB219; font-weight: bold"">Apple:[OBJECT_B]</span>?",5,0.82738,0.8
P2496639450,brands,Ford,Toyota,"The Ford Focus ST is slightly shorter than the Toyota Prius, which may make it easier to park.",1.0,1.0,5,0,0,BETTER,5,3,2,"The <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span> Focus ST is slightly shorter than the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> Prius, which may make it easier to park.",5,1.0,1.0
L1754065103,compsci,Python,Lisp,"Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. Python clearly has many strengths that Lisp/scheme lack, also vica versa.",0.6759,1.0,4,0,1,BETTER,4,3,2,"Much better to ask what the strengths and weaknesses are of particular languages, eg. for programming a particular kind of task, for future employability of developers and maintainers, for compiler efficiency, for expressive completeness, for FFI, etc. <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> clearly has many strengths that <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span>/scheme lack, also vica versa.",5,0.8055399999999999,0.8
K1708975124,jbt,psp,ps3,Metal Gear Solid: Peace Walker - Great tactical action title both on psp and ps3.,0.688,1.0,0,0,5,NONE,5,3,2,"Metal Gear Solid: Peace Walker - Great tactical action title both on <span style=""color: #9A14B2; font-weight: bold"">psp:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span>.",5,0.8128,1.0
O2423375573,jbt,coffee,juice,"The breakfast was mediocre, juice tasted like a powder mix with water added, coffee was instant from a machine.",1.0,1.0,0,0,5,NONE,5,3,2,"The breakfast was mediocre, <span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> tasted like a powder mix with water added, <span style=""color: #6CB219; font-weight: bold"">coffee:[OBJECT_B]</span> was instant from a machine.",5,1.0,1.0
N2216826376,brands,Advil,Motrin,"Sinus headache: ibuprofen (Advil, Motrin).",0.6763,1.0,1,0,4,NONE,4,3,2,"Sinus headache: ibuprofen (<span style=""color: #9A14B2; font-weight: bold"">Advil:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Motrin:[OBJECT_B]</span>).",5,0.8057799999999999,0.8
B226641165,brands,Ibuprofen,Advil,"Although the current limit of safety on Ibuprofen (Advil, Motrin) NSAIDS is 1200 mg a day, to be safer, I would cut that dosage in half to 600 mg and not more than 800 mg a day.",1.0,1.0,0,0,5,NONE,5,3,2,"Although the current limit of safety on <span style=""color: #9A14B2; font-weight: bold"">Ibuprofen:[OBJECT_A]</span> (<span style=""color: #6CB219; font-weight: bold"">Advil:[OBJECT_B]</span>, Motrin) NSAIDS is 1200 mg a day, to be safer, I would cut that dosage in half to 600 mg and not more than 800 mg a day.",5,1.0,1.0
M2054184500,compsci,Python,JavaScript,Python is a better language than JavaScript.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is a better language than <span style=""color: #6CB219; font-weight: bold"">JavaScript:[OBJECT_B]</span>.",5,1.0,1.0
E621181242,brands,Google,Sony,"During Google I/O today, the company announced that it's working with its partners - including AT&T, HTC, LG, Motorola, Samsung, Sony Ericsson, Sprint, T-Mobile, and Verizon Wireless - on getting new Android updates to users faster and on curtailing Android fragmentation.",1.0,1.0,0,0,5,NONE,5,3,2,"During <span style=""color: #9A14B2; font-weight: bold"">Google:[OBJECT_A]</span> I/O today, the company announced that it's working with its partners - including AT&T, HTC, LG, Motorola, Samsung, <span style=""color: #6CB219; font-weight: bold"">Sony:[OBJECT_B]</span> Ericsson, Sprint, T-Mobile, and Verizon Wireless - on getting new Android updates to users faster and on curtailing Android fragmentation.",5,1.0,1.0
M1933632689,jbt,laptop,ipod,Or maybe even the ipod dock for the Sony DMP... might work better than trying to stream from your laptop.,1.0,1.0,5,0,0,BETTER,5,3,2,"Or maybe even the <span style=""color: #9A14B2; font-weight: bold"">ipod:[OBJECT_A]</span> dock for the Sony DMP... might work better than trying to stream from your <span style=""color: #6CB219; font-weight: bold"">laptop:[OBJECT_B]</span>.",5,1.0,1.0
O2403567997,jbt,google,itunes,"The apps, however, are rated very poorly by users in itunes and google Play stores.",1.0,1.0,0,0,5,NONE,5,3,2,"The apps, however, are rated very poorly by users in <span style=""color: #9A14B2; font-weight: bold"">itunes:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">google:[OBJECT_B]</span> Play stores.",5,1.0,1.0
M2085905417,jbt,harvard,mit,Rejected -------- harvard mit,1.0,1.0,0,0,5,NONE,5,3,2,"Rejected -------- <span style=""color: #9A14B2; font-weight: bold"">harvard:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">mit:[OBJECT_B]</span>",5,1.0,1.0
F751639054,jbt,golf,tennis,"For me, being a lefty who is right-eye dominant means I'm lousy at tennis but great at golf.",0.6659,1.0,0,4,1,WORSE,4,3,2,"For me, being a lefty who is right-eye dominant means I'm lousy at <span style=""color: #9A14B2; font-weight: bold"">tennis:[OBJECT_A]</span> but great at <span style=""color: #6CB219; font-weight: bold"">golf:[OBJECT_B]</span>.",5,0.79954,0.8
S2949639434,jbt,chocolate,soda,"TTM - If it makes you feel any better, Steve's was probably out of chocolate soda by the time you showed up.",1.0,1.0,0,0,5,NONE,5,3,2,"TTM - If it makes you feel any better, Steve's was probably out of <span style=""color: #9A14B2; font-weight: bold"">chocolate:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">soda:[OBJECT_B]</span> by the time you showed up.",5,1.0,1.0
A74351955,compsci,Python,Lisp,3)it is easier to write small interpreters in languages like Python or ruby or Lisp vs languages like java or c# .This is particularly important for the logic chapters.,1.0,1.0,0,0,5,NONE,5,3,2,"3)it is easier to write small interpreters in languages like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> or ruby or <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> vs languages like java or c# .This is particularly important for the logic chapters.",5,1.0,1.0
H1178255861,brands,Ford,Toyota,I liked the Toyota over the Ford and it looks better than the Chevy.,1.0,1.0,5,0,0,BETTER,5,3,2,"I liked the <span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> over the <span style=""color: #6CB219; font-weight: bold"">Ford:[OBJECT_B]</span> and it looks better than the Chevy.",5,1.0,1.0
L1823778554,jbt,juice,soda,"No soda, juice, etc.",1.0,1.0,0,0,5,NONE,5,3,2,"No <span style=""color: #9A14B2; font-weight: bold"">soda:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, etc.",5,1.0,1.0
J1456299194,compsci,Ruby,Perl,"It's much easier to use than its Perl, Python or Ruby friends because it doesn't require SVN language bindings, which are close to impossible to compile from scratch.",0.6,1.0,0,0,5,NONE,5,3,2,"It's much easier to use than its <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, Python or <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> friends because it doesn't require SVN language bindings, which are close to impossible to compile from scratch.",5,0.76,1.0
K1713909150,brands,Microsoft,Google,Microsoft Says Better Than Google Soon,1.0,0.5227,4,0,1,BETTER,4,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Microsoft:[OBJECT_A]</span> Says Better Than <span style=""color: #6CB219; font-weight: bold"">Google:[OBJECT_B]</span> Soon",5,0.80908,0.8
R2938103161,brands,Toyota,Honda,Toyota and Honda entry levels.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Toyota:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Honda:[OBJECT_B]</span> entry levels.",5,1.0,1.0
J1463448026,brands,Ford,Chevrolet,"Its Ram brand is solid in the US pickup-truck market, but it's generally a third choice among consumers, after Ford, Chevrolet and GMC.",1.0,1.0,0,0,5,NONE,5,3,2,"Its Ram brand is solid in the US pickup-truck market, but it's generally a third choice among consumers, after <span style=""color: #9A14B2; font-weight: bold"">Ford:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Chevrolet:[OBJECT_B]</span> and GMC.",5,1.0,1.0
J1489576844,compsci,USB,Bluetooth,It will have a harder more durable case and Bluetooth connectivity so you won't need a USB cable to transfer data from it.,0.672,0.5238,2,0,3,NONE,3,3,2,"It will have a harder more durable case and <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> connectivity so you won't need a <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> cable to transfer data from it.",5,0.61272,0.6
J1563971749,jbt,coffee,juice,"juice and coffee mediocre, half baked bacon, wet scrambled eggs, ...",0.6619,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">juice:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">coffee:[OBJECT_B]</span> mediocre, half baked bacon, wet scrambled eggs, ...",5,0.79714,1.0
S3074001085,jbt,youtube,hulu,We obviously linked to youtube above even though hulu has superior quality and content.,1.0,1.0,0,5,0,WORSE,5,3,2,"We obviously linked to <span style=""color: #9A14B2; font-weight: bold"">youtube:[OBJECT_A]</span> above even though <span style=""color: #6CB219; font-weight: bold"">hulu:[OBJECT_B]</span> has superior quality and content.",5,1.0,1.0
N2179423563,jbt,golf,tennis,She hit a golf ball farther and a tennis serve harder than most of them did.,0.3378,1.0,1,1,3,NONE,3,3,2,"She hit a <span style=""color: #9A14B2; font-weight: bold"">golf:[OBJECT_A]</span> ball farther and a <span style=""color: #6CB219; font-weight: bold"">tennis:[OBJECT_B]</span> serve harder than most of them did.",5,0.60268,0.6
K1646157236,brands,Toyota,Honda,Look at Honda and Toyota.,1.0,1.0,0,0,5,NONE,5,3,2,"Look at <span style=""color: #9A14B2; font-weight: bold"">Honda:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",5,1.0,1.0
R2906185962,brands,Nokia,Motorola,"TI, Qualcomm, Motorola, Nokia, Palm, 9",1.0,1.0,0,0,5,NONE,5,3,2,"TI, Qualcomm, <span style=""color: #9A14B2; font-weight: bold"">Motorola:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Nokia:[OBJECT_B]</span>, Palm, 9",5,1.0,1.0
T3155684675,brands,Nokia,Samsung,which phone is better to take?Nokia asha 311 or Samsung galaxy Y,1.0,1.0,0,0,5,NONE,5,3,2,"which phone is better to take?<span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> asha 311 or <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> galaxy Y",5,1.0,1.0
R2934555772,brands,Toyota,Chevrolet,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the Chevrolet rather then the Toyota.",0.6757,0.5364,3,0,2,BETTER,3,3,2,"To that I say crap, America does is better then any other country on the planet, America always has done it better, and we always will, so if you want to help your country, buy American products, buy the LG TV rather then the Samsung, buy the <span style=""color: #9A14B2; font-weight: bold"">Chevrolet:[OBJECT_A]</span> rather then the <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span>.",5,0.61998,0.6
R2887087470,brands,Nokia,Siemens,"Those factors include a continued slump in the featurephone business that has been dwindling faster than expected in developing markets, ""only partial success"" of the Lumia line-up, and more losses at Nokia Siemens Networks (NSN).",1.0,1.0,0,0,5,NONE,5,3,2,"Those factors include a continued slump in the featurephone business that has been dwindling faster than expected in developing markets, ""only partial success"" of the Lumia line-up, and more losses at <span style=""color: #9A14B2; font-weight: bold"">Nokia:[OBJECT_A]</span> <span style=""color: #6CB219; font-weight: bold"">Siemens:[OBJECT_B]</span> Networks (NSN).",5,1.0,1.0
H1122323110,compsci,Oracle,PostgreSQL,If you're so anti-Oracle you're better off using PostgreSQL.,1.0,1.0,0,5,0,WORSE,5,3,2,"If you're so anti-<span style=""color: #9A14B2; font-weight: bold"">Oracle:[OBJECT_A]</span> you're better off using <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>.",5,1.0,1.0
I1297586606,compsci,Ethernet,Bluetooth,In terms of connectivity the 2230s comes with Marvell 10/100/1000 Ethernet and built-in modem.Â While the modem is probably largely obsolete for Internet connectivity it is handy if you need to send or receive a fax while on the move.Â Wireless connectivity is provided through a Broadcom wireless adaptor that supports 802.11a/b/g/n draft 2.0 standard as well as Bluetooth 2.0.Â Although it's not difficult to hook the unit up to a wireless network within Windows the supplied HP Wireless Assist software makes it even easier.,1.0,1.0,0,0,5,NONE,5,3,2,"In terms of connectivity the 2230s comes with Marvell 10/100/1000 <span style=""color: #9A14B2; font-weight: bold"">Ethernet:[OBJECT_A]</span> and built-in modem.Â While the modem is probably largely obsolete for Internet connectivity it is handy if you need to send or receive a fax while on the move.Â Wireless connectivity is provided through a Broadcom wireless adaptor that supports 802.11a/b/g/n draft 2.0 standard as well as <span style=""color: #6CB219; font-weight: bold"">Bluetooth:[OBJECT_B]</span> 2.0.Â Although it's not difficult to hook the unit up to a wireless network within Windows the supplied HP Wireless Assist software makes it even easier.",5,1.0,1.0
D506275768,brands,IBM,Dell,"Companies such as Dell, HP, IBM, Microsoft, Sun, Toshiba, Xerox, and others have taken various steps to be better environmental stewards, from the supply chain to the datacenter to the print room to the desktop and beyond.",1.0,1.0,0,0,5,NONE,5,3,2,"Companies such as <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, HP, <span style=""color: #6CB219; font-weight: bold"">IBM:[OBJECT_B]</span>, Microsoft, Sun, Toshiba, Xerox, and others have taken various steps to be better environmental stewards, from the supply chain to the datacenter to the print room to the desktop and beyond.",5,1.0,1.0
S3037069425,compsci,MySQL,PostgreSQL,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",0.6709,0.5032,3,0,2,BETTER,3,3,2,"We chose for <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> (not to start an <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",5,0.60382,0.6
Q2635992955,jbt,california,michigan,"There are always a few michigan only taps, a few solid california offerings and several other American and European offerings",0.6701,1.0,0,1,4,NONE,4,3,2,"There are always a few <span style=""color: #9A14B2; font-weight: bold"">michigan:[OBJECT_A]</span> only taps, a few solid <span style=""color: #6CB219; font-weight: bold"">california:[OBJECT_B]</span> offerings and several other American and European offerings",5,0.80206,0.8
M2047084776,jbt,ps3,ps2,ps2 games were better than what's on ps3 so far.,1.0,1.0,5,0,0,BETTER,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">ps2:[OBJECT_A]</span> games were better than what's on <span style=""color: #6CB219; font-weight: bold"">ps3:[OBJECT_B]</span> so far.",5,1.0,1.0
D440724593,jbt,california,oregon,california and oregon and the solid democratic states are going to be democratic anyway.,0.6463,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">california:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span> and the solid democratic states are going to be democratic anyway.",5,0.7877799999999999,1.0
I1375254213,compsci,Python,Bash,"I tend to recommend that people refactor from Bash (or csh or whatever) to Python or Ruby if a ""simple"" shell script becomes longer than a text editor's screen length to make it easier to maintain and more readable for others.",1.0,1.0,0,2,3,NONE,3,3,2,"I tend to recommend that people refactor from <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> (or csh or whatever) to <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> or Ruby if a ""simple"" shell script becomes longer than a text editor's screen length to make it easier to maintain and more readable for others.",5,1.0,0.6
D531912820,brands,Samsung,Toshiba,"CPU : Intel® CoreTM i5-4460, 4× 3200 MHz , with Intel® Turbo Boost 2.0 technology up to 3400 MHz CPU Cooler : Silent Cooler suitable for 1155/1156/1150 1st Hard Drive : 1000 GB SATA, Seagate®/Toshiba/WD® RAM : 8192 MB DDR3 -RAM, 1600 MHz, Micron®/Elixir®/Samsung® Graphics : Intel® HD Graphics 4600, max.",1.0,1.0,0,0,5,NONE,5,3,2,"CPU : Intel® CoreTM i5-4460, 4× 3200 MHz , with Intel® Turbo Boost 2.0 technology up to 3400 MHz CPU Cooler : Silent Cooler suitable for 1155/1156/1150 1st Hard Drive : 1000 GB SATA, Seagate®/<span style=""color: #9A14B2; font-weight: bold"">Toshiba:[OBJECT_A]</span>/WD® RAM : 8192 MB DDR3 -RAM, 1600 MHz, Micron®/Elixir®/<span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span>® Graphics : Intel® HD Graphics 4600, max.",5,1.0,1.0
S2987279823,jbt,laptop,ipod,"Using the output from my wife's tiny laptop, playing Apple Lossless files was so vastly superior to my ipod, that I wanted to explore this further.",0.6581,0.5172,3,0,2,BETTER,3,3,2,"Using the output from my wife's tiny <span style=""color: #9A14B2; font-weight: bold"">laptop:[OBJECT_A]</span>, playing Apple Lossless files was so vastly superior to my <span style=""color: #6CB219; font-weight: bold"">ipod:[OBJECT_B]</span>, that I wanted to explore this further.",5,0.6017399999999999,0.6
P2548928962,jbt,virginia,oregon,"The losses came to the likes of virginia, Iowa State, oregon State, UCLA and Arizona State - all solid programs, but none at peak form just now.",1.0,1.0,0,0,5,NONE,5,3,2,"The losses came to the likes of <span style=""color: #9A14B2; font-weight: bold"">virginia:[OBJECT_A]</span>, Iowa State, <span style=""color: #6CB219; font-weight: bold"">oregon:[OBJECT_B]</span> State, UCLA and Arizona State - all solid programs, but none at peak form just now.",5,1.0,1.0
H1207731903,compsci,Python,Perl,"I'm not a developer, but I'm decent with Java, C++, Python, and Perl.",1.0,1.0,0,0,5,NONE,5,3,2,"I'm not a developer, but I'm decent with Java, C++, <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, and <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.",5,1.0,1.0
C385502981,jbt,metal,aluminum,"As well, aluminum would be a cooler, reflective metal than steel.",0.6524,1.0,2,0,3,NONE,3,3,2,"As well, <span style=""color: #9A14B2; font-weight: bold"">aluminum:[OBJECT_A]</span> would be a cooler, reflective <span style=""color: #6CB219; font-weight: bold"">metal:[OBJECT_B]</span> than steel.",5,0.7914399999999999,0.6
M1957244271,brands,Toyota,Nissan,Overall it's been good but Nissan and Toyota seem to be better these days.,0.6471,1.0,0,0,5,NONE,5,3,2,"Overall it's been good but <span style=""color: #9A14B2; font-weight: bold"">Nissan:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Toyota:[OBJECT_B]</span> seem to be better these days.",5,0.78826,1.0
B305352903,compsci,MySQL,SQLite,"Another db, SQLite or MySQL (that are faster and lighter with simple db structures) used to store just the documents ID and timestamps.",0.6744,0.5106,0,1,4,NONE,4,3,2,"Another db, <span style=""color: #9A14B2; font-weight: bold"">SQLite:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span> (that are faster and lighter with simple db structures) used to store just the documents ID and timestamps.",5,0.6088800000000001,0.8
H1179832356,jbt,suv,jeep,"I like this suv better than any of my past vehicles- jeep Grand Cherokee, MB ML320, Cadillac SRX, Infiniti QX4.",1.0,1.0,5,0,0,BETTER,5,3,2,"I like this <span style=""color: #9A14B2; font-weight: bold"">suv:[OBJECT_A]</span> better than any of my past vehicles- <span style=""color: #6CB219; font-weight: bold"">jeep:[OBJECT_B]</span> Grand Cherokee, MB ML320, Cadillac SRX, Infiniti QX4.",5,1.0,1.0
S3032003774,brands,Microsoft,Dell,"We at Dell have been champions of the message that companies need to switch from Windows XP ever since Microsoft announced that it would be dis continuing support for the platform, not only for the superior features that Windows 7 and Windows 8 bring to the enterprise that help to increase productivity and make life easier on the IT department from the management perspective.",0.6636,1.0,0,0,5,NONE,5,3,2,"We at <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span> have been champions of the message that companies need to switch from Windows XP ever since <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span> announced that it would be dis continuing support for the platform, not only for the superior features that Windows 7 and Windows 8 bring to the enterprise that help to increase productivity and make life easier on the IT department from the management perspective.",5,0.79816,1.0
B232349177,brands,Samsung,AMD,"AMD fans should take a look at the Samsung Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",1.0,1.0,0,5,0,WORSE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">AMD:[OBJECT_A]</span> fans should take a look at the <span style=""color: #6CB219; font-weight: bold"">Samsung:[OBJECT_B]</span> Series 5 510R5E, which is lighter and slimmer, hence offering better mobility.",5,1.0,1.0
S3012231191,jbt,restaurant,cafe,"Walking distance to cool places, surrounded by decent restaurant and cafe.",1.0,1.0,0,0,5,NONE,5,3,2,"Walking distance to cool places, surrounded by decent <span style=""color: #9A14B2; font-weight: bold"">restaurant:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">cafe:[OBJECT_B]</span>.",5,1.0,1.0
T3158042641,brands,Microsoft,Dell,"While Ford, International Harvester, Chrysler, PanAm and RCA shrank or declared bankruptcy, Adobe, Dell, Microsoft, Cisco, Intuit, Yahoo, and hundreds of others were created jobs, increased our standard of living, and made America a better place.",1.0,1.0,0,0,5,NONE,5,3,2,"While Ford, International Harvester, Chrysler, PanAm and RCA shrank or declared bankruptcy, Adobe, <span style=""color: #9A14B2; font-weight: bold"">Dell:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Microsoft:[OBJECT_B]</span>, Cisco, Intuit, Yahoo, and hundreds of others were created jobs, increased our standard of living, and made America a better place.",5,1.0,1.0
P2563484974,jbt,pizza,sausage,"The more basic pizza, ""You Ain't Seen Nothing Yet,"" fared a little better, because the toppings of sausage and green olives were a bit more traditional, but, still, the crust was lousy.",0.6667,1.0,2,0,3,NONE,3,3,2,"The more basic <span style=""color: #9A14B2; font-weight: bold"">pizza:[OBJECT_A]</span>, ""You Ain't Seen Nothing Yet,"" fared a little better, because the toppings of <span style=""color: #6CB219; font-weight: bold"">sausage:[OBJECT_B]</span> and green olives were a bit more traditional, but, still, the crust was lousy.",5,0.80002,0.6
D439542752,brands,Audi,Lexus,"Cadillac is adding new models and with an updated Escalade and a larger crossover in the works, GM will have Cadillac better positioned to take on Mercedes-Benz, Lexus, BMW and Audi , brands that will pose the biggest challenge for it through the remainder of this decade.",1.0,1.0,0,0,5,NONE,5,3,2,"Cadillac is adding new models and with an updated Escalade and a larger crossover in the works, GM will have Cadillac better positioned to take on Mercedes-Benz, <span style=""color: #9A14B2; font-weight: bold"">Lexus:[OBJECT_A]</span>, BMW and <span style=""color: #6CB219; font-weight: bold"">Audi:[OBJECT_B]</span> , brands that will pose the biggest challenge for it through the remainder of this decade.",5,1.0,1.0
G1039752932,compsci,Eclipse,NetBeans,"IDEA, Eclipse and NetBeans come to mind)",1.0,1.0,0,0,5,NONE,5,3,2,"IDEA, <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span> come to mind)",5,1.0,1.0
M2054198534,compsci,Ruby,Python,Python/Ruby are much slower than Java.,1.0,1.0,0,0,5,NONE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span> are much slower than Java.",5,1.0,1.0
T3141844951,compsci,MySQL,PostgreSQL,"When unshackled in this way, SQLite is much faster than either PostgreSQL and MySQL.",1.0,1.0,0,0,5,NONE,5,3,2,"When unshackled in this way, SQLite is much faster than either <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.",5,1.0,1.0
O2343624492,jbt,coffee,juice,"Tea and coffee bought sparingly (no pop or water) Splurges: nuts, dried fruit, orange juice, nicer crackers, beer and wine",1.0,1.0,0,0,5,NONE,5,3,2,"Tea and <span style=""color: #9A14B2; font-weight: bold"">coffee:[OBJECT_A]</span> bought sparingly (no pop or water) Splurges: nuts, dried fruit, orange <span style=""color: #6CB219; font-weight: bold"">juice:[OBJECT_B]</span>, nicer crackers, beer and wine",5,1.0,1.0
P2585170287,compsci,PHP,JavaScript,"Then the book shows how JavaScript and PHP can be used in tandem to make a user's experience faster, with improved usability.",1.0,1.0,0,0,5,NONE,5,3,2,"Then the book shows how <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> can be used in tandem to make a user's experience faster, with improved usability.",5,1.0,1.0
F796579064,jbt,ps2,gamecube,gamecube looks solid but not quite as solid as the ps2.,1.0,1.0,0,5,0,WORSE,5,3,2,"<span style=""color: #9A14B2; font-weight: bold"">gamecube:[OBJECT_A]</span> looks solid but not quite as solid as the <span style=""color: #6CB219; font-weight: bold"">ps2:[OBJECT_B]</span>.",5,1.0,1.0
