id,a,b,raw_text,text_html,text_readable,type,marker,label_gold,label_gold_reason,_golden
E664797616,Java,Smalltalk,"Evaluate C#, Java, Smalltalk, Lisp, and heck, even Dylan.","Evaluate C#, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Smalltalk:[OBJECT_B]</span>, Lisp, and heck, even Dylan.","Evaluate C#, *Java*, §Smalltalk$, Lisp, and heck, even Dylan.",compsci,False,,,False
F761894252,PHP,JavaScript,"For the latter I've looked at the code and it's definitely easier to solve using JavaScript than PHP. - Hippietrail 13:33, 26 July 2007 (UTC)","For the latter I've looked at the code and it's definitely easier to solve using <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>. - Hippietrail 13:33, 26 July 2007 (UTC)","For the latter I've looked at the code and it's definitely easier to solve using *JavaScript* than §PHP$. - Hippietrail 13:33, 26 July 2007 (UTC)",compsci,True,,,False
M2054186357,Python,Perl,"Python is even more ""underground"" than Perl (and thus cooler?).","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> is even more ""underground"" than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> (and thus cooler?).","*Python* is even more ""underground"" than §Perl$ (and thus cooler?).",compsci,True,,,False
I1402466273,iOS,Apple TV,"It is a professional MXF tool helping preserve or mix MXF multi tracks and channels, convert MXF footages to other formats for better editing in FCP, FCE, iMovie, Sony Vegas, Adobe Premiere, etc, or playing on Mac/iOS/Android/Windows devices like iMac, iPhone, iPad, Apple TV, iPod, Samsung Galaxy Tab, Microsoft Surface, etc.","It is a professional MXF tool helping preserve or mix MXF multi tracks and channels, convert MXF footages to other formats for better editing in FCP, FCE, iMovie, Sony Vegas, Adobe Premiere, etc, or playing on Mac/<span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span>/Android/Windows devices like iMac, iPhone, iPad, <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>, iPod, Samsung Galaxy Tab, Microsoft Surface, etc.","It is a professional MXF tool helping preserve or mix MXF multi tracks and channels, convert MXF footages to other formats for better editing in FCP, FCE, iMovie, Sony Vegas, Adobe Premiere, etc, or playing on Mac/*iOS*/Android/Windows devices like iMac, iPhone, iPad, §Apple TV$, iPod, Samsung Galaxy Tab, Microsoft Surface, etc.",compsci,True,,,False
K1647456150,Oracle,MySQL,Looking at MySQL and Oracle,"Looking at <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>",Looking at *MySQL* and §Oracle$,compsci,False,,,False
L1775756281,Python,Bash,My roommate likes Bash for his scripting needs but I think Python is a better glue language.,"My roommate likes <span style=""color: #9A14B2; font-weight: bold"">Bash:[OBJECT_A]</span> for his scripting needs but I think <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> is a better glue language.",My roommate likes *Bash* for his scripting needs but I think §Python$ is a better glue language.,compsci,True,,,False
N2254921186,Java,Scala,Some Scala standard library classes are slower than their Java counterparts e.g.,"Some <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> standard library classes are slower than their <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> counterparts e.g.",Some *Scala* standard library classes are slower than their §Java$ counterparts e.g.,compsci,True,,,False
Q2690372481,Python,JavaScript,"These apps perform surprisingly well, partly because the Chrome JavaScript engine is very fast -- faster than Python in some tests -- but also because the Chrome APIs are fairly thin layers over native OS APIs.","These apps perform surprisingly well, partly because the Chrome <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> engine is very fast -- faster than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> in some tests -- but also because the Chrome APIs are fairly thin layers over native OS APIs.","These apps perform surprisingly well, partly because the Chrome *JavaScript* engine is very fast -- faster than §Python$ in some tests -- but also because the Chrome APIs are fairly thin layers over native OS APIs.",compsci,True,,,False
T3141844951,MySQL,PostgreSQL,"When unshackled in this way, SQLite is much faster than either PostgreSQL and MySQL.","When unshackled in this way, SQLite is much faster than either <span style=""color: #9A14B2; font-weight: bold"">PostgreSQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">MySQL:[OBJECT_B]</span>.","When unshackled in this way, SQLite is much faster than either *PostgreSQL* and §MySQL$.",compsci,True,,,False
I1328781056,iOS,Apple TV,"iPhone 5S, Apple TV, better iOS Maps and a ""super Siri","iPhone 5S, <span style=""color: #9A14B2; font-weight: bold"">Apple TV:[OBJECT_A]</span>, better <span style=""color: #6CB219; font-weight: bold"">iOS:[OBJECT_B]</span> Maps and a ""super Siri","iPhone 5S, *Apple TV*, better §iOS$ Maps and a ""super Siri""",compsci,True,,,False
I1261581319,Ruby,JavaScript,"infinite loop in BASIC is certainly a lot easier to grasp than the JavaScript Happy Birthday function that used arrays and 0-based-indexing, or the object-oriented Ruby/Facebook API example!","infinite loop in BASIC is certainly a lot easier to grasp than the <span style=""color: #9A14B2; font-weight: bold"">JavaScript:[OBJECT_A]</span> Happy Birthday function that used arrays and 0-based-indexing, or the object-oriented <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>/Facebook API example!","infinite loop in BASIC is certainly a lot easier to grasp than the *JavaScript* Happy Birthday function that used arrays and 0-based-indexing, or the object-oriented §Ruby$/Facebook API example!",compsci,True,,,False
I1362519427,Ruby,Python,I take your word that Perl/Python/Ruby/LISP/whatever is much superior.,"I take your word that Perl/<span style=color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>/LISP/whatever is much superior.",I take your word that Perl/*Python*/§Ruby$/LISP/whatever is much superior.        Ruby        Python        True,compsci,True,,,False
A146653901,Python,Perl,"a decent code base, and then of the scripting languages Perl and Python","a decent code base, and then of the scripting languages <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>","a decent code base, and then of the scripting languages *Perl* and §Python$",compsci,True,,,False
R2816819765,Python,Bash,"This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like Python for the said task was completely insane, because, you know, Bash scripts do things much faster, don't they?","This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> for the said task was completely insane, because, you know, <span style=""color: #6CB219; font-weight: bold"">Bash:[OBJECT_B]</span> scripts do things much faster, don't they?","This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like *Python* for the said task was completely insane, because, you know, §Bash$ scripts do things much faster, don't they?",compsci,True,,,False
O2345042762,Windows 7,Windows 8,"Tech-Ed: Windows 8 Is 'Better' than Windows 7, Microsoft Says","Tech-Ed: <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span> Is 'Better' than <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>, Microsoft Says","Tech-Ed: *Windows 8* Is 'Better' than §Windows 7$, Microsoft Says",compsci,True,,,False
I1259806571,iOS,Apple TV,"In fact, the iPad 2 and iPhone 5, both due in the first half of 2011, will pack a new A4 chip that supports dual, faster graphics cores capable of supporting a Retina Display on the iPad and potentially bringing 1080p HD support to iOS devices, including Apple TV.","In fact, the iPad 2 and iPhone 5, both due in the first half of 2011, will pack a new A4 chip that supports dual, faster graphics cores capable of supporting a Retina Display on the iPad and potentially bringing 1080p HD support to <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices, including <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.","In fact, the iPad 2 and iPhone 5, both due in the first half of 2011, will pack a new A4 chip that supports dual, faster graphics cores capable of supporting a Retina Display on the iPad and potentially bringing 1080p HD support to *iOS* devices, including §Apple TV$.",compsci,True,,,False
T3164970367,Java,Python,"While the Python source code browsing is only mediocre when compared with the Java support, the integrated debugging is very powerful.","While the <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span> source code browsing is only mediocre when compared with the <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> support, the integrated debugging is very powerful.","While the *Python* source code browsing is only mediocre when compared with the §Java$ support, the integrated debugging is very powerful.",compsci,True,,,False
M2054210370,Python,Haskell,"Python, with NumPy generally has better libs for numerics than Haskell - particularly if runtime is an issue.","<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, with NumPy generally has better libs for numerics than <span style=""color: #6CB219; font-weight: bold"">Haskell:[OBJECT_B]</span> - particularly if runtime is an issue.","*Python*, with NumPy generally has better libs for numerics than §Haskell$ - particularly if runtime is an issue.",compsci,True,,,False
O2330355369,Swift,Objective-C,Swift vs. Objective-C: A Look at iOS Programming Languages,"<span style=""color: #9A14B2; font-weight: bold"">Swift:[OBJECT_A]</span> vs. <span style=""color: #6CB219; font-weight: bold"">Objective-C:[OBJECT_B]</span>: A Look at iOS Programming Languages",*Swift* vs. §Objective-C$: A Look at iOS Programming Languages,compsci,False,,,False
S3000240658,Java,Ruby,Very Ruby/Java/C#-ish.,"Very <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>/C#-ish.",Very *Ruby*/§Java$/C#-ish.,compsci,False,,,False
Q2702310051,iOS,Apple TV,These next generation devices will also have dual faster graphics cores that will be capable of supporting a Retina Display iPad and this could also potentially bring 1080p HD support to all iOS devices including Apple TV.,"These next generation devices will also have dual faster graphics cores that will be capable of supporting a Retina Display iPad and this could also potentially bring 1080p HD support to all <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> devices including <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.",These next generation devices will also have dual faster graphics cores that will be capable of supporting a Retina Display iPad and this could also potentially bring 1080p HD support to all *iOS* devices including §Apple TV$.,compsci,True,,,False
R2921079451,Java,Ruby,"to Java, Ruby, PHP).","to <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>, PHP).","to *Java*, §Ruby$, PHP).",compsci,False,,,False
F835979386,Java,Groovy,Groovy - a very powerful object oriented language that extends Java while making it much easier to use for analytic programmers that are used to languages like SAS.,"<span style=""color: #9A14B2; font-weight: bold"">Groovy:[OBJECT_A]</span> - a very powerful object oriented language that extends <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span> while making it much easier to use for analytic programmers that are used to languages like SAS.",*Groovy* - a very powerful object oriented language that extends §Java$ while making it much easier to use for analytic programmers that are used to languages like SAS.,compsci,True,,,False
I1327245672,Ruby,Perl,"Io - Small, embeddable, object-oriented, prototype-based, garbage collected language; faster than Perl, Python, Ruby; supports actors and futures for concurrency.","Io - Small, embeddable, object-oriented, prototype-based, garbage collected language; faster than <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span>, Python, <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>; supports actors and futures for concurrency.","Io - Small, embeddable, object-oriented, prototype-based, garbage collected language; faster than *Perl*, Python, §Ruby$; supports actors and futures for concurrency.",compsci,True,,,False
B326635296,iOS,Apple TV,"Apple's new Sprite Kit development framework aims to make it easier to create 2D arcade style games for both iOS 7 mobile devices and the Mac desktop, and hints at a future strategy for games on Apple TV.","Apple's new Sprite Kit development framework aims to make it easier to create 2D arcade style games for both <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span> 7 mobile devices and the Mac desktop, and hints at a future strategy for games on <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>.","Apple's new Sprite Kit development framework aims to make it easier to create 2D arcade style games for both *iOS* 7 mobile devices and the Mac desktop, and hints at a future strategy for games on §Apple TV$.",compsci,True,,,False
D507561405,Eclipse,NetBeans,comparison to Eclipse/NetBeans.,"comparison to <span style=""color: #9A14B2; font-weight: bold"">Eclipse:[OBJECT_A]</span>/<span style=""color: #6CB219; font-weight: bold"">NetBeans:[OBJECT_B]</span>.",comparison to *Eclipse*/§NetBeans$.,compsci,False,,,False
S2985193401,Windows XP,Windows 8,"Use Windows 7 or Windows 8; they provide better default security than Windows XP or Vista, and will be supported with security updates considerably longer (Microsoft support for XP ends in April 2014).","Use Windows 7 or <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>; they provide better default security than <span style=""color: #6CB219; font-weight: bold"">Windows XP:[OBJECT_B]</span> or Vista, and will be supported with security updates considerably longer (Microsoft support for XP ends in April 2014).","Use Windows 7 or *Windows 8*; they provide better default security than §Windows XP$ or Vista, and will be supported with security updates considerably longer (Microsoft support for XP ends in April 2014).",compsci,True,,,False
E696321838,MySQL,PostgreSQL,(Far easier than getting MySQL or PostgreSQL installed on a system.),"(Far easier than getting <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span> installed on a system.)",(Far easier than getting *MySQL* or §PostgreSQL$ installed on a system.),compsci,True,,,False
L1861088701,Eclipse,NetBeans,"Obviously, NetBeans is toast because of Eclipse.","Obviously, <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> is toast because of <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>.","Obviously, *NetBeans* is toast because of §Eclipse$.",compsci,False,,,False
Q2716672977,Perl,AWK,The solution should be a faster and more concise implementation than AWK or Perl based solutions.,"The solution should be a faster and more concise implementation than <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> or <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span> based solutions.",The solution should be a faster and more concise implementation than *AWK* or §Perl$ based solutions.,compsci,True,,,False
K1613108628,Python,Lisp,"learn some perl, java and Python, Lisp if you want to look old school and start hacking around linux and bsd, make sure you have a decent understanding of windows admin crap because it'll always play in, buy yourself a cheap cisco or addtran and start teaching yourself the nitty gritty of networking","learn some perl, java and <span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, <span style=""color: #6CB219; font-weight: bold"">Lisp:[OBJECT_B]</span> if you want to look old school and start hacking around linux and bsd, make sure you have a decent understanding of windows admin crap because it'll always play in, buy yourself a cheap cisco or addtran and start teaching yourself the nitty gritty of networking","learn some perl, java and *Python*, §Lisp$ if you want to look old school and start hacking around linux and bsd, make sure you have a decent understanding of windows admin crap because it'll always play in, buy yourself a cheap cisco or addtran and start teaching yourself the nitty gritty of networking",compsci,True,,,False
H1078866591,Ruby,PHP,"I find that while its true that Ruby may have less libs than PHP, the quality of these libs is vastly superior.","I find that while its true that <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> may have less libs than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>, the quality of these libs is vastly superior.","I find that while its true that *Ruby* may have less libs than §PHP$, the quality of these libs is vastly superior.",compsci,True,,,False
L1777176925,Oracle,MySQL,"MySQL, PostgreSQL, Oracle, DB2).","<span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span>, PostgreSQL, <span style=""color: #6CB219; font-weight: bold"">Oracle:[OBJECT_B]</span>, DB2).","*MySQL*, PostgreSQL, §Oracle$, DB2).",compsci,False,,,False
E689953761,Swift,Objective-C,- Extensive experience developing in Objective-C and Swift.,"- Extensive experience developing in <span style=""color: #9A14B2; font-weight: bold"">Objective-C:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Swift:[OBJECT_B]</span>.",- Extensive experience developing in *Objective-C* and §Swift$.,compsci,False,,,False
K1600321992,Ruby,Python,(Languages like Ruby and Python often overcome these pitfalls with solid suites of unit tests.,"(Languages like <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span> often overcome these pitfalls with solid suites of unit tests.",(Languages like *Ruby* and §Python$ often overcome these pitfalls with solid suites of unit tests.,compsci,True,,,False
G1053830693,Perl,AWK,"I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with AWK and stay in my mode of frustration when I know that I can do this in Perl, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo","I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> and stay in my mode of frustration when I know that I can do this in <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo","I don't know if this sounds right, easier for me to say than to type.. cause I can talk ALOT!!! Just curious if others have done anything similar and if it's do-able, or should I just keep on trying with *AWK* and stay in my mode of frustration when I know that I can do this in §Perl$, but having hands tied here.. a slave to ""da- man"" at work... in the dungeon I stay.... -Zo",compsci,True,,,False
L1881368522,Java,Smalltalk,Older Smalltalk implementations have mark-and-sweep GC like Java.,"Older <span style=""color: #9A14B2; font-weight: bold"">Smalltalk:[OBJECT_A]</span> implementations have mark-and-sweep GC like <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",Older *Smalltalk* implementations have mark-and-sweep GC like §Java$.,compsci,False,,,False
N2146921888,Java,Perl,"Secondly, I, personally, think that Java is easier to learn than Perl.","Secondly, I, personally, think that <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span> is easier to learn than <span style=""color: #6CB219; font-weight: bold"">Perl:[OBJECT_B]</span>.","Secondly, I, personally, think that *Java* is easier to learn than §Perl$.",compsci,True,,,False
E571886149,Windows 7,Windows 8,"Despite improved security in Windows 8, McAfee believes targeted malware will be available faster than it was for Windows 7.","Despite improved security in <span style=""color: #9A14B2; font-weight: bold"">Windows 8:[OBJECT_A]</span>, McAfee believes targeted malware will be available faster than it was for <span style=""color: #6CB219; font-weight: bold"">Windows 7:[OBJECT_B]</span>.","Despite improved security in *Windows 8*, McAfee believes targeted malware will be available faster than it was for §Windows 7$.",compsci,True,,,False
J1431047453,Eclipse,NetBeans,"I tried NetBeans, now trying Eclipse.","I tried <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span>, now trying <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>.","I tried *NetBeans*, now trying §Eclipse$.",compsci,False,,,False
M2003652716,iOS,Apple TV,"Playback videos on iOS/Win 8 RT/Android tablets & phones It supports import MTS/M2TS/MXF/MOV/MKV/TiVo/AVI and output MPEG-4 videos for better playback on iPad, iPhone, Apple TV, and Android tablets like Samsung Galaxy Note, Amazon Kindle Fire HD, and Microsoft Surface Windows RT/Pro.","Playback videos on <span style=""color: #9A14B2; font-weight: bold"">iOS:[OBJECT_A]</span>/Win 8 RT/Android tablets & phones It supports import MTS/M2TS/MXF/MOV/MKV/TiVo/AVI and output MPEG-4 videos for better playback on iPad, iPhone, <span style=""color: #6CB219; font-weight: bold"">Apple TV:[OBJECT_B]</span>, and Android tablets like Samsung Galaxy Note, Amazon Kindle Fire HD, and Microsoft Surface Windows RT/Pro.","Playback videos on *iOS*/Win 8 RT/Android tablets & phones It supports import MTS/M2TS/MXF/MOV/MKV/TiVo/AVI and output MPEG-4 videos for better playback on iPad, iPhone, §Apple TV$, and Android tablets like Samsung Galaxy Note, Amazon Kindle Fire HD, and Microsoft Surface Windows RT/Pro.",compsci,True,,,False
S2982034453,Eclipse,NetBeans,Use an IDE like NetBeans of Eclipse.),"Use an IDE like <span style=""color: #9A14B2; font-weight: bold"">NetBeans:[OBJECT_A]</span> of <span style=""color: #6CB219; font-weight: bold"">Eclipse:[OBJECT_B]</span>.)",Use an IDE like *NetBeans* of §Eclipse$.),compsci,False,,,False
L1772955680,OpenGL,Direct3D,"My only point is that the presentation of my numbers is off, but there is no case in which OpenGL has ever been faster than Direct3D in all tests I have run on all machines.","My only point is that the presentation of my numbers is off, but there is no case in which <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> has ever been faster than <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> in all tests I have run on all machines.","My only point is that the presentation of my numbers is off, but there is no case in which *OpenGL* has ever been faster than §Direct3D$ in all tests I have run on all machines.",compsci,True,,,False
G1034537026,Java,Perl,I claim that Perl is better at server side development than Java.,"I claim that <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> is better at server side development than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.",I claim that *Perl* is better at server side development than §Java$.,compsci,True,,,False
H1178862072,Python,PHP,"I like PHP as a language better than Python, so I thought I would check into frameworks to make my programming life a little easier.","I like <span style=""color: #9A14B2; font-weight: bold"">PHP:[OBJECT_A]</span> as a language better than <span style=""color: #6CB219; font-weight: bold"">Python:[OBJECT_B]</span>, so I thought I would check into frameworks to make my programming life a little easier.","I like *PHP* as a language better than §Python$, so I thought I would check into frameworks to make my programming life a little easier.",compsci,True,,,False
M1977554387,USB,Bluetooth,"PDAnet Bluetooth connects much faster than USB thethering, but it disconnects often.","PDAnet <span style=""color: #9A14B2; font-weight: bold"">Bluetooth:[OBJECT_A]</span> connects much faster than <span style=""color: #6CB219; font-weight: bold"">USB:[OBJECT_B]</span> thethering, but it disconnects often.","PDAnet *Bluetooth* connects much faster than §USB$ thethering, but it disconnects often.",compsci,True,,,False
L1889239614,MySQL,SQLite,"Once these backends are merged in, the South codebase can be heavily simplified (leaving just features like autodetection and ORM versioning), and other migration frameworks suddenly become a lot easier to write (as now the hard task of working around lack of features in MySQL and SQLite, and dealing with the differing syntaxes of each database is all done already).","Once these backends are merged in, the South codebase can be heavily simplified (leaving just features like autodetection and ORM versioning), and other migration frameworks suddenly become a lot easier to write (as now the hard task of working around lack of features in <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">SQLite:[OBJECT_B]</span>, and dealing with the differing syntaxes of each database is all done already).","Once these backends are merged in, the South codebase can be heavily simplified (leaving just features like autodetection and ORM versioning), and other migration frameworks suddenly become a lot easier to write (as now the hard task of working around lack of features in *MySQL* and §SQLite$, and dealing with the differing syntaxes of each database is all done already).",compsci,True,,,False
S2996250652,Java,PHP,"VBA), C#, Java, Web(HTML,DHTML, XML), SQL Mediocre: PHP Beginner:PERL, CGI, Cold Fusion,Oracle, Ruby","VBA), C#, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Web(HTML,DHTML, XML), SQL Mediocre: <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> Beginner:PERL, CGI, Cold Fusion,Oracle, Ruby","VBA), C#, *Java*, Web(HTML,DHTML, XML), SQL Mediocre: §PHP$ Beginner:PERL, CGI, Cold Fusion,Oracle, Ruby",compsci,True,,,False
C356868068,MySQL,PostgreSQL,"As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .","As for parallel mode <span style=""color: #9A14B2; font-weight: bold"">MySQL:[OBJECT_A]</span> retained its performance while <span style=""color: #6CB219; font-weight: bold"">PostgreSQL:[OBJECT_B]</span>/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .","As for parallel mode *MySQL* retained its performance while §PostgreSQL$/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",compsci,True,,,False
T3193153625,Java,Perl,"Within the hacker subculture, there is another language called Perl that is considered a lot cooler than Java.","Within the hacker subculture, there is another language called <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> that is considered a lot cooler than <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","Within the hacker subculture, there is another language called *Perl* that is considered a lot cooler than §Java$.",compsci,True,,,False
I1301096258,PHP,Perl,"In the age of BP, deploying solid Perl web applications was significantly harder than say deploying PHP applications.","In the age of BP, deploying solid <span style=""color: #9A14B2; font-weight: bold"">Perl:[OBJECT_A]</span> web applications was significantly harder than say deploying <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> applications.","In the age of BP, deploying solid *Perl* web applications was significantly harder than say deploying §PHP$ applications.",compsci,True,,,False
S3059801938,Java,Scala,"We learn that in this particular setup, a particular library written in Scala is faster than a particular library written in Java.","We learn that in this particular setup, a particular library written in <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is faster than a particular library written in <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>.","We learn that in this particular setup, a particular library written in *Scala* is faster than a particular library written in §Java$.",compsci,True,,,False
M1988339071,Sed,AWK,"Perl was intended, we believe, to be a Unix scripting language to make report processing easier borrowing from sh, AWK and Sed.","Perl was intended, we believe, to be a Unix scripting language to make report processing easier borrowing from sh, <span style=""color: #9A14B2; font-weight: bold"">AWK:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Sed:[OBJECT_B]</span>.","Perl was intended, we believe, to be a Unix scripting language to make report processing easier borrowing from sh, *AWK* and §Sed$.",compsci,True,,,False
G1064241173,Java,PHP,"I enjoy using Eclipse for GWT, Java, Python, (and even for PHP too), but at work, using Dreamweaver is just easier.","I enjoy using Eclipse for GWT, <span style=""color: #9A14B2; font-weight: bold"">Java:[OBJECT_A]</span>, Python, (and even for <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span> too), but at work, using Dreamweaver is just easier.","I enjoy using Eclipse for GWT, *Java*, Python, (and even for §PHP$ too), but at work, using Dreamweaver is just easier.",compsci,True,,,False
R2922273970,OpenGL,Direct3D,"To make it easier for application writers, the OpenGL and Direct3D libraries each adopt the philosophy and data structure style of their respective APIs.","To make it easier for application writers, the <span style=""color: #9A14B2; font-weight: bold"">OpenGL:[OBJECT_A]</span> and <span style=""color: #6CB219; font-weight: bold"">Direct3D:[OBJECT_B]</span> libraries each adopt the philosophy and data structure style of their respective APIs.","To make it easier for application writers, the *OpenGL* and §Direct3D$ libraries each adopt the philosophy and data structure style of their respective APIs.",compsci,True,,,False
L1761761018,Java,Scala,"My code Scala is typically half the length than the same thing done via Java, plus it's more concise and is easier to maintain.","My code <span style=""color: #9A14B2; font-weight: bold"">Scala:[OBJECT_A]</span> is typically half the length than the same thing done via <span style=""color: #6CB219; font-weight: bold"">Java:[OBJECT_B]</span>, plus it's more concise and is easier to maintain.","My code *Scala* is typically half the length than the same thing done via §Java$, plus it's more concise and is easier to maintain.",compsci,True,,,False
N2243644885,Ruby,Python,"Solid experience with one script languages (Python, Perl, PHP, and Ruby)","Solid experience with one script languages (<span style=""color: #9A14B2; font-weight: bold"">Python:[OBJECT_A]</span>, Perl, PHP, and <span style=""color: #6CB219; font-weight: bold"">Ruby:[OBJECT_B]</span>)","Solid experience with one script languages (*Python*, Perl, PHP, and §Ruby$)",compsci,True,,,False
R2923475832,Ruby,PHP,"To me, Ruby on Rails doesn't look any better than PHP.","To me, <span style=""color: #9A14B2; font-weight: bold"">Ruby:[OBJECT_A]</span> on Rails doesn't look any better than <span style=""color: #6CB219; font-weight: bold"">PHP:[OBJECT_B]</span>.","To me, *Ruby* on Rails doesn't look any better than §PHP$.",compsci,True,,,False
