id,sentence,object_a,object_b,most_frequent_label,most_frequent_percentage,path
B289052555,And what better than custom-made shelves constructed from 60-year old reclaimed timber and industrial steel?,timber,steel,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/conj/<
B289052555,And what better than custom-made shelves constructed from 60-year old reclaimed timber and industrial steel?,timber,steel,NONE,0.8,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
B289052555,And what better than custom-made shelves constructed from 60-year old reclaimed timber and industrial steel?,timber,steel,NONE,0.8,X/PROPN/ROOT/^ industrial/ADJ/amod/V Y/PROPN/conj/<
P2496249448,"The food is decent, offering the usual chicken, steak and seafood dishes, along with pizza.",steak,pizza,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
P2496249448,"The food is decent, offering the usual chicken, steak and seafood dishes, along with pizza.",steak,pizza,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/pobj/<
P2496249448,"The food is decent, offering the usual chicken, steak and seafood dishes, along with pizza.",steak,pizza,NONE,1.0,X/PROPN/ROOT/^ dish/NOUN/conj/V Y/PROPN/pobj/<
P2496249448,"The food is decent, offering the usual chicken, steak and seafood dishes, along with pizza.",steak,pizza,NONE,1.0,X/PROPN/ROOT/^ along/ADP/prep/V Y/PROPN/pobj/<
F836078317,Gross Margin The increase in Nokia Siemens Networks non-IFRS gross margin in 2012 was primarily due to the better gross margin in both infrastructure equipment and services.,Nokia,Siemens,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
B214031568,"Also I completely disagree with the web being better for facebook, Ebay and amazon.",facebook,amazon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
B214031568,"Also I completely disagree with the web being better for facebook, Ebay and amazon.",facebook,amazon,NONE,1.0,X/PROPN/ROOT/^ ebay/PROPN/conj/V Y/PROPN/conj/<
A146663271,A decent option for someone looking to gift a newcoming to the camping and fishing movement.,camping,fishing,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A146663271,A decent option for someone looking to gift a newcoming to the camping and fishing movement.,camping,fishing,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
A72605308,3. cement against wood?,cement,wood,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
A72605308,3. cement against wood?,cement,wood,NONE,1.0,X/PROPN/ROOT/^ against/ADP/prep/V Y/PROPN/pobj/<
I1258224104,"In fact, in many ways it is worse than other connected-TV offerings because it does not have a hulu Plus app or a dedicated amazon video app.",hulu,amazon,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1258224104,"In fact, in many ways it is worse than other connected-TV offerings because it does not have a hulu Plus app or a dedicated amazon video app.",hulu,amazon,NONE,1.0,X/PROPN/ROOT/^ plus/CONJ/cc/V Y/PROPN/conj/<
I1258224104,"In fact, in many ways it is worse than other connected-TV offerings because it does not have a hulu Plus app or a dedicated amazon video app.",hulu,amazon,NONE,1.0,X/PROPN/ROOT/^ app/NOUN/conj/V Y/PROPN/conj/<
I1258224104,"In fact, in many ways it is worse than other connected-TV offerings because it does not have a hulu Plus app or a dedicated amazon video app.",hulu,amazon,NONE,1.0,X/PROPN/ROOT/^ dedicated/ADJ/amod/V Y/PROPN/conj/<
S3112682177,What makes it a better language than say Java or Python for data processing tasks?,Java,Python,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S3112682177,What makes it a better language than say Java or Python for data processing tasks?,Java,Python,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
I1285133819,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Siemens,Nokia,WORSE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
I1285133819,"(In saying that, at least they were successful to begin with - I recall seeing similar stupidity from Siemens, who've never been anywhere near as good at making decent phones as Nokia, and whose reaction to having inadvertently produced a decent handset was to panic and junk it before anyone had time to notice...)",Siemens,Nokia,WORSE,0.8,X/PROPN/ROOT/^ be/VERB/relcl/V Y/PROPN/pobj/<
T3161167094,"While missouri has solid football programs, they do not compare to states like Florida, georgia and Texas.",missouri,georgia,WORSE,0.6,X/PROPN/nsubj/> compare/VERB/ROOT/^ state/NOUN/pobj/< like/ADP/prep/< florida/PROPN/pobj/< Y/PROPN/conj/<
F781374105,From Java To Ruby,Java,Ruby,NONE,1.0,X/NOUN/ROOT/^ Y/PROPN/pobj/<
F781374105,From Java To Ruby,Java,Ruby,NONE,1.0,X/NOUN/ROOT/^ to/ADP/prep/V Y/PROPN/pobj/<
S2979580472,Upper Deck: I do better in hockey and football.,hockey,football,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S2979580472,Upper Deck: I do better in hockey and football.,hockey,football,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
J1450548975,It's hard to say whether tennis is harder to dominate than golf.,tennis,golf,WORSE,0.4,X/PROPN/nsubj/> be/VERB/ROOT/^ hard/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
K1709081759,metal solid aluminum shell.,metal,aluminum,NONE,1.0,X/PROPN/amod/> Y/PROPN/ROOT/^
K1709081759,metal solid aluminum shell.,metal,aluminum,NONE,1.0,X/PROPN/amod/> solid/ADJ/amod/V Y/PROPN/ROOT/^
F739998449,Ford and Chrysler each gained over 11%.,Ford,Chrysler,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
F739998449,Ford and Chrysler each gained over 11%.,Ford,Chrysler,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
J1545084503,Java? Ruby?,Java,Ruby,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
Q2645457592,The reason we want to load games off the Ethernet is because it is for sure 110% faster than playing games off the USB interface.,Ethernet,USB,BETTER,1.0,NOPATH
I1295237559,"Intel also faster, scale them farther, and achieve collaborated closely with Microsoft on the mission-critical availability.",Intel,Microsoft,NONE,1.0,X/PROPN/nsubj/> scale/VERB/ROOT/^ collaborate/VERB/conj/< with/ADP/prep/< Y/PROPN/pobj/<
A109112123,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,WORSE,0.6,X/PROPN/nsubjpass/> accomplish/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<
A109112123,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,WORSE,0.6,X/PROPN/nsubjpass/> on/ADP/prep/V accomplish/VERB/ROOT/^ with/ADP/prep/< Y/PROPN/pobj/<
A109112123,95% of the the things I do with my laptop on the road will be accomplished far easier and faster with the iphone.,laptop,iphone,WORSE,0.6,X/PROPN/nsubjpass/> accomplish/VERB/ROOT/^ with/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
T3175537726,"Why is it that people don't want to admit to a ""rat"", the name ""mouse"" must be a nicer label?",rat,mouse,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/appos/<
T3175537726,"Why is it that people don't want to admit to a ""rat"", the name ""mouse"" must be a nicer label?",rat,mouse,NONE,0.8,X/PROPN/ROOT/^ the/DET/det/V Y/PROPN/appos/<
T3175537726,"Why is it that people don't want to admit to a ""rat"", the name ""mouse"" must be a nicer label?",rat,mouse,NONE,0.8,X/PROPN/ROOT/^ name/NOUN/nsubj/V Y/PROPN/appos/<
I1296403066,"Interestingly enough, during a recent visit to their HQ in Taiwan, MSI told TweakTown that they ""would probably end up adding the world's first powerless air cooler to an Nvidia motherboard.""",MSI,Nvidia,NONE,1.0,X/PROPN/nsubj/> tell/VERB/ROOT/^ end/VERB/ccomp/< add/VERB/xcomp/< to/ADP/prep/< Y/PROPN/pobj/<
T3226352107,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,WORSE,0.8333333333333334,X/PROPN/ROOT/^ Y/PROPN/appos/<
T3226352107,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,WORSE,0.8333333333333334,X/PROPN/ROOT/^ though/ADP/advmod/V Y/PROPN/appos/<
I1348966353,(Is It easier to beat a google than a facebook?),google,facebook,NONE,0.6,X/PROPN/ROOT/^ Y/PROPN/pobj/<
I1348966353,(Is It easier to beat a google than a facebook?),google,facebook,NONE,0.6,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
O2406723846,"The Athlon II X4 630 completed our Sony Vegas 8.0 MPEG-2 rendering test in 4 minutes and 2 seconds, just over a minute faster than the Athlon II X4 620 but still noticeably slower than the Intel Core i5-750, which finished in 2 minutes and 55 seconds.",Sony,Intel,WORSE,1.0,X/PROPN/compound/> test/NOUN/ROOT/^ slow/ADJ/conj/< than/ADP/prep/< Y/PROPN/pobj/<
O2406723846,"The Athlon II X4 630 completed our Sony Vegas 8.0 MPEG-2 rendering test in 4 minutes and 2 seconds, just over a minute faster than the Athlon II X4 620 but still noticeably slower than the Intel Core i5-750, which finished in 2 minutes and 55 seconds.",Sony,Intel,WORSE,1.0,X/PROPN/compound/> test/NOUN/ROOT/^ slow/ADJ/conj/< than/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
A158720736,"After a first experiment making a decent Margarita and a better Millenium Falco (sauce, toasted bread crumbs, parmigiano, basil, red onion, sausage), I wanted to make something even better, something with the charred bubbles you see in the book's pictures.",bread,sausage,NONE,1.0,X/PROPN/compound/> crumb/NOUN/ROOT/^ Y/PROPN/appos/<
K1713539289,"Microsoft and Dell have been slightly worse investments, while for the moment Gateway and the ever-ailing Compaq have done better.",Microsoft,Dell,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1713539289,"Microsoft and Dell have been slightly worse investments, while for the moment Gateway and the ever-ailing Compaq have done better.",Microsoft,Dell,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
H1110989071,"If you do have the flu, or think you do, get plenty of rest and sleep-best to stay in bed for a few days; drink a lot  fluids and take over-the-counter flu medications like Ibuprofen, Advil, Tylenol, and cough medicine to help you feel better by reducing your aches, pains, fever and cough.",Ibuprofen,Advil,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1348898651,Is it better to try to sell a distinctly American model like a Ford Mustang or Jeep Wrangler or a more generic model like a Chevrolet Cruze?,Ford,Chevrolet,NONE,1.0,X/PROPN/compound/> mustang/PROPN/ROOT/^ wrangler/PROPN/conj/< model/NOUN/conj/< like/ADP/prep/< Y/PROPN/pobj/<
T3257566307,"You'll also find significantly better tooling for Web development with ASP.Net, as well as better support for JavaScript, HTML, CSS, and Python editing and debugging.",JavaScript,Python,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3257566307,"You'll also find significantly better tooling for Web development with ASP.Net, as well as better support for JavaScript, HTML, CSS, and Python editing and debugging.",JavaScript,Python,NONE,1.0,X/PROPN/ROOT/^ html/PROPN/conj/V Y/PROPN/conj/<
E588892384,"Diversity is good in a larger sense - someone who might be a mediocre Java programmer might be a star Perl programmer, and vice versa.",Java,Perl,NONE,0.8,X/ADJ/amod/> programmer/NOUN/nsubj/> programmer/NOUN/ROOT/^ Y/PROPN/attr/<
E588892384,"Diversity is good in a larger sense - someone who might be a mediocre Java programmer might be a star Perl programmer, and vice versa.",Java,Perl,NONE,0.8,X/ADJ/amod/> programmer/NOUN/nsubj/> programmer/NOUN/ROOT/^ star/NOUN/compound/V Y/PROPN/attr/<
S3081981777,"Werkmaster™ Concrete And stone Tooling is made of resin, metal or stainless steel for superior performance.",stone,metal,NONE,1.0,X/PROPN/compound/> tooling/PROPN/nsubjpass/> tooling/PROPN/ROOT/^ Y/PROPN/dep/<
H1195947978,(Im assuming its easier to this in PHP than Perl).,PHP,Perl,BETTER,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
H1195947978,(Im assuming its easier to this in PHP than Perl).,PHP,Perl,BETTER,0.8,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
J1563993677,"juice, wine, DIET soda.",juice,soda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
J1563993677,"juice, wine, DIET soda.",juice,soda,NONE,1.0,X/PROPN/ROOT/^ wine/NOUN/appos/V Y/PROPN/appos/<
J1563993677,"juice, wine, DIET soda.",juice,soda,NONE,1.0,X/PROPN/ROOT/^ diet/PROPN/compound/V Y/PROPN/appos/<
A103008306,7. swimming and fishing.,swimming,fishing,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A103008306,7. swimming and fishing.,swimming,fishing,NONE,1.0,X/PROPN/ROOT/^ and/CONJ/cc/V Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
I1400934926,"It is also possible to extract this from .mozilla/firefox/profiles.ini with AWK or grep and Sed, but for a one-off, looking in the directory is easier, even if it scores less geek points.",AWK,Sed,NONE,1.0,X/PROPN/ROOT/^ grep/NOUN/conj/V Y/PROPN/conj/<
G1048664548,"I do have a USB to Ethernet adapter, but I don't think it really works all that much better (faster) than WiFi.",USB,Ethernet,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
G1048664548,"I do have a USB to Ethernet adapter, but I don't think it really works all that much better (faster) than WiFi.",USB,Ethernet,NONE,1.0,X/PROPN/ROOT/^ to/PART/prep/V Y/PROPN/pobj/<
M1952023621,"Our roommate came home with doughnuts, so I had one... doughnuts are worse crack to me than chocolate, soda, or almost anything else...",chocolate,soda,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C376947732,"As standard, the Captur comes with a decent amount of kit, including Bluetooth, aux-in and USB connectivity, front and rear electric windows and alloy wheels.",Bluetooth,USB,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
C376947732,"As standard, the Captur comes with a decent amount of kit, including Bluetooth, aux-in and USB connectivity, front and rear electric windows and alloy wheels.",Bluetooth,USB,NONE,1.0,X/PROPN/ROOT/^ in/NOUN/appos/V Y/PROPN/conj/<
K1727064126,"mom luckly for me grant's babysitter, soledad, had cooked up some soup and grilled some chicken that was better and even easier than me calling out for pizza!",soup,pizza,BETTER,1.0,NOPATH
E722517102,First let me tel u about my new experience in Direct3D as opposed to my decent one in OpenGL.,Direct3D,OpenGL,NONE,0.5,X/PROPN/nsubj/> oppose/VERB/ROOT/^ to/ADP/prep/< one/NOUN/pobj/< in/ADP/prep/< Y/PROPN/pobj/<
S3113822120,"What program is trending better, carolina or georgia?",carolina,georgia,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S3113822120,"What program is trending better, carolina or georgia?",carolina,georgia,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
N2120527559,"Ruby on Rails, Java) ?",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
N2120527559,"Ruby on Rails, Java) ?",Ruby,Java,NONE,1.0,X/PROPN/ROOT/^ on/ADP/prep/V Y/PROPN/conj/<
M1996496333,"PHP / Ruby on rails are optimized for CRUD, and both perform slower than Java/Java EE or C# (which are both common Enterprise standards).",PHP,Ruby,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
Q2701742041,"The Seminoles have the easier road to the national title game than oregon, with virginia Tech stumbling against Duke and Miami again looking sluggish against an in-conference opponent.",oregon,virginia,NONE,0.8,X/PROPN/ROOT/^ Y/PROPN/pobj/<
Q2701742041,"The Seminoles have the easier road to the national title game than oregon, with virginia Tech stumbling against Duke and Miami again looking sluggish against an in-conference opponent.",oregon,virginia,NONE,0.8,X/PROPN/ROOT/^ with/ADP/prep/V Y/PROPN/pobj/<
S2985193401,"Use Windows 7 or Windows 8; they provide better default security than Windows XP or Vista, and will be supported with security updates considerably longer (Microsoft support for XP ends in April 2014).",Windows 8,Windows XP,BETTER,1.0,X/PROPN/dep/> provide/VERB/ROOT/^ security/NOUN/dobj/< than/ADP/prep/< Y/PROPN/pobj/<
H1209635104,I'm not saying Windows 8 is worse than Windows 7 - I believe it has better features and so on.,Windows 8,Windows 7,BETTER,0.4,X/PROPN/nsubj/> be/VERB/ROOT/^ bad/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
D409779590,"But that aside, Windows 10 is still easier to navigate than Mac OS X and Windows 8, has better access to files than in Android, and is faster, more flexible and more capable than Windows XP and the Home and Enterprise editions of Windows 7. Overall, it's the best OS I've ever used.",Windows 8,Windows XP,BETTER,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ be/VERB/conj/< flexible/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
O2363987310,That has put pressure on key Intel allies Microsoft (MSFT) and Dell (DELL) to look harder at the products of surging AMD.,Intel,Microsoft,NONE,1.0,X/ADJ/amod/> Y/PROPN/ROOT/^
O2363987310,That has put pressure on key Intel allies Microsoft (MSFT) and Dell (DELL) to look harder at the products of surging AMD.,Intel,Microsoft,NONE,1.0,X/ADJ/amod/> ally/NOUN/nsubj/V Y/PROPN/ROOT/^
D498403012,"Colleges Getting Greener No school has scored a solid A yet on the sustainability report card , with heavyweight ivy leagues like harvard, Stanford, and dartmouth making the highest marks, each pulling in an A- in 2007.",harvard,dartmouth,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D498403012,"Colleges Getting Greener No school has scored a solid A yet on the sustainability report card , with heavyweight ivy leagues like harvard, Stanford, and dartmouth making the highest marks, each pulling in an A- in 2007.",harvard,dartmouth,NONE,1.0,X/PROPN/ROOT/^ stanford/PROPN/conj/V Y/PROPN/conj/<
T3275535519,"You should have a decent grasp of the Perl programming language, or else a solid grasp of another programming language (C, PHP, etc.).",Perl,PHP,NONE,1.0,NOPATH
O2430948891,"The Cell is a high performance chip that is set to be the core of the Sony Playstation 3 video game system - its incredibly low cost, but because its highly specialized to do certain kinds of number crunching and application tasks, its faster than general purpose chips like the Intel Pentium or the PowerPC G5.",Sony,Intel,NONE,0.6,NOPATH
M1937579132,"OS: Windows XP (SP3), Windows Vista (SP2), Windows 7, Windows 8  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit",Windows XP,Windows 8,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
M1937579132,"OS: Windows XP (SP3), Windows Vista (SP2), Windows 7, Windows 8  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit",Windows XP,Windows 8,NONE,1.0,X/PROPN/ROOT/^ sp3/PROPN/appos/V Y/PROPN/conj/<
M1937579132,"OS: Windows XP (SP3), Windows Vista (SP2), Windows 7, Windows 8  Processor: Intel Core 2 Duo, AMD Athlon X2, or equal at 1.6GHz or better  Memory: 2 GB RAM  Graphics: DirectX 9.0c-compatible, SM 3.0-compatible  DirectX: Version 9.0c  Hard Drive: 2 GB available space  Sound Card: DirectX 9.0c-compatible, 16-bit",Windows XP,Windows 8,NONE,1.0,X/PROPN/ROOT/^ vista/PROPN/appos/V Y/PROPN/conj/<
O2432910346,"The channels for distribution in the Enterprise segment utilize direct and channel sales, which includes a network of partners, such as Avaya, BT, Cisco, DiData, Genesys, Huawei, MoshiMoshi, NICE, Telstra, and Verint.",Avaya,Huawei,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
O2432910346,"The channels for distribution in the Enterprise segment utilize direct and channel sales, which includes a network of partners, such as Avaya, BT, Cisco, DiData, Genesys, Huawei, MoshiMoshi, NICE, Telstra, and Verint.",Avaya,Huawei,NONE,1.0,X/PROPN/ROOT/^ bt/PROPN/conj/V Y/PROPN/conj/<
H1143026395,"I have also rented many cars, American and Japanese, and with the exception of a very smooth ride in a Cadillac, I always like the Japanese cars better (Nissan and Toyota, vs. Ford, Chrysler and GM).",Toyota,Chrysler,BETTER,0.6,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1143026395,"I have also rented many cars, American and Japanese, and with the exception of a very smooth ride in a Cadillac, I always like the Japanese cars better (Nissan and Toyota, vs. Ford, Chrysler and GM).",Toyota,Chrysler,BETTER,0.6,X/PROPN/ROOT/^ vs./ADP/prep/V Y/PROPN/conj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< Y/PROPN/pobj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< its/ADJ/poss/V Y/PROPN/pobj/<
B228110474,"Although this is still roughly 2 times faster than Wi-Fi and 50 times faster than Bluetooth, it fell well short of its wired USB counterpart.",Bluetooth,USB,WORSE,0.8,X/PROPN/npadvmod/> fall/VERB/ROOT/^ short/ADJ/oprd/< of/ADP/prep/< wire/VERB/amod/V Y/PROPN/pobj/<
H1165220604,(ii).The setting time was slower compared to conventional ordinary Portland cement concrete.,cement,concrete,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
F889036509,"Hell, I think Perl is faster at string manipulation than Java is, and it's a hell of a lot easier.",Perl,Java,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ fast/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
D506318113,"Companies tracked: ADTRAN, Alaxala, Alcatel-Lucent, Arista, Avaya, Blade, Blue Coat, Brocade, Cisco, Citrix, D-Link, Enterasys, Expand, Extreme, F5, Force10, H3C, HP, Huawei, Ipanema, Juniper, NETGEAR, Radware, Riverbed, Silver Peak, others .",Avaya,Huawei,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D506318113,"Companies tracked: ADTRAN, Alaxala, Alcatel-Lucent, Arista, Avaya, Blade, Blue Coat, Brocade, Cisco, Citrix, D-Link, Enterasys, Expand, Extreme, F5, Force10, H3C, HP, Huawei, Ipanema, Juniper, NETGEAR, Radware, Riverbed, Silver Peak, others .",Avaya,Huawei,NONE,1.0,X/PROPN/ROOT/^ blade/PROPN/conj/V Y/PROPN/conj/<
T3174171655,Why do most wii games look like gamecube games or worse?,wii,gamecube,NONE,0.8,X/PROPN/compound/> look/VERB/ROOT/^ Y/PROPN/pobj/<
Q2717210736,The Sony has an Amazon Instant Video app and the browser works much better than the one on the Boxee.,Sony,Amazon,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ Y/PROPN/dobj/<
Q2717210736,The Sony has an Amazon Instant Video app and the browser works much better than the one on the Boxee.,Sony,Amazon,NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ an/DET/det/V Y/PROPN/dobj/<
G1051926976,"I don't hate Python either, but I think we are better off in PHP.",Python,PHP,WORSE,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
G1051926976,"I don't hate Python either, but I think we are better off in PHP.",Python,PHP,WORSE,1.0,X/PROPN/ROOT/^ either/ADV/preconj/V Y/PROPN/pobj/<
G1051926976,"I don't hate Python either, but I think we are better off in PHP.",Python,PHP,WORSE,1.0,X/PROPN/ROOT/^ but/CONJ/cc/V Y/PROPN/pobj/<
G1051926976,"I don't hate Python either, but I think we are better off in PHP.",Python,PHP,WORSE,1.0,X/PROPN/ROOT/^ think/VERB/conj/V Y/PROPN/pobj/<
B259636261,And I like Scala better than vanilla Java- except when it comes to the collections framework- because mixins.,Scala,Java,BETTER,1.0,NOPATH
R2809812793,"This all natural protein powder, mixed with juice or milk, provides superior protein nutrition.",juice,milk,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
R2809812793,"This all natural protein powder, mixed with juice or milk, provides superior protein nutrition.",juice,milk,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
M1979675884,"pennsylvania is no better, but states such as South carolina and Florida have no estate or inheritance tax.",pennsylvania,carolina,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ state/NOUN/conj/< as/ADP/prep/< Y/PROPN/pobj/<
M1979675884,"pennsylvania is no better, but states such as South carolina and Florida have no estate or inheritance tax.",pennsylvania,carolina,WORSE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ state/NOUN/conj/< as/ADP/prep/< south/PROPN/compound/V Y/PROPN/pobj/<
Q2627701785,The ps3 is better than ps2 in my opinion!,ps3,ps2,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
A139587161,Adabas D Ingres Oracle (OCI7 and OCI8) dBase InterBase Ovrimos Empress FrontBase PostgreSQL FilePro (read-only) mSQL Solid Hyperwave Direct MS-SQL Sybase IBM DB2 MySQL Velocis Informix ODBC Unix dbm,Oracle,PostgreSQL,NONE,1.0,NOPATH
H1205771251,I'm just wondering if you guys think I would be better learning Python or Ruby.,Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
H1205771251,I'm just wondering if you guys think I would be better learning Python or Ruby.,Python,Ruby,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
D415242668,"But the question was why companies like HP, Samsung, Panasonic and AMD couldn't find a better way to make use of the working parts that exist in these new electronics and components.",Samsung,AMD,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D415242668,"But the question was why companies like HP, Samsung, Panasonic and AMD couldn't find a better way to make use of the working parts that exist in these new electronics and components.",Samsung,AMD,NONE,1.0,X/PROPN/ROOT/^ panasonic/PROPN/conj/V Y/PROPN/conj/<
M1926920142,Oracle MySQL Tech Tour,Oracle,MySQL,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
I1241333163,In a stunning demonstration Microsoft showed GLQuake running faster using Direct3D than OpenGL.,Direct3D,OpenGL,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/pobj/<
I1241333163,In a stunning demonstration Microsoft showed GLQuake running faster using Direct3D than OpenGL.,Direct3D,OpenGL,BETTER,1.0,X/PROPN/ROOT/^ than/ADP/prep/V Y/PROPN/pobj/<
E689326710,Exposing Java classes as Python types for better performance.,Java,Python,NONE,1.0,X/ADJ/amod/> class/NOUN/ROOT/^ as/ADP/prep/< Y/PROPN/pobj/<
P2546354930,The liquid metal or liquid aluminum can comprise solid particles.,metal,aluminum,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
P2546354930,The liquid metal or liquid aluminum can comprise solid particles.,metal,aluminum,NONE,1.0,X/PROPN/ROOT/^ or/CONJ/cc/V Y/PROPN/conj/<
P2546354930,The liquid metal or liquid aluminum can comprise solid particles.,metal,aluminum,NONE,1.0,X/PROPN/ROOT/^ liquid/ADJ/amod/V Y/PROPN/conj/<
