id,caption,sentence,object_a,object_b,predicted,gold
F750395830,Bag-Of-Words,For Java I like NetBeans over Eclipse.,NetBeans,Eclipse,NONE,BETTER
B231839816,Bag-Of-Words,amazon had a similar service for its books but google is much faster and simpler.,amazon,google,NONE,WORSE
E567129167,Bag-Of-Words,"Depending on what you're actually trying to accomplish (watching digital movies on the go, watching streaming movies on the go, playing iOS games on the car TV, etc) there is likely a better solution to the problem than an Apple TV, router, and ipad.",iOS,Apple TV,NONE,BETTER
J1563981247,Bag-Of-Words,"juice"" is ok, but ""cider"" is much better.",juice,cider,NONE,WORSE
F830226616,Bag-Of-Words,"Granted, Pentium 4M was a horrible CPU platform to start with but somehow IBM pulled off a decent design based on same processor with the T30 and Dell didn't.",IBM,Dell,NONE,BETTER
L1773172863,Bag-Of-Words,"My original guess was that division might be slower because, for a lot of cases (such as 42/5) the results are non-Integer, so it has to use (mildly slower) Floating-point hardware to find the result.",Integer,Floating-point,WORSE,BETTER
C356868068,Bag-Of-Words,"As for parallel mode MySQL retained its performance while PostgreSQL/PostGIS introduced some decrease in performance while still performing faster, now by 27.5% .",MySQL,PostgreSQL,NONE,BETTER
K1706816148,Bag-Of-Words,Men's basketball finds itself somewhere between North carolina (very good) and missouri (decent) when it comes to it's national ranking entering the 2011 season.,carolina,missouri,NONE,BETTER
Q2771987524,Bag-Of-Words,"They are more reliable than Apple, less expensive than Dell, and just plain better overall.",Apple,Dell,BETTER,NONE
G935199426,Bag-Of-Words,"Hewlett-Packard regained the lead in worldwide PC shipments in the fourth quarter of 2003, but Dell managed to hold onto its lead for the full year, as the PC industry recorded one of its better years in recent memory, according to preliminary figures from IDC and Gartner.",Hewlett-Packard,Dell,NONE,WORSE
R2816819765,Bag-Of-Words,"This colleague, let's call him Phil, was a role model of self-taught analysis-programming physicists, until he decided that choosing a script language like Python for the said task was completely insane, because, you know, Bash scripts do things much faster, don't they?",Python,Bash,BETTER,WORSE
N2255768717,Bag-Of-Words,"Something discovered courtesy of the Google Art Project is James Cox's splendid Peacock Clock automaton, an exhibit at the Hermitage Museum, St Petersburg: The history of the Hermitage's Peacock Clock begins in 1777, when the Duchess of Kingston visited St Petersburg.",Google,Kingston,WORSE,NONE
G908894802,Bag-Of-Words,"Here you say that you like Python clean syntax, but do you know that Pliant one is as clean but much more flexible (can either look instructions centric or Lisp like), and can even be customized to better match various needs.",Python,Lisp,WORSE,NONE
T3226352107,Bag-Of-Words,"Yes, it's not elegant in pure Java (though Scala is much nicer), but it's effective and can be quite fase.",Java,Scala,NONE,WORSE
F804953248,Bag-Of-Words,"georgia looked much better against missouri, particularly in the second half than it did at any point against Buffalo and might be putting things together now.",georgia,missouri,NONE,BETTER
L1839693916,Bag-Of-Words,"Not to ruin the review, but in our HTPC real world benchmark the Express 6G was 243% faster than the Samsung SSD and an astonishing 361% faster than the Apple stock Toshiba drive; and that's not even the worst drubbing the OWC SSD levied.",Samsung,Toshiba,BETTER,NONE
I1297767926,Bag-Of-Words,"In terms of revenues, Cisco is growing faster than Intel, about as fast as Juniper, and a bit behind Microsoft.",Intel,Microsoft,NONE,WORSE
T3164961359,Bag-Of-Words,"While the ps2 was a lousy DVD player, the ps3 is a fantastic Blu-ray player.",ps2,ps3,BETTER,WORSE
F850959316,Bag-Of-Words,"Haskell has a decent set of libs, not quite as bit as Python however.",Haskell,Python,WORSE,BETTER
D521383619,Bag-Of-Words,"Convenience Due to the larger tank size and better fuel economy of the Audi Q7, you will definitely be making fewer stops at the gas station than with the Lexus RX 450h.",Audi,Lexus,NONE,BETTER
P2452768065,Bag-Of-Words,"The CPU performance of the AMD APU hardware on Sony PS4 and Microsoft XBox720 it's on par if not slower than Intel Core2Quad Q9650 which is rather oudated, a 4-5 years old CPU.",Sony,Intel,WORSE,BETTER
M2078322421,Bag-Of-Words,Recommended Intel Core2 2.8 GHz or faster processor; AMD Phenom X4 or faster 2 GB RAM DVD recorder Hard disc with an addtional 10 GB of free space Optional devices/software that are supported: Apple iPod Apple iPhone iTunes 8.0 or above Windows Media Portable devices Sony PSP 3GP mobile phones,Intel,Sony,BETTER,NONE
L1905912546,Bag-Of-Words,One was for pistol barrels and one with a much slower twist was for rifle barrels.,pistol,rifle,WORSE,BETTER
H1149352766,Bag-Of-Words,I have it installed on my Windows XP system as well as an older (and considerably slower) Windows 98 machine.,Windows XP,Windows 98,WORSE,BETTER
O2374227557,Bag-Of-Words,"That Samsung, LG, Sony, etc don't have the source code, just means that Google are able to release faster, surely?",Sony,Google,NONE,WORSE
C356884269,Bag-Of-Words,"As for performance, this primarily comes down to the individual driver implementations of GPU makers, which in NVIDIA's case, we've seen it's possible to achieve OpenGL performance in-line with and, even superior to that, of Direct3D, once the firm had enough incentive to optimise its drivers and remove pesky bugs.",OpenGL,Direct3D,NONE,BETTER
R2877716398,Bag-Of-Words,This was one of my favourite games on the ps2 and looks fantastic on the ds: the same but better!,ps2,ds,NONE,WORSE
O2349796846,Bag-Of-Words,Terrible football field; worse baseball field.,football,baseball,NONE,BETTER
J1551554068,Bag-Of-Words,"Jimmy Clark wrote: To be concise, the application in this post written in Java may perform faster that the application written in Perl.",Java,Perl,NONE,BETTER
K1739845699,Bag-Of-Words,Mostly that it's almost definitely harder to write maintainable PHP than it is to write maintainable Perl.,PHP,Perl,BETTER,WORSE
S2960568812,Bag-Of-Words,Ubuntu/Mint is definitely slower than Windows 7 and Windows 8 is faster than that.,Windows 7,Windows 8,NONE,WORSE
T3210886630,Bag-Of-Words,"Worse than coffee, the effect beer has on my bladder.",coffee,beer,NONE,BETTER
P2512395764,Bag-Of-Words,"The hardware (Sony) feels cheap and easy to break compared to my 4-year old Dell, which feels solid.",Sony,Dell,BETTER,WORSE
P2569316420,Bag-Of-Words,"Then again, without the Modern UI, Windows 8 doesn't offer many advantages, aside from faster performance, over Windows 7.",Windows 8,Windows 7,BETTER,WORSE
B215589547,Bag-Of-Words,Also I think the high end canon lenses are better than the top Nikon ones these day (although neither matches zeiss/Leica lenses).,Nikon,Leica,NONE,WORSE
S3082464864,Bag-Of-Words,We say 'Java is the gateway to hell.' Lisp is just a better alternative to the intelligent Internet: It runs on 14 different platforms and doesn't need any type of virtual machine because it compiles directly to native machine instructions on all popular microprocessor architectures.',Java,Lisp,NONE,WORSE
S3107985328,Bag-Of-Words,What if I can't find any aspect of PHP that is better than Ruby?,PHP,Ruby,BETTER,NONE
F814705439,Bag-Of-Words,Glass Fiber reinforced plastic technology is an innovative technology that is rapidly replacing the conventional materials such as concrete due to its superior properties.,plastic,concrete,NONE,BETTER
T3263276131,Bag-Of-Words,"You need a place to cry into your beer, or better yet your champagne.",beer,champagne,NONE,WORSE
J1545119870,Bag-Of-Words,"JavaScript reminds me of Perl 4 with a slightly better syntax and a couple of additional features (basic lexical scoping, higher order functions, and method dispatch, not to mention competing implementations with a lot of effort spent on optimizing away efficiencies inherent in some of the poorest misfeatures of the language's design).",JavaScript,Perl,NONE,BETTER
T3184468497,Bag-Of-Words,Windows 8 has no better support than Windows 7 for NTVDM.,Windows 8,Windows 7,BETTER,NONE
L1804968540,Bag-Of-Words,Nike didn't look to the designs of Adidas to make a better sneaker.,Nike,Adidas,NONE,WORSE
R2832672616,Bag-Of-Words,"This is all done via the gigabit Ethernet interface, rather than the much slower USB interface.",Ethernet,USB,WORSE,BETTER
H1146267586,Bag-Of-Words,"I have been told that Kappos had to give up a huge amount financially (up to $10 million) when he left IBM to take over the USPTO; I just wonder whether sub-consciously, at least, he had got to the stage where he realised a certain way of thinking about patents (let's call it the Google perspective, for want of a better term) had established itself inside senior parts of the Obama administration and that it was a perspective that Kappos himself did not share.",IBM,Google,BETTER,NONE
E613571176,Bag-Of-Words,"Drinkability: a solid beer, but as I said it's not precisely my cup of tea.",beer,tea,WORSE,NONE
H1086596786,Bag-Of-Words,"If OpenGL is faster, and it has a comparable feature set, and hardware support is excellent... why is Direct3D still the de facto API?",OpenGL,Direct3D,NONE,BETTER
O2302907732,Bag-Of-Words,"Still Perl is faster, but Java is not worse than other languages like Python.",Perl,Python,WORSE,NONE
I1368119323,Bag-Of-Words,It can be very easy to change Perl code quickly but slower in PHP.,Perl,PHP,WORSE,BETTER
F780994260,Bag-Of-Words,"From here on out the skiing will get worse, but fishing and flower gazing will improve.",skiing,fishing,NONE,WORSE
K1726792514,Bag-Of-Words,Molten metal is better explained as aluminum,metal,aluminum,NONE,BETTER
F758754877,Bag-Of-Words,"For some reason baseball players think hitting a softball is 'easier.'""",baseball,softball,NONE,WORSE
K1695826438,Bag-Of-Words,"Mazda 6, Honda Accord Euro and Toyota Camry better watch out for this advanced strategic move from Ford.",Toyota,Ford,BETTER,WORSE
Q2762218201,Bag-Of-Words,The wii U version will be inferior to the others (except ps3 and Xbox 360.,wii,ps3,WORSE,NONE
M2034317638,Bag-Of-Words,"Primarily Ruby on Rails 3.2, but always wanting to get better at JavaScript too.",Ruby,JavaScript,NONE,BETTER
N2146615694,Bag-Of-Words,"Second, in real world tasks using apps, all other things being equal, the iphone 5 enjoys an inherent advantage in that it mandates programmers to use Objective-C, which is a much lower-level language than the Java used in Android machines, which runs programs in the Dalvik virtual machine, creating a software that necessarily is more indirect than the iPhone programming approach and hence slower.",Objective-C,Java,BETTER,WORSE
B326370094,Bag-Of-Words,Apple is reportedly planning to upgrade its current lineup of MacBook Air laptops on Tuesday with faster processors from Intel.,Apple,Intel,NONE,BETTER
L1837290234,Bag-Of-Words,"Not sure, but I am sure that Chrysler can not do 25%+ better than GM and Toyota.",Chrysler,Toyota,BETTER,WORSE
T3123186443,Bag-Of-Words,"When compared to Windows 7 , Windows 8 has a faster booting time .",Windows 7,Windows 8,NONE,WORSE
K1721800388,Bag-Of-Words,"missouri is a decent team and I expect them to give Florida, Tennessee, and South carolina all they can handle and win 2 of those games.",missouri,carolina,NONE,BETTER
P2504608892,Bag-Of-Words,"The GIS functions of MySQL, and even better ones of PostgreSQL, make light work of this, but I started simply.",MySQL,PostgreSQL,NONE,WORSE
S3090946788,Bag-Of-Words,We've found that downloads are generally slower in Windows Vista and 7 compared to Windows XP.,Windows Vista,Windows XP,NONE,WORSE
M2054175207,Bag-Of-Words,"Python/Django/GeoDjango are a mature combination, with a somewhat slower, steadier development pace than Ruby/Rails/RGeo, which ...",Python,Ruby,WORSE,BETTER
F796578344,Bag-Of-Words,gamecube doesnt have better realistic graphics than the ps2? RE:4 anyone?,gamecube,ps2,BETTER,WORSE
F824912165,Bag-Of-Words,google Video was good but youtube was better.,google,youtube,NONE,WORSE
B208765288,Bag-Of-Words,Alonso/Renault got the better of Michael/Ferrari in 2006.,Renault,Ferrari,NONE,BETTER
S2976924372,Bag-Of-Words,"Update 2007-01-26: Of course, the Python version is not easier to grok than this alternative Haskell version:",Python,Haskell,BETTER,WORSE
D449752418,Bag-Of-Words,"Can you Show How Groovy is ""Better Java""?",Groovy,Java,NONE,BETTER
S2978242522,Bag-Of-Words,"Upgraded staples : decent toilet paper; gourmet coffee, tea, hot chocolate, drink mix (variety flavors and better than the standard bug juice), spices and seasonings, tobasco sauce, etc.",coffee,juice,BETTER,NONE
E667276994,Bag-Of-Words,"Even if Microsoft fails to be as successful during the cloud-connected device era as the PC, its efforts (good or bad) should pressure Apple, Amazon, Google and others do to better,"" says Wilcox.",Microsoft,Amazon,WORSE,NONE
M1996510083,Bag-Of-Words,"PHP would be a much nicer, friendly and more civilized development list if it borrowed only one phrase from the Perl community; TMTOWTDI.",PHP,Perl,BETTER,NONE
T3212787174,Bag-Of-Words,Would the new Nikon 85 be that much better than the old one or the inexpensive Sigma to justify the investment?,Nikon,Sigma,BETTER,NONE
I1353473694,Bag-Of-Words,"Is Sigma so technologically deprived that it lags so far behind the ""big boys"" (Canon, Nikon, Sony, etc.) in the business that they could not do better?",Sigma,Nikon,WORSE,NONE
F780770526,Bag-Of-Words,From fishing for trout on Lake Superior and kayaking the Boundary Waters to skiing the... more,fishing,skiing,BETTER,NONE
S3108011691,Bag-Of-Words,"What if I have an integrated Intel card that only supports OpenGL 2.1, but for some reason supports Direct3D 10, which is apparently the better ""programmable"" version?",OpenGL,Direct3D,NONE,WORSE
D393948617,Bag-Of-Words,"But in both cases Apple gets poor grades from Greenpeace while Dell gets better grades, despite the inconvenient fact that both are in exactly the same boat: stuck.",Apple,Dell,NONE,WORSE
O2383928824,Bag-Of-Words,That usually stock this cooler with 16oz milk on the top then juice.,milk,juice,WORSE,NONE
G981145717,Bag-Of-Words,"However, t he decline seen in the last two years should start to level off, and Stice predicts better prospects for  2014 - including Intel's Bay Trail, which will provide longer battery life and powerful graphics,  the expiration of Windows XP in April , which may encourage consumers to ditch old laptops in favor of new Windows 8 devices.",Windows XP,Windows 8,NONE,WORSE
I1325750333,Bag-Of-Words,I often use it to transfer medium-sized files because it is faster than Bluetooth and easier to start compared to USB wired transfers.,Bluetooth,USB,NONE,BETTER
J1491454868,Bag-Of-Words,It would be a virtuous cycle for PHP(things get better because the status quo is better) and a vicious cycle for Java(things get worse because the status quo is worse).,PHP,Java,NONE,BETTER
J1442905661,Bag-Of-Words,"It's better for Amazon to cannibalize itself than have it done anymore by Apple,"" he adds.",Amazon,Apple,BETTER,NONE
J1513178281,Bag-Of-Words,I was also surprised at how robust the query planner and optimizers are compared to Oracle when our performance testing found PostgreSQL to be faster.,Oracle,PostgreSQL,NONE,WORSE
T3180308554,Bag-Of-Words,"Will current parents and future parents decide that baseball or whatever is a better, safer alternative to football?",baseball,football,NONE,BETTER
H1179155668,Bag-Of-Words,I like the Bluetooth for use with a mouse and the USB 3 makes transferring data so much faster.,Bluetooth,USB,NONE,WORSE
J1428963367,Bag-Of-Words,"It provides d rastic JSON parsing and serialization performance improvements "" The Rick (Hightower)/ Andrey duo spent a fair amount of time optimizing our JSON support, making Groovy 2.3's JSON support usually faster than all the JSON libraries available in the Java ecosystem.",Groovy,Java,BETTER,NONE
P2578097270,Bag-Of-Words,"The NFL and professional baseball are covered to death in this country, and hockey is just cooler.""",baseball,hockey,NONE,WORSE
O2264955633,Bag-Of-Words,Soriano produced a steel prototype in Palo Alto that was never put into production - timber was easier.,steel,timber,NONE,WORSE
J1545009560,Bag-Of-Words,"Java has an impoverished model of abstraction; Groovy is a decent alternative (I find its syntax and a few language features a little weird at times, but when you come from a Lisp/Smalltalk background, languages with extensive syntax always seem a little crude :)",Java,Groovy,NONE,WORSE
K1608487142,Bag-Of-Words,"Latex paint provides better fade resistance, flexibility, chalk resistance and adhesion.",paint,chalk,NONE,BETTER
H1225288979,Bag-Of-Words,"in 2000 Microsoft bought ""Femail"" from IBM and instantly made it better.",Microsoft,IBM,NONE,BETTER
O2390076329,Bag-Of-Words,"The 2740p closely matches the Lenovo ThinkPad X201, with its high quality screen and faster Core i5 and Core i7 processor, and easily surpasses the Dell XT2, which is still based on the older and slower low-voltage Intel Core 2 Duo processors.",Dell,Intel,WORSE,NONE
A112691576,Bag-Of-Words,"A 5-2-1 california team went down, 27-7, then 5-1-1 oregon fell harder, 33-0.",california,oregon,NONE,BETTER
F824204631,Bag-Of-Words,"google Analytics for youtube, only better",google,youtube,NONE,BETTER
O2401730773,Bag-Of-Words,"The answer, much like the iphone, is you better have your laptop with you.",iphone,laptop,NONE,WORSE
S3076590768,Bag-Of-Words,"We reached to 10k websites as we speak, and we find it 100x harder to run Python than PHP.",Python,PHP,BETTER,WORSE
T3184445054,Bag-Of-Words,"Windows 7 released in 2009 and was a success , primarily because it was a better Windows XP (which was also a success) and, today, because it's NOT Windows 8.",Windows XP,Windows 8,WORSE,NONE
P2439284654,Bag-Of-Words,The coffee really improved a mediocre base beer.,coffee,beer,NONE,BETTER
G1039183135,Bag-Of-Words,I'd avoid Windows 8 myself and buy Windows 7 (you'll find it an easier transition).,Windows 8,Windows 7,NONE,WORSE
G958998181,Bag-Of-Words,"Honda and Toyota may have factories here, but they're not controlled by an outside and (IMO) inferior corporate source such as Renault or Ford.",Toyota,Ford,WORSE,NONE
D443268022,Bag-Of-Words,"CAMBRIDGE, Mass - Behind solid pitching and four home runs, dartmouth swept harvard, 8-2 and 9-2, to claim back-to-back Ivy League North Division Championships on Monday afternoon.",dartmouth,harvard,NONE,BETTER
Q2671107127,Bag-Of-Words,The restaurant would have to be better than just a simple cafe or pizza place.,restaurant,cafe,BETTER,NONE
N2262482539,Bag-Of-Words,Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,Sony,Apple,NONE,WORSE
D399478575,Bag-Of-Words,but I've found PostgreSQL to be generally superior to MySQL for essentially all of my needs).,PostgreSQL,MySQL,NONE,BETTER
M1957806557,Bag-Of-Words,"Overall, they conclude that the next generation cell product needs minor hardware change to scale efficiently for double precision work, but that the first generation is already between 3 and 60 times faster, and between 10 and 200 times more power efficient, than its competitors - numbers to keep in mind when you think about Apple's triumph in arranging to get dual core Xeon CPUs from Intel for only slightly more than than four times the $89 Sony is estimated to pay for an 8+1 cell at 3.2Ghz.",Intel,Sony,BETTER,NONE
M2054187295,Bag-Of-Words,"Python isn't perfect, but it sure made a lot of things easier when coming from C++/Java/Perl",Python,Java,WORSE,BETTER
F833863247,Bag-Of-Words,"Green car: The official pick for this category was the Toyota Prius , which outscores the Chevrolet Volt , mainly thanks to better practicality.",Toyota,Chevrolet,NONE,BETTER
M1988332584,Bag-Of-Words,"Perl's still at a decent level, on par with PHP and still above Python and...",PHP,Python,NONE,BETTER
K1647817950,Bag-Of-Words,"Looking backwards, investing in Sears in 1890 turned out better than investing in Sony in 1950; that, more than anything, explains the relative performance of Amazon and Apple in the stock market.",Sony,Amazon,BETTER,NONE
Q2671009969,Bag-Of-Words,"The restaurant is doing much better,"" Sal reveals of Papa C's Eastside cafe.",restaurant,cafe,NONE,BETTER
M1984940196,Bag-Of-Words,"Performance The Ford Fusion Energi has less horsepower than the Toyota Avalon Hybrid, so it will probably be somewhat slower.",Ford,Toyota,BETTER,WORSE
N2243691224,Bag-Of-Words,Solid pitching efforts earn michigan baseball team a 5-2 win againt Coastal carolina,michigan,carolina,NONE,BETTER
O2320890850,Bag-Of-Words,"Summary: I think Asus can sale a faster computer for that price anyway, it is good but not cheap, the touch screen is the best part, well if the computer have Windows 8, but every body knows that Microsoft Windows XP, vista, 7, 8 are crap, i will install on it Red Hat Enterprise Linux Desktop, Linux is the...",Windows 8,Windows XP,WORSE,BETTER
P2538926122,Bag-Of-Words,"The language seems to place itself as 'faster than Groovy, simpler than Scala and incorporates all the benefits of Java'.",Scala,Java,NONE,BETTER
F824954600,Bag-Of-Words,Google would not put a 2300mah battery of it didn't get decent battery life (higher quality parts can raise power efficiency so battery life can be better/worse than mah would make it seem) your mixing them up with Sony who is notorious for it.,Google,Sony,WORSE,NONE
M1940393530,Bag-Of-Words,"Other reviews have shown these new 470 series SSDs from Samsung have significantly better scores than the rest, while still competing with Toshiba on power consumption.",Samsung,Toshiba,BETTER,NONE
O2325139895,Bag-Of-Words,"Suprise for me that sbcl is much slower then ccl, also that Java is so much faster then both clozure and sbcl .. Also Perl is 2x faster then clozure and 7-8x faster then sbcl .. and that is really unexpected.",Java,Perl,BETTER,NONE
F835982748,Bag-Of-Words,"Groovy, JRuby, Scala and the others are generally good languages with good (or at least decent) interoperability with Java, but things get hairy when the various hacks start getting exposed to eachother.",Groovy,Java,BETTER,NONE
D390940586,Bag-Of-Words,"But if sales are slower than expected, Toyota may have to offer deals like the ones Ford and DaimlerChrysler have been doing.",Toyota,Ford,WORSE,NONE
S2964316598,Bag-Of-Words,"Undefeated missouri jumped ahead of michigan State by winning 51-28 at Vanderbilt, and the Commodores are a better team than Iowa in my estimation.",missouri,michigan,NONE,BETTER
N2204403635,Bag-Of-Words,"Sigma makes some decent lenses, but Nikon knows their own exposure system better than anyone.",Sigma,Nikon,NONE,WORSE
T3184476893,Bag-Of-Words,"Windows 8 (MSFT) is being adopted at a slower rate than Vista, and slower than Windows 7, according to usage data from Net Applications.",Windows 8,Windows 7,BETTER,WORSE
P2596880743,Bag-Of-Words,The only thing worse than pro football is pro hockey!,football,hockey,NONE,BETTER
G1034275107,Bag-Of-Words,"I chose a BMW over a Ford Mondeo because it's better put together, more powerful, more comfortable and is more attractive (to me), for the same price (second hand, at the time).",BMW,Ford,NONE,BETTER
H1179615122,Bag-Of-Words,"I like the Sigma (Nex) 30mm even better then the Nikon, and I do want a faster, wider lens then the 50mm for this trip.",Sigma,Nikon,WORSE,BETTER
B235467808,Bag-Of-Words,"A migration to Windows 7 will likely be faster, but one to Windows 8 will have more longevity - Windows 7 support ends in January 2020, less than 6 years away, and organizations that are so late on Windows XP should not get into the same situation with end of Windows 7 support.",Windows 8,Windows XP,BETTER,NONE
R2777962701,Bag-Of-Words,They cut off tennis coverage to show us Women's college basketball or even worse little league baseball...,tennis,baseball,WORSE,BETTER
P2596419929,Bag-Of-Words,The only thing I like better than pizza is pasta.,pizza,pasta,NONE,WORSE
G1035495918,Bag-Of-Words,I consider Windows 7 very efficient and Windows 8 is even better.,Windows 7,Windows 8,NONE,WORSE
P2469199001,Bag-Of-Words,"The ds versions looks really good, but wii could look alot better.",ds,wii,NONE,WORSE
E632688778,Bag-Of-Words,"Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.",Windows 8,Windows 7,NONE,BETTER
T3281768598,Bag-Of-Words,"You will want some JavaScript (or JQuery) and at some point some server side scripting, I find PHP easier to learn but asp.Net was more functional.",JavaScript,PHP,NONE,WORSE
H1084046451,Bag-Of-Words,"If Microsoft wants to get into hardware, they would do better making an Android tablet and adding value, as others like Samsung and Amazon have done.",Microsoft,Amazon,NONE,WORSE
L1895124577,Bag-Of-Words,"one I know who's seen Ruby code argues that Perl is better -- but then,",Ruby,Perl,NONE,WORSE
T3281946471,Bag-Of-Words,You won't find a better suv than this outstanding 2013 jeep Patriot.,suv,jeep,BETTER,NONE
I1270915124,Bag-Of-Words,"In many ways, Scala is a superior language because it relieves many of the age-old, time-consuming Java programming headaches.",Scala,Java,WORSE,BETTER
T3158174595,Bag-Of-Words,"While Google is still expected to grow its business at a faster rate than Apple, even slow-growing Intel boasts a meaningful premium to free cash flow compared to Apple.",Google,Intel,BETTER,NONE
E596211407,Bag-Of-Words,Do I think google will score better than amazon?,google,amazon,BETTER,NONE
P2565066914,Bag-Of-Words,The most important difference is that you did your tests using an upclocked nVidia GTX570 GPU that is great for CUDA but lousy for OpenCL.,CUDA,OpenCL,NONE,BETTER
D394248954,Bag-Of-Words,"But in less-than-expert hands or worse, in the hands of those that resent Scala, it's less good than Java.",Scala,Java,BETTER,WORSE
S3024103739,Bag-Of-Words,We also plan to add Bluetooth support later but we do encourage our users to stay with USB for faster download.,Bluetooth,USB,NONE,WORSE
J1429211763,Bag-Of-Words,I traded in a much nicer Samsung cell phone for a lesser (in terms of bells and whistles) Nokia phone because I just like their layout better.,Samsung,Nokia,NONE,BETTER
B326153916,Bag-Of-Words,"Apple does far better, scoring 60 out of 100, but it still places last in the electronics sector, behind leaders Siemens, HP, IBM, Nokia and Sony.",Apple,Sony,BETTER,WORSE
I1278265793,Bag-Of-Words,"In other news, Apple is upgrading its current lineup of MacBook Air laptops with faster processors from Intel.",Apple,Intel,NONE,BETTER
S3090673216,Bag-Of-Words,"We've been  hitting hard with evidence for the past few months  that suggest a new Apple TV is in development, and what better time to launch it than alongside the latest and greatest mobile iOS device?",Apple TV,iOS,BETTER,NONE
O2369458727,Bag-Of-Words,That makes the 2013 Fusion Energi 8 MPGe better than the Chevrolet Volt and 13 MPGe more fuel efficient than the Toyota Prius Plug-In models.,Chevrolet,Toyota,BETTER,NONE
H1087015353,Bag-Of-Words,"If OSU beats michigan State Saturday and finishes undefeated, there's a better chance for a one-loss Auburn to jump the Buckeyes than a one-loss missouri.",michigan,missouri,BETTER,NONE
F858514843,Bag-Of-Words,"HDMI has to be severely bent, USB ports are worse, and even the Ethernet only has about 1/4"" of cable exposed before the wall.",USB,Ethernet,WORSE,NONE
O2302644844,Bag-Of-Words,"Still much better in Java, but the Scala plugin is catching up fast.",Java,Scala,WORSE,NONE
M1979674796,Bag-Of-Words,pennsylvania is at 65 mph while michigan and Indiana have slower limits for trucks.,pennsylvania,michigan,NONE,BETTER
M2083039731,Bag-Of-Words,Regarding this C/C++/D/Java/C#/etc are worse and Python and Go are better.,Java,Python,NONE,WORSE
N2200917031,Bag-Of-Words,"Shouldn't nixon have surrendered to McGovern in 1972, the better to lay the groundwork for a reagan resurgence in 1976?",nixon,reagan,NONE,WORSE
R2924455060,Bag-Of-Words,"Tomorrow, the ps2 and some WALL-E (I can not play that game on the ds anymore, cuz it is sooooo much slower, more boring, and all you can do is make/throw cubes).",ps2,ds,WORSE,BETTER
O2325937425,Bag-Of-Words,"Surely, I can do no worse suggesting lame ideas for beating Google than Microsoft already has.",Google,Microsoft,BETTER,NONE
K1702651089,Bag-Of-Words,"Mediocre TN panels are usually the best we get on laptops (i.e., anything Apple, or some of the higher resolution upgrade options on Dell, etc).",Apple,Dell,NONE,WORSE
O2326596277,Bag-Of-Words,"Sure there have been poorly written Lisp programs, in particular as the style of programming has to be a bit different in a language with automatic storage reclamation, especially if based on garbage collection; even if many Java programmers haven't been taking much notice of that though.",Lisp,Java,BETTER,NONE
J1491637124,Bag-Of-Words,"It would be faster to turn on Windows XP, wait 10 minutes for it to boot, and check email that way."" - TechTarget news director Bridget Botelho's husband, on the non-intuitive nature of Windows 8 on a Samsung Series 7 Slate tablet .",Windows XP,Windows 8,WORSE,BETTER
R2839932864,Bag-Of-Words,"This is more of a cafe bar rather than a restaurant, but it is none the worse for that.",cafe,restaurant,BETTER,NONE
Q2654999678,Bag-Of-Words,"There is a real, major benefit of using Java over other languages, such as C or Haskell or Smalltalk, which is this: it lets you work with other mediocre programmers, and has limitations that prevents them from doing anything too crazy.",Java,Haskell,NONE,BETTER
Q2612180852,Bag-Of-Words,The pizza use to be better and the Crazy bread was definately better.,pizza,bread,NONE,WORSE
J1503285618,Bag-Of-Words,"I've heard of AJAX and whatnot, not particularly sure how I can use it, I'm a pretty decent PHP coder, know some HTML, but never touched any JavaScript.",PHP,JavaScript,WORSE,NONE
S3037069425,Bag-Of-Words,"We chose for PostgreSQL (not to start an MySQL pg flamewar, but pg was the more suitable for our purposes) because it's open, and thus safer.",PostgreSQL,MySQL,NONE,BETTER
J1535496541,Bag-Of-Words,"I wouldn't be too concerned about using Windows 8, Windows 7 is usually regarded as 'better'.",Windows 8,Windows 7,NONE,WORSE
E581153960,Bag-Of-Words,Did you work harder at oregon State than you did at virginia?,oregon,virginia,BETTER,NONE
C353336788,Bag-Of-Words,"A second generation is planned for the mid-year point with Toshiba flash chips replacing the Samsung ones, and a Marvell controller, possibly a faster 6Gbit/s model.",Toshiba,Samsung,NONE,BETTER
P2583885800,Bag-Of-Words,"The NP900X4C was decidedly mediocre at gaming tests, thanks to its Intel HD Graphics 4000 integrated graphics, but the 62Wh battery let it last a long time on the MobileMark battery test: just short of 7 hours, ahead of the Zenbook Prime UX32VD (5:26) and the Sony VAIO E15 (4:34) by a wide margin.",Intel,Sony,WORSE,BETTER
S2984110393,Bag-Of-Words,"Users of Windows 98 and previous versions will find Windows XP a change for the better, but it isn?t really much of an improvement over Windows 2000 or ME.",Windows 98,Windows XP,NONE,WORSE
F832237933,Bag-Of-Words,"Great graphics (remember this is a ds not a ps3), sound is better then what one of the review sites suggested, nothing fantastic, but good enough.",ds,ps3,NONE,BETTER
I1291076274,Bag-Of-Words,"Instead of bottom-fishing with lost causes like General Motors ( NYSE: GM     ) or Ford ( NYSE: F     ) , I think you'd be better served kicking the tires on Nissan.",Ford,Nissan,NONE,WORSE
G1029755582,Bag-Of-Words,"I can see why you would prefer Java to Python (speed), and Tcl (better language).",Java,Python,NONE,BETTER
