id,sentence,most_frequent_label,most_frequent_percentage,path
L1806111729,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",BETTER,1.0,X/PROPN/ROOT/^ be/VERB/relcl/V Y/PROPN/conj/<
L1806111729,"Nissan , which was able to return to normal production levels much faster that Honda and Toyota, reported a 19.2 percent gain.",BETTER,1.0,X/PROPN/ROOT/^ report/VERB/relcl/V Y/PROPN/conj/<
L1912459997,"On March 30, Dell released eight new black-and-white printers as the PC maker looks to better compete against Hewlett-Packard, which continues to dominate the printing and imaging market.",BETTER,0.4,X/PROPN/nsubj/> release/VERB/ROOT/^ look/VERB/advcl/< compete/VERB/xcomp/< against/ADP/prep/< Y/PROPN/pobj/<
H1178255861,I liked the Toyota over the Ford and it looks better than the Chevy.,BETTER,1.0,X/PROPN/dobj/> like/VERB/ROOT/^ over/ADP/prep/< Y/PROPN/pobj/<
H1178255861,I liked the Toyota over the Ford and it looks better than the Chevy.,BETTER,1.0,the/DET/det/V X/PROPN/dobj/> like/VERB/ROOT/^ over/ADP/prep/< Y/PROPN/pobj/<
H1178255861,I liked the Toyota over the Ford and it looks better than the Chevy.,BETTER,1.0,X/PROPN/dobj/> like/VERB/ROOT/^ over/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
N2231067795,So far Google is playing much nicer than Microsoft ever did and their apps work.,BETTER,1.0,X/PROPN/nsubj/> play/VERB/ROOT/^ do/VERB/advcl/< Y/PROPN/nsubj/<
D422708099,But we weren't driving a BMW or Ferrari. . .,NONE,1.0,X/PROPN/dobj/> drive/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
D422708099,But we weren't driving a BMW or Ferrari. . .,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V drive/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
T3176783142,Why Samsung and LG Scare Motorola,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3176783142,Why Samsung and LG Scare Motorola,NONE,1.0,why/ADV/advmod/V X/PROPN/ROOT/^ Y/PROPN/conj/<
T3176783142,Why Samsung and LG Scare Motorola,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
T3176783142,Why Samsung and LG Scare Motorola,NONE,1.0,X/PROPN/ROOT/^ lg/PROPN/compound/V Y/PROPN/conj/<
T3176783142,Why Samsung and LG Scare Motorola,NONE,1.0,X/PROPN/ROOT/^ scare/PROPN/compound/V Y/PROPN/conj/<
J1441471629,"Its Azure PaaS/IaaS platform hasn't overtaken Amazon yet in market share, but Microsoft has enjoyed nine straight quarters of growth at 10 percent or better .",WORSE,0.8,X/PROPN/dobj/> overtake/VERB/ROOT/^ enjoy/VERB/conj/< Y/PROPN/nsubj/<
G959081614,Honda  and Toyota :,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
G959081614,Honda  and Toyota :,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
K1624909003,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
K1624909003,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.",NONE,1.0,lexus/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
K1624909003,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.",NONE,1.0,X/PROPN/ROOT/^ mercedes/PROPN/conj/V Y/PROPN/conj/<
K1624909003,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< and/CCONJ/cc/V
K1624909003,"Lexus BMW, Mercedes, Infinity, Jaguar, Ferrari and etc.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< etc/X/conj/V
N2130880452,Samsung HTC ASUS Motorola,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
N2130880452,Samsung HTC ASUS Motorola,NONE,1.0,X/PROPN/compound/> htc/PROPN/compound/V Y/PROPN/ROOT/^
N2130880452,Samsung HTC ASUS Motorola,NONE,1.0,X/PROPN/compound/> asus/PROPN/compound/V Y/PROPN/ROOT/^
L1795713475,New Ferrari better than 2009 Renault - Alonso,BETTER,1.0,X/PROPN/ROOT/^ Y/PROPN/compound/<
L1795713475,New Ferrari better than 2009 Renault - Alonso,BETTER,1.0,new/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/compound/<
L1795713475,New Ferrari better than 2009 Renault - Alonso,BETTER,1.0,X/PROPN/ROOT/^ better/ADV/amod/V Y/PROPN/compound/<
L1795713475,New Ferrari better than 2009 Renault - Alonso,BETTER,1.0,X/PROPN/ROOT/^ alonso/PROPN/appos/V Y/PROPN/compound/<
T3234772268,You are better off with IBM ThinkPad or Dell notebooks.,NONE,1.0,X/PROPN/compound/> thinkpad/PROPN/ROOT/^ Y/PROPN/conj/<
B314090694,Any Make Honda Scion Toyota,NONE,1.0,X/PROPN/compound/> Y/PROPN/ROOT/^
B314090694,Any Make Honda Scion Toyota,NONE,1.0,X/PROPN/compound/> make/VERB/compound/V Y/PROPN/ROOT/^
B314090694,Any Make Honda Scion Toyota,NONE,1.0,X/PROPN/compound/> scion/PROPN/compound/V Y/PROPN/ROOT/^
R2938165370,Toyota or Honda will depreciate slower than a Nissan.,WORSE,0.6,X/PROPN/nsubj/> depreciate/VERB/ROOT/^ slow/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
R2938165370,Toyota or Honda will depreciate slower than a Nissan.,WORSE,0.6,X/PROPN/nsubj/> or/CCONJ/cc/V depreciate/VERB/ROOT/^ slow/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
R2938165370,Toyota or Honda will depreciate slower than a Nissan.,WORSE,0.6,X/PROPN/nsubj/> honda/PROPN/conj/V depreciate/VERB/ROOT/^ slow/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
F824547513,Google is obviously nicer than Apple.,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ nice/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
B298061489,"An expensive BMW performs better than a low-priced Honda, so shouldn't a high-cost fund deliver better returns than a low-cost one, even after taking all expenses into account?",BETTER,1.0,X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
B298061489,"An expensive BMW performs better than a low-priced Honda, so shouldn't a high-cost fund deliver better returns than a low-cost one, even after taking all expenses into account?",BETTER,1.0,an/DET/det/V X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
B298061489,"An expensive BMW performs better than a low-priced Honda, so shouldn't a high-cost fund deliver better returns than a low-cost one, even after taking all expenses into account?",BETTER,1.0,expensive/ADJ/amod/V X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
B298061489,"An expensive BMW performs better than a low-priced Honda, so shouldn't a high-cost fund deliver better returns than a low-cost one, even after taking all expenses into account?",BETTER,1.0,X/PROPN/nsubj/> perform/VERB/ROOT/^ good/ADJ/advmod/< than/ADP/prep/< price/VERB/amod/V Y/PROPN/pobj/<
F770328145,Founding members of the V-Alliance also include Hewlett-Packard and Intel.,NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
F770328145,Founding members of the V-Alliance also include Hewlett-Packard and Intel.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V include/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
O2376134421,"That's Honda, Merc, and Toyota.",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objectb/PROPN/attr/< merc/PROPN/conj/< Y/PROPN/conj/<
J1500278363,Ive been told Gigabyte of Asus.,NONE,1.0,X/PROPN/dobj/> tell/VERB/ROOT/^ objecta/PROPN/dobj/< of/ADP/prep/< Y/PROPN/pobj/<
A151622304,"Advil or Ibuprofen Of course, subtracting Richardson, the Brownsa?? best offensive player, may subtract victories, which makes Cleveland solid contenders to get the first pick themselves.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
A151622304,"Advil or Ibuprofen Of course, subtracting Richardson, the Brownsa?? best offensive player, may subtract victories, which makes Cleveland solid contenders to get the first pick themselves.",NONE,1.0,X/PROPN/ROOT/^ or/CCONJ/cc/V Y/PROPN/conj/<
S3019188701,Watch Renault and Ferrari this year.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
S3019188701,Watch Renault and Ferrari this year.,NONE,1.0,watch/VERB/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
S3019188701,Watch Renault and Ferrari this year.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
S3019188701,Watch Renault and Ferrari this year.,NONE,1.0,X/PROPN/ROOT/^ year/NOUN/npadvmod/V Y/PROPN/conj/<
B231859416,Amazon has the superior strategy over Google.,BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ strategy/NOUN/dobj/< over/ADP/prep/< Y/PROPN/pobj/<
K1744915771,Motorola is no different from Samsung.,NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ different/ADJ/acomp/< from/ADP/prep/< Y/PROPN/pobj/<
D506177345,"Companies headquartered in Silicon Valley include Intel, Hewlett-Packard, Apple, Cisco, Google, Oracle, and Yahoo.",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
D506177345,"Companies headquartered in Silicon Valley include Intel, Hewlett-Packard, Apple, Cisco, Google, Oracle, and Yahoo.",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/< apple/PROPN/conj/V
H1186410688,I love Asus and Gigabyte.,NONE,1.0,X/PROPN/dobj/> love/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
H1186410688,I love Asus and Gigabyte.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V love/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
O2336617536,Take Honda and Toyota.,NONE,1.0,X/PROPN/dobj/> take/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
O2336617536,Take Honda and Toyota.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V take/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
P2544609374,"The Lexus IS as well as the Cadillac CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.",NONE,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ cts/PROPN/conj/< Y/PROPN/compound/<
P2544609374,"The Lexus IS as well as the Cadillac CTS (even though its domestic) and Acura TSX are much better buys than the Zephyr, oops I meant MKZ or whatever Lincoln calls it now.",NONE,1.0,the/DET/det/V X/PROPN/nsubj/> be/VERB/ROOT/^ cts/PROPN/conj/< Y/PROPN/compound/<
N2145279992,Seat Belt Recalls: Honda & Toyota,NONE,1.0,X/PROPN/conj/> recalls/PROPN/ROOT/^ objectb/PROPN/conj/< Y/PROPN/conj/<
B326433667,"Apple, Microsoft Earnings Solid: Tech Winners & Losers",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/compound/<
B326433667,"Apple, Microsoft Earnings Solid: Tech Winners & Losers",NONE,1.0,X/PROPN/ROOT/^ solid/PROPN/conj/V Y/PROPN/compound/<
I1243050773,"In brief, Nokia will never win Motorola.",WORSE,0.8,X/PROPN/nsubj/> win/VERB/ROOT/^ Y/PROPN/dobj/<
F824481271,"Google have tried with the Playstore, Amazon with theirs and Microsoft with the windows app store, but no one does it better than apple.",NONE,1.0,X/PROPN/npadvmod/> try/VERB/ROOT/^ objectb/PROPN/npadvmod/< with/ADP/prep/< -pron-/PRON/pobj/< Y/PROPN/conj/<
L1832524284,"Not HTC, Motorola, Microsoft, RIM, Nokia, etc.",NONE,1.0,X/PROPN/conj/> htc/PROPN/ROOT/^ objectb/PROPN/conj/< microsoft/PROPN/conj/< rim/PROPN/conj/< Y/PROPN/conj/<
Q2691014050,"These are Ferrari, Mercedes, Renault and Cosworth:",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< mercedes/PROPN/conj/< Y/PROPN/conj/<
Q2691014050,"These are Ferrari, Mercedes, Renault and Cosworth:",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< mercedes/PROPN/conj/< Y/PROPN/conj/< and/CCONJ/cc/V
Q2691014050,"These are Ferrari, Mercedes, Renault and Cosworth:",NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< mercedes/PROPN/conj/< Y/PROPN/conj/< cosworth/PROPN/conj/V
F824648637,"Google, Nokia, LG, Motorola?",NONE,1.0,X/PROPN/conj/> Y/PROPN/ROOT/^
F824648637,"Google, Nokia, LG, Motorola?",NONE,1.0,X/PROPN/conj/> google/PROPN/nmod/V Y/PROPN/ROOT/^
F824648637,"Google, Nokia, LG, Motorola?",NONE,1.0,X/PROPN/conj/> lg/PROPN/nmod/V Y/PROPN/ROOT/^
I1295329983,Intel joins Yahoo and Google so far among tech companies reporting better-than-expected results.,NONE,1.0,X/PROPN/nsubj/> join/VERB/ROOT/^ yahoo/PROPN/dobj/< Y/PROPN/conj/<
G992838126,HTC - Samsung - LG - Motorola - APPLE,NONE,1.0,X/PROPN/compound/> apple/PROPN/ROOT/^ Y/PROPN/compound/<
E563952139,"Dell already has a solid relationship with Microsoft, and they know (probably better than anyone) just what kind of hardball Redmond will play.",NONE,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ relationship/NOUN/dobj/< with/ADP/prep/< Y/PROPN/pobj/<
N2262482539,Sony behaves like Apple but without the ability to make something better than what it is trying to emulate.,WORSE,0.6,X/PROPN/nsubj/> behaf/NOUN/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<
D480379095,"Chrysler, Ford and GM in trouble",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D480379095,"Chrysler, Ford and GM in trouble",NONE,1.0,X/PROPN/ROOT/^ in/ADP/prep/V Y/PROPN/conj/<
D480379095,"Chrysler, Ford and GM in trouble",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< and/CCONJ/cc/V
D480379095,"Chrysler, Ford and GM in trouble",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< gm/PROPN/conj/V
R2938181277,Toyota/SCION Honda,NONE,1.0,X/PROPN/nmod/> Y/PROPN/ROOT/^
R2938181277,Toyota/SCION Honda,NONE,1.0,X/PROPN/nmod/> scion/NOUN/compound/V Y/PROPN/ROOT/^
H1153858648,"I have owned Dell, Apple,Toshiba, HP and Lenova computes or laptops over the years and my old Lenova laptop is a far superior product.",NONE,1.0,X/PROPN/dobj/> own/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
H1153858648,"I have owned Dell, Apple,Toshiba, HP and Lenova computes or laptops over the years and my old Lenova laptop is a far superior product.",NONE,1.0,X/PROPN/dobj/> own/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< toshiba/PROPN/conj/V
B326275525,Apple has to do this to better compete with Google.,NONE,0.6,X/PROPN/nsubj/> have/VERB/ROOT/^ do/VERB/xcomp/< compete/VERB/advcl/< with/ADP/prep/< Y/PROPN/pobj/<
M2091037510,Renault says the recent bankruptcy filing by battery-swapping technology firm Better Place will do little to dissuade the automaker (and sister company Nissan) from continuing to try and boost electric-vehicle sales worldwide.,NONE,0.8,X/PROPN/nsubj/> say/VERB/ROOT/^ do/VERB/ccomp/< dissuade/VERB/advcl/< automaker/NOUN/dobj/< Y/PROPN/conj/<
Q2699959996,"These include Motorola, Samsung and Nokia .",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
Q2699959996,"These include Motorola, Samsung and Nokia .",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< and/CCONJ/cc/V
Q2699959996,"These include Motorola, Samsung and Nokia .",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/< nokia/PROPN/conj/V
S2958544960,"Tylenol, Motrin, Advil",NONE,1.0,X/PROPN/conj/> tylenol/NOUN/ROOT/^ Y/PROPN/appos/<
E657877272,"Equipment: Your teams Flag (Ferrari, Mc Laren, Renault, BMW etc..).",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E657877272,"Equipment: Your teams Flag (Ferrari, Mc Laren, Renault, BMW etc..).",NONE,1.0,X/PROPN/ROOT/^ laren/PROPN/conj/V Y/PROPN/conj/<
E657877272,"Equipment: Your teams Flag (Ferrari, Mc Laren, Renault, BMW etc..).",NONE,1.0,X/PROPN/ROOT/^ ../PUNCT/punct/V Y/PROPN/conj/<
E657877272,"Equipment: Your teams Flag (Ferrari, Mc Laren, Renault, BMW etc..).",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< etc/X/conj/V
B326353519,"Apple is like the Microsoft of the 90s, but potentially much, much worse.",WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/<
B326353519,"Apple is like the Microsoft of the 90s, but potentially much, much worse.",WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< the/DET/det/V Y/PROPN/pobj/<
B326353519,"Apple is like the Microsoft of the 90s, but potentially much, much worse.",WORSE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ like/ADP/prep/< Y/PROPN/pobj/< of/ADP/prep/V
G959020610,Honda Fit or the Nissan Cube).,NONE,1.0,X/PROPN/compound/> fit/PROPN/ROOT/^ cube/PROPN/conj/< Y/PROPN/compound/<
N2239266955,So in this respect Google is no better than Microsoft.,NONE,0.6,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1343885079,I say Google is the new Microsoft and in many cases they are even worse.,WORSE,0.4,X/PROPN/nsubj/> be/VERB/ROOT/^ Y/PROPN/attr/<
I1343885079,I say Google is the new Microsoft and in many cases they are even worse.,WORSE,0.4,X/PROPN/nsubj/> be/VERB/ROOT/^ the/DET/det/V Y/PROPN/attr/<
I1343885079,I say Google is the new Microsoft and in many cases they are even worse.,WORSE,0.4,X/PROPN/nsubj/> be/VERB/ROOT/^ new/ADJ/amod/V Y/PROPN/attr/<
J1426139091,I told him Advil or Motrin.,NONE,1.0,X/PROPN/dobj/> tell/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
J1426139091,I told him Advil or Motrin.,NONE,1.0,X/PROPN/dobj/> or/CCONJ/cc/V tell/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/conj/<
D541315295,Currently they're offering Motorola and Nokia phones.,NONE,1.0,X/PROPN/dobj/> offer/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
D541315295,Currently they're offering Motorola and Nokia phones.,NONE,1.0,X/PROPN/dobj/> and/CCONJ/cc/V offer/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
D541315295,Currently they're offering Motorola and Nokia phones.,NONE,1.0,X/PROPN/dobj/> phone/NOUN/conj/V offer/VERB/ROOT/^ objectb/PROPN/dobj/< Y/PROPN/conj/<
R2943361150,Trek: Honda/Toyota.,NONE,1.0,X/PROPN/appos/> trek/PROPN/ROOT/^ objectb/PROPN/appos/< Y/PROPN/appos/<
O2283515447,"Specifically, Gibson suggests, Google is getting better at gadget design faster than Apple is getting better at Internet services.",BETTER,1.0,X/PROPN/nsubj/> get/VERB/ROOT/^ faster/ADV/advmod/< get/VERB/advcl/< Y/PROPN/nsubj/<
K1713909150,Microsoft Says Better Than Google Soon,BETTER,0.8,X/PROPN/nsubj/> say/VERB/ROOT/^ better/PROPN/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
I1296402453,"Interestingly enough, Dell will offer a 2P Opteron server in a time where Intel is considered to offer a very competitive or even superior solution with its Xeon 5100 ""Woodcrest"" processor.",NONE,0.6,X/PROPN/nsubj/> offer/VERB/ROOT/^ in/ADP/prep/< time/NOUN/pobj/< consider/VERB/relcl/< Y/PROPN/nsubjpass/<
I1350623308,Is Microsoft better because of Apple?,NONE,0.8,X/PROPN/nsubj/> be/VERB/ROOT/^ because/ADP/prep/< Y/PROPN/pobj/<
L1853977815,"Now witch I choose... Asus, MSI, Gigabyte",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/appos/<
L1853977815,"Now witch I choose... Asus, MSI, Gigabyte",NONE,1.0,X/PROPN/ROOT/^ msi/PROPN/appos/V Y/PROPN/appos/<
B326336141,Apple IS better than Microsoft .,BETTER,1.0,X/PROPN/nsubj/> be/VERB/ROOT/^ good/ADJ/acomp/< than/ADP/prep/< Y/PROPN/pobj/<
B326214706,Apple has always had a superior product to the IBM PC.,BETTER,1.0,X/PROPN/nsubj/> have/VERB/ROOT/^ product/NOUN/dobj/< to/ADP/prep/< pc/PROPN/pobj/< Y/PROPN/compound/<
G996538683,Hybrids- Honda Accord + Toyota Highlander,NONE,1.0,X/PROPN/compound/> accord/PROPN/ROOT/^ highlander/PROPN/conj/< Y/PROPN/compound/<
F766600794,For Toyota to step up sales in Europe it needs more and better diesel engines and BMW is a master of diesel technology for engines small and large.,NONE,0.6,X/PROPN/nsubj/> step/VERB/ROOT/^ need/VERB/conj/< engine/NOUN/dobj/< Y/PROPN/conj/<
B337836100,"Are you listening Toyota, Honda?",NONE,1.0,X/PROPN/dobj/> listen/VERB/ROOT/^ objecta/PROPN/dobj/< Y/PROPN/appos/<
F810029023,Gigabyte Windforce 670 vs Asus DCU II 670,NONE,1.0,X/PROPN/compound/> windforce/PROPN/ROOT/^ vs/ADP/prep/< ii/PROPN/pobj/< Y/PROPN/compound/<
L1813345431,"Nokia, nec, Motorola and siemen.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
L1813345431,"Nokia, nec, Motorola and siemen.",NONE,1.0,X/PROPN/ROOT/^ nec/NOUN/conj/V Y/PROPN/conj/<
L1813345431,"Nokia, nec, Motorola and siemen.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< and/CCONJ/cc/V
L1813345431,"Nokia, nec, Motorola and siemen.",NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/< sieman/NOUN/conj/V
E588679847,Ditto Ford and Chrysler.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
E588679847,Ditto Ford and Chrysler.,NONE,1.0,ditto/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
E588679847,Ditto Ford and Chrysler.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
K1690363481,maybe Dell has used amd to leverage a better deal from Intel.,NONE,0.6,X/PROPN/nsubj/> use/VERB/ROOT/^ leverage/VERB/xcomp/< from/ADP/prep/< Y/PROPN/pobj/<
N2204776345,"Significant customers include Hewlett-Packard, Sun Microsystems and Intel.",NONE,1.0,X/PROPN/dobj/> include/VERB/ROOT/^ objectb/PROPN/dobj/< microsystems/PROPN/conj/< Y/PROPN/conj/<
N2130888713,Samsung is becoming the Intel that sold Pentium 4's at 4Ghz while AMD sold Athlon 64 at just half the speed with a better performance.,NONE,0.6,X/PROPN/nsubj/> become/VERB/ROOT/^ sell/VERB/advcl/< Y/PROPN/nsubj/<
F740182438,"Ford Escape Hybrid, BMW ActiveHybrid 7, etc.) while others are offering more diesel options for better fuel economy (Chevy Cruze Diesel, Mazda Skyactiv-D Twin Turbo Diesel, etc.).",NONE,1.0,X/PROPN/compound/> hybrid/PROPN/ROOT/^ activehybrid/PROPN/npadvmod/< Y/PROPN/compound/<
B231874454,"Amazon is innovating on Android, faster than Google.",BETTER,1.0,X/PROPN/nsubj/> innovate/VERB/ROOT/^ faster/ADV/advmod/< than/ADP/prep/< Y/PROPN/pobj/<
D539080313,Cue Toyota and Honda.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
D539080313,Cue Toyota and Honda.,NONE,1.0,cue/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
D539080313,Cue Toyota and Honda.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
N2262636633,"Sony planned poorly, and underestimated Microsoft and Nintendo.",NONE,0.6,X/PROPN/nsubj/> plan/VERB/ROOT/^ underestimate/VERB/conj/< Y/PROPN/dobj/<
N2262636633,"Sony planned poorly, and underestimated Microsoft and Nintendo.",NONE,0.6,X/PROPN/nsubj/> plan/VERB/ROOT/^ underestimate/VERB/conj/< Y/PROPN/dobj/< and/CCONJ/cc/V
N2262636633,"Sony planned poorly, and underestimated Microsoft and Nintendo.",NONE,0.6,X/PROPN/nsubj/> plan/VERB/ROOT/^ underestimate/VERB/conj/< Y/PROPN/dobj/< nintendo/PROPN/conj/V
F816431919,GM's competition wasn't just Ford and Chrysler.,NONE,1.0,X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< Y/PROPN/conj/<
F816431919,GM's competition wasn't just Ford and Chrysler.,NONE,1.0,just/ADV/advmod/V X/PROPN/attr/> be/VERB/ROOT/^ objecta/PROPN/attr/< Y/PROPN/conj/<
F816431919,GM's competition wasn't just Ford and Chrysler.,NONE,1.0,X/PROPN/attr/> and/CCONJ/cc/V be/VERB/ROOT/^ objecta/PROPN/attr/< Y/PROPN/conj/<
T3204775043,Witness Honda and Nissan.,NONE,1.0,X/PROPN/ROOT/^ Y/PROPN/conj/<
T3204775043,Witness Honda and Nissan.,NONE,1.0,witness/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/conj/<
T3204775043,Witness Honda and Nissan.,NONE,1.0,X/PROPN/ROOT/^ and/CCONJ/cc/V Y/PROPN/conj/<
I1295502635,"Intel runs one of the better-known ones, as does IBM.",NONE,1.0,X/PROPN/nsubj/> run/VERB/ROOT/^ do/VERB/advcl/< Y/PROPN/nsubj/<
D462642967,"Certainly possible, although in that case we should rightly be blaming Intel (and Apple for not negotiating harder, they've definitely got leverage).",NONE,1.0,X/PROPN/dobj/> blame/VERB/ROOT/^ Y/PROPN/cc/<
D462642967,"Certainly possible, although in that case we should rightly be blaming Intel (and Apple for not negotiating harder, they've definitely got leverage).",NONE,1.0,X/PROPN/dobj/> blame/VERB/ROOT/^ Y/PROPN/cc/< for/ADP/prep/V
H1225288979,"in 2000 Microsoft bought ""Femail"" from IBM and instantly made it better.",BETTER,0.6,X/PROPN/nsubj/> buy/VERB/ROOT/^ femail/PROPN/dobj/< from/ADP/prep/< Y/PROPN/pobj/<
H1225288979,"in 2000 Microsoft bought ""Femail"" from IBM and instantly made it better.",BETTER,0.6,2000/NUM/nummod/V X/PROPN/nsubj/> buy/VERB/ROOT/^ femail/PROPN/dobj/< from/ADP/prep/< Y/PROPN/pobj/<
K1724381228,Mobile Nokia 15           Motorola 6           HTC 10,BETTER,0.6,X/PROPN/ROOT/^ Y/PROPN/appos/<
K1724381228,Mobile Nokia 15           Motorola 6           HTC 10,BETTER,0.6,mobile/PROPN/compound/V X/PROPN/ROOT/^ Y/PROPN/appos/<
K1724381228,Mobile Nokia 15           Motorola 6           HTC 10,BETTER,0.6,X/PROPN/ROOT/^ 15/NUM/nummod/V Y/PROPN/appos/<
